3fe3e5eb5ed929324c9fe001c781628ef5ce36efcd10186a3202ce2e2294d23c,2525b381898a1f28ac0a0d6ee4385db154af6dfdde4fb473c2513bc9794f30c2,cf42a63e17efe21c856b7d5e9b623cb0906305d111632f04b7b3c4cf518e7bdd,02cccca2480be347e7a98e4188501609aca30d7e3765246dae2f5c98c92c2c25,e5fd1e021389643ea92ee7a18231cc5b490cc85558fddfbf46de6b2613b672c2,085efdb6295d1d4e07fc1524b72e4783a80611f6a5e1e213f0193f894085dda9,7e65224fe831826c663417033880f5c644f4dfc4c6e8f208240fd3160ad375e2,178f45d6d485c6fafe62825a8dd4e81cdaadb0ccb5c08ed4bb07c8b4ff31cc7d,44beafc47d22099c56528ba4dd397f446df310abec0ca6060ab0e57c41a9b52b,c9ba201ca7eaee69aa82356cc41354b3e476fe2a0443aa64be67709a0478961c,a334ce445b98391af5816a1fa3a9dfa846cea30a316af6532b3785b1969cdc06,760092f9a33eb89af3dafe5766423fd3da8101f67da4821d05f38b874fdd239f,2d908609a9d24464d14c95a0d02f0180a393621377a864cc589b9b568ee17559
"0","2018/03/26 15:00:00","0","bgm_M33","2030/03/26 14:59:00","0","1","10001","0","bgm_M33","380000","380000","1"
"0","2018/04/26 15:00:00","0","bgm_M99","2030/03/26 14:59:00","0","1","10002","0","bgm_M99","380000","380000","2"
"0","2018/05/25 16:00:00","0","bgm_M107","2030/03/26 14:59:00","0","1","10003","0","bgm_M107","380000","380000","3"
"0","2018/06/26 15:00:00","0","bgm_M113","2030/03/26 14:59:00","0","1","10004","0","bgm_M113","380000","380000","4"
"0","2018/07/26 15:00:00","0","bgm_M121","2030/03/26 14:59:00","0","1","10005","0","bgm_M121","380000","380000","5"
"0","2018/08/27 15:00:00","0","bgm_M128","2030/03/26 14:59:00","0","1","10006","0","bgm_M128","380000","380000","6"
"0","2018/09/26 15:00:00","0","bgm_M135","2030/03/26 14:59:00","0","1","10007","0","bgm_M135","380000","380000","7"
"0","2018/10/26 15:00:00","0","bgm_M162","2030/03/26 14:59:00","0","1","10008","0","bgm_M162","380000","380000","8"
"0","2018/11/26 15:00:00","0","bgm_M171","2030/03/26 14:59:00","0","1","10009","0","bgm_M171","380000","380000","9"
"0","2018/12/26 15:00:00","0","bgm_M182","2030/03/26 14:59:00","0","1","10010","0","bgm_M182","380000","380000","10"
"0","2019/01/25 15:00:00","0","bgm_M189","2030/03/26 14:59:00","0","1","10011","0","bgm_M189","380000","380000","11"
"0","2019/02/22 15:00:00","0","bgm_M206","2030/03/26 14:59:00","0","1","10012","0","bgm_M206","380000","380000","12"
"0","2019/03/25 15:00:00","0","bgm_M215","2030/03/26 14:59:00","0","1","10013","0","bgm_M215","380000","380000","13"
"0","2019/04/11 15:00:00","0","bgm_M33","2030/03/26 14:59:00","0","1","10014","0","bgm_M33","380000","380000","14"
"0","2019/04/24 15:00:00","0","bgm_M223","2030/03/26 14:59:00","0","1","10015","0","bgm_M223","380000","380000","15"
"0","2019/05/09 15:00:00","0","bgm_M99","2030/03/26 14:59:00","0","1","10016","0","bgm_M99","380000","380000","16"
"0","2019/05/24 15:00:00","0","","2030/03/26 14:59:00","0","1","10017","0","","380000","380000","17"
"0","2019/06/10 15:00:00","0","bgm_M107","2030/03/26 14:59:00","0","1","10018","0","bgm_M107","380000","380000","18"
"0","2019/06/25 15:00:00","0","bgm_M237","2030/03/26 14:59:00","0","1","10019","0","bgm_M237","380000","380000","19"
"0","2019/07/08 15:00:00","0","bgm_M113","2030/03/26 14:59:00","0","1","10020","0","bgm_M113","380000","380000","20"
"0","2019/07/25 15:00:00","0","bgm_M245","2030/03/26 14:59:00","0","1","10021","0","bgm_M245","380000","380000","21"
"0","2019/08/08 15:00:00","0","bgm_M121","2030/03/26 14:59:00","0","1","10022","0","bgm_M121","380000","380000","22"
"0","2019/08/26 15:00:00","0","bgm_M254","2030/03/26 14:59:00","0","1","10023","0","bgm_M254","380000","380000","23"
"0","2019/09/09 15:00:00","0","bgm_M128","2030/03/26 14:59:00","0","1","10024","0","bgm_M128","380000","380000","24"
"0","2019/09/24 15:00:00","0","bgm_M265_Top","2030/03/26 14:59:00","0","1","10025","0","bgm_M265","380000","380000","25"
