49eaff8f35023c53d91b8241d1e15614667445b894470f2c61f3e9bb3a1b2a32,9fadef4cf37b1b66025a8d95fce965a0bce2c3e472a0bb4f4a98493c6c437f4c,271e4291f1766bf95ad2e04a02c76fea4d58690cb282d70bf587f07dc8a5c52f,c840e5751c05cae596c9fb27c7b2659d3ac5c1410d72f2ba20e1dc618529df3e,5ad4c21e690823096fba6b72a12be9dbffb45408a3609f2554efab0b08291fad,567bd2c033365150882ee726b3a5ded39d907f64eed5a4d495900481083b369b,24bab04d80770322649e286ee582b2dfb8dc6926017e25e85da57ba178174f06,7608491c7cda75c0c73db22a2f130617af34f6fa1e3951e6f68f965b0ad55850,cc0a74c3b51ec8e52aafc15947962c38c58d57742391f76eda78bbc406f26f92,f88d96b0670b45ced2b2e2bc261d47671885c96bc4cbe28d0c25994248cdf71d,ca490bd3fe8c64a0239afa8fdbb303b66638ce015474f7452b57706a08064ebc,a8fb1ea5f61d92f55947669222e77ee9a7fa0016a7f128b72ee9af1130657e64,686214bf07f24feb7899a8c96e7886533aa47d3da599bdce6f3d80394da65eb1,59bd402405a84ff675d29ae72999dd4a39d8fa34704ce63dedd32fa54b6f0086,f7f9f5fe83c3ce914e9d113e5d54d75e6fbb8bad5e5939bb517b5927c1f08e3d,685538e127b2d916270c629c2a62725e309f65510fb4fdee8fe696b1fddd979b,5dd93fe4cbdebe70dc826a3a091a62556cd6de28336bd9d6c78734f6274b1667,ebbd57b914ac57ec20e082f81c1501560ad38560cbf051860a95519481990840,1c1d272ee2044691cadc408d12fa97ab6fef95534998f357bc6885ccc661a4e8,1e8fdeadb65019a278d4c8b2d5a98c039696eb87aefd5a5070f9a4c7fc7e5434,20a995f8548e0ad99d05802c67d8a5053343ff3f0e25331cf7a25e449bcf233a
"2","5","0","1","500","500","0","0","0","0","1","8","90006","31043","1001","91002","0","0","1","2","1"
"2","8","0","2","1000","1000","0","0","0","0","1","8","90006","31043","1001","91002","0","0","2","2","2"
"2","10","0","3","1500","1500","0","0","0","0","1","8","90006","31043","1001","91002","0","0","3","2","3"
"2","12","0","4","2000","2000","0","0","0","0","1","8","90006","31043","1001","91002","0","0","4","2","4"
"2","14","0","5","2500","2500","0","0","0","0","1","8","90006","31043","1001","91002","0","0","5","2","5"
"2","16","0","6","3000","3000","0","0","0","0","1","8","90006","31043","1001","91002","0","0","6","2","6"
"2","18","0","7","3500","3500","0","0","0","0","1","8","90006","31043","1001","91002","0","0","7","2","7"
"2","20","0","9","4000","4000","0","0","0","0","1","8","90006","31043","1001","91002","0","0","8","2","8"
"2","25","0","-1","4500","4500","0","0","0","0","1","8","90006","31043","1001","91002","0","0","10","2","9"
"2","5","0","1","500","500","0","0","0","0","1","8","90006","31022","1002","91002","0","0","1","2","10"
"2","8","0","2","1000","1000","0","0","0","0","1","8","90006","31022","1002","91002","0","0","2","2","11"
"2","10","0","3","1500","1500","0","0","0","0","1","8","90006","31022","1002","91002","0","0","3","2","12"
"2","12","0","4","2000","2000","0","0","0","0","1","8","90006","31022","1002","91002","0","0","4","2","13"
"2","14","0","5","2500","2500","0","0","0","0","1","8","90006","31022","1002","91002","0","0","5","2","14"
"2","16","0","6","3000","3000","0","0","0","0","1","8","90006","31022","1002","91002","0","0","6","2","15"
"2","18","0","7","3500","3500","0","0","0","0","1","8","90006","31022","1002","91002","0","0","7","2","16"
"2","20","0","8","4000","4000","0","0","0","0","1","8","90006","31022","1002","91002","0","0","8","2","17"
"2","25","0","9","4500","4500","0","0","0","0","1","8","90006","31022","1002","91002","0","0","9","2","18"
"2","30","0","-1","5000","5000","0","0","0","0","1","8","90006","31022","1002","91002","0","0","10","2","19"
