7b05351b78ae7095fcbadcd480afb3288fa498fed5d865861adb30bf5cf9849b,b5b253fc4837c4c415680300c39630da13a4ed8c07b5d977574b9febf88801b3,1962cc417d415f874c32351ebb9441821cac22c4918026720319921d53fb9af0,b26245b3d4c198219578aa0461afb9413382611e10f1fc296ae92744850f07cb,1d6a05a8d10f970bd4392c17dded3ac4f33e5f6e9763bb58c63a4d2ab0d62501,5768931472b98196ea9656600d06b82d98b467d19bb29ea5be5fb0d57f065ab0,c24b7ea90019d92e1088b13be0c8419548ad7cf398b4ab5611aebbbf6e4f5e43,3296a59d05b31ad8792efd92d5d254a602b8735cc196934e76804081918071d7,4c8568e796e1a7a4b92b84928ceb5978cc5d46bdd4fe5ce5e333e6952c43bc73,f232c0e7cf3fd4950168976465edbe8bc2aee8354747371b109a390f08cc4406,21a1a823682ac29ce6c55b22bd62515b343c11f02a50f7c6cc78f182ffe620ae,43eea25b4e761bfb5f610a5c3bcd1441326845e1dc8fe7fff82444f5ca500f90
"0","10","1","0","0","10140","107511","103","2","0","10140101","浮き輪泳ぎ（黄）"
"0","15","1","0","0","10140","107611","102","2","0","10140102","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","107711","103","1","0","10140103","浮き輪泳ぎ（黄）"
"0","10","1","0","0","10140","108011","102","2","0","10140106","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","110011","101","2","0","10140107","浮き輪泳ぎ（ピンク）"
"0","10","1","0","0","10140","110111","101","1","0","10140108","浮き輪泳ぎ（ピンク）"
"0","3","1","0","0","10140","110311","103","1","0","10140109","浮き輪泳ぎ（黄）"
"0","10","1","0","0","10140","110411","102","2","0","10140110","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","110511","102","2","0","10140111","浮き輪泳ぎ（青）"
"0","50","1","0","0","10140","110611","101","2","0","10140112","浮き輪泳ぎ（ピンク）"
"0","5","1","0","0","10140","113111","102","1","0","10140113","浮き輪泳ぎ（青）"
"0","5","1","0","0","10140","113211","102","1","0","10140114","浮き輪泳ぎ（青）"
"0","5","1","0","0","10140","113311","102","1","0","10140115","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","113411","102","2","0","10140116","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","113511","102","2","0","10140117","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","113611","102","2","0","10140118","浮き輪泳ぎ（青）"
"0","5","1","0","0","10140","115711","102","1","0","10140119","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","117011","101","2","0","10140120","浮き輪泳ぎ（ピンク）"
"0","10","1","0","0","10140","117111","102","2","0","10140121","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","117211","102","2","0","10140122","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","117311","102","2","0","10140123","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","117411","101","2","0","10140124","浮き輪泳ぎ（ピンク）"
"0","10","1","0","0","10140","122411","103","2","0","10140125","浮き輪泳ぎ（黄）"
"0","5","1","0","0","10140","122511","102","1","0","10140126","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","122611","101","2","0","10140127","浮き輪泳ぎ（ピンク）"
"0","10","1","0","0","10140","122711","102","1","0","10140128","浮き輪泳ぎ（青）"
"0","10","1","0","0","10140","122811","103","1","0","10140129","浮き輪泳ぎ（黄）"
"0","10","1","0","0","10140","122911","101","1","0","10140130","浮き輪泳ぎ（ピンク）"
"0","5","1","0","0","10140","126711","101","1","0","10140132","浮き輪泳ぎ（ピンク）"
"0","10","1","0","0","10140","126811","103","2","0","10140133","浮き輪泳ぎ（黄）"
"0","30","1","0","0","10140","126911","102","2","0","10140134","浮き輪泳ぎ（青）"
