1564901f1231010a1f3fffe9de628f3de288fb7d09f38af72588a71c1202de6c,8175a943be803aeb402835766eb8dcd50ed2554926f635e265257310e0f6fcff,d9462912683f4341e084f24365ceb796c344c47c1f3f7fb34d69dd89a7fb9f9d,fef0b7098a8b873063d2d3aedacdab596f449ab0fd982be6842a00de209625c6,c749fa05eb4753f7d26d53fe14a2286c49c8bf43a08148b9526d357f7e438987,33b390852298c77f63d15a297820f0ec002cf2e0488fc266945f2dfa902deca3,15f72f0e694561a72d40c4395512f62d05a70e2266d05ae487ee123278360e6a,37b442eb9c9604e1d3362a152999422bc9ab8d37ae06804687150bc8de067ed5,dc1926e65d11b65e53673440f140dba06470bfb0672c1342f2b5c25d6046ff4d,b1b70b78fe231d3c1f9627a082ac5a7c58e5a4e4b3ccbf520e6a6526a2e2ef43
"0","2018/02/28 14:59:59","0","302","1","2018/01/01 15:00:00","0","1","0","10000"
"0","2018/03/15 14:59:59","0","302","1","2018/02/28 15:00:00","0","1","0","10001"
"0","2018/03/31 14:59:59","0","302","1","2018/03/15 15:00:00","0","1","0","10002"
"0","2018/04/16 14:59:59","0","302","1","2018/03/31 15:00:00","0","1","0","10003"
"0","2018/04/30 11:59:59","0","302","1","2018/04/16 15:00:00","0","1","0","10004"
"0","2018/05/15 14:59:59","0","302","1","2018/04/30 12:00:00","0","1","0","10005"
"0","2018/05/31 11:59:59","0","302","1","2018/05/15 15:00:00","0","2","0","10006"
"0","2018/06/15 14:59:59","0","302","1","2018/05/31 12:00:00","0","2","0","10007"
"0","2018/06/30 11:59:59","0","302","1","2018/06/15 15:00:00","0","1","0","10008"
"0","2018/07/17 14:59:59","0","302","1","2018/06/30 12:00:00","0","1","0","10009"
"0","2018/07/31 11:59:59","0","302","1","2018/07/17 15:00:00","0","1","0","10010"
"0","2018/08/21 14:59:59","0","302","1","2018/07/31 12:00:00","0","1","0","10011"
"0","2018/08/31 11:59:59","0","302","1","2018/08/21 15:00:00","0","2","0","10012"
"0","2018/09/18 14:59:59","0","302","1","2018/08/31 12:00:00","0","2","0","10013"
"0","2018/09/30 11:59:59","0","302","1","2018/09/18 15:00:00","0","1","0","10014"
"0","2018/10/18 14:59:59","0","302","1","2018/09/30 12:00:00","0","1","0","10015"
"0","2018/10/31 11:59:59","0","302","1","2018/10/18 15:00:00","0","1","0","10016"
"0","2018/11/19 14:59:59","0","302","1","2018/11/03 19:00:00","0","1","0","10017"
"0","2018/11/30 11:59:59","0","302","1","2018/11/19 15:00:00","0","1","0","10018"
"0","2018/12/19 14:59:59","0","302","1","2018/11/30 12:00:00","0","1","0","10019"
"0","2018/12/31 11:59:59","0","302","1","2018/12/19 15:00:00","0","1","0","10020"
"0","2019/01/18 14:59:59","0","302","1","2019/01/03 19:00:00","0","1","0","10021"
"0","2019/01/31 11:59:59","0","302","1","2019/01/18 15:00:00","0","1","0","10022"
"0","2019/02/15 22:59:59","0","302","1","2019/01/31 12:00:00","0","1","0","10023"
"0","2019/03/19 14:59:59","0","302","1","2019/02/28 12:00:00","0","1","0","10024"
"0","2019/03/26 14:59:59","0","302","1","2019/03/19 15:00:00","0","1","0","10025"
"0","2019/03/31 11:59:59","0","302","1","2019/03/26 15:00:00","0","1","0","10026"
"0","2019/04/19 14:59:59","0","302","1","2019/03/31 12:00:00","0","1","0","10027"
