3e3c7ce70e2863f787f54400538f923348a37b35f83dec6816c6f9ebfca8433f,5447029d76373ceb55906b6e5cac6d24b9c543de1e8b722a1d5869866e4494cb,bc67a3f895a456c140b492c89a79017b7d1becb0498315eb3166f806fdc4b526,907357c32b84fb6348cf76bcfd3c250003a2d015e0b31147415c4b69007eccac,e5574fa370c775cfba18955d55dd05c6870f96fc628398f5cf057cbd24b62f8d,d568c9e3b5903c5f49f42ac6ab5cccd4ab4b35256c3db2934c3bd746e208c11b,dc3f77fa25a5053c2567ec1a8612bfe179cc8e4d0cb185abb3df2369eaf179bc,6cc0e4070dc85b44400114fbdfee7d1394a0cd7e286986595af189269681a81a,f47a073fb4c53a271366bce12c15e3add3465febaf951c4ab75e1500108b5ac5,918913ec00b8a29095f8e2b2062fed8f443e6e294ba6eca3898e08fd25d15993,7f9509619ee5087ae78e2f2f8807e004a7615c03bd10fc9ca35d9f80430184c0,50f9ea0dd4805905208949378329374d831679453a11b96b0836d5cdb3b8932e,c33bbac663efff5af434b23ce6a1b16a34894f834bc5de3ff91d97f047c5d57d,f0920779fc1dbd936fccae03eda6c7a43bd799116144f6d3c319918c287abf55,cb4c10f996c86207782a8896b7e4476f94c064231539c511ed74020e2d2c83c6,91326e170ceb450a1c588b8e500e3468ee503e7d3cad6e06f0f2109ea6ae673d,c4791f267d6369d3461fb6a2765654341345e9081a4d4e003d13c1b592f54c0f,d0bd966c28c8bf2a50b2e3521fdfafae63b7c17e57d324f1090993383740ed93
"0","10000","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","1","8"
"0","10000","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","2","8"
"0","10000","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","3","8"
"0","10000","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","4","8"
"0","10001","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","5","8"
"0","10001","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","6","8"
"0","10001","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","7","8"
"0","10001","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","8","8"
"0","10002","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","9","8"
"0","10002","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","10","8"
"0","10002","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","11","8"
"0","10002","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","12","8"
"0","10003","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","13","8"
"0","10003","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","14","8"
"0","10003","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","15","8"
"0","10003","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","16","8"
"0","10004","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","17","8"
"0","10004","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","18","8"
"0","10004","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","19","8"
"0","10004","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","20","8"
"0","10005","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","21","8"
"0","10005","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","22","8"
"0","10005","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","23","8"
"0","10005","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","24","8"
"0","10006","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","25","8"
"0","10006","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","26","8"
"0","10006","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","27","8"
"0","10006","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","28","8"
"0","10007","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","29","8"
"0","10007","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","30","8"
"0","10007","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","31","8"
"0","10007","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","32","8"
"0","10008","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","33","8"
"0","10008","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","34","8"
"0","10008","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","35","8"
"0","10008","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","36","8"
"0","10009","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","37","8"
"0","10009","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","38","8"
"0","10009","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","39","8"
"0","10009","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","40","8"
"0","10010","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","41","8"
"0","10010","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","42","8"
"0","10010","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","43","8"
"0","10010","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","44","8"
"0","10011","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","45","8"
"0","10011","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","46","8"
"0","10011","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","47","8"
"0","10011","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","48","8"
"0","10012","0","0","0","0","500","0","0","0","0","0","0","91002","0","1","49","8"
"0","10012","0","0","0","0","400","0","0","0","0","0","0","91002","0","2","50","8"
"0","10012","0","0","0","0","300","0","0","0","0","0","0","91002","0","3","51","8"
"0","10012","0","0","0","0","250","0","0","0","0","0","0","91002","0","4","52","8"
