567c5b58f73a3094dc482174dbe321a44f1c84bfc686d94daedd1e7b4408d325,9ade69c945d39cfcc9e07248175a9aebc2c5dfad9584abc70612740e27ecdf30,3bf3b5d6def6834cca9c70e801fd1ec3c0191e1aafd7e082a02bc6491fe21367,e8fe0db7907b4d06a80f481a489c05d406fafcde03717c4650342bfc10126e29,4f4e66c23b07228a7b7be774560997b1b2d6aa6e82c9bc1f115479594ba1ab76,c5651cc506fe82b366c081a2fcf8dccacb345873c8557bf7233444ee5e7996a4,dd9ab90c52a2d66095e3bd746297ec9c17eb0534c367856b473a64c1b5e6b7fc,be0fc29f3521100e60c7a47370ea33c4675bd875e65bc1148ca3b97ed2397304,15b474916088e576dacfe310c89af05390ba54ab182af0308c943eab5038d337,e059cc4a6c4cbcab390dd48dfd54b604fb67d4a3ccc5ef9251c6da5c972502dd,0c8b8645b629dbd23d9660ac2ceb9086e7cad0ac1b7ed4314d43503e5e3f322d,13a259dcabe962146f43da432fc3d10b116f655f285e31e6019cf85c5d4396cd,1e69bc55b13bc53f4495a788d55e9ec331ed0212c7454376894ff4178aa036f6,00b7de7870a953bcb9a590e18df8a8e7e3174493bfdda8cf3a867fc8676456c2
"0","401","24","102301","0","10046","24001","2","2020/07/31 12:00:00","2030/12/17 14:59:59","2","0","やったね、ぷうきち！\nこれならお兄ちゃんたちの\nお手本になれたよね！","アヤネ"
"0","402","24","102301","0","10046","24002","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","2.21","私たちの勝ちだね！\nぷうきちと一緒なら\nどんなボールでも\nホームランを打ってみせるよ！","アヤネ"
"0","403","24","102301","0","10046","24003","2","2020/07/31 12:00:00","2030/12/17 14:59:59","2","0","やったやったぁ！\nお兄ちゃん、見ててくれた？\n私、すっごくがんばったよ！","アヤネ"
"0","701","24","192201","0","10046","24004","1","2020/07/31 12:00:00","2030/12/17 14:59:59","2","1.99","特訓の成果が出たみたいだ！\nもっと練習を重ねて\nこの調子で上達していこう！","アサヒ"
"0","702","24","192201","0","10046","24005","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","2.21","よし、いい感じだ！\nキャプテンとしての仕事は\nきっちり果たせそうだよ","アサヒ"
"0","703","24","192201","0","10046","24006","1","2020/07/31 12:00:00","2030/12/17 14:59:59","2","3.33","試合に向けて\nいい感覚を掴めた気がするよ！\nこのまま一気に全国大会だ！","アサヒ"
"0","801","24","192301","0","10046","24007","2","2020/07/31 12:00:00","2030/12/17 14:59:59","2","0","このくらい余裕だ\nオレたちは全国大会を\n目指してるんだからな","部員３"
"0","802","24","192301","0","10046","24008","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","2.68","オレだって\nビーチベースボール選手だ\nどんな球だろうが\n全部スタンドまで飛ばしてやる","部員３"
"0","803","24","192301","0","10046","24009","2","2020/07/31 12:00:00","2030/12/17 14:59:59","2","0","いい感じだ\nこれなら試合でも活躍できそうだ\n大暴れしてやる！","部員３"
"0","501","24","192501","0","10046","24010","1","2020/07/31 12:00:00","2030/12/17 14:59:59","1","0","やった！",""
"0","502","24","192501","0","10046","24011","1","2020/07/31 12:00:00","2030/12/17 14:59:59","1","0","勝ったよ！",""
"0","503","24","192501","0","10046","24012","1","2020/07/31 12:00:00","2030/12/17 14:59:59","1","0","いい調子！",""
"0","111","24","113501","0","10046","24013","2","2020/07/31 12:00:00","2030/12/17 14:59:59","6","5.33","あら～…もしかして\n勝っちゃったのかしら？\nみんなの練習を見ていたから\nかもしれないわね","ミサト"
"0","112","24","113501","0","10046","24014","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","6.85","みんなの力になりたくて\n先生も頑張ってみました～！\nうまく投げられたみたいで\nよかったわ～！","ミサト"
"0","113","24","113501","0","10046","24015","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","3","練習お疲れさま～！\n先生も協力できて\nとってもうれしいわ～♪\n次も頑張りましょうね～！","ミサト"
"0","611","24","192401","0","10046","24016","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","6.11","まだ練習が足りねえみてえだな\nこれっぽっちも本気で\n投げてねえっつーの\nもう一回やんぞ！","ダイチ"
"0","612","24","192401","0","10046","24017","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","6.75","ふん、当然の結果だな\n俺の球は、誰にも打てねえよ！\nまたやりてえっつーなら\nとことん付き合ってやるぜ！","ダイチ"
"0","613","24","192401","0","10046","24018","2","2020/07/31 12:00:00","2030/12/17 14:59:59","2","0","おっしゃあ！\nこの勢いで全国に行ってやるぜ！\n全員三振で仕留めてやる！","ダイチ"
"0","211","24","113401","0","10046","24019","1","2020/07/31 12:00:00","2030/12/17 14:59:59","2","4.52","きらーん☆\nハツネちゃんの大勝利なのだ～！\nみんながもっと上達できるように\n私もまだまだ頑張るからね！","ハツネ"
"0","212","24","113401","0","10046","24020","1","2020/07/31 12:00:00","2030/12/17 14:59:59","2","3.89","やったあ！　私の勝ちだね！\nチアリーダーもピッチャーも\nハツネちゃんに任せてよ！","ハツネ"
