02567b3eca21940395cb7ee341c7d21f8fc7fec7b7a2625e85dd07a2a9f5c236,112fb0508c72654032e42e548b68c4e1d9dc7c039e97190cda3d9c7d08b82fb8,3d33475a016bbe30aed6c2bf02aeea562d5c5f0562b0dd22b5ed2d1f8cc13a1f,b3b48573dde3e11bb6b9784c445b326af3aca1b21889c407946262ff2565aac3,aa65bfc68045f8f12ea86573b0bad85c7ae2ed64e4fa837303b9d74fcb69ead1,636a31691563d64e45da669997504b6dfaf47b406efbec912e0a59a25535de2e,d970f545cfdb61f20bd44b1504e06b2b141d29583d7131bc37be641748ad884a,be3c84bd5f6f7bd43d2a49222bc2f73a5d63750eb93d3c59f9e9510d937fbff2,f8a28bbe2fb05f5c6efa44253187f9704877ee4645d5b5752d360f1b6062de8f,2a3e73eefea3dca73596a9e05e676b0e87e9dbfc9dc3f09a347811d3fabb8260,6fac81aafd18c68cb869f50f702b78bf517e9e79e8270ee6b8b733672aa871d8,3206d12162f014f433b5de2d4d4b43a831a5526c47cfb9953eb3e1b69b722013,083c4af39d41e0478bd33eb040928237acf49498c24a47a3441b640c18baaef3,c7cdde41af9cbbdff0ec6089dcc4eb09be2969787c388fc7b5ad2fa563b63527,2a0fadb5b530eaf811716c00c0762aadea4dc4434dfab9547ae6b207e0eba801
"101691001","0","110690103","0","0","1","0","0","0","0","101691011","0","0","0","0"
"102311001","16","610132007","0","61013201","1","0","0","0","0","610132504","0","0","0","0"
"102311002","16","610132008","0","61013201","1","0","0","0","0","610132504","0","0","0","0"
"102311003","16","610132009","0","61013201","1","0","0","0","0","610132504","0","0","0","0"
"102312001","16","610134007","0","61013401","1","0","0","0","0","610134504","0","0","0","0"
"102312002","16","610134008","0","61013401","1","0","0","0","0","610134504","0","0","0","0"
"102312003","16","610134009","0","61013401","1","0","0","0","0","610134504","0","0","0","0"
"102401001","16","610136004","0","61013601","1","0","0","0","0","610136404","0","0","0","0"
"102401002","16","610136005","0","61013601","1","0","0","0","0","610136405","0","0","0","0"
"102401003","16","610136006","0","61013601","1","0","0","0","0","610136406","0","0","0","0"
"102401004","16","610136007","0","61013601","1","0","0","0","0","610136504","0","0","0","0"
"102401005","16","610136008","0","61013601","1","0","0","0","0","610136505","0","0","0","0"
"102401006","16","610136009","0","61013601","1","0","0","0","0","610136506","0","0","0","0"
"102401007","16","610137007","0","61013601","1","0","0","0","0","610137504","0","0","0","0"
"102401008","16","610137008","0","61013601","1","0","0","0","0","610137504","0","0","0","0"
"102401009","16","610137009","0","61013601","1","0","0","0","0","610137504","0","0","0","0"
"102402001","16","610140007","0","61014001","1","0","0","0","0","610140504","0","0","0","0"
"102402002","16","610140008","0","61014001","1","0","0","0","0","610140504","0","0","0","0"
"102402003","16","610140009","0","61014001","1","0","0","0","0","610140504","0","0","0","0"
"102403001","16","610142004","0","61014201","1","0","0","0","0","610142404","0","0","0","0"
"102403002","16","610142005","0","61014201","1","0","0","0","0","610142405","0","0","0","0"
"102403003","16","610142006","0","61014201","1","0","0","0","0","610142406","0","0","0","0"
"102403004","16","610142007","0","61014201","1","0","0","0","0","610142504","0","0","0","0"
"102403005","16","610142008","0","61014201","1","0","0","0","0","610142505","0","0","0","0"
"102403006","16","610142009","0","61014201","1","0","0","0","0","610142506","0","0","0","0"
"102404001","16","610144004","0","61014401","1","0","0","0","0","610144404","0","0","0","0"
"102404002","16","610144005","0","61014401","1","0","0","0","0","610144405","0","0","0","0"
"102404003","16","610144006","0","61014401","1","0","0","0","0","610144406","0","0","0","0"
"102404004","16","610144007","0","61014401","1","0","0","0","0","610144504","0","0","0","0"
"102404005","16","610144008","0","61014401","1","0","0","0","0","610144505","0","0","0","0"
"102404006","16","610144009","0","61014401","1","0","0","0","0","610144506","0","0","0","0"
"430001001","43","810010011","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001002","43","810010021","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001003","43","810010031","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001004","43","810010041","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001005","43","810010051","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001006","43","810010061","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001007","43","810010071","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001008","43","810010081","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001009","43","810010091","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001010","43","810010101","0","0","1","1","4","0","0","810101002","810101003","810101004","0","0"
"430001011","43","810010111","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
