9c2c1afcba4173c9ba07c7fddf3ed02ecf1a7b645e514abc4d05b22fd239fc6b,9f964895ffd4275614ad5467ef449d73e61f31116fc25518fc58afba08173e27,0c3a578d27359debf216789119732d53dd46b004cb0396cd0afc53d4f28f1d2d,499fa4b82fdf2528fc2cecfa6ab4008910fc6f0f416a801bb7040eaa666c7d46
"700","0","50","111"
"700","0","50","113"
"800","0","50","131"
"700","0","50","211"
"700","0","50","213"
"700","0","50","214"
"800","0","50","231"
"700","0","50","311"
"460","-25","50","312"
"700","0","50","313"
"700","0","50","314"
"700","0","50","331"
"700","0","50","411"
"700","0","50","412"
"700","0","50","413"
"600","0","0","414"
"460","0","50","415"
"460","0","50","416"
"700","0","50","417"
"700","0","50","418"
"700","0","50","419"
"700","0","50","421"
"700","0","50","422"
"700","30","50","511"
"700","30","50","512"
"700","100","50","611"
"700","100","50","711"
"800","0","50","712"
"800","0","50","713"
"800","0","50","714"
"800","0","50","715"
"800","0","50","716"
"700","100","50","717"
"700","100","50","718"
"800","-195","50","719"
"500","50","50","811"
"1200","0","50","812"
"800","0","50","813"
"800","0","60","814"
"800","0","60","815"
"500","50","50","816"
"600","-65","50","911"
"1200","0","50","912"
"800","0","50","913"
"800","0","50","914"
"980","-40","55","915"
"980","-40","55","916"
"600","-65","50","917"
"800","0","50","1011"
"800","0","50","1012"
"800","0","50","1013"
"800","0","50","1031"
"800","0","50","1111"
"800","0","50","1112"
"800","0","50","1131"
"590","-60","50","1211"
"460","0","50","1212"
"460","0","50","1213"
"460","0","50","1214"
"600","-15","50","1215"
"590","-60","50","1216"
"800","0","50","1231"
"700","-50","50","1331"
"800","0","50","1411"
"800","0","50","1412"
"800","0","50","1413"
"800","0","50","1414"
"800","0","50","1421"
"700","100","50","1511"
"700","100","50","1512"
"700","100","50","1514"
"700","100","50","1515"
"700","100","50","1516"
"700","100","50","1521"
"700","-50","150","1611"
"700","-50","150","1612"
"700","-50","150","1613"
"800","0","50","1614"
"700","-50","150","1615"
"800","0","50","1711"
"800","0","50","1811"
"800","0","50","1911"
"800","0","50","2011"
"800","0","50","2111"
"800","0","50","2211"
"800","0","50","2311"
"800","0","50","2411"
"800","0","50","2415"
"970","15","15","2511"
"800","0","50","2512"
"1100","0","20","2513"
"1100","0","20","2514"
"1010","0","15","2515"
"1010","0","15","2516"
"455","0","0","2611"
"800","0","50","2612"
"525","-45","50","2711"
"525","-45","50","2712"
"800","0","50","2713"
"1190","-30","125","2811"
"1190","-30","125","2812"
"460","0","0","2911"
"800","0","50","2912"
"800","0","50","2913"
"800","0","50","2914"
"800","0","50","2915"
"600","0","50","2931"
"460","0","0","3011"
"800","0","50","3012"
"800","0","50","3013"
"600","0","50","3031"
"460","0","0","3111"
"800","0","50","3112"
"800","0","50","3113"
"800","0","50","3114"
"600","0","50","3131"
"460","-20","0","3211"
"600","-40","50","3311"
"600","-40","50","3312"
"600","-40","50","3313"
"460","-30","50","3411"
"700","-60","50","3511"
"800","0","50","3512"
"800","-30","50","3911"
"800","0","30","4011"
"800","0","30","4111"
"600","0","50","4211"
"800","0","50","4311"
"800","0","50","4312"
"800","0","50","4411"
"700","10","60","4511"
"700","10","60","4512"
"700","10","60","4513"
"460","0","50","4611"
"650","-30","70","4711"
"620","0","70","4811"
"800","0","50","4911"
"800","0","50","5011"
"800","0","50","5012"
"800","0","50","5013"
"800","0","50","5111"
"800","0","50","5112"
"800","0","50","5211"
"800","0","50","5212"
"600","0","50","5413"
"800","0","50","5511"
"800","0","50","5512"
"700","0","50","5611"
"800","0","50","5612"
"590","-60","50","5613"
"460","0","50","5614"
"700","0","50","5615"
"700","0","50","5616"
"800","0","50","5711"
"800","0","50","5712"
"800","0","50","5811"
"800","0","50","5812"
"800","0","50","5911"
"800","0","50","5912"
"800","0","50","6011"
"530","0","75","6012"
"700","0","50","6111"
"790","0","70","6211"
"750","-135","50","6311"
"750","-120","50","6312"
"900","0","50","6411"
"670","-50","50","6511"
"800","0","70","6631"
"800","0","70","6632"
"800","0","70","6732"
"800","0","70","6831"
"800","0","70","6832"
"800","0","70","6932"
"830","0","50","7011"
"830","0","50","7012"
"700","-100","50","7111"
"700","-100","50","7112"
"700","-100","50","7113"
"700","-100","50","7114"
"790","0","70","7411"
"790","0","70","7412"
"700","0","50","7511"
"700","0","50","7531"
"800","0","50","7711"
"800","0","50","7811"
"800","0","50","7911"
"800","0","50","7912"
"700","0","50","8011"
"700","0","50","8031"
"700","0","50","8111"
"650","-35","50","8211"
"800","0","50","8311"
"800","0","50","8511"
"900","0","50","8611"
"1000","0","50","8711"
"1000","0","50","8712"
"1000","0","50","8811"
"800","0","50","8911"
"800","0","50","8912"
"530","-35","50","9011"
"800","0","50","9111"
"800","0","50","9211"
"800","0","50","9212"
"800","0","50","9213"
"460","0","50","9311"
"1500","0","50","9411"
"1500","0","50","9412"
"800","0","50","9511"
"1600","0","50","9513"
"550","-25","60","9514"
"800","0","50","9811"
"800","0","50","9911"
"800","0","50","9912"
"730","-15","0","11411"
"730","-15","0","11413"
"715","-45","60","13311"
"960","0","50","14313"
"2000","0","50","15011"
"900","0","50","15012"
"800","0","50","15311"
"800","0","50","15314"
"750","-60","45","15811"
"750","-60","45","15812"
"750","-60","45","15813"
"1200","30","50","15916"
"1300","0","50","16011"
"1300","0","50","16012"
"1000","0","50","16311"
"1000","205","50","16312"
"530","0","70","16711"
"600","0","70","16712"
"2000","0","0","17011"
"760","-45","45","17211"
"2000","0","0","17212"
"2000","0","50","17511"
"2000","0","50","17512"
"800","0","50","18211"
"1100","0","50","18711"
"800","0","50","18912"
"2000","0","50","20011"
"2000","0","50","20012"
"2000","0","50","20013"
"2000","0","50","20016"
"800","0","50","20111"
"800","0","50","50611"
"700","-75","60","50711"
"1500","0","50","50811"
"1200","0","50","50812"
"460","0","50","50911"
"460","0","50","50912"
"800","0","50","51011"
"800","0","50","51111"
"700","0","50","51311"
"800","0","50","51411"
"800","0","50","51412"
"700","100","50","51511"
"800","0","50","51512"
"800","0","50","51611"
"800","0","50","51711"
"800","0","50","51712"
"800","0","50","51811"
"800","0","50","51812"
"800","0","50","51911"
"800","0","50","51912"
"800","0","50","52011"
"874","-115","35","52111"
"1500","0","50","52311"
"1500","0","50","52312"
"1500","0","50","52313"
"530","0","50","52411"
"530","0","50","52412"
"800","0","50","52611"
"1200","0","50","52612"
"800","0","50","52613"
"800","0","50","52614"
"900","0","50","52711"
"900","0","50","52712"
"700","-15","50","52731"
"800","0","50","52831"
"800","0","50","52931"
"820","100","45","53011"
"820","100","45","53012"
"820","100","45","53013"
"800","0","50","53111"
"800","0","50","53112"
"670","-50","50","53211"
"750","-60","45","100011"
"750","-60","45","100012"
"700","0","50","100015"
"750","-60","45","100016"
"750","-60","45","100017"
"750","-60","45","100018"
"750","-60","45","100099"
"615","1.5","45","100111"
"615","1.5","45","100112"
"700","40","45","100113"
"615","1.5","45","100114"
"700","0","50","100131"
"700","0","50","100132"
"800","0","50","100211"
"800","0","50","100212"
"800","0","50","100213"
"700","0","50","100231"
"700","0","50","100232"
"600","0","45","100311"
"600","-120","45","100312"
"600","-120","45","100313"
"600","-120","45","100315"
"650","-70","100","100331"
"700","0","50","100332"
"650","-65","60","100411"
"700","0","50","100431"
"700","0","50","100432"
"600","40","50","100511"
"600","-20","60","100512"
"600","40","50","100513"
"600","-20","60","100514"
"800","0","50","100531"
"550","-50","50","100611"
"700","0","50","100631"
"700","0","50","100632"
"800","-60","85","100711"
"700","-95","50","100731"
"700","-40","50","100811"
"700","0","50","100831"
"700","0","50","100832"
"535","-20","35","100911"
"1200","0","50","100912"
"700","0","30","100931"
"750","-50","100","101011"
"700","0","50","101031"
"700","0","50","101032"
"650","20","50","101111"
"730","-100","40","101112"
"700","0","50","101131"
"800","0","45","101211"
"700","0","50","101231"
"630","-35","105","101311"
"1200","0","50","101312"
"800","30","50","101331"
"800","0","50","101332"
"700","0","50","101411"
"700","0","50","101412"
"700","0","50","101421"
"800","0","50","101431"
"800","50","50","101511"
"800","0","50","101512"
"800","0","50","101531"
"800","0","50","101532"
"800","0","50","101533"
"740","-20","80","101611"
"700","0","50","101631"
"900","0","50","101632"
"610","-85","40","101711"
"700","0","50","101731"
"700","0","50","101732"
"700","0","50","101733"
"700","0","50","101811"
"640","-25","70","101812"
"700","0","50","101813"
"700","0","50","101821"
"700","0","50","101831"
"700","0","50","101832"
"520","0","50","102011"
"520","0","50","102012"
"700","0","50","102031"
"700","0","50","102032"
"700","0","50","102033"
"700","-50","100","102111"
"700","0","50","102131"
"490","-30","80","102211"
"520","-55","80","102212"
"700","0","50","102231"
"700","0","50","102232"
"530","-10","45","102311"
"530","-10","45","102312"
"530","-10","45","102313"
"700","0","50","102321"
"700","0","50","102331"
"525","-25","0","102332"
"550","-85","45","102511"
"700","0","50","102531"
"580","30","45","102611"
"700","0","50","102631"
"700","0","50","102632"
"680","-120","60","102711"
"1200","0","50","102712"
"700","0","50","102731"
"700","0","50","102732"
"900","0","50","102811"
"900","0","50","102821"
"900","0","50","102831"
"900","0","50","102832"
"500","-30","65","102911"
"900","-50","50","102912"
"900","0","50","102913"
"720","25","50","102931"
"800","-80","100","103011"
"700","0","50","103031"
"600","-65","50","103111"
"600","-65","50","103112"
"655","-35","50","103113"
"700","0","50","103131"
"700","0","50","103132"
"800","0","50","103133"
"800","50","80","103211"
"675","-65","60","103212"
"800","50","80","103213"
"700","0","50","103231"
"700","0","50","103232"
"700","90","50","103311"
"700","0","50","103331"
"700","0","50","103332"
"700","0","50","103333"
"700","0","50","103411"
"700","0","50","103412"
"700","0","50","103431"
"700","0","50","103432"
"700","0","50","103433"
"700","0","50","103611"
"700","0","50","103631"
"700","0","50","103632"
"700","-200","50","103711"
"700","-200","50","103712"
"700","0","50","103731"
"550","-50","50","103811"
"650","0","50","103812"
"550","-50","50","103813"
"700","0","50","103831"
"700","0","50","103832"
"700","-50","50","104011"
"700","0","50","104031"
"700","0","50","104032"
"700","0","50","104033"
"600","30","50","104211"
"700","-50","50","104212"
"700","0","50","104231"
"700","0","50","104232"
"750","0","35","104311"
"750","0","35","104321"
"700","0","50","104331"
