294f3ba3ab361ed9960adec0e29b9ecaeadf8c097507078815f6362f8844ebf4,6c605e5a33e62df7dde9c795a2dc3de16dec9294cb67f54c9fc94a2befa2a648,cb2a81b3dc14c647d54403712f388067455c3dabdc387ceb2b5614e20b75ee53,181f7f7579cd6df2185923237bf4b8fd46bf6809242e25327c9deebead5375b6,c9aa4c0526c89c750fd04edeee10238ad58db948d55d5b90e8ee2ce5d56f7081,40548fc3cff063d3e6bf69dae05db8d11f9283dc05cfad739853ceea72490021,bf8153b15e0323d28b8c66fa4be09559704b79e8052714dedd07727026b44bba,ee8f4ab00b7afbc98a42a0862eff96d3269db82524b014a0b11a0491126d8f1b,f77b843479d59beadd52cf4c4a5f49dc24fb8bcb5fdd9d359153a06fcf62488b,46e61274a87051277a8ed11bd019229ea6c7588b6b862c3bd663e9277ea61bde,e2bc76e8e83e64d472cc27313a7249e6da98b503d5225f69df2473d51065bd39
"1001","0","100701","0","0","0","0","0","0","0","0"
"1010","0","100301","0","0","0","0","0","0","0","0"
"1011","0","101001","0","0","0","0","0","0","0","0"
"1012","0","101201","0","0","0","0","0","0","0","0"
"1013","0","101301","0","0","0","0","0","0","0","0"
"1014","0","101401","0","0","0","0","0","0","0","0"
"1015","0","101801","0","0","0","0","0","0","0","0"
"1016","0","102001","0","0","0","0","0","0","0","0"
"1017","0","102201","0","0","0","0","0","0","0","0"
"1018","0","102801","0","0","0","0","0","0","0","0"
"1019","0","103301","0","0","0","0","0","0","0","0"
"1020","0","103601","0","0","0","0","0","0","0","0"
"1021","0","104801","0","0","0","0","0","0","0","0"
"1022","0","106101","0","0","0","0","0","0","0","0"
"1023","0","107101","0","0","0","0","0","0","0","0"
"1099","0","101201","0","0","0","0","0","0","0","0"
"1100","0","106501","0","0","0","0","0","0","0","0"
"1101","0","102301","0","0","101501","0","0","0","0","0"
"1102","0","106501","0","0","101501","0","0","0","0","0"
"1164","0","105801","105901","100201","106001","0","100101","100301","0","0"
"1174","0","111401","0","0","0","0","0","0","0","0"
"1192","0","106401","0","0","0","0","0","0","0","0"
"1225","0","105701","0","0","0","0","0","0","0","0"
"1240","0","106701","0","0","0","0","0","0","0","0"
"1255","0","105801","0","0","0","0","0","0","0","0"
"1261","0","102001","0","0","0","0","0","0","0","0"
"1262","0","104301","0","0","0","0","0","0","0","0"
"1263","0","103101","0","0","0","0","0","0","0","0"
"1264","0","102701","0","0","0","0","0","0","0","0"
"1265","0","101701","0","0","0","0","0","0","0","0"
"1266","0","111401","0","0","0","0","0","0","0","0"
"2128","0","101201","0","0","103801","0","0","0","0","0"
"2129","0","105801","105901","0","106001","0","0","0","0","0"
"2130","0","104701","103701","100501","107101","0","0","0","0","0"
"2135","0","101401","0","0","104301","0","0","0","0","0"
"2137","0","103001","104501","105501","100801","0","0","105301","0","0"
"2139","0","101601","105001","0","101801","0","0","0","0","0"
"2143","0","104401","107101","0","102901","0","0","0","0","0"
"2148","0","101101","100101","106701","106601","0","0","0","0","0"
"2149","0","102201","0","0","100601","0","0","0","0","0"
"2151","0","105301","103801","101401","103701","0","0","0","0","0"
"2154","0","102801","0","0","103201","0","0","0","0","0"
"2157","0","105201","0","0","0","0","0","0","0","0"
"2162","0","104901","0","0","102701","0","0","0","0","0"
"2163","0","102901","105401","0","104201","0","0","0","0","0"
"2164","0","100801","0","0","105101","0","0","0","0","0"
"2167","0","101701","101601","0","103001","0","0","0","0","0"
"2211","0","100601","0","0","102201","0","0","0","0","0"
