0453e67bb174aca681bd22561c8ebcdabdbc6d47be648de01316e55d2dc8a4a1,b43d8541b702ddc8f80e6f3553bec5d7400820e0489ffc475b507ea7b5dde30a,a892703e111670ba185377969a182d7b79534121c34794847173a09bf5bf4e92,3fa551063c71bc8584ca5005bf8ad85fc86c1b2edffc79858881d5c2ddaae5ad,af112c945113680e0ab40e8c9ceddef7901e9f1e061522d45f72b9ec09701d61,65fd087683ca0057cb125eef59362ee11b89cedf9af7a3625d95f2c8b1b13262,b702c5d2b6a6fe6e2240572462ec71e41ce86de1c51a4718c59aed2efedd2b82,00d1da3061192e11fbcc7577b67fa826f7b69336adff1bbb22a6f005f9824af7,ae416a470348b2162578eb6638fe463551fbe3031dc69d15c02c5c1730fb33f1,5becc28c21c3b236f56d38a894b06a9c0c02f876d17ebef415862ace5f6a4e6d,cc8d1513126335596bb261d940e7efbf8daa18a7ac04ef768b4d640873481b32,40abcf9ffc706c218088a41867e7e13cb38fb652ce78b2960f506ae4e556d40a,87988a34342876339d65c61c3991462be9d04f585950a97ab4748d671e75cd18,ac5504abf0fe5530ae3034d94e3ee0d3ff08a57904f08e31c771704714d6a145,1150f358abac5f333ced01f75232a41312490a3f388cbefd312e2fae95e239ec,ef8bb75195cac87a16aacafd974149249d46116de599825acece2a79d6075399,ba7a72fd6a623ab93a5fb3dfdf35a986c3f348eeb8d04efcdabc47cea9d8553a,902fee6eb435baf83c1cda1219ead87929849ee43c5c272bc1b0bb8e4acce28e,6d1be3a605a25daaf8cc2bd9f2b1954108c45568a90e43d9a2b76f2773a18c4f,7ee78fd8995424aca39aa24e00ae2105a7ae48a3d6f4f017d5e219154253f79b
"100100201","1","0","1001","0","100111","0","0","0","0","1","0","0","0","0","0","0","0","0","1001002"
"100100801","0","0","1001","0","0","0","0","1","0","1","0","0","-840","0","0","0","0","0","1001008"
"100101101","1","0","1001","0","100131","0","1001011","0","0","1","0","0","0","0","0","0","0","0","1001011"
"100101102","1","0","1001","0","100131","0","1001011","0","0","1","0","0","0","0","0","0","0","0","1001011"
"100200101","1","0","1002","0","100211","0","0","0","0","1","0","0","0","0","0","0","0","0","1002001"
"100200801","0","0","1002","0","0","0","0","1","0","1","0","0","-920","0","0","0","0","0","1002008"
"100201101","0","0","1002","0","0","0","0","1","0","1","0","0","-920","0","0","0","0","0","1002011"
"100201102","1","0","1002","0","100231","0","0","0","0","1","0","0","0","0","0","0","0","0","1002011"
"100300301","1","0","1003","0","100311","0","0","0","0","1","0","0","0","0","0","0","0","0","1003003"
"100300801","0","0","1003","0","0","0","0","1","0","1","0","0","-820","0","0","0","0","0","1003008"
"100301101","1","0","1003","0","100332","0","1003011","0","0","1","0","0","0","0","0","0","0","0","1003011"
"100301102","1","0","1003","0","100332","0","1003011","0","0","1","0","0","0","0","0","0","0","0","1003011"
"100400701","1","0","1004","0","100411","0","0","0","0","1","0","0","0","0","0","0","0","0","1004007"
"100400801","0","0","1004","1","0","0","0","1","0","1","0","0","-900","0","0","0","0","0","1004008"
"100401101","1","0","1004","0","100431","0","0","0","0","1","0","0","0","0","0","0","0","0","1004011"
"100500601","1","0","1005","0","100511","0","1005006","0","0","1","0","0","0","0","0","0","0","0","1005006"
"100500602","1","0","1005","0","100511","0","1005006","0","0","1","0","0","0","0","0","0","0","0","1005006"
"100500603","1","0","1005","0","100511","0","1005006","0","0","1","0","0","0","0","0","0","0","0","1005006"
"100500801","0","0","1005","1","0","0","0","1","0","1","0","0","-840","0","0","0","0","0","1005008"
"100501101","1","0","1005","0","100531","0","1005011","0","0","1","0","0","0","0","0","0","0","0","1005011"
"100501102","1","0","1005","0","100531","0","1005011","0","0","1","0","0","0","0","0","0","0","0","1005011"
"100600301","1","0","1006","0","100611","0","0","0","0","1","0","0","0","0","0","0","0","0","1006003"
"100600801","0","0","1006","1","0","0","0","1","0","1","0","0","-840","0","0","0","0","0","1006008"
"100601101","1","0","1006","0","100631","0","0","0","0","1","0","0","0","0","0","0","0","0","1006011"
"100700101","1","0","1007","0","100711","0","0","0","0","1","0","0","0","0","0","0","0","0","1007001"
"100700801","0","0","1007","1","0","0","0","1","0","1","0","0","-800","0","0","0","0","0","1007008"
"100701101","1","0","1007","0","100731","0","1007011","0","0","1","0","0","0","0","0","0","0","0","1007011"
"100701102","1","0","1007","0","100731","0","1007011","0","0","1","0","0","0","0","0","0","0","0","1007011"
"100800101","1","0","1008","0","100811","0","1008001","0","0","1","0","0","0","0","0","0","0","0","1008001"
"100800102","1","0","1008","0","100811","0","1008001","0","0","1","0","0","0","0","0","0","0","0","1008001"
"100800401","0","0","1008","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1008004"
"100801101","1","0","1008","0","100832","0","1008011","0","0","1","0","0","0","0","0","0","0","0","1008011"
"100801102","1","0","1008","0","100832","0","1008011","0","0","1","0","0","0","0","0","0","0","0","1008011"
"100900101","1","0","1009","0","100911","0","0","0","0","1","0","0","0","0","0","0","0","0","1009001"
"100900801","0","0","1009","1","0","0","0","1","0","1","0","0","-960","0","0","0","0","0","1009008"
"100901101","1","0","1009","0","100011","0","1009011","0","0","1","0","0","0","0","100931","0","0","0","1009011"
"100901102","1","0","1009","0","100011","0","1009011","0","0","1","0","0","0","0","100931","0","0","0","1009011"
"101000601","1","0","1010","0","101011","0","0","0","0","1","0","0","0","0","0","0","0","0","1010006"
"101000801","0","0","1010","1","0","0","0","1","0","1","0","0","-890","0","0","0","0","0","1010008"
"101001101","1","0","1010","0","101032","0","1010011","0","0","1","0","0","0","0","0","0","0","0","1010011"
"101001102","1","0","1010","0","101032","0","1010011","0","0","1","0","0","0","0","0","0","0","0","1010011"
"101100501","1","0","1011","0","101111","0","0","0","0","1","0","0","0","0","0","0","0","0","1011005"
"101100801","0","0","1011","0","0","0","0","1","0","1","0","0","-960","0","0","0","0","0","1011008"
"101101101","1","0","1011","0","101131","0","0","0","0","1","0","0","0","0","0","0","0","0","1011011"
"101200301","1","0","1012","0","101211","0","0","0","0","1","0","0","0","0","103811","0","0","0","1012003"
"101200801","0","0","1012","1","0","0","0","1","0","1","0","0","-960","0","0","0","0","0","1012008"
"101201101","1","0","1012","0","101231","0","1012011","0","0","1","0","0","0","0","0","0","0","0","1012011"
"101201102","1","0","1012","0","101231","0","1012011","0","0","1","0","0","0","0","0","0","0","0","1012011"
"101300201","1","0","1013","0","101311","0","1013002","0","0","1","0","0","0","0","0","0","0","0","1013002"
"101300202","1","0","1013","0","811","0","1013002","0","0","1","0","0","0","0","101311","0","0","0","1013002"
"101300801","0","0","1013","0","0","0","0","1","0","1","0","0","-960","0","0","0","0","0","1013008"
"101301101","1","0","1013","0","101332","0","1013011","0","0","1","0","0","0","0","0","0","0","0","1013011"
"101301102","1","0","1013","0","101332","0","1013011","0","0","1","0","0","0","0","0","0","0","0","1013011"
"101400401","1","0","1014","0","101411","0","1014004","0","0","1","0","0","0","0","0","0","0","0","1014004"
"101400402","1","0","1014","0","0","0","1014004","0","0","1","0","0","0","0","0","0","0","0","1014004"
"101400403","1","0","1014","0","101411","0","1014004","0","0","1","0","0","0","0","0","0","0","0","1014004"
"101400801","1","0","1014","0","101431","0","1014008","0","0","1","0","0","0","0","0","0","0","0","1014008"
"101400802","1","0","1014","0","101431","0","1014008","0","0","1","0","0","0","0","0","0","0","0","1014008"
"101401101","1","0","1014","0","3731","0","1014011","0","0","1","0","0","0","0","101431","0","0","0","1014011"
"101401102","1","0","1014","0","3731","0","1014011","0","0","1","0","0","0","0","101431","0","0","0","1014011"
