bca3d30355cc5a580da7b6c1580fa7e842e94b8c855c71af63e9abdfad2c12db,bd66afdefd295bf07d68d81ce6f3951ee7ebe10b2f9f60764ef550e80aca9079,905d35b66b3d2ae3c83d47ed18338a6e4e85a95c83add3804c3fab760a62d6a8,c00c7aae0fdd73bc381d4b81bd7b194541314688459c14c15f9d72563cc4f51f,a13aebad606f7a8f97b0408f5031457fc21643ace3ecab649bf5251dbb87c62e,eee03b4e99099a69e732e3ec0d9b7878fda526712e2f42161c1da8eb6ffa9718,1016377ca4f287492d60d7f42e1f148cd1008d19c7cbccd5ffe056120c898328,ba5a9927b06e2467b8249a40b518e02930d4022f54a92bd8d0da16a87b7ebddc,da865ce4115ce7a9c6ef290494485745e2057db3abebd89682c13c25c0eb23db,7b833d1bbad4e37a333861dd2d388d67d36571e4f5f13640b680389d02f3fe2a,ba742f418ff61dc77c5f17cfce55af2c9c47ff0adefa698c4a37625c552e69d4
"25013","91002","8","8","2","283001001","25021","31","2","10","1"
"25013","91002","8","8","2","283001002","25021","31","2","10","2"
"25013","91002","8","8","2","283001003","25021","32","2","10","3"
"25013","91002","8","8","2","283001004","25021","32","2","10","4"
"25013","91002","8","8","2","283001005","25021","33","2","10","5"
"25013","91002","8","9","2","283001006","25021","33","2","10","6"
"25013","91002","8","9","2","283001007","25021","34","2","10","7"
"25013","91002","8","9","2","283001008","25021","35","2","10","8"
"25013","91002","8","9","2","283001009","25021","35","2","10","9"
"25013","91002","8","10","2","283001010","25021","37","2","30","10"
"25013","91002","8","10","2","283001011","25021","41","2","10","11"
"25013","91002","8","11","2","283001012","25021","43","2","10","12"
"25013","91002","8","11","2","283001013","25021","46","2","10","13"
"25013","91002","8","12","2","283001014","25021","48","2","10","14"
"25013","91002","8","12","2","283001015","25021","50","2","10","15"
"25013","91002","8","13","2","283001016","25021","53","2","10","16"
"25013","91002","8","14","2","283001017","25021","55","2","10","17"
"25013","91002","8","14","2","283001018","25021","58","2","10","18"
"25013","91002","8","15","2","283001019","25021","60","2","10","19"
"25013","91002","8","15","2","283001020","25021","62","2","30","20"
"25013","91002","8","16","2","283001021","25021","68","2","10","21"
"25013","91002","8","16","2","283001022","25021","70","2","10","22"
"25013","91002","8","16","2","283001023","25021","72","2","10","23"
"25013","91002","8","17","2","283001024","25021","75","2","10","24"
"25013","91002","8","18","2","283001025","25021","77","2","10","25"
"25013","91002","8","18","2","283001026","25021","79","2","10","26"
"25013","91002","8","19","2","283001027","25021","82","2","10","27"
"25013","91002","8","19","2","283001028","25021","84","2","10","28"
"25013","91002","8","19","2","283001029","25021","86","2","10","29"
"25013","91002","8","20","2","283001030","25021","89","2","30","30"
"25013","91002","8","20","2","283001031","25021","94","2","10","31"
"25013","91002","8","21","2","283001032","25021","96","2","10","32"
"25013","91002","8","21","2","283001033","25021","99","2","10","33"
"25013","91002","8","22","2","283001034","25021","101","2","10","34"
"25013","91002","8","22","2","283001035","25021","103","2","10","35"
"25013","91002","8","23","2","283001036","25021","106","2","10","36"
"25013","91002","8","23","2","283001037","25021","108","2","10","37"
"25013","91002","8","24","2","283001038","25021","111","2","10","38"
"25013","91002","8","25","2","283001039","25021","113","2","10","39"
"25013","91002","8","25","2","283001040","25021","115","2","30","40"
"25013","91002","8","26","2","283001041","25021","121","2","10","41"
"25013","91002","8","27","2","283001042","25021","123","2","10","42"
"25013","91002","8","28","2","283001043","25021","125","2","10","43"
"25013","91002","8","28","2","283001044","25021","128","2","10","44"
"25013","91002","8","29","2","283001045","25021","130","2","10","45"
"25013","91002","8","30","2","283001046","25021","132","2","10","46"
"25013","91002","8","30","2","283001047","25021","135","2","10","47"
"25013","91002","8","31","2","283001048","25021","137","2","10","48"
"25013","91002","8","31","2","283001049","25021","139","2","10","49"
"25013","91002","8","31","2","283001050","25021","142","2","30","50"
"25013","91002","8","32","2","283001051","25021","144","2","10","51"
"25013","91002","8","32","2","283001052","25021","146","2","10","52"
"25013","91002","8","32","2","283001053","25021","149","2","10","53"
"25013","91002","8","33","2","283001054","25021","152","2","10","54"
"25013","91002","8","33","2","283001055","25021","155","2","10","55"
"25013","91002","8","33","2","283001056","25021","157","2","10","56"
"25013","91002","8","34","2","283001057","25021","160","2","10","57"
"25013","91002","8","34","2","283001058","25021","163","2","10","58"
"25013","91002","8","34","2","283001059","25021","166","2","10","59"
"25013","91002","8","35","2","283001060","25021","169","2","30","60"
"25013","91002","8","35","2","283001061","25021","171","2","10","61"
"25013","91002","8","35","2","283001062","25021","174","2","10","62"
"25013","91002","8","36","2","283001063","25021","177","2","10","63"
"25013","91002","8","36","2","283001064","25021","180","2","10","64"
"25013","91002","8","36","2","283001065","25021","182","2","10","65"
"25013","91002","8","37","2","283001066","25021","185","2","10","66"
"25013","91002","8","37","2","283001067","25021","187","2","10","67"
"25013","91002","8","37","2","283001068","25021","190","2","10","68"
"25013","91002","8","38","2","283001069","25021","193","2","10","69"
"25013","91002","8","38","2","283001070","25021","196","2","30","70"
