40784ef17065b3cad1fa181145088ddd5f8e3964c24e40c2ed381ad087961f88,ff164cac033543f799226ec5473fda466e43a60626ccd738065955287e7d817a,fd6a7a3b801ac7e48770b373b679d10cb5e218bb267f9d86da0705a7c2597d18,b4ff139a057ac9d83d3b409205cddc026b00a32da1a0f16f0280a9a7d47cd6a2,7dd955a8cdbda400b3d2b96d0c246d3f81951c8fa39031a8fbf7cb17078f6b05,07493fbd924eb089f128f8a03da52181998dc680bdd86b6c8a67b6e3e76ded56,40c2836736b287911790247a3890e660010dd4f9ded183c8c82a786072df45d2,94c3c5db0b3e335ecc47d957630e9d3061d26a948a64b95faa6d134b2f25ab0d,705dba31da7ffae0cdd038328412352c1ca430b196ded73dd99003cf208592d6,4f3a587654d6be81444ffb7399bfaaae866327799b1d0a8d978ccd3fbe9eb210,dbe4d6fb5735ffaa785800c00e8d5d824dafcbf5d9953c7d42cd342946452f01,9a320b3a3269a59287e17d3278af755dc43c8c7cd4921337bbffc4f4a3a6ddc5
"0","","1","60000","カリン","0","1","190804","1","0","1","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪"
"1","","2","60000","","0","0","0","1","0","2","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！"
"1","","3","60000","","0","0","0","1","0","2","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！"
"1","","4","60000","","0","0","0","2","0","2","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！"
"2","","5","60000","","0","0","0","1","0","2","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪"
"2","","6","60000","","0","0","0","1","0","2","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪"
"2","","7","60000","","0","0","0","2","0","2","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！"
"3","","8","60000","","0","0","0","1","0","2","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！"
"3","","9","60000","","0","0","0","1","0","2","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪"
"3","","10","60000","","0","0","0","1","0","2","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！"
"3","","11","60000","","0","0","0","1","0","2","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！"
"3","","12","60000","","0","0","0","2","0","2","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪"
"4","","13","60000","","0","0","0","1","0","2","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪"
"4","","14","60000","","0","0","0","1","0","2","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪"
"4","","15","60000","","0","0","0","1","0","2","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪"
"4","","16","60000","","0","0","0","1","0","2","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……"
"4","","17","60000","","0","0","0","2","0","2","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪"
"0","","18","60000","カリン","0","2","190804","0","0","3","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪"
"0","","19","60000","カリン","0","3","190804","0","7","3","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします"
"0","","20","80001","ハツネ","0","1","101201","0","1","0","キミと出会ってもう\n1年もたつんだね！\nう～ん、いつも\n寝てばっかりだから、"
"0","","21","80001","ハツネ","0","2","101201","0","1","0","少しでも\n寝る時間を減らして\nキミと一緒にいる\n時間増やしたいなぁ♪"
"0","","22","80001","シオリ","0","1","103801","0","1","1","あなたと知り合ってから\nもう1年…\n時がたつのは\n早いですね"
"0","","23","80001","シオリ","0","2","103801","0","1","1","来年も、\n一緒にいられたら…\nうれしいな"
"0","","24","80001","キョウカ","0","1","103601","0","2","0","あなたと一緒にいるようになって、\nもう1年ですか…"
"0","","25","80001","キョウカ","0","2","103601","0","2","0","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？"
"0","","26","80001","ミミ","0","1","102001","0","2","1","おにいちゃんとあってから、\n1年たったよ～！"
"0","","27","80001","ミミ","0","2","102001","0","2","1","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！"
"0","","28","80001","ミソギ","0","1","100401","0","2","2","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ"
"0","","29","80001","ミソギ","0","2","100401","0","2","2","…これからもいっぱいミソギと\n遊んでね、にいちゃん！"
"0","","30","80001","マホ","0","1","101001","0","3","0","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ"
"0","","31","80001","マホ","0","2","101001","0","3","0","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ"
"0","","32","80001","イリヤ","0","1","104401","0","3","1","お主と会って早1年じゃな\nこれからも存分に尽くすがよい"
"0","","33","80001","イリヤ","0","2","104401","0","3","1","わらわもたまには、お主の献身に\n報いてやらぬでもない♪"
"0","","34","80001","カオリ","0","1","101701","0","3","2","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！"
"0","","35","80001","カオリ","0","2","101701","0","3","2","これからも、どうぞよろしく\nお願いするさ～！"
"0","","36","80001","サレン","0","1","102801","0","4","0","あんたと出会ってからもうそんなに\nたつのね～"
"0","","37","80001","サレン","0","2","102801","0","4","0","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！"
"0","","38","80001","スズメ","0","1","102501","0","4","1","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…"
"0","","39","80001","スズメ","0","2","102501","0","4","1","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪"
"0","","40","80001","タマキ","0","1","104601","0","5","0","振り返れば、今までいろんなことが\nあったにゃあ…"
"0","","41","80001","タマキ","0","2","104601","0","5","0","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！"
"0","","42","80001","ミフユ","0","1","104801","0","5","1","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、"
"0","","43","80001","ミフユ","0","2","104801","0","5","1","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！"
"0","","44","80001","アキノ","0","1","103201","0","6","0","あなたさまと出会ってもう1年…"
"0","","45","80001","アキノ","0","2","103201","0","6","0","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね"
"0","","46","80001","ユカリ","0","1","103401","0","6","1","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう"
"0","","47","80001","ユカリ","0","2","103401","0","6","1","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな"
"0","","48","80001","クリスティーナ","0","1","107101","0","7","0","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…"
"0","","49","80001","クリスティーナ","0","2","107101","0","7","0","ともかくこれからも\n愉しませてくれよ☆"
"0","","50","80001","ジュン","0","1","104701","0","7","1","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？"
"0","","51","80001","ジュン","0","2","104701","0","7","1","見えないから分からないって？\nそれもそうだな…"
"0","","52","80001","トモ","0","1","103701","0","8","0","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪"
"0","","53","80001","トモ","0","2","103701","0","8","0","これからもよろしくね！"
"0","","54","80001","マツリ","0","1","100501","0","8","1","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス"
"0","","55","80001","マツリ","0","2","100501","0","8","1","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！"
"0","","56","80001","ミヤコ","0","1","100701","0","9","0","オマエと会って1年なの！\n全然成仏もできなかったし、"
"0","","57","80001","ミヤコ","0","2","100701","0","9","0","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪"
"0","","58","80001","シノブ","0","1","103101","0","9","1","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは"
"0","","59","80001","シノブ","0","2","103101","0","9","1","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね"
"0","","60","80001","アンナ","0","1","100901","0","10","0","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、"
"0","","61","80001","アンナ","0","2","100901","0","10","0","それでも貴様となら…\n添い遂げる覚悟はできているぞ！"
"0","","62","80001","ナナカ","0","1","101301","0","10","1","君と出会ってもう1年だって！\n早いねー！"
