072281603b68e13ea5d199ee44ca8506fd6fa950dd8a3e3fa6face1e982d06f5,c88110e33896ef0e9f9e75a36759eb6872e20215298092aec693a817f05daa00,fd67897d1da7dcaa1582ad8f0e64b79b4fed4ddf40968a423bcb21cd68bfeb4b,c5c7eaadc52e445f25a2a0249a3775be388ad84138d9554a5d2aafe203988325,a207db63be0b4ee9b6735026aadbe7c610f52157db5b3c0f0ccd66197c54fb0b,f5a6a193b2b7a5fd720f5254f588bd0f23468b8731234a18c6620235337cc4fd
"1","0","1","111011101","101001","1110111"
"1","0","1","111021101","101002","1110211"
"3","0","1","133011101","301","1330111"
"3","0","1","133011201","301","1330112"
"3","500","0","133020101","302","1330201"
"3","500","0","133020201","302","1330202"
"3","1","0","133030101","303","1330301"
"3","250","0","133030201","303","1330302"
"3","1","0","133030301","303","1330303"
"3","1","0","133030401","303","1330304"
"3","250","0","133030501","303","1330305"
"3","1","0","133030601","303","1330306"
"3","1000","0","133040101","304","1330401"
"3","1000","0","133040201","304","1330402"
"3","1000","0","133040301","304","1330403"
"3","1000","0","133040401","304","1330404"
"3","0","1","133051101","305","1330511"
"3","0","1","133051201","305","1330512"
"3","1","0","134010101","401","1340101"
"3","1","0","134010201","401","1340102"
"3","0","1","134021101","402","1340211"
"3","0","1","134021201","402","1340212"
"4","1","0","140010101","1","1400101"
"4","1","0","140010201","1","1400102"
"4","10","0","140010301","1","1400103"
"4","0","0","140020101","2","1400201"
"1","0","0","210000101","0","2100001"
"1","0","0","211030101","101003","2110301"
"2","0","0","221010101","100001","2210101"
"2","0","0","221020101","100002","2210201"
"2","0","0","221030101","100003","2210301"
"2","0","0","221050101","100005","2210501"
"2","0","0","221070101","100007","2210701"
"2","0","0","221080101","100008","2210801"
"2","0","0","221090101","100009","2210901"
"2","0","0","221100101","100010","2211001"
"2","0","0","221110101","100011","2211101"
"2","0","0","221120101","100012","2211201"
"2","0","0","221130101","100013","2211301"
"2","0","0","221140101","100014","2211401"
"2","0","0","221160101","100016","2211601"
"2","0","0","221170101","100017","2211701"
"1","0","0","222020101","201020","2220201"
"1","0","0","222040101","201040","2220401"
"1","0","0","222050101","201050","2220501"
"1","0","0","222060101","201060","2220601"
"1","0","0","222070101","201070","2220701"
"1","0","0","222080101","201080","2220801"
"1","0","0","222090101","201090","2220901"
"1","0","0","222100101","201100","2221001"
"1","0","0","222110101","201110","2221101"
"1","0","0","222130101","201130","2221301"
"1","0","0","222140101","201140","2221401"
"1","0","0","222160101","201160","2221601"
"1","0","0","222180101","201180","2221801"
"1","0","0","222190101","201190","2221901"
"1","0","0","222200101","201200","2222001"
"1","0","0","222210101","201210","2222101"
"1","0","0","222220101","201220","2222201"
"1","0","0","222230101","201230","2222301"
"1","0","0","222240101","201240","2222401"
"1","0","0","222250101","201250","2222501"
"1","0","0","222270101","201270","2222701"
"1","0","0","222280101","201280","2222801"
"1","0","0","222290101","201290","2222901"
"1","0","0","222300101","201300","2223001"
"1","0","0","222320101","201320","2223201"
"1","0","0","222340101","201340","2223401"
"1","0","0","222350101","201350","2223501"
"1","0","0","222360101","201360","2223601"
"1","0","0","222370101","201370","2223701"
"1","0","0","222380101","201380","2223801"
"1","0","0","222390101","201390","2223901"
"1","0","0","222400101","201400","2224001"
"1","0","0","222410101","201410","2224101"
"1","0","0","222430101","201430","2224301"
"1","0","0","222440101","201440","2224401"
"1","0","0","222470101","201470","2224701"
"1","0","0","222480101","201480","2224801"
"1","0","0","222490101","201490","2224901"
"3","1000","0","233010101","301","2330101"
"3","1000","0","233050101","305","2330501"
"3","0","0","234020101","402","2340201"
"3","0","0","234030101","403","2340301"
"4","0","0","240010101","1","2400101"
"1","0","0","310000101","0","3100001"
"1","0","0","310000102","0","3100002"
"1","0","0","311010101","101001","3110101"
"1","0","0","311020101","101002","3110201"
