bbc3a88de6db95fbe605b37e1cc9795473ac76e2d503acf9ff331e20f0849add,9004eb36e2856dd2c73a7465d9170e2a8c41077619f9351e5df2e1333296bbea,e9ae2bbe7a979a1f4d36e9dd5ac2497f76f907094333e451cf3be64e19e85ba1,b060fbf23c53fc8f98a69fb21a539826c5e884947010bcb586e2bf8e5ee114d5,92e5d49e5995879e3c83b28114711af7a9144f9604f45b503f95439bd56fd89b,c99b78409f18672af6565c72e9af46b3bdf39c8235d57df68518e4f1d62010f8,1b8b93d8d9281d74de93f9f51fb10b435fba36a47e6ec1b1edb2385ca7c86a23,28405f64bbdf75ce7fece9f771cd21e7ed7e0a61dc4626c85cc14fb82c747454,5e7d3b095662464185df811cf0b9f8564f10ab9011f7a8e91cab4e2ccc04922c,86b49abcc44fe06783bc015a9a968071213631669b6cbef022e0cfd5b1447114,1a15de4e59549bf53118a4589acb0e91598d90996088fe051a814020093f8eef,3596a15351c1471df93232a5c83283ea00df25b2a0543a1274f7e405bfcfd207
"0","TP250アップ","3001","2","1","0","3001","-1","3001","0","3","バトル開始時、味方のＴＰが250アップ"
"0","TP250アップ","3002","2","1","0","3002","-1","3002","0","3","バトル開始時、味方のＴＰが250アップ"
"0","TP250アップ","3003","2","1","0","3003","-1","3003","0","3","バトル開始時、味方のＴＰが250アップ"
"0","TP250アップ","3004","2","1","0","3004","-1","3004","0","3","バトル開始時、味方のＴＰが250アップ"
"0","TP1000アップ","3006","2","3","0","3006","-1","3006","0","3","バトル開始時、味方のＴＰが1000アップ"
"0","TP1000アップ","3007","2","3","0","3007","-1","3007","0","3","バトル開始時、味方のＴＰが1000アップ"
"13125000000000","物理攻撃アップ90秒","30011","3","1","0","30011","25200","3001","9006503","3","バトル開始から90秒間、味方の物理攻撃力がアップ"
"9000000000000","物理防御ダウン90秒","30012","3","1","0","30012","72000","3001","9006504","3","バトル開始から90秒間、敵の物理防御力がダウン"
"9000000000000","毎秒ＨＰ回復90秒","30021","3","1","0","30021","39600","3002","9006506","3","バトル開始から90秒間、味方のＨＰが毎秒回復"
"4500000000000","毎秒ＴＰアップ90秒","30022","3","1","0","30022","72000","3002","9006507","3","バトル開始から90秒間、味方のＴＰが毎秒アップ"
"8700000000000","無敵15秒","30031","3","1","0","30031","43200","3003","9006509","3","バトル開始から15秒間、味方が無敵状態になる"
"6000000000000","魔法攻撃ダウン90秒","30032","3","1","0","30032","72000","3003","9006510","3","バトル開始から90秒間、敵の魔法攻撃力がダウン"
"12600000000000","スタン15秒","30041","3","1","0","30041","32400","3004","9006512","3","バトル開始から15秒間、敵がスタン状態になる"
"9000000000000","物理防御ダウン90秒","30042","3","1","0","30042","43200","3004","9006513","3","バトル開始から90秒間、敵の物理防御力がダウン"
"38280000000000","魔法攻撃アップ90秒","30051","3","2","0","30051","43200","3005","9006516","3","バトル開始から90秒間、味方の魔法攻撃力がアップ"
"26250000000000","毎秒ＴＰアップ90秒","30061","3","3","0","30061","21600","3006","9006519","3","バトル開始から90秒間、味方のＴＰが毎秒アップ"
"15000000000000","魔法防御ダウン90秒","30062","3","3","0","30062","43200","3006","9006520","3","バトル開始から90秒間、敵の魔法防御力がダウン"
"31500000000000","物理攻撃アップ90秒","30071","3","3","0","30071","43200","3007","9006522","3","バトル開始から90秒間、味方の物理攻撃力がアップ"
"9000000000000","無敵15秒","30072","3","3","0","30072","64800","3007","9006523","3","バトル開始から15秒間、味方が無敵状態になる"
"14550000000000","物理攻撃ダウン90秒","300101","1","1","36000","300101","-1","3001","0","3","バトル開始から90秒間、敵の物理攻撃力がダウン"
"13950000000000","物理攻撃ダウン90秒","300102","1","1","36000","300102","-1","3001","0","3","バトル開始から90秒間、敵の物理攻撃力がダウン"
"13500000000000","物理防御ダウン90秒","300103","1","1","36000","300103","-1","3001","0","3","バトル開始から90秒間、敵の物理防御力がダウン"
"13050000000000","物理攻撃ダウン90秒","300104","1","1","36000","300104","-1","3001","0","3","バトル開始から90秒間、敵の物理攻撃力がダウン"
"12600000000000","物理防御ダウン90秒","300105","1","1","36000","300105","-1","3001","0","3","バトル開始から90秒間、敵の物理防御力がダウン"
"11550000000000","魔法防御ダウン90秒","300106","1","1","36000","300106","-1","3001","0","3","バトル開始から90秒間、敵の魔法防御力がダウン"
"11100000000000","物理防御ダウン90秒","300107","1","1","36000","300107","-1","3001","0","3","バトル開始から90秒間、敵の物理防御力がダウン"
"10650000000000","魔法防御ダウン90秒","300108","1","1","36000","300108","-1","3001","0","3","バトル開始から90秒間、敵の魔法防御力がダウン"
"10050000000000","毎秒ＨＰ回復90秒","300109","1","1","36000","300109","-1","3001","0","3","バトル開始から90秒間、味方のＨＰが毎秒回復"
"9600000000000","物理攻撃ダウン90秒","300110","1","1","36000","300110","-1","3001","0","3","バトル開始から90秒間、敵の物理攻撃力がダウン"
"9000000000000","物理攻撃ダウン90秒","300111","1","1","36000","300111","-1","3001","0","3","バトル開始から90秒間、敵の物理攻撃力がダウン"
"8550000000000","物理防御ダウン90秒","300112","1","1","36000","300112","-1","3001","0","3","バトル開始から90秒間、敵の物理防御力がダウン"
"8100000000000","物理攻撃ダウン90秒","300113","1","1","36000","300113","-1","3001","0","3","バトル開始から90秒間、敵の物理攻撃力がダウン"
"7050000000000","物理防御ダウン90秒","300114","1","1","36000","300114","-1","3001","0","3","バトル開始から90秒間、敵の物理防御力がダウン"
"6600000000000","魔法防御ダウン90秒","300115","1","1","36000","300115","-1","3001","0","3","バトル開始から90秒間、敵の魔法防御力がダウン"
"6150000000000","物理防御ダウン90秒","300116","1","1","36000","300116","-1","3001","0","3","バトル開始から90秒間、敵の物理防御力がダウン"
"5550000000000","魔法防御ダウン90秒","300117","1","1","36000","300117","-1","3001","0","3","バトル開始から90秒間、敵の魔法防御力がダウン"
