f3efff3781d42e9bdb773b3b20e56a8ea14999c4ecda7201e48733d9ee9acb5c,01c78968a9ea148d73db851f855cd4e9d40a36b11c4ad48357f591f81c0c592d,c189b0c004ec46fdde5a7f1922692a1fdbdf47a9d058ea7680ef9984cc3e08fd,d6ff74ee31d84d8251fc4f114795ed305e87feebb41c500dd8944dc11497d511,e8eadd0a1c865818e9f1e21d6bde2fe4ed231130bfcbf89a3c7dfba3ae0f1646,8601894f98fa55a3db9a05ac998627c77143264f569c9d39c2079387439871fb,29673377d9e4c1a077484021819a5158ae63b4ffc1b5cca3b4eb7d76190beec9,c57f9a270efd9f0c1236d714f0c3da9a2363ac04e00a3050e4f49a432fb2219a,802d14d1201a2d414f81e58ebb7c7d97b9a1373cec6dbde809e6689d1c59bb99,44944d28de9cce61314563a43cf43c20f9d816347d9290b67818950981ccea6b,3557e7d9028b3be8c47f8b60e53abef98ce290348c3780ca6fc467f40e1f16c3,54de1fbd6a76da8e08c0aac86d1411ffb47845f24e90a1b98c1e5660f577a448,3017274bae9d595291109ea717adf2a34eb8ec5c87053c8f33e444b66f12fa65
"2020/03/16 15:00:00","2030/04/19 15:00:00","0","1","5031","10001","0","0","2018/03/31 15:00:00","-6","0","20001","0"
"2020/04/15 15:00:00","2030/04/19 15:00:00","0","1","8135","10002","0","0","2018/04/30 15:00:00","-3","0","20002","0"
"2020/05/15 15:00:00","2030/04/19 15:00:00","0","1","201","10003","0","0","2018/05/25 16:00:00","-8","0","20003","0"
"2020/06/19 15:00:00","2030/04/19 15:00:00","0","1,2","3394","10004","0","0","2018/06/30 12:00:00","-5","0","20004","0"
"2020/07/20 15:00:00","2030/04/19 15:00:00","0","1,4","3060","10005","0","0","2018/07/31 12:00:00","-3","0","20005","0"
"2020/08/19 15:00:00","2030/04/19 15:00:00","0","1","1284","10006","0","0","2018/08/31 12:00:00","-5","0","20006","0"
"2020/09/23 15:00:00","2030/04/19 15:00:00","0","1,5","3481","10007","0","0","2018/09/30 12:00:00","-2","0","20007","0"
"2020/10/19 15:00:00","2030/04/19 15:00:00","0","1","3490","10008","0","0","2018/10/31 12:00:00","-3","0","20008","0"
"2020/11/24 15:00:00","2030/04/19 15:00:00","0","1,6","5402","10009","0","0","2018/11/30 12:00:00","0","0","20009","0"
"2020/12/22 15:00:00","2030/04/19 15:00:00","0","1,7","2192","10010","0","0","2018/12/31 12:00:00","-5","0","20010","0"
"2021/01/25 15:00:00","2030/04/19 15:00:00","0","1,8","5034","10011","0","0","2019/01/31 12:00:00","0","0","20011","0"
"2021/02/18 15:00:00","2030/04/19 15:00:00","0","1","402","10012","0","0","2019/02/22 15:00:00","-5","0","20012","0"
"2021/03/23 15:00:00","2030/04/19 15:00:00","0","1,9","22","10013","0","0","2019/03/31 15:00:00","-5","0","20013","0"
"2021/04/16 15:00:00","2030/04/19 15:00:00","0","1","2174","10015","0","0","2019/04/30 12:00:00","-8","0","20014","0"
"2021/05/18 15:00:00","2030/04/19 15:00:00","0","1,10","2222","10019","0","0","2019/06/30 15:00:00","3","0","20015","0"
"2021/06/18 15:00:00","2030/04/19 15:00:00","0","1,11","6040","10021","0","0","2019/07/31 12:00:00","0","0","20016","0"
"2021/07/16 15:00:00","2030/04/19 15:00:00","0","1","6481","10023","0","0","2019/08/31 12:00:00","-4","0","20017","0"
"2021/08/16 15:00:00","2030/04/19 15:00:00","0","1,12","8134","10025","0","0","2019/09/30 12:00:00","0","0","20018","0"
"2021/09/16 15:00:00","2030/04/19 15:00:00","0","1","3480","10027","0","0","2019/10/31 12:00:00","-2","0","20019","0"
"2021/10/19 15:00:00","2030/04/19 15:00:00","0","1,13","5283","10029","0","0","2019/11/30 12:00:00","-5","0","20020","0"
"2021/11/16 15:00:00","2030/04/19 15:00:00","0","1,14","1311","10031","0","0","2019/12/31 12:00:00","-4","0","20021","0"
"2021/12/16 15:00:00","2030/04/19 15:00:00","0","1,15","6055","10033","0","0","2020/01/31 12:00:00","-7","0","20022","0"
"2022/01/17 15:00:00","2030/04/19 15:00:00","0","1","2022","10038","0","0","2020/03/31 12:00:00","-5","0","20023","0"
"2022/02/18 15:00:00","2030/04/19 15:00:00","0","1","6011","10040","0","0","2020/04/24 15:00:00","-10","0","20024","0"
"2022/03/17 15:00:00","2030/04/19 15:00:00","0","1,16","5221","10042","0","0","2020/05/25 15:00:00","-5","0","20025","0"
"2022/04/18 15:00:00","2030/04/19 15:00:00","0","1,17","3040","10044","0","0","2020/06/30 12:00:00","10","0","20026","0"
"2022/05/18 15:00:00","2030/04/19 15:00:00","0","1,18","6120","10046","0","0","2020/07/31 12:00:00","10","0","20027","0"
"2022/06/16 15:00:00","2030/04/19 15:00:00","0","1","5032","10048","0","0","2020/08/31 12:00:00","-5","0","20028","0"
"2022/07/19 8:00:00","2030/04/19 15:00:00","0","1,19","5151","10050","0","0","2020/09/30 12:00:00","0","0","20029","0"
"2022/08/16 15:00:00","2030/04/19 15:00:00","0","1","6056","10052","0","0","2020/10/31 12:00:00","-8","0","20030","0"
"2022/09/17 15:00:00","2030/04/19 15:00:00","0","1,20","3351","10054","0","0","2020/11/30 12:00:00","0","0","20031","0"
"2022/10/16 15:00:00","2030/04/19 15:00:00","0","1,21","2191","10056","0","0","2020/12/31 12:00:00","0","0","20032","0"
"2022/11/17 15:00:00","2030/04/19 15:00:00","0","1,22","1122","10058","0","0","2021/01/31 12:00:00","0","0","20033","0"
"2022/11/17 15:00:00","2030/04/19 15:00:00","0","1,22","1123","10059","0","0","2021/02/10 12:00:00","0","0","20034","20033"
"2022/12/19 15:00:00","2030/04/19 15:00:00","0","1,23","2194","10061","0","0","2021/02/28 12:00:00","12","0","20035","0"
"2023/01/16 15:00:00","2030/04/19 15:00:00","0","1","5010","10064","0","0","2021/02/28 12:00:00","0","0","20036","0"
"2023/02/16 15:00:00","2030/04/19 15:00:00","0","1","144","10066","0","0","2021/04/30 12:00:00","0","0","20037","0"
"2023/03/16 15:00:00","2030/04/19 15:00:00","0","1,24","121","10068","0","0","2021/05/31 12:00:00","0","0","20038","0"
"2023/04/17 15:00:00","2030/04/19 15:00:00","0","1","394","10070","0","0","2021/06/30 12:00:00","0","0","20039","0"
"2023/05/16 15:00:00","2030/04/19 15:00:00","0","1,25","1082","10072","0","0","2021/07/31 12:00:00","0","0","20040","0"
"2023/06/16 15:00:00","2030/04/19 15:00:00","0","1","181","10074","0","0","2021/08/31 12:00:00","0","0","20041","0"
"2023/07/18 15:00:00","2030/04/19 15:00:00","0","1,26","5084","10076","0","0","2021/09/30 12:00:00","0","0","20042","0"
