7a28112e68ed888bb877817991ee63dd8f10b2a92bf4bab54d27bafba2b7c0cb,6853536ecf1ed8ae13426b75a415c9d62f80286e9744c217d076d19f7df4bd6e,3588f819e027cd31708a1f320c4a61e5f35a5c887f67460306c9ecee4445dc1d,c5c778c7f3d869bbcc03bdeea3b50b8370008cbc9ff7871594bbc84c97954295,268eba1f0feaebb0467c63dba56e7aae2ac0a1b75d33c34b3042d9257c2d03b7,c2017fc69c967836efb4c3e879ee660939156bb304c5988ade4da15bf6c2ea3c,79d0f81fb30cfa2ad12b0587c5fa9b3c65de872c218c12fea0b86601139ab4cd
"0","306700","1","1","0","81001105","1001101"
"0","306700","1","1","0","81001106","1001102"
"0","306800","1","1","0","81001205","1001201"
"0","306800","1","1","0","81001206","1001202"
"0","307000","1","1","0","81001305","1001301"
"0","307000","1","1","0","81001306","1001302"
"0","307500","1","1","0","81001405","1001401"
"0","307500","1","1","0","81001406","1001402"
"0","307300","1","1","0","81001505","1001501"
"0","307300","1","1","0","81001506","1001502"
"0","307700","1","1","0","81001605","1001601"
"0","307700","1","1","0","81001606","1001602"
"0","307400","1","1","0","81001705","1001701"
"0","307400","1","1","0","81001706","1001702"
"0","307900","1","1","0","81001805","1001801"
"0","307900","1","1","0","81001806","1001802"
"0","307800","1","1","0","81001905","1001901"
"0","307800","1","1","0","81001906","1001902"
"0","308100","1","1","0","81002005","1002001"
"0","308100","1","1","0","81002006","1002002"
"0","308000","1","1","0","81002101","1002101"
"0","308000","1","1","0","81002102","1002102"
"0","308300","1","1","0","81002205","1002201"
"0","308300","1","1","0","81002206","1002202"
"0","308200","1","1","0","81002301","1002301"
"0","308200","1","1","0","81002302","1002302"
"0","304705","1","1","0","81002405","1002401"
"0","304705","1","1","0","81002406","1002402"
"0","308400","1","1","0","81002501","1002501"
"0","308400","1","1","0","81002502","1002502"
"0","305004","1","1","0","81002605","1002601"
"0","305004","1","1","0","81002606","1002602"
"0","308600","1","1","0","81002701","1002701"
"0","308600","1","1","0","81002702","1002702"
"0","305205","1","1","0","81002805","1002801"
"0","305205","1","1","0","81002806","1002802"
"0","309300","1","1","0","81002901","1002901"
"0","309300","1","1","0","81002902","1002902"
"0","305500","1","1","0","81003005","1003001"
"0","305500","1","1","0","81003006","1003002"
"0","310000","1","1","0","81003101","1003101"
"0","310000","1","1","0","81003102","1003102"
"0","306000","1","1","0","81003205","1003201"
"0","306000","1","1","0","81003206","1003202"
"0","310300","1","1","0","81000605","1003301"
"0","310300","1","1","0","81003301","1003302"
"0","306700","1","1","0","81001105","1003401"
"0","306700","1","1","0","81001106","1003402"
"0","310500","2.5","2.5","0","100021","1003501"
"0","310500","2.5","2.5","0","100531","1003502"
"0","310600","0.4","0.4","0","81003601","1003601"
"0","310600","0.4","0.4","0","81003602","1003602"
"0","306800","1","1","0","81001205","1003701"
"0","306800","1","1","0","81001206","1003702"
"0","310700","1.2","1.2","0","81003801","1003801"
"0","310700","1.2","1.2","0","81003802","1003802"
"0","307000","1","1","0","81001305","1003901"
"0","307000","1","1","0","81001306","1003902"
"0","310800","1","1","0","81004001","1004001"
"0","310800","1","1","0","81004002","1004002"
