df1447f37a043a0476fc2763bc02d5e8b278e2173fbfae610b9d292d8568a04e,d4443f2686295331f6ff21ff1ea1217bdc3708f66bb25ef913b9778e3058c4e2,f2fddd4bd0d47226ba8430f8a59ef93e66f44db29ec8fd4f4a53ab322be499b2,3ae4aa05016de7371711ab84043943d30e28bf4ccaeb97e925fbb8e013025520,d36d9297894ffaea68bafea21252cb88a243cca34bde08d6a62d390b1449cdaa,6862b5fbca396e303ddeaabdb50aace074fb3711e6cf28228781bbd64ba02cbd,7c61930b25545769cd1b918bf0ad0165f164522920f4d041c049cb3c705b04a9,c253bf984ae47bcc8c9b2d2c57c2d2c89ccda98361ede7816675dc619e3bebd3,dd0dec302f05357d924b12d2a72a9b3984ea133a1e3ada573d0f4e4f025a4ca4,b7e166acbb6dd053a1b9d95f3b6561c8e5389e660f48afc6995194c78520ac1a,030b8d52b48cc7a18f5916455c5a9b905ce90086280b9e2af2a0c143669a935b,c558c29b1fd9b7d3ceea656da92d3e757c86c54da281be15a75fc391af7d6143,ec01b5aac09a5a522d4091d3ab57eb61a6fc56cbb1687b6334d414fa88cb00b0,7d942d2d3675ae3a834d0f95826906dd0fc9257489045b4bd38cd085d407f0fe,ac5bdf63804dfa9f2434dc50cb6287b369f7223df733471c28a1de278829d831,eabeebf5b009f35dd6ae0925098a7db7c119d2fd057e080b59ac51aedec18c0d,d4e5dbdc241ef4c012668f399e1d0bd63458292a4a8e4a62824f72331264d441,db7e479935a2c43764ec2a2503973876c5125321c7a04e0113ebacdd3a6c29a0,ec70ac42beb8823b50cb61b982ad223e7cc22dad3807476386ff474a10b697ad,b5756436519b9feedfaeb031b55bbebeeac96accd0f6736d6368fce30654ab06,9e54aa8bb9a2db5cc92aceb35cc50de7c4264f06bb72cc107921d35c3d31dec5,c684bb44424b442d8a515ae0b64f4a53f417f91d3f8f18b781bf5b8fa5ddf33d,bfe3a0afabdd2cc2b23db432fcffe0a843ea934ca5f6143a31ba980207f4f7a2,2a0ca9eb2b4697d6289ceeb782b085a7df18dca3d6d344b139910f5a08f72de5,34317322603bf84a60897649f2753a158c2fe0836bba3bceb0db59312393cfc3,e94e4780b93b63057cd656e631a6069d6dabe9e3d75260f78b38ed4b0ba85263,0aa5951beedf77b6a772cb7ff8ed94291045ccdb8aeae8fe1427952b4e91e067,4e3bc9f461a24ae0af63cc9f0df81096a4758a9f29ecb53bf8c94c3c0b4efe00,f1d03996bbdcf4e5b0d9976ad3c8b5765bb5fc5ca7af3cf9a5405dc43582dbb7,db197b1e5c80a05468be27aa8db2bc893875809a23f7a90953597191159e65ff,590b464c65b431373f1b8f6c50c2c6dd8478dc72cceab7ca85c71c066fcfe6a1,655075dd9e70e02955eb6df9d3203338b1e8a13ae6f405d28128db1e4402ab1c,b46122be109cccd4911764b5975ba9a035b9b7db6b24bdc9a1fcfd33f3f65d5c,ef035ff319174ed21c7a3c78719b404c10770b96525c9b56c6a71b4e7e47d8cb,153009bb9e5043ed0685e7839c7d58d7faa112ec0e3382b559123480009d7e0a,20cc78bd17fdafc7fff4d39db8cacc9715897286bc0d01bb96116cea862867d5
"0","2200001","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.8","102011","1","100","20004","0.8","220011001","0.8","151","115556","0","5","222001001","90","0","ヒヨリの解放クエスト","188","0","115106","-1","91002","100101","10","5","0"
"0","2200002","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.8","102011","1","100","20004","0.8","220021001","0.8","151","115586","0","5","222001002","90","0","ユイの解放クエスト","188","0","125256","-1","91002","100201","10","5","0"
"0","2200003","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.8","102011","1","100","20004","0.8","220031001","0.8","151","115556","0","5","222001003","90","0","レイの解放クエスト","188","0","125016","-1","91002","100301","10","5","0"
"0","2200004","0","0.6","50","-376","-188","bgm_M259","0.8","0","376","0.8","102011","1","100","20004","0.8","220041001","0.8","187","126103","0","5","222001004","90","0","ミソギの解放クエスト","188","0","116133","-1","91002","100401","10","5","0"
"0","2200005","0","0.8","50","-376","-188","bgm_M259","0.6","0","376","0.8","102011","1","100","20004","0.8","220051001","0.8","274","129312","0","5","222001005","90","0","マツリの解放クエスト","188","0","119432","-1","91002","100501","10","5","0"
"0","2200006","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.6","102011","1","100","20004","0.8","220061001","0.6","181","116612","0","5","222001006","90","0","アカリの解放クエスト","188","0","116582","-1","91002","100601","10","5","0"
"0","2200007","0","0.8","50","-376","-188","bgm_M259","0.6","0","376","0.8","102011","1","100","20004","0.8","220071001","0.8","232","128162","0","5","222001007","90","0","ミヤコの解放クエスト","188","0","118012","-1","91002","100701","10","5","0"
"0","2200008","0","0.8","50","-376","-188","bgm_M259","0.6","0","376","0.8","102011","1","100","20004","0.8","220081001","0.8","268","119252","0","5","222001008","90","0","ユキの解放クエスト","188","0","119012","-1","91002","100801","10","5","0"
"0","2200009","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.6","102011","1","100","20004","0.8","220091001","0.8","262","119611","0","5","222001009","90","0","アンナの解放クエスト","188","0","119551","-1","91002","100901","10","5","0"
"0","2200010","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.8","102011","1","100","20004","0.8","220101001","0.8","148","125256","0","5","222001010","90","0","マホの解放クエスト","188","0","125463","-1","91002","101001","10","5","0"
"0","2200011","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.8","102011","1","100","20004","0.8","220111001","0.8","136","115554","0","5","222001011","90","0","リノの解放クエスト","188","0","125134","-1","91002","101101","10","5","0"
"0","2200012","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.8","102011","1","100","20004","0.8","220121001","0.8","154","115616","0","5","222001012","90","0","ハツネの解放クエスト","188","0","125226","-1","91002","101201","10","5","0"
"0","2200013","0","0.8","50","-376","-188","bgm_M259","0.8","0","376","0.6","102011","1","100","20004","0.8","220131001","0.8","208","117612","0","5","222001013","90","0","ナナカの解放クエスト","188","0","117552","-1","91002","101301","10","5","0"
