8bdd1076570b2f3883160ba7c6b3b2299065e08ea5057b469adb8ba2df2781fb,32dee1db9f916c6e65ba99fa63fe381baef6849daf0809dd5d33d3335f97b5bd,acea3d9aae2bd007b261f2a03dcaf6ac7bb249ca992b16833e39c01216eacfd3,507c947bb3c69c58c2abd1af749cd5f63a6e2c173a67d2344e7486bd7b817725,eb3330ccb154ed72142c488e7c33fd1f5242b09c48e781c93ebfae7380994455,2d822e27073653841f64e13a22a604c7e226e762aee1e4f4db88b80032ff1d01
"10011","0","0","0","100111","0"
"10012","0","0","0","100121","100122"
"10013","0","0","0","100131","0"
"10021","0","0","0","100211","0"
"10022","0","0","0","100221","100222"
"10023","0","0","0","100231","0"
"10031","0","0","0","100311","100312"
"10032","0","0","0","100321","100322"
"10033","0","0","0","100331","0"
"10041","0","0","0","100411","0"
"10042","0","0","0","100421","100422"
"10043","0","0","0","100431","100432"
"10051","0","0","0","100511","0"
"10052","100523","0","0","100521","100522"
"10053","0","0","0","100531","0"
"11001","0","0","0","110011","0"
"11002","0","0","0","110021","0"
"11003","0","0","0","110031","0"
"11004","0","0","0","110041","0"
"11005","0","0","0","110051","0"
"12001","0","0","0","120011","0"
"12002","0","0","0","120021","0"
"12003","0","0","0","120031","0"
"12004","0","0","0","120041","0"
"12005","0","0","0","120051","0"
"13001","0","0","0","130011","0"
"13002","0","0","0","130021","130022"
"13003","0","0","0","130031","0"
"13004","0","0","0","130041","130042"
"13005","0","0","0","130051","0"
"14001","0","0","0","140011","0"
"14002","0","0","0","140021","0"
"14003","0","0","0","140031","0"
"14004","0","0","0","140041","140042"
"14005","0","0","0","140051","140052"
"15001","0","0","0","150011","0"
"15002","0","0","0","150021","0"
"15003","0","0","0","150031","0"
"15004","0","0","0","150041","0"
"15005","0","0","0","150051","0"
"21001","0","0","0","210011","0"
"21002","0","0","0","210021","0"
"21003","0","0","0","210031","0"
"21004","0","0","0","210041","0"
"21005","0","0","0","210051","0"
"22001","0","0","0","220011","0"
"22002","0","0","0","220021","0"
"22003","0","0","0","220031","0"
"22004","0","0","0","220041","0"
"22005","0","0","0","220051","0"
"23001","0","0","0","230011","0"
"23002","0","0","0","230021","230022"
"23003","0","0","0","230031","0"
"23004","0","0","0","230041","230042"
"23005","0","0","0","230051","0"
"24001","0","0","0","240011","0"
"24002","0","0","0","240021","0"
"24003","0","0","0","240031","0"
"24004","0","0","0","240041","240042"
"24005","0","0","0","240051","240052"
"25001","0","0","0","250011","0"
"25002","0","0","0","250021","0"
"25003","0","0","0","250031","0"
"25004","0","0","0","250041","0"
"25005","0","0","0","250051","0"
"30001","0","0","0","300011","0"
"31001","0","0","0","310011","0"
"31002","0","0","0","310021","0"
"31003","0","0","0","310031","0"
"31004","0","0","0","310041","0"
"31005","0","0","0","310051","0"
"32001","0","0","0","320011","0"
"32002","0","0","0","320021","0"
"32003","0","0","0","320031","0"
"32004","0","0","0","320041","0"
"32005","0","0","0","320051","0"
"33001","0","0","0","330011","0"
"33002","0","0","0","330021","330022"
"33003","0","0","0","330031","0"
"33004","0","0","0","330041","330042"
"33005","0","0","0","330051","0"
"34001","0","0","0","340011","0"
"34002","0","0","0","340021","0"
"34003","0","0","0","340031","0"
"34004","0","0","0","340041","340042"
"34005","0","0","0","340051","340052"
"35001","0","0","0","350011","0"
"35002","0","0","0","350021","0"
"35003","0","0","0","350031","0"
"35004","0","0","0","350041","0"
"35005","0","0","0","350051","0"
