eff5ece928c96b1c582ebb203557d9c8e9151268ab86d02afb58e2be8d9f2f0d,c331e7fc4eee76fdc38520c168d3280c844d2680f0cb75c351acb6232609511f,0b147fdc07bc56177290426017955715a0bffe1ddf0ea26b3473358f05ad12d9,52da1e76b732884bf6b75adeeb41d7b0614a405ee531a5770900f8d75325deef,882299d59f31f837bcddb34afdc89948818533ba6332cf6ca4952a940e69a5ee,c212a59a7e3f9bf49497d425ab2767b38d62bebf950b197e20dd5ac37ef5cac9,bc8035212209b3d367e2814f6a341b81e5d6c8b7eb64c6ee24d167519a7a07fe,920377a582a55c175659914cd7957531764e7e60ad5641578b82e3616f787530
"2024/10/15 15:00:00","760100011","90","1","76010001","376010001","1","276010001"
"2024/10/15 15:00:00","760100021","90","1","76010002","376010002","2","276010002"
"2024/10/15 15:00:00","760100031","90","1","76010003","376010003","3","276010003"
"2024/10/15 15:00:00","760100041","90","1","76010004","376010004","4","276010004"
"2024/10/15 15:00:00","760100051","90","1","76010005","376010005","5","276010005"
"2025/10/20 12:00:00","760100061","90","1","76010006","376010006","6","276010006"
"2025/10/20 12:00:00","760100071","90","1","76010007","376010007","7","276010007"
"2025/10/20 12:00:00","760100081","90","1","76010008","376010008","8","276010008"
"2025/10/20 12:00:00","760100091","90","1","76010009","376010009","9","276010009"
"2025/10/20 12:00:00","760100101","90","1","76010010","376010010","10","276010010"
"2024/10/15 15:00:00","760200011","90","2","76020001","376020001","1","276020001"
"2024/10/15 15:00:00","760200021","90","2","76020002","376020002","2","276020002"
"2024/10/15 15:00:00","760200031","90","2","76020003","376020003","3","276020003"
"2024/10/15 15:00:00","760200041","90","2","76020004","376020004","4","276020004"
"2024/10/15 15:00:00","760200051","90","2","76020005","376020005","5","276020005"
"2025/10/20 12:00:00","760200061","90","2","76020006","376020006","6","276020006"
"2025/10/20 12:00:00","760200071","90","2","76020007","376020007","7","276020007"
"2025/10/20 12:00:00","760200081","90","2","76020008","376020008","8","276020008"
"2025/10/20 12:00:00","760200091","90","2","76020009","376020009","9","276020009"
"2025/10/20 12:00:00","760200101","90","2","76020010","376020010","10","276020010"
"2025/08/15 15:00:00","760300011","90","3","76030001","376030001","1","276030001"
"2025/08/15 15:00:00","760300021","90","3","76030002","376030002","2","276030002"
"2025/08/15 15:00:00","760300031","90","3","76030003","376030003","3","276030003"
"2025/08/15 15:00:00","760300041","90","3","76030004","376030004","4","276030004"
"2025/08/15 15:00:00","760300051","90","3","76030005","376030005","5","276030005"
"2026/05/18 12:00:00","760300061","90","3","76030006","376030006","6","276030006"
"2026/05/18 12:00:00","760300071","90","3","76030007","376030007","7","276030007"
"2026/05/18 12:00:00","760300081","90","3","76030008","376030008","8","276030008"
"2026/05/18 12:00:00","760300091","90","3","76030009","376030009","9","276030009"
"2026/05/18 12:00:00","760300101","90","3","76030010","376030010","10","276030010"
"2026/02/16 12:00:00","760400011","90","4","76040001","376040001","1","276040001"
"2026/02/16 12:00:00","760400021","90","4","76040002","376040002","2","276040002"
"2026/02/16 12:00:00","760400031","90","4","76040003","376040003","3","276040003"
"2026/02/16 12:00:00","760400041","90","4","76040004","376040004","4","276040004"
"2026/02/16 12:00:00","760400051","90","4","76040005","376040005","5","276040005"
