a36305dfbe938a712141611d1f67f48eea48351bfa577d2347af88fe92415d55,33d960c694021f7f77f4748d5c5764ac928e0f48cb9f750ec85b0028e3f213b1,5f981a9b8ea4ba4d2cc641e8990738e55b7c962d2678f59a727a0bad433efe9b,4707053403d630a29a7334a98ae26853096d9d548afe1a0a57ae8256f9bcfeb2,f8a94341d75555aad63fbf6fb3b045a135483471d43256755757d3b389265a18,b6a79e3de98da8645a166985e8dc2d89b5e4fe8eaf014112f9c69b53ed04d2cf,cbf9735efb22c3cefa86365ade96a49ee20d900326050289474ccf0bc4665139,5464ba3ab1b00ed2841648b72bf2e5ecb5152f2e65aecbdcfe2936779d0dd628,41cf0d9e7f51c0ce4e184b6ea16a09dc1372934ad684869ee37db50f7d717bf6,3a48b7697fb1e42d7da8737e614a9ac5c38258c9ad450be738d390dd2dce8796
"2","0","0","25021","0","500000","220","101","0","111"
"2","0","0","25021","0","500000","220","102","0","121"
"2","0","0","25021","0","500000","220","103","0","131"
"2","0","0","25021","0","500000","220","104","0","141"
"2","0","0","25021","0","500000","220","105","0","151"
"2","0","0","25021","0","500000","220","201","0","211"
"2","0","0","25021","0","500000","220","202","0","221"
"2","0","0","25021","0","500000","220","203","0","231"
"2","0","0","25021","0","500000","220","204","0","241"
"2","0","0","25021","0","500000","220","205","0","251"
"2","0","0","25021","0","500000","220","301","0","311"
"2","0","0","25021","0","500000","220","302","0","321"
"2","0","0","25021","0","500000","220","303","0","331"
"2","0","0","25021","0","500000","220","304","0","341"
"2","0","0","25021","0","500000","220","305","0","351"
"2","0","0","25021","0","500000","220","401","0","411"
"2","0","0","25021","0","500000","220","402","0","421"
"2","0","0","25021","0","500000","220","403","0","431"
"2","0","0","25021","0","500000","220","404","0","441"
"2","0","0","25021","0","500000","220","405","0","451"
"2","0","0","25021","0","500000","220","501","0","511"
"2","0","0","25021","0","500000","220","502","0","521"
"2","0","0","25021","0","500000","220","503","0","531"
"2","0","0","25021","0","500000","220","504","0","541"
"2","0","0","25021","0","500000","220","505","0","551"
"2","0","0","25021","0","500000","220","601","0","611"
"2","0","0","25021","0","500000","220","602","0","621"
"2","0","0","25021","0","500000","220","603","0","631"
"2","0","0","25021","0","500000","220","604","0","641"
"2","0","0","25021","0","500000","220","605","0","651"
"2","0","0","25021","0","500000","220","701","0","711"
"2","0","0","25021","0","500000","220","702","0","721"
"2","0","0","25021","0","500000","220","703","0","731"
"2","0","0","25021","0","500000","220","704","0","741"
"2","0","0","25021","0","500000","220","705","0","751"
"2","0","0","25021","0","500000","1100","801","0","811"
"2","0","0","25021","0","500000","220","901","0","911"
"2","0","0","25021","0","500000","220","902","0","921"
"2","0","0","25021","0","500000","220","903","0","931"
"2","0","0","25021","0","500000","220","904","0","941"
"2","0","0","25021","0","500000","220","905","0","951"
"2","0","0","25021","0","500000","1100","1001","0","1011"
"2","0","0","25021","0","500000","220","1101","0","1111"
"2","0","0","25021","0","500000","220","1102","0","1121"
"2","0","0","25021","0","500000","220","1103","0","1131"
"2","0","0","25021","0","500000","220","1104","0","1141"
"2","0","0","25021","0","500000","220","1105","0","1151"
"2","0","0","25021","0","500000","220","1201","0","1211"
"2","0","0","25021","0","500000","220","1202","0","1221"
"2","0","0","25021","0","500000","220","1203","0","1231"
"2","0","0","25021","0","500000","220","1204","0","1241"
"2","0","0","25021","0","500000","220","1205","0","1251"
"2","0","0","25021","0","500000","220","1301","0","1311"
"2","0","0","25021","0","500000","220","1302","0","1321"
"2","0","0","25021","0","500000","220","1303","0","1331"
"2","0","0","25021","0","500000","220","1304","0","1341"
"2","0","0","25021","0","500000","220","1305","0","1351"
"2","0","0","25021","0","500000","220","1401","0","1411"
"2","0","0","25021","0","500000","220","1402","0","1421"
"2","0","0","25021","0","500000","220","1403","0","1431"
"2","0","0","25021","0","500000","220","1404","0","1441"
"2","0","0","25021","0","500000","220","1405","0","1451"
"2","0","0","25021","0","500000","220","1501","0","1511"
"2","0","0","25021","0","500000","220","1502","0","1521"
"2","0","0","25021","0","500000","220","1503","0","1531"
"2","0","0","25021","0","500000","220","1504","0","1541"
