1a3f3af944409900fece95d976a57f874235ec2d03c1b95a2304bc09da9aceba,f4547ede44ee366a0b6295be41374a2a76d39bb39e8d9680942058eff4df35fc,ca14d770f3c27a0e7bbe7d4e61f7e506666d337fa5fcf851ccd2b87ef46a6bc8,c93d83f1644407fe41403fb5055b845ee9613e1e024714019b0b4391a2155124,9b93d6765b480f5dddf043064ff23846f9c0765f5f971f69cc49e4027cf07439,8ab5bd1d4fc79e5cbbc1e719a9c123ea16baf773de1abfadc7b849a7816a74e1,43bf01dcb69d4ce9f549f3a20c46b7d874e184ab2448c74279ee091a84b78d22,b99c0ebe0d2a5f1e11ba2065b7dc204a1a41ec563ddd480219251fe95bb35a6e,12d6b4b9d4c71ebcd2d43c4984f51ee562644e9166ca23ccf35ddb4cf6ef8571,db7adae82b817c91b6453072f5f6c03274bed2878dbb01906bcfcf71914d5e10,99954708c1c700252d29fc5a2c903ca7c1e51f102365175c40aee0c8fe0ab262,220667d0d3d129c37a3f2849695365b44c8fc1ace8686d3f5be42fdce6759cc2,481d4debf8f00d6e7426901782615d9a8b49b59507f6bbe888176a505c45dcb6,bfc791fb9274c447a1f30db4077fb161b7960eabbff368a97f82043ca43fbf27
"11001010","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001001","101","402001","0","201","","0","0","0"
"11002012","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001002","101","402001","0","201","","0","0","0"
"11003012","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001003","101","402001","0","201","","0","0","0"
"11004013","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001004","101","402001","0","201","","0","0","0"
"11005013","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001005","101","402001","0","201","","0","0","0"
"11006014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001006","101","402001","0","201","","0","0","0"
"11007014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001007","101","402001","0","201","","0","0","0"
"11008015","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001008","101","402001","0","201","","0","0","0"
"11009015","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001009","101","402001","0","201","","0","0","0"
"11010017","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001010","101","402001","0","201","","0","0","0"
"11011017","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001011","101","402001","0","201","","0","0","0"
"11012017","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001012","101","402001","0","201","","0","0","0"
"11013017","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001013","101","402001","0","201","","0","0","0"
"11014014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001014","101","402001","0","201","","0","0","0"
"11015014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001015","101","402001","0","201","","0","0","0"
"11016014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001016","101","402001","0","201","","0","0","0"
"11017014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001017","101","402001","0","201","","0","0","0"
"11018014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001018","101","402001","0","201","","0","0","0"
"11019014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001019","101","402001","0","201","","0","0","0"
"11020014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001020","101","402001","0","201","","0","0","0"
"11021014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001021","101","402001","0","201","","0","0","0"
"11022014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001022","101","402001","0","201","","0","0","0"
"11023014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001023","101","402001","0","201","","0","0","0"
"11024014","2015/04/01 15:00:00","1001","1","2030/04/01 14:59:59","51001024","101","402001","0","201","","0","0","0"
"12001003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003001","102","403001","0","201","","0","0","0"
"12002003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003002","102","403001","0","201","","0","0","0"
"12003003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003003","102","403001","0","201","","0","0","0"
"12004003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003004","102","403001","0","201","","0","0","0"
"12005003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003005","102","403001","0","201","","0","0","0"
"12006003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003006","102","403001","0","201","","0","0","0"
"12007003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003007","102","403001","0","201","","0","0","0"
"12008003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003008","102","403001","0","201","","0","0","0"
"12009003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003009","102","403001","0","201","","0","0","0"
"12010003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003010","102","403001","0","201","","0","0","0"
"12011003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003011","102","403001","0","201","","0","0","0"
"12012003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003012","102","403001","0","201","","0","0","0"
"12013003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003013","102","403001","0","201","","0","0","0"
"12014003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003014","102","403001","0","201","","0","0","0"
"12015003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003015","102","403001","0","201","","0","0","0"
"12016003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003016","102","403001","0","201","","0","0","0"
"12017003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003017","102","403001","0","201","","0","0","0"
"12018003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003018","102","403001","0","201","","0","0","0"
"12019003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003019","102","403001","0","201","","0","0","0"
"12020003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003020","102","403001","0","201","","0","0","0"
"12021003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003021","102","403001","0","201","","0","0","0"
"12022003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003022","102","403001","0","201","","0","0","0"
"12023003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003023","102","403001","0","201","","0","0","0"
"12024003","2015/04/01 15:00:00","1003","1","2030/04/01 14:59:59","51003024","102","403001","0","201","","0","0","0"
"31001","2015/04/01 15:00:00","1010","1","2030/04/01 14:59:59","51010001","104","701001","0","204","","0","0","0"
"31002","2015/04/01 15:00:00","1010","1","2030/04/01 14:59:59","51010002","104","701001","0","204","","0","0","0"
"31003","2015/04/01 15:00:00","1010","1","2030/04/01 14:59:59","51010003","104","701001","0","204","","0","0","0"
