880c17350106877b39c1c0206b634cd091380193258ed48310e6c20b308d1776,f4209849b91370da91f31f1f0a06a137137eb64891f447ea147365fcfbf52d5e,4c9f78841f3d3344ec22d1838f4c2448020a099d11702d5b486bdbb77acd419a,501404ea1ee0dbda6c2d17c730acb9deeb4e60ef6bcda74861af2328ed73c909,567264813c0e6136d1f50e7de2f6dd1e037bcad94ca4f39e3943791b643b64f2,953b4d8cd5c2699ecb5fae52d06c5bf502d6484e8dab5f53beb19ee77ceade7e,855ba7365765245e72728369dc75a7fa70a6b539e0c281e0c7b3c73eb93effb1,e6078af356d6da855b268b4ddfbf050514b4ead1d57abc8cefa58c4a7fd13a3a
"0","1","110001","70000","110001","111","ガーゴイル（EASY）をクリアしよう","90110001"
"0","1","110001","70000","110002","112","ガーゴイル（NORMAL）をクリアしよう","90110002"
"0","1","110001","70000","110003","113","ガーゴイル（HARD）をクリアしよう","90110003"
"0","1","110001","70000","110004","114","ガーゴイル（VERY HARD）をクリアしよう","90110004"
"0","1","110001","70000","110005","115","ガーゴイル（EXTREME）をクリアしよう","90110005"
"0","1","110001","70000","120001","121","マグスガーゴイル（EASY）をクリアしよう","90120001"
"0","1","110001","70000","120002","122","マグスガーゴイル（NORMAL）をクリアしよう","90120002"
"0","1","110001","70000","120003","123","マグスガーゴイル（HARD）をクリアしよう","90120003"
"0","1","110001","70000","120004","124","マグスガーゴイル（VERY HARD）をクリアしよう","90120004"
"0","1","110001","70000","120005","125","マグスガーゴイル（EXTREME）をクリアしよう","90120005"
"0","1","110001","70000","130001","131","ガードガーゴイル（EASY）をクリアしよう","90130001"
"0","1","110001","70000","130002","132","ガードガーゴイル（NORMAL）をクリアしよう","90130002"
"0","1","110001","70000","130003","133","ガードガーゴイル（HARD）をクリアしよう","90130003"
"0","1","110001","70000","130004","134","ガードガーゴイル（VERY HARD）をクリアしよう","90130004"
"0","1","110001","70000","130005","135","ガードガーゴイル（EXTREME）をクリアしよう","90130005"
"0","1","110001","70000","140001","141","ガーゴイル・バースト（EASY）をクリアしよう","90140001"
"0","1","110001","70000","140002","142","ガーゴイル・バースト（NORMAL）をクリアしよう","90140002"
"0","1","110001","70000","140003","143","ガーゴイル・バースト（HARD）をクリアしよう","90140003"
"0","1","110001","70000","140004","144","ガーゴイル・バースト（VERY HARD）をクリアしよう","90140004"
"0","1","110001","70000","140005","145","ガーゴイル・バースト（EXTREME）をクリアしよう","90140005"
"0","1","110001","70000","150001","151","ガーゴイル・マギ（EASY）をクリアしよう","90150001"
"0","1","110001","70000","150002","152","ガーゴイル・マギ（NORMAL）をクリアしよう","90150002"
"0","1","110001","70000","150003","153","ガーゴイル・マギ（HARD）をクリアしよう","90150003"
"0","1","110001","70000","150004","154","ガーゴイル・マギ（VERY HARD）をクリアしよう","90150004"
"0","1","110001","70000","150005","155","ガーゴイル・マギ（EXTREME）をクリアしよう","90150005"
