gauge_id,trigger_score,completion_detail,unlock_story_id,reward_type,reward_id,reward_count
"1","2500","累計スコアを2500pt 獲得しよう","5126700","12","94002","50000"
"1","5000","累計スコアを5000pt 獲得しよう","0","12","94002","50000"
"1","7500","累計スコアを7500pt 獲得しよう","0","12","94002","50000"
"1","10000","累計スコアを10000pt 獲得しよう","5126701","7","2839","1"
"1","12500","累計スコアを12500pt 獲得しよう","0","12","94002","80000"
"1","15000","累計スコアを15000pt 獲得しよう","0","12","94002","80000"
"1","17500","累計スコアを17500pt 獲得しよう","0","12","94002","80000"
"1","20000","累計スコアを20000pt 獲得しよう","5126702","8","91002","25"
"1","22500","累計スコアを22500pt 獲得しよう","0","12","94002","100000"
"1","25000","累計スコアを25000pt 獲得しよう","0","12","94002","100000"
"1","27500","累計スコアを27500pt 獲得しよう","0","8","91002","100"
"1","30000","累計スコアを30000pt 獲得しよう","5126703","15","11001262","1"
"2","2500","累計スコアを2500pt 獲得しよう","5126710","12","94002","50000"
"2","5000","累計スコアを5000pt 獲得しよう","0","12","94002","50000"
"2","7500","累計スコアを7500pt 獲得しよう","0","12","94002","50000"
"2","10000","累計スコアを10000pt 獲得しよう","5126711","7","2840","1"
"2","12500","累計スコアを12500pt 獲得しよう","0","12","94002","80000"
"2","15000","累計スコアを15000pt 獲得しよう","0","12","94002","80000"
"2","17500","累計スコアを17500pt 獲得しよう","0","12","94002","80000"
"2","20000","累計スコアを20000pt 獲得しよう","5126712","8","91002","25"
"2","22500","累計スコアを22500pt 獲得しよう","0","12","94002","100000"
"2","25000","累計スコアを25000pt 獲得しよう","0","12","94002","100000"
"2","27500","累計スコアを27500pt 獲得しよう","0","8","91002","100"
"2","30000","累計スコアを30000pt 獲得しよう","5126713","15","11001263","1"
