8e38d5c5310e09fd542666c5937efa26c6302903d17fbb545cf7ea76803cf260,232b5dd139c682963689fe393f6a20bac6a06603caa577ad9fa73869f910e389,689c8007cc0c26f49e447d6a64ea960ab8069795f45145b0306b8b6987d00c9d,cec6f68871eb60fceffce382568dc31096a8ab62c64de4d2def2529f18a685c5
"1","11001","1001","1"
"2","11002","1001","0"
"3","11003","1001","0"
"4","11004","1001","0"
"5","11005","1001","0"
"6","12001","1001","0"
"7","12002","1001","0"
"8","12003","1001","0"
"9","12004","1001","0"
"10","12005","1001","0"
"11","13001","1001","0"
"12","13002","1001","0"
"13","13003","1001","0"
"14","13004","1001","0"
"15","13005","1001","0"
"16","14001","1001","0"
"17","14002","1001","0"
"18","14003","1001","0"
"19","14004","1001","0"
"20","14005","1001","0"
"21","15001","1001","0"
"22","15002","1001","0"
"23","15003","1001","0"
"24","15004","1001","0"
"25","15005","1001","0"
"26","21001","1001","0"
"27","21002","1001","0"
"28","21003","1001","0"
"29","21004","1001","0"
"30","21005","1001","0"
"31","22001","1001","0"
"32","22002","1001","0"
"33","22003","1001","0"
"34","22004","1001","0"
"35","22005","1001","0"
"36","23001","1001","0"
"37","23002","1001","0"
"38","23003","1001","0"
"39","23004","1001","0"
"40","23005","1001","0"
"41","24001","1001","0"
"42","24002","1001","0"
"43","24003","1001","0"
"44","24004","1001","0"
"45","24005","1001","0"
"46","25001","1001","0"
"47","25002","1001","0"
"48","25003","1001","0"
"49","25004","1001","0"
"50","25005","1001","0"
"51","31001","1001","0"
"52","31002","1001","0"
"53","31003","1001","0"
"54","31004","1001","0"
"55","31005","1001","0"
"56","32001","1001","0"
"57","32002","1001","0"
"58","32003","1001","0"
"59","32004","1001","0"
"60","32005","1001","0"
"61","33001","1001","0"
"62","33002","1001","0"
"63","33003","1001","0"
"64","33004","1001","0"
"65","33005","1001","0"
"66","34001","1001","0"
"67","34002","1001","0"
"68","34003","1001","0"
"69","34004","1001","0"
"70","34005","1001","0"
"71","35001","1001","0"
"72","35002","1001","0"
"73","35003","1001","0"
"74","35004","1001","0"
"75","35005","1001","0"
"76","11001","1002","1"
"77","11002","1002","0"
"78","11003","1002","0"
"79","11004","1002","0"
"80","11005","1002","0"
"81","12001","1002","0"
"82","12002","1002","0"
"83","12003","1002","0"
"84","12004","1002","0"
"85","12005","1002","0"
"86","13001","1002","0"
"87","13002","1002","0"
"88","13003","1002","0"
"89","13004","1002","0"
"90","13005","1002","0"
"91","14001","1002","0"
"92","14002","1002","0"
"93","14003","1002","0"
"94","14004","1002","0"
"95","14005","1002","0"
"96","15001","1002","0"
"97","15002","1002","0"
"98","15003","1002","0"
"99","15004","1002","0"
"100","15005","1002","0"
"101","21001","1002","0"
"102","21002","1002","0"
"103","21003","1002","0"
"104","21004","1002","0"
"105","21005","1002","0"
"106","22001","1002","0"
"107","22002","1002","0"
"108","22003","1002","0"
"109","22004","1002","0"
"110","22005","1002","0"
"111","23001","1002","0"
"112","23002","1002","0"
"113","23003","1002","0"
"114","23004","1002","0"
"115","23005","1002","0"
"116","24001","1002","0"
"117","24002","1002","0"
"118","24003","1002","0"
"119","24004","1002","0"
"120","24005","1002","0"
"121","25001","1002","0"
"122","25002","1002","0"
"123","25003","1002","0"
"124","25004","1002","0"
"125","25005","1002","0"
"126","31001","1002","0"
"127","31002","1002","0"
"128","31003","1002","0"
"129","31004","1002","0"
"130","31005","1002","0"
"131","32001","1002","0"
"132","32002","1002","0"
"133","32003","1002","0"
"134","32004","1002","0"
"135","32005","1002","0"
"136","33001","1002","0"
"137","33002","1002","0"
"138","33003","1002","0"
"139","33004","1002","0"
"140","33005","1002","0"
"141","34001","1002","0"
"142","34002","1002","0"
"143","34003","1002","0"
"144","34004","1002","0"
"145","34005","1002","0"
"146","35001","1002","0"
"147","35002","1002","0"
"148","35003","1002","0"
"149","35004","1002","0"
"150","35005","1002","0"
"151","11001","1003","1"
"152","11002","1003","0"
"153","11003","1003","0"
"154","11004","1003","0"
"155","11005","1003","0"
"156","12001","1003","0"
"157","12002","1003","0"
"158","12003","1003","0"
"159","12004","1003","0"
"160","12005","1003","0"
"161","13001","1003","0"
"162","13002","1003","0"
"163","13003","1003","0"
"164","13004","1003","0"
"165","13005","1003","0"
"166","14001","1003","0"
"167","14002","1003","0"
"168","14003","1003","0"
"169","14004","1003","0"
"170","14005","1003","0"
"171","15001","1003","0"
"172","15002","1003","0"
"173","15003","1003","0"
"174","15004","1003","0"
"175","15005","1003","0"
"176","21001","1003","0"
"177","21002","1003","0"
"178","21003","1003","0"
"179","21004","1003","0"
"180","21005","1003","0"
"181","22001","1003","0"
"182","22002","1003","0"
"183","22003","1003","0"
"184","22004","1003","0"
"185","22005","1003","0"
"186","23001","1003","0"
"187","23002","1003","0"
"188","23003","1003","0"
"189","23004","1003","0"
"190","23005","1003","0"
"191","24001","1003","0"
"192","24002","1003","0"
"193","24003","1003","0"
"194","24004","1003","0"
"195","24005","1003","0"
"196","25001","1003","0"
"197","25002","1003","0"
"198","25003","1003","0"
"199","25004","1003","0"
"200","25005","1003","0"
"201","31001","1003","0"
"202","31002","1003","0"
"203","31003","1003","0"
"204","31004","1003","0"
