3e648dc0d70154c8233b9c7b6dea1fd83f527e84916341cb4ff8ab7bab69d7c7,0797d8a9a23ea4150014ad84c9da085af3cbebf1e0b4fc6a3e61f1f9a5aaf076,06d7c0b0e7f2fcd9751b0860d3af5c989ae8911d04456623706b04d78b9a884d,0864f4869d8fd665b973b8e1c6615434ec9af05ef040dcc855a8d26feb08ec2d,9db23ecac557ce5f5baa2183482c2a415f90785ab2a01e7733ffc7fe244542b7,2668cff777bda11a820a6b2f692f94b7be99537661397c38a99c41463114d38c,73d15b7b18c16f9b275d4787dae008fe70545d5c70b3cfaabf242b92d0620c1d,a844c0ac7a5b47c08ff871c474e224bb992c11f9e022daef5ba3e1d622d6d91d
"2019/02/15 23:00:00","27","2019/02/28 11:59:59","0","0","3","106101","1"
"2019/02/28 12:00:00","28","2019/03/19 14:59:59","0","0","3","101401","2"
"2019/03/19 15:00:00","29","2019/03/26 14:59:59","0","0","1","105501","3"
"2019/03/19 15:00:00","29","2019/03/26 14:59:59","0","0","3","106301","4"
"2019/03/19 15:00:00","29","2019/03/26 14:59:59","0","0","2","101501","5"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","3","103601","6"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","3","104901","7"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","3","104401","8"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","2","100701","9"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","2","104601","10"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","2","102701","11"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","1","100301","12"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","1","103401","13"
"2019/03/26 15:00:00","30","2019/03/31 11:59:59","0","0","1","100101","14"
"2019/03/31 12:00:00","31","2019/04/19 14:59:59","0","0","3","109201","15"
"2019/04/19 15:00:00","32","2019/04/30 11:59:59","0","0","3","109401","16"
"2019/04/30 12:00:00","33","2019/05/07 14:59:59","0","0","3","109501","17"
"2019/04/30 12:00:00","33","2019/05/07 14:59:59","0","0","3","107101","18"
"2019/05/07 15:00:00","34","2019/05/14 14:59:59","0","0","3","109501","19"
"2019/05/14 15:00:00","35","2019/05/17 14:59:59","0","0","3","103601","20"
"2019/05/14 15:00:00","35","2019/05/17 14:59:59","0","0","2","102001","21"
"2019/05/14 15:00:00","35","2019/05/17 14:59:59","0","0","1","100401","22"
"2019/05/17 15:00:00","36","2019/05/31 11:59:59","0","0","3","109601","23"
"2019/05/31 12:00:00","37","2019/06/15 11:59:59","0","0","3","109701","24"
"2019/06/15 12:00:00","38","2019/06/18 14:59:59","0","0","3","104401","25"
"2019/06/15 12:00:00","38","2019/06/18 14:59:59","0","0","3","101001","26"
"2019/06/15 12:00:00","38","2019/06/18 14:59:59","0","0","2","101701","27"
"2019/06/18 15:00:00","39","2019/06/30 11:59:59","0","0","3","109901","28"
"2019/06/30 12:00:00","40","2019/07/13 11:59:59","0","0","3","110001","29"
"2019/07/13 12:00:00","41","2019/07/18 14:59:59","0","0","3","107501","30"
"2019/07/13 12:00:00","41","2019/07/18 14:59:59","0","0","3","107801","31"
"2019/07/18 15:00:00","42","2019/07/31 11:59:59","0","0","3","110301","32"
"2019/07/31 12:00:00","43","2019/08/10 11:59:59","0","0","3","110401","33"
"2019/08/10 12:00:00","44","2019/08/15 14:59:59","0","0","3","107701","34"
"2019/08/10 12:00:00","44","2019/08/15 14:59:59","0","0","3","107901","35"
"2019/08/15 15:00:00","45","2019/08/26 11:59:59","0","0","3","110601","36"
"2019/08/26 12:00:00","46","2019/08/31 11:59:59","0","0","3","104401","37"
"2019/08/26 12:00:00","46","2019/08/31 11:59:59","0","0","2","100601","38"
"2019/08/26 12:00:00","46","2019/08/31 11:59:59","0","0","2","100701","39"
"2019/08/26 12:00:00","46","2019/08/31 11:59:59","0","0","2","103101","40"
"2019/08/26 12:00:00","46","2019/08/31 11:59:59","0","0","1","102201","41"
"2019/08/31 12:00:00","47","2019/09/03 20:59:59","0","0","3","107001","42"
"2019/08/31 12:00:00","47","2019/09/03 20:59:59","0","0","3","106101","43"
"2019/08/31 12:00:00","47","2019/09/03 20:59:59","0","0","3","107101","44"
"2019/09/03 21:00:00","48","2019/09/12 11:59:59","0","0","3","110701","45"
"2019/09/12 12:00:00","49","2019/09/16 14:59:59","0","0","3","105701","46"
"2019/09/12 12:00:00","49","2019/09/16 14:59:59","0","0","3","106301","47"
"2019/09/16 15:00:00","50","2019/09/29 11:59:59","0","0","3","110801","48"
"2019/09/29 12:00:00","51","2019/09/30 11:59:59","0","0","3","107001","49"
"2019/09/29 12:00:00","51","2019/09/30 11:59:59","0","0","3","106101","50"
"2019/09/29 12:00:00","51","2019/09/30 11:59:59","0","0","3","107101","51"
"2019/09/30 12:00:00","52","2019/10/11 11:59:59","1001","0","3","111101","52"
"2019/10/11 12:00:00","53","2019/10/16 14:59:59","0","0","3","108101","53"
"2019/10/11 12:00:00","53","2019/10/16 14:59:59","0","0","3","108301","54"
"2019/10/16 15:00:00","54","2019/10/31 11:59:59","1002","0","3","111301","55"
"2019/10/31 12:00:00","55","2019/11/11 11:59:59","1003","0","3","111401","56"
"2019/11/11 12:00:00","56","2019/11/15 14:59:59","0","0","3","105601","57"
"2019/11/11 12:00:00","56","2019/11/15 14:59:59","0","0","2","101301","58"
"2019/11/11 12:00:00","56","2019/11/15 14:59:59","0","0","2","102701","59"
"2019/11/15 15:00:00","57","2019/11/30 11:59:59","1004","0","3","106501","60"
"2019/11/30 12:00:00","58","2019/12/11 11:59:59","1005","0","3","111501","61"
"2019/12/11 12:00:00","59","2019/12/20 14:59:59","0","0","3","108401","62"
"2019/12/11 12:00:00","59","2019/12/20 14:59:59","0","0","3","108601","63"
"2019/12/20 15:00:00","60","2019/12/31 11:59:59","1006","0","3","111701","64"
"2019/12/31 12:00:00","61","2020/01/03 18:59:59","1007","0","3","112001","65"
"2019/12/31 12:00:00","61","2020/01/03 18:59:59","0","0","3","106101","66"
