f4878caccb0ce3b84d3af108c8c5cb09d49faae29e8bf48ffbe0328da9d57fb1,9cee19084a26932266f1cecb20f1bcc9b56ea0fc552c4e8667ee9105c582c15b,5816a4fcdcf24c831be1fd76dcadeb37e80cfd4bd4791a7ed7836d755036af69,2687ab0992b50f72d7a2635dc6caf0e90c60ca8ed95efee326fc22aeb438962e,f7f944a674d56d46a78e38bcac5d261d8a5cfa98b15df10bc260fb81a9aaa9ca,0640dbf68ed830c98f0178480406dd19ec7e6cf3e19c1fa95bb581115422ccac,43d94d8286d44e77f5fe5a1a9c5a1dcf1a932af5696cca948428eb3df1422799,55763b69d50de11c0c3693d585507f510bf528b44e821a0e005fe819826dd522
"0","0","27","3","2019/02/28 11:59:59","106101","2019/02/15 23:00:00","1"
"0","0","28","3","2019/03/19 14:59:59","101401","2019/02/28 12:00:00","2"
"0","0","29","1","2019/03/26 14:59:59","105501","2019/03/19 15:00:00","3"
"0","0","29","3","2019/03/26 14:59:59","106301","2019/03/19 15:00:00","4"
"0","0","29","2","2019/03/26 14:59:59","101501","2019/03/19 15:00:00","5"
"0","0","30","3","2019/03/31 11:59:59","103601","2019/03/26 15:00:00","6"
"0","0","30","3","2019/03/31 11:59:59","104901","2019/03/26 15:00:00","7"
"0","0","30","3","2019/03/31 11:59:59","104401","2019/03/26 15:00:00","8"
"0","0","30","2","2019/03/31 11:59:59","100701","2019/03/26 15:00:00","9"
"0","0","30","2","2019/03/31 11:59:59","104601","2019/03/26 15:00:00","10"
"0","0","30","2","2019/03/31 11:59:59","102701","2019/03/26 15:00:00","11"
"0","0","30","1","2019/03/31 11:59:59","100301","2019/03/26 15:00:00","12"
"0","0","30","1","2019/03/31 11:59:59","103401","2019/03/26 15:00:00","13"
"0","0","30","1","2019/03/31 11:59:59","100101","2019/03/26 15:00:00","14"
"0","0","31","3","2019/04/19 14:59:59","109201","2019/03/31 12:00:00","15"
"0","0","32","3","2019/04/30 11:59:59","109401","2019/04/19 15:00:00","16"
"0","0","33","3","2019/05/07 14:59:59","109501","2019/04/30 12:00:00","17"
"0","0","33","3","2019/05/07 14:59:59","107101","2019/04/30 12:00:00","18"
"0","0","34","3","2019/05/14 14:59:59","109501","2019/05/07 15:00:00","19"
"0","0","35","3","2019/05/17 14:59:59","103601","2019/05/14 15:00:00","20"
"0","0","35","2","2019/05/17 14:59:59","102001","2019/05/14 15:00:00","21"
"0","0","35","1","2019/05/17 14:59:59","100401","2019/05/14 15:00:00","22"
"0","0","36","3","2019/05/31 11:59:59","109601","2019/05/17 15:00:00","23"
