1490e23247dfcdd0e08dbbce53f32828d2185bf1ec7cdccd9d9746b92797d380,b642e29c744ab4df4e3ece00efb4c308e1bc0c59b4164a6a490bf0f1fb7ff5a4,de00ff1ba103d71279921296359ad91eee8d2d4b479398038e5b1e1d99f8182d,976bca5b57962d05d2df8a23303ce9bfd2a634b488d077be99f66fcb6f21bace,0e9316592a3c0f5979d2cb6fef7cefb06220a2ffd48852dd55496af2f7a2f63f,81e50f808890babd99ca62fbce3f27db9bde8e4dd6b3ea609d605a06fa3166ed,815a127ac7a689575913b5305eb934f2799ccb424d4ab3fe160c5ae1c8883b0f,1277ed070f460d7d485cbae15fab817f4d7b8c77c3300c27dd7b8ed144a8c94c,2f433d9ff70a19514bc5b00bca4f9e758f612e355c32c286378a76bbb07bae24,8fdd6ea2a6525d1b92854814ec8b313fab16092bcc55ad87d5afc16f9137c3df,f3d1dc8b058530cfabe5f824dba5dc2be7607e1af271038514bfe9382092439b,cb7100f58ebf92e97c7ccb37353f0f90dcad08af2478ad9d754a40a1ad1f9398,e93bbcf853b7addefeb02848fbe6d702e91881a439c2009985b4cb21995bfb48,73e7f7e7ba13b3fee59362d5234a4fc20cec8c72e3fff387fb3356caacbf4743
"0","0","28001","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","1","105801","2","0","31058"
"0","0","28001","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","2","107501","2","0","31075"
"0","0","28001","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","3","180401","2","0","31804"
"0","0","28002","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","1","105901","2","0","31059"
"0","0","28002","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","2","107601","2","0","31076"
"0","0","28002","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","3","111901","2","0","31119"
"0","0","28002","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","4","180501","2","0","31805"
"0","0","28003","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","1","106001","2","0","31060"
"0","0","28003","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","2","107801","2","0","31078"
"0","0","28003","2020/08/04 12:00:00","0","0","100","0","2030/08/01 14:59:59","3","112001","2","0","31120"
"0","0","28004","2020/09/03 19:00:00","0","0","100","0","2030/08/01 14:59:59","1","101201","2","0","31012"
"0","0","28004","2020/09/03 19:00:00","0","0","100","0","2030/08/01 14:59:59","2","113401","2","0","31134"
"0","0","28005","2020/09/03 19:00:00","0","0","100","0","2030/08/01 14:59:59","1","103801","2","0","31038"
"0","0","28005","2020/09/03 19:00:00","0","0","100","0","2030/08/01 14:59:59","2","112301","2","0","31123"
"0","0","28006","2020/09/03 19:00:00","0","0","100","0","2030/08/01 14:59:59","1","107101","2","0","31071"
"0","0","28006","2020/09/03 19:00:00","0","0","100","0","2030/08/01 14:59:59","2","111501","2","0","31115"
"0","0","28007","2020/10/01 17:00:00","0","0","100","0","2030/08/01 14:59:59","1","102001","2","0","31020"
"0","0","28007","2020/10/01 17:00:00","0","0","100","0","2030/08/01 14:59:59","2","111301","2","0","31113"
"0","0","28008","2020/10/01 17:00:00","0","0","100","0","2030/08/01 14:59:59","1","100401","2","0","31004"
"0","0","28008","2020/10/01 17:00:00","0","0","100","0","2030/08/01 14:59:59","2","111201","2","0","31112"
"0","0","28009","2020/10/01 17:00:00","0","0","100","0","2030/08/01 14:59:59","1","103601","2","0","31036"
"0","0","28009","2020/10/01 17:00:00","0","0","100","0","2030/08/01 14:59:59","2","111101","2","0","31111"
"0","0","28010","2020/11/05 12:00:00","0","0","100","0","2030/08/01 14:59:59","1","104901","2","0","31049"
"0","0","28010","2020/11/05 12:00:00","0","0","100","0","2030/08/01 14:59:59","2","109101","2","0","31091"
"0","0","28011","2020/11/05 12:00:00","0","0","100","0","2030/08/01 14:59:59","1","101101","2","0","31011"
"0","0","28011","2020/11/05 12:00:00","0","0","100","0","2030/08/01 14:59:59","2","112901","2","0","31129"
"0","0","28012","2020/11/05 12:00:00","0","0","100","0","2030/08/01 14:59:59","1","107001","2","0","31070"
"0","0","28013","2022/03/21","0","0","100","0","2030/08/01 14:59:59","1","111001","2","0","31110"
"0","0","28013","2022/03/21","0","0","100","0","2030/08/01 14:59:59","2","116401","2","0","31164"
"0","0","28014","2022/03/21","0","0","100","0","2030/08/01 14:59:59","1","110901","2","0","31109"
"0","0","28014","2022/03/21","0","0","100","0","2030/08/01 14:59:59","2","116301","2","0","31163"
"0","0","28015","2022/03/21","0","0","100","0","2030/08/01 14:59:59","1","110801","2","0","31108"
"0","0","28015","2022/03/21","0","0","100","0","2030/08/01 14:59:59","2","116201","2","0","31162"
"0","0","28016","2022/04/18","0","0","100","0","2030/08/01 14:59:59","1","104201","2","0","31042"
"0","0","28016","2022/04/18","0","0","100","0","2030/08/01 14:59:59","2","108401","2","0","31084"
"0","0","28016","2022/04/18","0","0","100","0","2030/08/01 14:59:59","3","117301","2","0","31173"
"0","0","28017","2022/04/18","0","0","100","0","2030/08/01 14:59:59","1","101401","2","0","31014"
"0","0","28017","2022/04/18","0","0","100","0","2030/08/01 14:59:59","2","112201","2","0","31122"
"0","0","28017","2022/04/18","0","0","100","0","2030/08/01 14:59:59","3","115701","2","0","31157"
"0","0","28018","2022/04/18","0","0","100","0","2030/08/01 14:59:59","1","105301","2","0","31053"
"0","0","28018","2022/04/18","0","0","100","0","2030/08/01 14:59:59","2","114201","2","0","31142"
"0","0","28019","2022/05/16","0","0","100","0","2030/08/01 14:59:59","1","106801","2","0","31068"
"0","0","28019","2022/05/16","0","0","100","0","2030/08/01 14:59:59","2","121201","2","0","31212"
"0","0","28020","2022/05/16","0","0","100","0","2030/08/01 14:59:59","1","104701","2","0","31047"
"0","0","28020","2022/05/16","0","0","100","0","2030/08/01 14:59:59","2","113601","2","0","31136"
"0","0","28021","2022/05/16","0","0","100","0","2030/08/01 14:59:59","1","102701","2","0","31027"
"0","0","28021","2022/05/16","0","0","100","0","2030/08/01 14:59:59","2","109001","2","0","31090"
"0","0","28021","2022/05/16","0","0","100","0","2030/08/01 14:59:59","3","117001","2","0","31170"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","1","107101","2","0","31071"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","2","106101","2","0","31061"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","3","107001","2","0","31070"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","4","180401","2","0","31804"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","5","180501","2","0","31805"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","6","180201","2","0","31802"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","7","106801","2","0","31068"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","8","180101","2","0","31801"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","9","180601","2","0","31806"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","10","180301","2","0","31803"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","11","180701","2","0","31807"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","12","106701","2","0","31067"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","13","180801","2","0","31808"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","14","118101","2","0","31181"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","15","180901","2","0","31809"
"0","0","28022","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","16","123001","2","0","31230"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","1","107501","2","0","31075"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","2","107701","2","0","31077"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","3","107801","2","0","31078"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","4","107901","2","0","31079"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","5","108101","2","0","31081"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","6","108301","2","0","31083"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","7","108401","2","0","31084"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","8","108601","2","0","31086"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","9","108701","2","0","31087"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","10","108801","2","0","31088"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","11","109101","2","0","31091"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","12","110001","2","0","31100"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","13","110301","2","0","31103"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","14","110401","2","0","31104"
"0","0","28023","2023/01/15 15:00:00","0","0","100","0","2030/08/01 14:59:59","15","110601","2","0","31106"
