chara_id,offset,size,softness
"111","0","700","50"
"113","0","700","50"
"131","0","800","50"
"211","0","700","50"
"213","0","700","50"
"231","0","800","50"
"311","0","700","50"
"312","-25","460","50"
"313","0","700","50"
"331","0","700","50"
"411","0","700","50"
"412","0","700","50"
"413","0","700","50"
"414","0","600","0"
"415","0","460","50"
"416","0","460","50"
"417","0","700","50"
"418","0","700","50"
"419","0","700","50"
"421","0","700","50"
"511","30","700","50"
"512","30","700","50"
"611","100","700","50"
"711","100","700","50"
"712","0","800","50"
"713","0","800","50"
"714","0","800","50"
"715","0","800","50"
"716","0","800","50"
"717","100","700","50"
"718","100","700","50"
"811","50","500","50"
"812","0","1200","50"
"813","0","800","50"
"814","0","800","60"
"911","-65","600","50"
"912","0","1200","50"
"913","0","800","50"
"914","0","800","50"
"915","-40","980","55"
"1011","0","800","50"
"1012","0","800","50"
"1031","0","800","50"
"1111","0","800","50"
"1112","0","800","50"
"1131","0","800","50"
"1211","-60","590","50"
"1212","0","460","50"
"1213","0","460","50"
"1214","0","460","50"
"1215","-15","600","50"
"1231","0","800","50"
"1331","-50","700","50"
"1411","0","800","50"
"1412","0","800","50"
"1421","0","800","50"
"1511","100","700","50"
"1512","100","700","50"
"1514","100","700","50"
"1521","100","700","50"
"1611","-50","700","150"
"1612","-50","700","150"
"1613","-50","700","150"
"1614","0","800","50"
"1615","-50","700","150"
"1711","0","800","50"
"1811","0","800","50"
"1911","0","800","50"
"2011","0","800","50"
"2111","0","800","50"
"2211","0","800","50"
"2311","0","800","50"
"2411","0","800","50"
"2415","0","800","50"
"2511","15","970","15"
"2512","0","800","50"
"2513","0","1100","20"
"2611","0","455","0"
"2711","-45","525","50"
"2712","-45","525","50"
"2811","-30","1190","125"
"2812","-30","1190","125"
"2911","0","460","0"
"2912","0","800","50"
"2913","0","800","50"
"2914","0","800","50"
"2931","0","600","50"
"3011","0","460","0"
"3012","0","800","50"
"3031","0","600","50"
"3111","0","460","0"
"3112","0","800","50"
"3113","0","800","50"
"3131","0","600","50"
"3211","-20","460","0"
"3311","-40","600","50"
"3411","-30","460","50"
"3511","-60","700","50"
"3512","0","800","50"
"3911","-30","800","50"
"4011","0","800","30"
"4111","0","800","30"
"4211","0","600","50"
"4311","0","800","50"
"4312","0","800","50"
"4411","0","800","50"
"4511","10","700","60"
"4512","10","700","60"
"4513","10","700","60"
"4611","0","460","50"
"4711","-30","650","70"
"4811","0","620","70"
"4911","0","800","50"
"5011","0","800","50"
"5012","0","800","50"
"5013","0","800","50"
"5111","0","800","50"
"5112","0","800","50"
"5211","0","800","50"
"5212","0","800","50"
"5511","0","800","50"
"5512","0","800","50"
"5611","0","700","50"
"5612","0","800","50"
"5613","-60","590","50"
"5614","0","460","50"
"5615","0","700","50"
"5616","0","700","50"
"5711","0","800","50"
"5712","0","800","50"
"5811","0","800","50"
"5812","0","800","50"
"5911","0","800","50"
"5912","0","800","50"
"6011","0","800","50"
"6012","0","530","75"
"6111","0","700","50"
"6211","0","790","70"
"6311","-135","750","50"
"6411","0","900","50"
"6511","-50","670","50"
"6632","0","800","70"
"6732","0","800","70"
"6832","0","800","70"
"6932","0","800","70"
"7011","0","830","50"
"7012","0","830","50"
"7111","-100","700","50"
"7112","-100","700","50"
"7411","0","790","70"
"7511","0","700","50"
"7711","0","800","50"
"7811","0","800","50"
"7911","0","800","50"
"7912","0","800","50"
"8011","0","700","50"
"8031","0","700","50"
"8111","0","700","50"
"8211","-35","650","50"
"8311","0","800","50"
"8511","0","800","50"
"8611","0","900","50"
"8711","0","1000","50"
"8712","0","1000","50"
"8811","0","1000","50"
"8911","0","800","50"
"8912","0","800","50"
"9011","-35","530","50"
"9111","0","800","50"
