249e9bcc2d7db1e08edc196d0e06fadb20f628c7dac47bcf550ec622120177b5,60366c6794b31378b638a57b6fa61a54263eda15141d50336fbde04ae8b41822,6cf6414c9668ca8c013651b7cce093ac25f6f5e81a5b8fab5e08180ba1a7a516,3a93d174568aef6754c075a1c0270194a5c954f817eeac11de336a23b4cf2f2c,3f3cb92ff02a701332d6cc8d2cfe3579cd946f75719fc82a8c651daed01e2793,2d1de872c3e933f52bf5a4b8ca5492b2b5e7a56e74b3c724995eb9a42320cea8,444d4cde6ed1a0664bf9013f864757cf96ef13b1f9bc89a859962dfa10d379c2,51969cab90cf363e765dea393506606f794514e17ff715e40e300ef9ea947189,fffbeaa03f6f7c519926acdc744c2e0f36483c0ae804215bf4778aab2a6ee0fc,416d2162cf982cc96b413cb4bbbb578502103f6ff8f6fa928031e96d433bd3e0
"2","5000000","111","0","3","0","0","25101","0","101"
"2","5000000","211","0","3","0","0","25101","0","201"
"2","5500000","311","0","2","0","0","25101","0","301"
"2","5500000","411","0","2","0","0","25101","0","401"
"2","6000000","511","0","3","0","0","25101","0","501"
"2","6000000","611","0","2","0","0","25101","0","601"
"2","6500000","711","0","2","0","0","25101","0","701"
"2","6500000","811","0","2","0","0","25101","0","801"
"2","7000000","911","0","3","0","0","25101","0","901"
"2","7000000","1011","0","2","0","0","25101","0","1001"
"2","7500000","1111","1112","2","0","0","25101","0","1101"
"2","7500000","1211","1212","2","0","0","25101","0","1201"
"2","8000000","1311","0","3","0","0","25101","0","1301"
"2","8000000","1411","0","2","0","0","25101","0","1401"
"2","8500000","1511","0","2","0","0","25101","0","1501"
"2","8500000","1611","0","2","0","0","25101","0","1601"
"2","9000000","1711","0","3","0","0","25101","0","1701"
"2","9000000","1811","1812","2","0","0","25101","0","1801"
"2","9500000","1911","0","2","0","0","25101","0","1901"
"2","9500000","2011","0","2","0","0","25101","0","2001"
"2","10000000","2111","0","3","0","0","25101","0","2101"
"2","10000000","2211","0","2","0","0","25101","0","2201"
"2","10500000","2311","0","2","0","0","25101","0","2301"
"2","10500000","2411","0","2","0","0","25101","0","2401"
"2","11000000","2511","0","3","0","0","25101","0","2501"
"2","11000000","2611","2612","2","0","0","25101","0","2601"
"2","11500000","2711","2712","2","0","0","25101","0","2701"
"2","11500000","2811","2812","2","0","0","25101","0","2801"
"2","12000000","2911","0","3","0","0","25101","0","2901"
"2","12000000","3011","3012","2","0","0","25101","0","3001"
"2","12500000","3111","0","2","0","0","25101","0","3101"
"2","12500000","3211","0","2","0","0","25101","0","3201"
"2","13000000","3311","0","3","0","0","25101","0","3301"
"2","13000000","3411","0","3","0","0","25101","0","3401"
"2","13500000","3511","0","3","0","0","25101","0","3501"
"2","13500000","3611","0","3","0","0","25101","0","3601"
"2","13500000","3711","0","3","0","0","25101","0","3701"
"2","14000000","3811","3812","3","0","0","25101","0","3801"
"2","14000000","3911","0","3","0","0","25101","0","3901"
"2","14000000","4011","0","3","0","0","25101","0","4001"
"2","14500000","4111","0","3","0","0","25101","0","4101"
"2","14500000","4211","4212","3","0","0","25101","0","4201"
"2","14500000","4311","0","3","0","0","25101","0","4301"
"2","15000000","4411","0","3","0","0","25101","0","4401"
"2","15000000","4511","0","3","0","0","25101","0","4501"
"2","15000000","4611","0","3","0","0","25101","0","4601"
"2","15500000","4711","0","3","0","0","25101","0","4701"
"2","15500000","4811","0","3","0","0","25101","0","4801"
"2","15500000","4911","0","3","0","0","25101","0","4901"
"2","16000000","5011","0","3","0","0","25101","0","5001"
"2","16000000","5111","0","3","0","0","25101","0","5101"
"2","16000000","5211","0","3","0","0","25101","0","5201"
"2","16500000","5311","0","3","0","0","25101","0","5301"
"2","16500000","5411","5412","3","0","0","25101","0","5401"
"2","16500000","5511","0","3","0","0","25101","0","5501"
"2","17000000","5611","0","3","0","0","25101","0","5601"
"2","17000000","5711","0","3","0","0","25101","0","5701"
"2","17000000","5811","0","3","0","0","25101","0","5801"
"2","17500000","5911","0","3","0","0","25101","0","5901"
"2","17500000","6011","0","3","0","0","25101","0","6001"
"2","17500000","6111","0","3","0","0","25101","0","6101"
"2","18000000","6211","6212","3","0","0","25101","0","6201"
"2","18000000","6311","0","3","0","0","25101","0","6301"
"2","18000000","6411","0","3","0","0","25101","0","6401"
"2","18500000","6511","0","3","0","0","25101","0","6501"
"2","18500000","6611","0","3","0","0","25101","0","6601"
"2","18500000","6711","6712","3","0","0","25101","0","6701"
"2","18500000","6811","0","3","0","0","25101","0","6801"
"2","19000000","6911","0","3","0","0","25101","0","6901"
"2","19000000","7011","0","3","0","0","25101","0","7001"
"2","19000000","7111","0","3","0","0","25101","0","7101"
"2","19000000","7211","0","3","0","0","25101","0","7201"
"2","19500000","7311","0","3","0","0","25101","0","7301"
"2","19500000","7411","0","3","0","0","25101","0","7401"
