22b13a83da722b3eb13cf1dbafe5707506047437331ca6e50fd980c7c5c72c0d,0837da78b6f2fbcec8cf6d3004ba47b8ff0bf664220d4a803cff192ae5349b3f,0333d7a8b4f719f6ceeac9958700370f8dbbaee06a2755cfe6416748b121d23c,886931a2f088a96eec5d343989221de1e48924bd595cd65701259d5c377fec03,8de072aad7ba9acafd306d3aaaa745a16eaf13530bc0ec836448fa0bdf5fda08,de1ad15adeb1c7251b41210a79440453ccd95929d7848c6d8888008c450abb7e,eb1ec1ea01414cee8bd695f78f90ec508fe670dcd44d8b19aba5823725a5be3a,038c0f4b3cb7aaa538439c0ec94c8b8c030e83e9f0309152abe3742ea830e399,5763b7e67d8712aaef64e9e44c725fcdbe0ef63b9cb48b8db649a6ab47cbb222,f6a2d7867d0b1ee44f840bdc4a78354c112bd5f2ff27db548a2158a11a550f53,45f08119b58503b7c5d9c3de352d3d6a05993d304dfb47affdc6bd67cac275af,bbdcd00912b61e1ff33e310060ccb64df1409e22bb83b4703744dd2a2ee58b5c,c390816c20ea2d469e8f2e3903144d1d9ffc8f8c690217e52a9a402b1d6a90cb,3ad69d1c5f8938576e9b58245cc0bb8669dc2bfc650da7501e4abd62217d482c,cdd0e8367f39efa204eb4bcc4bde2df88b52bb786adea2f41f75423e73feb81d,8e01887add75a7cbb226cf213c8c3b2c569693bf90c8d325856198c13a693158,2bd2f07c42af04160cf1f1f6d103d2534ef1a741839507ebe20adfe95d31620a,dd7dee825ea81d998201c58775dd286a9e417ccd1c68c265ea49cff8d8dffb87,69402fc0f9d8238417988e98227534d30987c43007535c94c56e8bbce8bfc4e2,c01961709a49653b25675d791b4fd27ac235c4f1bf3e44c0f028bdfb7412f943,f88e761a5b5aeedc87b6f40d4c971475775dd3ca12cdfe9817781773872108a1,be28211adeacb59e0315ef4c275686466b0c9dd4a3e91711de5d421124db5be8,d50c9fe0e5399d24a23fff413a40d6a59e34498d74c54457354d1d4b41d212ea,ed235cba556f867fb395049d03e33736c81419334498e04124ead7fab7dcd1ea,a7e6942cbd45ec18dc03f0beb2fabf5fc1a6932ee8702a39186d0075c1bafcda,54bf8be27519b7797c24e21ed9f8d199b792529cac76314b1aa8fabe70db4eca,0705a223328a81572c67bf11d9eb65060b8bc0174b7b4ba2d12d778fd09d6b79,55380f2d10ac4cfd9cd0515145260bbce49255ee29c39554e3f41d019dd16acd,d58e5f1b6f1f59b81806c77f6f8fc2bebb7ee39e6577be47e14941cf7f722364,b176d229db3af04efdcc7ee3b5f7b628d8e55fbbeb777f06de6d367a4e389cf1,f5fa626b278b5b96e4e645826a567c8e60bb7c8dd8e8107c23c21f09757b7993,98db3a1e97306f7e48f1b2fab77af482f652cf06bd65807ecdd51c9d8fd46dc8,2a38111c67772404fec5ca88bdb779ece9019708e6b69c569ca0a116135320ec,b1a2446daab2b66638ab56df4f9920e58a2a883eeb58cbe09707b916b119caf7,0e49f62257ffeb18030694741b3e1bd98a6c6eb59d84e04335b1a34187ac303e,5e49c00a811118fed6329d98cb0b4394a37c23da3db2f96fdbdf0ad987c79802,69d874d6e2f1cd89d6e0a307559f9073bfebfdc4000fa58ff239037e81e80bb3,fb1942a2b6284ace2a1a66c5607df81f1533292449668ef66b6c8528f66d6f28,4c19f14670835494ca2a60f0bfba048e789e073f524056aa43b9baef2664a941
"0","0","0","0","1","0","0","0","2.73","0","100101","0.25","0","376","0","0","0","0.3","10000","0","51.04","0","0","0","41.77","0","0","0","20","0","0","31001","0","2.28","5.67","0","0","0","15"
"0","0","0","0","2","0","0","0","3.27","0","100101","0.37","0","451.2","0","0","0","0.45","20000","0","61.24","0","0","0","62.65","0","0","0","20","0","0","31001","0","2.73","8.5","0","0","0","30"
"0","0","0","0","3","0","0","0","3.82","0","100101","0.5","0","526.4","0","0","0","0.6","30000","0","71.45","0","0","0","83.54","0","0","0","20","0","0","31001","0","3.19","11.34","0","0","0","100"
"0","0","0","0","4","0","0","0","4.36","0","100101","0.62","0","601.6","0","0","0","0.75","40000","0","81.66","0","0","0","104.5","0","0","0","20","0","0","31001","0","3.64","14.17","0","0","0","120"
"0","0","0","0","5","0","0","0","4.91","0","100101","0.75","0","676.8","0","0","0","0.9","50000","0","91.87","0","0","0","125.4","0","0","0","20","0","0","31001","0","4.1","17.01","0","0","0","150"
"0","0","0","0","6","0","0","0","5.73","0","100101","1","0","789.5","0","0","0","1.2","0","2","1847.2","0","0","0","167.1","0","0","0","120","0","0","31001","0","4.79","22.68","0","10","0","0"
"0","0","0","0","1","0","42.15","0","2.28","4.68","100201","0.22","0","330.8","0","0","0","0.25","10000","0","0","0","0","0","36.75","0","0","0","0","0","0","31002","0","1.94","0","0","0","0","15"
"0","0","0","0","2","0","50.58","0","2.73","7.02","100201","0.33","0","396.9","0","0","0","0.37","20000","0","0","0","0","0","55.12","0","0","0","0","0","0","31002","0","2.32","0","0","0","0","30"
"0","0","0","0","3","0","59.01","0","3.19","9.36","100201","0.44","0","463","0","0","0","0.5","30000","0","0","0","0","0","73.5","0","0","0","0","0","0","31002","0","2.71","0","0","0","0","100"
"0","0","0","0","4","0","67.44","0","3.64","11.7","100201","0.55","0","529.2","0","0","0","0.62","40000","0","0","0","0","0","91.87","0","0","0","0","0","0","31002","0","3.1","0","0","0","0","120"
"0","0","0","0","5","0","75.87","0","4.1","14.04","100201","0.66","0","595.3","0","0","0","0.75","50000","0","0","0","0","0","110.3","0","0","0","0","0","0","31002","0","3.49","0","0","0","0","150"
"0","0","0","0","6","0","548.6","0","4.79","18.72","100201","0.88","0","694.5","0","0","0","1","0","0","0","0","0","0","147","0","0","0","0","0","0","31002","0","34.07","0","30","0","0","0"
"0","0","0","0","1","0","0","0","2.73","0","100301","0.28","0","365.6","0","0","0","0.3","10000","0","51.04","0","0","0","40.62","0","0","0","15","0","0","31003","0","2.51","5.67","0","0","0","15"
"0","0","0","0","2","0","0","0","3.27","0","100301","0.42","0","438.7","0","0","0","0.45","20000","0","61.24","0","0","0","60.93","0","0","0","15","0","0","31003","0","3.01","8.5","0","0","0","30"
"0","0","0","0","3","0","0","0","3.82","0","100301","0.56","0","511.9","0","0","0","0.6","30000","0","71.45","0","0","0","81.24","0","0","0","15","0","0","31003","0","3.51","11.34","0","0","0","100"
"0","0","0","0","4","0","0","0","4.36","0","100301","0.7","0","585","0","0","0","0.75","40000","0","81.66","0","0","0","101.6","0","0","0","15","0","0","31003","0","4.01","14.17","0","0","0","120"
"0","0","0","0","5","0","0","0","4.91","0","100301","0.84","0","658.1","0","0","0","0.9","50000","0","91.87","0","0","0","121.9","0","0","0","15","0","0","31003","0","4.51","17.01","0","0","0","150"
