2b06ae9b871556bda932dc76e40c5a7f7bf73de86197785243a0c8ec236f2636,e14cf720c7868748ff4857da8d1267f73d1c0f0d5e8cd6fdb38621d9c295aea3,0d1286563f386701e70a8810b2667863072bc78dc3794f4e3de0f48e0d73272b,b982aa428e811c28a9b91dc29fed0ab0ea7680177e17e5219c1f9423a0eac1cf,fd2a20c47de24301573a97632c65fa657199ce12250bd96ca3041837433f7f98,f32cd0640407129bd4d50fd3ea405e19217b82d20d172a31406851ef19dbd066,227689873ad2b10b461ebf1da93129be1449bdae22136eec28a05670e35b955c,0a9b9ff59a61eb1278e561ed7504c0c8c441f74bbd4bd7dfa915ed5cba1db272,21bc2e42747fe20cc250a1249d31e1c843a76ce6c2f71316dcea3dd908af7037,e6d033ae7121c5b3c59fde136029c143637a42a8681b0395b4b60387232b3919,ad9950effbc1484681332be378eac203873b97f8307ae568b04937a89c868602,72a04f5637406d5cb86c71936dd26a38bbabb8adb6d31ed9868bb3b220a785b6,e5218cb821b89737bbc98868aca4096a0f7182e1e19608ead2c96257f63d6257,91367b66614d29a0ff3ec55482e3840c6e23ee3175764dbaed0d769fc342572b
"0","1","180","-1","1","19","1","-1","0","-1","-1","-1","180","-1"
"0","2","180","-1","1","19","1","-1","0","-1","-1","-1","180","-1"
"0","3","180","-1","1","19","1","-1","0","-1","-1","-1","180","-1"
"0","4","180","-1","1","19","0","-1","0","-1","-1","-1","180","-1"
"0","5","180","-1","1","19","1","-1","0","-1","-1","-1","180","-1"
"0","6","180","-1","1","19","1","-1","0","-1","-1","-1","180","-1"
"0","7","180","-1","1","19","1","-1","0","-1","-1","-1","180","-1"
"0","8","180","-1","1","19","1","-1","0","-1","-1","-1","180","-1"
"0","9","215","-1","1","23","1","-1","0","-1","-1","-1","215","-1"
"0","10","215","-1","1","23","1","-1","0","-1","-1","-1","215","-1"
"0","11","215","-1","1","23","0","-1","0","-1","-1","-1","215","-1"
"0","12","215","-1","1","23","1","-1","0","-1","-1","-1","215","-1"
"0","13","215","-1","1","23","1","-1","0","-1","-1","-1","215","-1"
"0","14","215","-1","1","23","1","-1","0","-1","-1","-1","215","-1"
"0","15","215","-1","1","23","1","-1","0","-1","-1","-1","215","-1"
"0","16","215","-1","1","23","1","-1","0","-1","-1","-1","215","-1"
"0","17","250","-1","1","26","1","-1","0","-1","-1","-1","250","-1"
"0","18","250","-1","1","26","0","-1","0","-1","-1","-1","250","-1"
"0","20","250","-1","1","26","1","-1","0","-1","-1","-1","250","-1"
"0","21","250","-1","1","26","1","-1","0","-1","-1","-1","250","-1"
"0","22","250","-1","1","26","1","-1","0","-1","-1","-1","250","-1"
"0","23","260","-1","1","28","0","-1","0","-1","-1","-1","260","-1"
"0","24","250","-1","1","26","1","-1","0","-1","-1","-1","250","-1"
"0","25","250","-1","1","26","1","-1","0","-1","-1","-1","250","-1"
"0","26","280","-1","1","29","0","-1","0","-1","-1","-1","280","-1"
"0","27","280","-1","1","29","1","-1","0","-1","-1","-1","280","-1"
"0","28","280","-1","1","29","1","-1","0","-1","-1","-1","280","-1"
