e4faa6be05cc7c3546b319cc10e58baa62aebc575350b7c3e3731524721d1a3d,b14a6df13cfa97cecd56b9754d608e7c2373e0fab438f33e0385ec252fb20f2b,5fddd68d99f22d0a65d6c5ff42dcf8d649fbfb38290c0cc7cbdce3b579ebbfff,3070bc15b8047cf09b6b6f128889ec52c7e9730329d100d666091c16866127cb,11d28db0d40f0a11e173f152514ddbcc55c43045cdccebdca10ba92ef8e88dc7,c9277c927791657d1bade95ffb158cabac35fe5350ae19d630f1bd82a9f5d3a8,27a1ad32c3918f69f0aeeb25c2028e9caf7b0291b86c75d58cb7228b571ebea4,21d30b5c93fa2baf70fa4504655ef14f24c478fdfcf2dd7b317b9ef281efc2ef,3934306f6277fc59b59ba8a665357cd8ce901f2d86a427c3a1d046a588f18004,f49878c386ca70c689d895152169dd3dd1b249fdb2322e7e240e2c11bf9445bb,26fd60947be7ad1ed0cdb0424bbeb1557abe2a0a66547fbbe18a4fc0a112c031,6b8ed14e5ba49f6e5fb0288d9f689692812cf72f92c646eaf87a72843a2ba4e2,b363e8a3c952c44fe0d43d6df152e5432042fd247bfe66632905dfb20b2d9664,9a66ecd1196355b565689a34533a9f894adc6c23ab03837ec667b6abe0afeac7,b41c2d6710eba3835871cffbdebf7bdaad1263b69ea0b0e29ef68341f05dfd58,733eb493b972a41fc6d84db82f417ac344d011fcefefff05d8781a6ee9cefa52,e627c7cba4efe00be84db928c1d91b5efce5e35c0d066316046f27ff4447f7ae,436a0bf05641cd184f908987d2dc3ab79b477bb17914c643806c146799bd3a2f,445d10e5533324a39e5ecced041b07e97119e3dfc54eab452bdf631169429831,4969de680e8a2ae093941ef6f05170c67be8250745e6b63ad880a68f323be1df,ec29d64f3de9e382f5dd2084c5fe2321f71252312bf213055d82b217710a98d9,d7fe8f16414f6387e2e25dfc83175138c660f354fbba6768ac38cdc6e03dfb64,df9a5c90a5c0176966449c57ac30e0649fcf7694e11b57e926951e3409b968cd,7ae889b1c5791cc935b13d46469fba133cfe6cda39ed6c789792298076b03f9d,ec6739941b6d93bfc3501fa275656a170a9120a607900b726f9b61202d1276fa,087b26d049362db8c3a5c6a9685579be9cb02203477ea8c64ce61b38e96bf351
"bgm_MC131","0","bgm_MC131","-190","0.8","100198","0.8","25021","-379","377","0.8","100198","0.8","0","70001","0","0","-1","188","0","0","99010","0","0.8","0","92407010"
"bgm_MC131","0","bgm_MC131","-190","0.8","100198","0.8","25021","-379","377","0.8","100198","0.8","0","70001","0","0","-1","188","0","0","99010","0","0.8","0","92407020"
"bgm_MC131","0","bgm_MC131","-190","0.8","100198","0.8","25021","-379","377","0.8","100198","0.8","0","70001","0","0","-1","188","0","0","99010","0","0.8","0","92407030"
"bgm_MC132","0","bgm_MC132","-190","0.8","101822","0.8","25021","-379","377","0.8","101822","0.8","0","70001","0","0","-1","188","0","0","99010","0","0.8","0","92408010"
"bgm_MC132","0","bgm_MC132","-190","0.8","101822","0.8","25021","-379","377","0.8","101822","0.8","0","70001","0","0","-1","188","0","0","99010","0","0.8","0","92408020"
"bgm_MC132","0","bgm_MC132","-190","0.8","101822","0.8","25021","-379","377","0.8","101822","0.8","0","70001","0","0","-1","188","0","0","99010","0","0.8","0","92408030"
"bgm_MC135","0","bgm_MC135","-190","0.8","101191","0.8","25021","-379","377","0.8","101191","0.8","0","70003","0","0","-1","188","0","0","99010","0","0.8","0","92409010"
"bgm_MC135","0","bgm_MC135","-190","0.8","101191","0.8","25021","-379","377","0.8","101191","0.8","0","70003","0","0","-1","188","0","0","99010","0","0.8","0","92409020"
"bgm_MC135","0","bgm_MC135","-190","0.8","101191","0.8","25021","-379","377","0.8","101191","0.8","0","70003","0","0","-1","188","0","0","99010","0","0.8","0","92409030"
"bgm_MC134","0","bgm_MC134","-190","0.8","103013","0.8","25021","-379","377","0.8","103013","0.8","0","70004","0","0","-1","188","0","0","99010","0","0.8","0","92410010"
"bgm_MC134","0","bgm_MC134","-190","0.8","103013","0.8","25021","-379","377","0.8","103013","0.8","0","70004","0","0","-1","188","0","0","99010","0","0.8","0","92410020"
"bgm_MC134","0","bgm_MC134","-190","0.8","103013","0.8","25021","-379","377","0.8","103013","0.8","0","70004","0","0","-1","188","0","0","99010","0","0.8","0","92410030"
"bgm_MC131","0","bgm_MC131","-190","0.8","100198","0.8","25021","-379","377","0.8","100198","0.8","0","70005","0","0","-1","188","0","0","99010","0","0.8","0","92411010"
"bgm_MC131","0","bgm_MC131","-190","0.8","100198","0.8","25021","-379","377","0.8","100198","0.8","0","70005","0","0","-1","188","0","0","99010","0","0.8","0","92411020"
"bgm_MC131","0","bgm_MC131","-190","0.8","100198","0.8","25021","-379","377","0.8","100198","0.8","0","70005","0","0","-1","188","0","0","99010","0","0.8","0","92411030"
"bgm_MC133","0","bgm_MC133","-190","0.8","101621","0.8","25021","-379","377","0.8","101621","0.8","0","70006","0","0","-1","188","0","0","99010","0","0.8","0","92412010"
"bgm_MC133","0","bgm_MC133","-190","0.8","101621","0.8","25021","-379","377","0.8","101621","0.8","0","70006","0","0","-1","188","0","0","99010","0","0.8","0","92412020"
"bgm_MC133","0","bgm_MC133","-190","0.8","101621","0.8","25021","-379","377","0.8","101621","0.8","0","70006","0","0","-1","188","0","0","99010","0","0.8","0","92412030"
"bgm_MC132","0","bgm_MC132","-190","0.8","101822","0.8","25021","-379","377","0.8","101822","0.8","0","70008","0","0","-1","188","0","0","99010","0","0.8","0","92414010"
"bgm_MC132","0","bgm_MC132","-190","0.8","101822","0.8","25021","-379","377","0.8","101822","0.8","0","70008","0","0","-1","188","0","0","99010","0","0.8","0","92414020"
"bgm_MC132","0","bgm_MC132","-190","0.8","101822","0.8","25021","-379","377","0.8","101822","0.8","0","70008","0","0","-1","188","0","0","99010","0","0.8","0","92414030"
"bgm_MC133","0","bgm_MC133","-190","0.8","101623","0.8","25021","-379","377","0.8","101623","0.8","0","70009","0","0","-1","188","0","0","99010","0","0.8","0","92415010"
"bgm_MC133","0","bgm_MC133","-190","0.8","101623","0.8","25021","-379","377","0.8","101623","0.8","0","70009","0","0","-1","188","0","0","99010","0","0.8","0","92415020"
"bgm_MC133","0","bgm_MC133","-190","0.8","101623","0.8","25021","-379","377","0.8","101623","0.8","0","70009","0","0","-1","188","0","0","99010","0","0.8","0","92415030"
"bgm_MC134","0","bgm_MC134","-190","0.8","103013","0.8","25021","-379","377","0.8","103013","0.8","0","70010","0","0","-1","188","0","0","99010","0","0.8","0","92416010"
"bgm_MC134","0","bgm_MC134","-190","0.8","103013","0.8","25021","-379","377","0.8","103013","0.8","0","70010","0","0","-1","188","0","0","99010","0","0.8","0","92416020"
"bgm_MC134","0","bgm_MC134","-190","0.8","103013","0.8","25021","-379","377","0.8","103013","0.8","0","70010","0","0","-1","188","0","0","99010","0","0.8","0","92416030"
"bgm_MC135","0","bgm_MC135","-190","0.8","101191","0.8","25021","-379","377","0.8","101191","0.8","0","70007","0","0","-1","188","0","0","99010","0","0.8","0","92501010"
"bgm_MC135","0","bgm_MC135","-190","0.8","101191","0.8","25021","-379","377","0.8","101191","0.8","0","70007","0","0","-1","188","0","0","99010","0","0.8","0","92501020"
