1e76b906b18d99f9d1679aeadca1a958f351db1d5ecfc1c4a7bcc26e859453ff,1956cc481ee901129cff1a0481698d2a29ebb04c8d6b8fce45c1c3e7335f2a4c,17a4dc2e8f11adeba8c96a7f1880a1725664c0721007a10bcc4272d2f54e5627,aac865889028ea9a64a901463e37971557d0d4008be911c2430bbe0a21a9ad80,62d7585c6a5c32312fd1d678d2bcc0de4249a0a17dea13f85657d5323dd8b4a3,6571e94564724a6c454f0ce64c77b150119b887bae556557cb5904ccbcf5a811,36eb824cfe47d0b384653db5cd503e774e7786a53e979b145f32872bdc0c0d73,fea6a92436d5e39bd7264020610dc3d73268ffd9320d92f0c7cce83470b92e9b,35ebabd3fa0228dbf25ce6f5147966b7427af1fb000aaf20362c9de138ea2bb2
"0","20000","5000","30000","50","0","0","0","100111"
"0","20000","5000","30000","50","0","0","0","100112"
"0","20000","5000","30000","50","0","0","0","100113"
"0","30000","12500","45000","125","0","0","0","100121"
"0","30000","12500","45000","125","0","0","0","100122"
"0","30000","12500","45000","125","0","0","0","100123"
"0","40000","20000","60000","200","0","0","0","100131"
"0","40000","20000","60000","200","0","0","0","100132"
"0","40000","20000","60000","200","0","0","0","100133"
"0","20000","5000","30000","50","0","0","0","100211"
"0","20000","5000","30000","50","0","0","0","100212"
"0","20000","5000","30000","50","0","0","0","100213"
"0","30000","12500","45000","125","0","0","0","100221"
"0","30000","12500","45000","125","0","0","0","100222"
"0","30000","12500","45000","125","0","0","0","100223"
"0","40000","20000","60000","200","0","0","0","100231"
"0","40000","20000","60000","200","0","0","0","100232"
"0","40000","20000","60000","200","0","0","0","100233"
"0","20000","5000","30000","50","0","0","0","100311"
"0","20000","5000","30000","50","0","0","0","100312"
"0","20000","5000","30000","50","0","0","0","100313"
"0","30000","12500","45000","125","0","0","0","100321"
"0","30000","12500","45000","125","0","0","0","100322"
"0","30000","12500","45000","125","0","0","0","100323"
"0","40000","20000","60000","200","0","0","0","100331"
"0","40000","20000","60000","200","0","0","0","100332"
"0","40000","20000","60000","200","0","0","0","100333"
"0","20000","5000","30000","50","0","0","0","100411"
"0","20000","5000","30000","50","0","0","0","100412"
"0","20000","5000","30000","50","0","0","0","100413"
"0","30000","12500","45000","125","0","0","0","100421"
"0","30000","12500","45000","125","0","0","0","100422"
"0","30000","12500","45000","125","0","0","0","100423"
"0","40000","20000","60000","200","0","0","0","100431"
"0","40000","20000","60000","200","0","0","0","100432"
"0","40000","20000","60000","200","0","0","0","100433"
"0","20000","5000","30000","50","0","0","0","100511"
"0","20000","5000","30000","50","0","0","0","100512"
"0","20000","5000","30000","50","0","0","0","100513"
"0","30000","12500","45000","125","0","0","0","100521"
"0","30000","12500","45000","125","0","0","0","100522"
"0","30000","12500","45000","125","0","0","0","100523"
"0","40000","20000","60000","200","0","0","0","100531"
"0","40000","20000","60000","200","0","0","0","100532"
"0","40000","20000","60000","200","0","0","0","100533"
"0","20000","5000","30000","50","0","0","0","100611"
"0","20000","5000","30000","50","0","0","0","100612"
"0","20000","5000","30000","50","0","0","0","100613"
"0","30000","12500","45000","125","0","0","0","100621"
"0","30000","12500","45000","125","0","0","0","100622"
"0","30000","12500","45000","125","0","0","0","100623"
"0","40000","20000","60000","200","0","0","0","100631"
"0","40000","20000","60000","200","0","0","0","100632"
"0","40000","20000","60000","200","0","0","0","100633"
"0","20000","5000","30000","50","0","0","0","100711"
"0","20000","5000","30000","50","0","0","0","100712"
"0","20000","5000","30000","50","0","0","0","100713"
"0","30000","12500","45000","125","0","0","0","100721"
"0","30000","12500","45000","125","0","0","0","100722"
"0","30000","12500","45000","125","0","0","0","100723"
"0","40000","20000","60000","200","0","0","0","100731"
"0","40000","20000","60000","200","0","0","0","100732"
"0","40000","20000","60000","200","0","0","0","100733"
"0","20000","5000","30000","50","0","0","0","100811"
"0","20000","5000","30000","50","0","0","0","100812"
"0","20000","5000","30000","50","0","0","0","100813"
"0","30000","12500","45000","125","0","0","0","100821"
"0","30000","12500","45000","125","0","0","0","100822"
"0","30000","12500","45000","125","0","0","0","100823"
"0","40000","20000","60000","200","0","0","0","100831"
"0","40000","20000","60000","200","0","0","0","100832"
"0","40000","20000","60000","200","0","0","0","100833"
"0","20000","5000","30000","50","0","0","0","100911"
"0","20000","5000","30000","50","0","0","0","100912"
"0","20000","5000","30000","50","0","0","0","100913"
"0","30000","12500","45000","125","0","0","0","100921"
"0","30000","12500","45000","125","0","0","0","100922"
"0","30000","12500","45000","125","0","0","0","100923"
"0","40000","20000","60000","200","0","0","0","100931"
"0","40000","20000","60000","200","0","0","0","100932"
"0","40000","20000","60000","200","0","0","0","100933"
