e6d0e97e30658d490effe01529f3c6d80b534ffcd4db1ee7e633f98a4f2f3a1f,0b72d37f4f2b6d9fd6a40653291f9f5202004de6ec71d7a9e8592c6a6234c6f6,dbc876d5722bdc7fd37f85de9e057c86f17620cc69147626badc190a15c70e11,f45c61b3bc7401f5424b6dd09235c3c5513dc550231278095e043b91c3472f98,e7d0c1e4b92ecd94dc27bb12914d20296bd1377ebd08311e29bb76537de4bc51,7a3608b638cc63be772d30eae03a62e8ff2732c795278e8e832d322e7a7a565f,644854a965834826cc23ed22c860a07f80c5e27dd7803cb6c148484085e80b46,4437068c50bd2996432bd4983946884f7f0115ddc7ab67e6c1046c4f1916f250
"27","106101","0","3","0","2019/02/28 11:59:59","2019/02/15 23:00:00","1"
"28","101401","0","3","0","2019/03/19 14:59:59","2019/02/28 12:00:00","2"
"29","105501","0","1","0","2019/03/26 14:59:59","2019/03/19 15:00:00","3"
"29","106301","0","3","0","2019/03/26 14:59:59","2019/03/19 15:00:00","4"
"29","101501","0","2","0","2019/03/26 14:59:59","2019/03/19 15:00:00","5"
"30","103601","0","3","0","2019/03/31 11:59:59","2019/03/26 15:00:00","6"
"30","104901","0","3","0","2019/03/31 11:59:59","2019/03/26 15:00:00","7"
"30","104401","0","3","0","2019/03/31 11:59:59","2019/03/26 15:00:00","8"
"30","100701","0","2","0","2019/03/31 11:59:59","2019/03/26 15:00:00","9"
"30","104601","0","2","0","2019/03/31 11:59:59","2019/03/26 15:00:00","10"
"30","102701","0","2","0","2019/03/31 11:59:59","2019/03/26 15:00:00","11"
"30","100301","0","1","0","2019/03/31 11:59:59","2019/03/26 15:00:00","12"
"30","103401","0","1","0","2019/03/31 11:59:59","2019/03/26 15:00:00","13"
"30","100101","0","1","0","2019/03/31 11:59:59","2019/03/26 15:00:00","14"
"31","109201","0","3","0","2019/04/19 14:59:59","2019/03/31 12:00:00","15"
"32","109401","0","3","0","2019/04/30 11:59:59","2019/04/19 15:00:00","16"
"33","109501","0","3","0","2019/05/07 14:59:59","2019/04/30 12:00:00","17"
"33","107101","0","3","0","2019/05/07 14:59:59","2019/04/30 12:00:00","18"
"34","109501","0","3","0","2019/05/14 14:59:59","2019/05/07 15:00:00","19"
"35","103601","0","3","0","2019/05/17 14:59:59","2019/05/14 15:00:00","20"
"35","102001","0","2","0","2019/05/17 14:59:59","2019/05/14 15:00:00","21"
"35","100401","0","1","0","2019/05/17 14:59:59","2019/05/14 15:00:00","22"
"36","109601","0","3","0","2019/05/31 11:59:59","2019/05/17 15:00:00","23"
"37","109701","0","3","0","2019/06/15 11:59:59","2019/05/31 12:00:00","24"
"38","104401","0","3","0","2019/06/18 14:59:59","2019/06/15 12:00:00","25"
"38","101001","0","3","0","2019/06/18 14:59:59","2019/06/15 12:00:00","26"
"38","101701","0","2","0","2019/06/18 14:59:59","2019/06/15 12:00:00","27"
"39","109901","0","3","0","2019/06/30 11:59:59","2019/06/18 15:00:00","28"
"40","110001","0","3","0","2019/07/13 11:59:59","2019/06/30 12:00:00","29"
"41","107501","0","3","0","2019/07/18 14:59:59","2019/07/13 12:00:00","30"
"41","107801","0","3","0","2019/07/18 14:59:59","2019/07/13 12:00:00","31"
"42","110301","0","3","0","2019/07/31 11:59:59","2019/07/18 15:00:00","32"
"43","110401","0","3","0","2019/08/10 11:59:59","2019/07/31 12:00:00","33"
"44","107701","0","3","0","2019/08/15 14:59:59","2019/08/10 12:00:00","34"
"44","107901","0","3","0","2019/08/15 14:59:59","2019/08/10 12:00:00","35"
"45","110601","0","3","0","2019/08/26 11:59:59","2019/08/15 15:00:00","36"
"46","104401","0","3","0","2019/08/31 11:59:59","2019/08/26 12:00:00","37"
"46","100601","0","2","0","2019/08/31 11:59:59","2019/08/26 12:00:00","38"
"46","100701","0","2","0","2019/08/31 11:59:59","2019/08/26 12:00:00","39"
"46","103101","0","2","0","2019/08/31 11:59:59","2019/08/26 12:00:00","40"
"46","102201","0","1","0","2019/08/31 11:59:59","2019/08/26 12:00:00","41"
"47","107001","0","3","0","2019/09/03 20:59:59","2019/08/31 12:00:00","42"
"47","106101","0","3","0","2019/09/03 20:59:59","2019/08/31 12:00:00","43"
"47","107101","0","3","0","2019/09/03 20:59:59","2019/08/31 12:00:00","44"
"48","110701","0","3","0","2019/09/12 11:59:59","2019/09/03 21:00:00","45"
"49","105701","0","3","0","2019/09/16 14:59:59","2019/09/12 12:00:00","46"
"49","106301","0","3","0","2019/09/16 14:59:59","2019/09/12 12:00:00","47"
"50","110801","0","3","0","2019/09/29 11:59:59","2019/09/16 15:00:00","48"
"51","107001","0","3","0","2019/09/30 11:59:59","2019/09/29 12:00:00","49"
"51","106101","0","3","0","2019/09/30 11:59:59","2019/09/29 12:00:00","50"
"51","107101","0","3","0","2019/09/30 11:59:59","2019/09/29 12:00:00","51"
"52","111101","1001","3","0","2019/10/11 11:59:59","2019/09/30 12:00:00","52"
"53","108101","0","3","0","2019/10/16 14:59:59","2019/10/11 12:00:00","53"
"53","108301","0","3","0","2019/10/16 14:59:59","2019/10/11 12:00:00","54"
"54","111301","1002","3","0","2019/10/31 11:59:59","2019/10/16 15:00:00","55"
"55","111401","1003","3","0","2019/11/11 11:59:59","2019/10/31 12:00:00","56"
"56","105601","0","3","0","2019/11/15 14:59:59","2019/11/11 12:00:00","57"
"56","101301","0","2","0","2019/11/15 14:59:59","2019/11/11 12:00:00","58"
"56","102701","0","2","0","2019/11/15 14:59:59","2019/11/11 12:00:00","59"
"57","106501","1004","3","0","2019/11/30 11:59:59","2019/11/15 15:00:00","60"
"58","111501","1005","3","0","2019/12/11 11:59:59","2019/11/30 12:00:00","61"
"59","108401","0","3","0","2019/12/20 14:59:59","2019/12/11 12:00:00","62"
"59","108601","0","3","0","2019/12/20 14:59:59","2019/12/11 12:00:00","63"
"60","111701","1006","3","0","2019/12/31 11:59:59","2019/12/20 15:00:00","64"
"61","112001","1007","3","0","2020/01/03 18:59:59","2019/12/31 12:00:00","65"
"61","106101","0","3","0","2020/01/03 18:59:59","2019/12/31 12:00:00","66"
"61","107101","0","3","0","2020/01/03 18:59:59","2019/12/31 12:00:00","67"
"61","107001","0","3","0","2020/01/03 18:59:59","2019/12/31 12:00:00","68"
"62","112001","1007","3","0","2020/01/10 11:59:59","2020/01/03 19:00:00","69"
"63","108801","0","3","0","2020/01/16 14:59:59","2020/01/10 12:00:00","70"
"63","108701","0","3","0","2020/01/16 14:59:59","2020/01/10 12:00:00","71"
"64","111901","1008","3","0","2020/01/31 11:59:59","2020/01/16 15:00:00","72"
"65","112201","1009","3","0","2020/02/10 11:59:59","2020/01/31 12:00:00","73"
"66","109101","0","3","0","2020/02/15 14:59:59","2020/02/10 12:00:00","74"
"67","180401","1010","3","0","2020/02/25 11:59:59","2020/02/15 15:00:00","75"
"67","107001","0","3","0","2020/02/25 11:59:59","2020/02/15 15:00:00","76"
"67","106101","0","3","0","2020/02/25 11:59:59","2020/02/15 15:00:00","77"
"67","107101","0","3","0","2020/02/25 11:59:59","2020/02/15 15:00:00","78"
"68","110001","0","3","0","2020/02/29 11:59:59","2020/02/25 12:00:00","79"
"68","110301","0","3","0","2020/02/29 11:59:59","2020/02/25 12:00:00","80"
"69","112401","1011","3","0","2020/03/13 14:59:59","2020/02/29 12:00:00","81"
"70","112501","1012","3","0","2020/03/26 11:59:59","2020/03/13 15:00:00","82"
