dbd788b5bd6a582704b6a9d12e738081eadb2e21328865b432aba91e83878092,5697971a8e8fd987db2f31e3441a82c36d9cfae9c81d070a75ac665518038cd4,7f264dc24ee03bdc102b8cd22fb01b659c8cc274dbd5e40612084ee54b6a34b6,729fed24cb99599f9e67c1058782720fe3bbfd2022ad1e732cb2adf4f10c4191,d47972865a2256285114e5ea200883c28de66b146f2ed6f859e5c4098fa195b0,8f3fecd9413e812d67880d974a31aa882abd1ec0db44a6ac821fcd73ebd3e035,779dd3d2abb752d5327e714e7e10d11ba5d593056ef12fa7521cf7984b0e3133,d16e0bac59e41b6d77da69d37016a347143e29da585b8829739a1e46ad9cabde,d99370b14d729a75221119fa39dd28215d0c6c88b2f00817ccc9ebe9f11f88a0,3f75943cc83e359014f7e2d8b0725a84bcf816890abf44ae86adc468c3900feb,9abaa1456262beb055c3f7f0ddcc5bb32373c70203037f178b27e1ac1ad7fcb0,8b69064b1a515339a5268de5c6750bbf78283fa4a7d663ca18e8a953a84ed352,9201da6c55231425b74cf96ee7ceb27b938dc2ecca405259f86359ba0afdde54,9607053ace13c9a20043b6bfb76168be3be69759a3f0886cb95116506c1655df,50cfdaeca53802b44cf59e93f943c4b4e7713577d68a09fface818fc183e1d6b,8ffc7e430bf1a3d3c15800a6b3f211912e91e8741f53c246b729f015c6337d9b
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25011","1001001"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25012","1001002"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25013","1001003"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25014","1001004"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25015","1001005"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25011","1001006"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25012","1001007"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25013","1001008"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25014","1001009"
"500000","10","25001","8","94002","10","200","2","2","91002","2","12","400","90008","25015","1001010"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25011","1001011"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25012","1001012"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25013","1001013"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25014","1001014"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25015","1001015"
"500000","50","25021","8","94002","10","200","2","2","91002","0","12","0","90008","0","1001016"
"500000","50","25021","8","94002","10","200","2","2","91002","0","12","0","90008","0","1001017"
"500000","50","25021","8","94002","10","200","2","2","91002","0","12","0","90008","0","1001018"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25011","1002001"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25012","1002002"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25013","1002003"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25014","1002004"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25015","1002005"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25011","1002006"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25012","1002007"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25013","1002008"
"500000","50","25021","8","94002","10","200","2","2","91002","2","12","400","90008","25014","1002009"
"500000","10","25001","8","94002","10","200","2","2","91002","2","12","400","90008","25015","1002010"
