21572c8fb31ba5659a46f57f248daa80a85eb4a958025ba4f290e4cf1372f02d,812ae47716f0a76d6063fececbfd61b5c35411528ade50dc2735b1cafa1a49bb,e849b4029bb4dfea8d034ec2ba736a9d32eb521ac1930d58238477f264701cf1,5d2a2fe0e297ad1d26ede9661af3724ee3ad7bce66f393459d3986a0e48f59ba,3ee255129923827ef8a30e006ddc8602d133d2ef06cc2f3e2f576efa744e2bc2,efd18fffa1470f07c0caa22ce790de1c7335f0fa727fa41dc5f1208af9d1073d,c114d3b5d22c18c985435504607b792a46179aa48a5eaef818686d8b1886e767,bd7054e36c9c5d93ed006837462b1bdcae72a9f1618f26dbc890e3bb6bcf0639
"1000","2020-02-15 15:00:00","2030-04-01 14:00:00","190801","13","0","1000001","様々なミニゲームをご用意してい\nますよ！\nどのミニゲームで遊びますか？"
"1000","2020-02-15 15:00:00","2030-04-01 14:00:00","190801","13","0","1000002","楽しいミニゲームをご紹介！\nあなたはどのミニゲームで\n遊びますか？"
"1001","2020-02-15 15:00:00","2030-04-01 14:00:00","190801","13","0","1001001","こちらは{0}ルピで\n販売中！\nぜひ購入して\n遊んでくださいね！"
"1002","2020-02-15 15:00:00","2030-04-01 14:00:00","190801","12","0","1002001","動くハートに合わせてタップ！\nシズルさんとエリコさんの\nチョコレートケーキ作りを\nお手伝いしましょう！"
"1003","2020-02-15 15:00:00","2030-04-01 14:00:00","190801","11","0","1003001","クウカさんを引っ張ってより遠く\nへ飛ばしてあげましょう！\n色々なハプニングでクウカさんに\nエクスタシーを届けましょう！"
"1004","2020-02-15 15:00:00","2030-04-01 14:00:00","190801","3","0","1004001","左右をタップしてマジムンを倒し\nましょう！\n放て！\n琉球犬アラウンドシュート！"
"1005","2020-02-15 15:00:00","2030-04-01 14:00:00","190801","7","0","1005001","パネルをタップしてドラゴンズ\nネストのみなさんと一緒に\nしりとり対決をしませんか？\nおしりに「ん」はご法度です。"
"1006","2020-05-31 12:00:00","2030-04-01 14:00:00","190801","2","0","1006001","素早い動きのネズミに合わせ、\nタップで撃退！\nやる気のリンさんと一緒に\n大切なチーズを守りましょう！"
"1007","2020-08-15 15:00:00","2030-04-01 14:00:00","190801","4","0","1007001","ミサトさんや部員のみなさんと\nバッティングの特訓ですよ！\nホームランを目指して、ボールを\nタイミングよく打ち返しましょう"
"1008","2021-08-31 12:00:00","2030-04-01 14:00:00","190801","6","0","1008001","カルミナメダルを使って、\n応援グッズをゲットしましょう！\nメダルはルピを使って\n交換できますよ。\n"
"1009","2021-12-18 15:00:00","2030-04-01 14:00:00","190801","13","0","1009001","食べたプリンはプリンノート\nで確認してみましょう！\nプリンの材料はルピを使って\n購入できますよ。"
"1010","2022-02-15 15:00:00","2030-04-01 14:00:00","190801","4","0","1010001","チームでクイズに挑みましょう！\nソロで自分の実力を試すか、マル\nチで仲間と一緒に遊ぶか、好きな\nモードを選んでくださいね♪"
"1011","2022-07-18 15:00:00","2030-04-01 14:00:00","190801","6","0","1011001","３つのラウンドを駆け抜け、\n総合１位を目指しましょう！\n参加者の皆さんの特徴や、\nＧＰの特徴にも注目です♪"
"1012","2023-09-18 15:00:00","2030-04-01 14:00:00","190801","6","0","1012001","キャルさん、スズナさんと一緒に\nクイズでお勉強しましょう！\n放課後の教室で二人きりって…\nなんだかドキドキしますね♪"
"1013","2024-04-18 15:00:00","2030-04-01 14:00:00","190801","6","0","1013001","魔物の討伐任務にいざ行軍！\nエリコさん、マコトさんの\n頼もしい背中は、\n新兵さんたちの憧れですね♪"
"1014","2024-11-18 15:00:00","2030-04-01 14:00:00","190801","6","0","1014001","バンディ・シスターズのみなさん\nと戦車バトルに挑戦です！\nパーツやメンバーの組み合わせで\nマシンの特徴が変化しますよ♪"
