8be114c33e23ecb5c019a0655d8465b092ac3fc67ede15490e18aaa26b6b4b72,7dde7fe091e779f2d120cc99a96fa425fb24d769b1af90daaf4f9a5a43325ad0,847485313ad7ebaac36f4d1342d78054d998a7a42752d38524cc7aaa213c7001,1c50909318921b7260e56fe6eb48b20e2defd375a6c6a16406c4eb7e3bfca8c5,f0715c2994831e4328ae966d5fe60da6e843da7bc248f8058ac02dd54623f746,2a38ef119c6dff9d4b7bead0bc5a0d2e1a6dbcf157499d0c4d7d5ebbb142c28a,4380a599f7a938e5ca2bb97e1470574d7783f833cc68aeece8933c356279d5fc,65bc85ddbde7f268e8fc38978cd90610df3ceb6c37109ce87398d0b4328638d3,26b54c8afcced8253731c357145b14ff32dc45510d304646dff4ffed5307b774,8729beb32a51172e55462af9e5bfbc208690b8b5f1941e236708b22e5bac9432,e6183d97d292771fcaa77da200f48c9be74c5773fe0371da3658b7b73c425ac4,03cae637c20175c7e1c56d8db5c199e999cdcfad768990f8a47523dbe110688a,05e2f421a24a43c91771033a7a71a648a548b76ff6dae8f0afab378bbb1f8c3c,a1259172bff3e161d66de5de81f62a5274ec072fbc3da302efda32b8c8ad7e5e,21b280f209a87dcdd6ed4e0cc1d3adad27862ea3f1113a1856d6c47b1ff8fa98
"0","100","2022/02/15 5:00:00","2816","0","540","111","1","1","0","112","113","0","11","0"
"0","100","2022/02/16 5:00:00","2816","0","493","211","1","2","0","212","213","0","21","0"
"0","100","2022/02/17 5:00:00","2816","0","458","311","1","3","0","312","313","0","31","0"
"0","100","2022/02/18 5:00:00","2816","0","420","411","1","4","0","412","413","0","41","0"
"0","100","2022/02/19 5:00:00","2816","0","380","511","1","5","0","512","513","0","51","0"
"0","100","2022/02/20 5:00:00","2816","0","340","611","1","6","0","612","613","0","61","0"
"0","100","2022/02/21 5:00:00","2816","1","430","711","1","7","0","712","713","0","71","0"
"0","100","2022/02/22 5:00:00","2816","1","402","811","1","8","0","812","813","0","81","0"
"0","100","2022/02/23 5:00:00","2816","1","302","911","1","9","0","912","913","0","91","0"
"0","100","2022/02/24 5:00:00","2816","1","264","1011","1","10","0","1012","1013","0","101","0"
"0","100","2022/02/25 5:00:00","2816","1","225","1111","1","11","0","1112","1113","0","111","0"
"0","100","2022/02/26 5:00:00","2816","1","328","1211","1","12","0","1212","1213","0","121","0"
"0","100","2022/02/27 5:00:00","2816","1","280","1311","1","13","0","1312","1313","0","131","0"
"0","100","2022/02/28 5:00:00","2816","1","269","1411","1","14","0","1412","1413","0","141","0"
"0","100","2022/03/01 5:00:00","2816","1","180","1511","1","15","0","1512","1513","0","151","0"
"0","100","2022/03/02 5:00:00","2816","1","138","1611","1","16","0","1612","1613","0","161","0"
"0","100","2022/03/03 5:00:00","2816","1","97","1711","1","17","0","1712","1713","0","171","0"
"0","100","2022/03/04 5:00:00","2816","1","56","1811","1","18","0","1812","1813","0","181","0"
"0","100","2022/03/05 5:00:00","2816","1","150","1911","1","19","0","1912","1913","0","191","0"
"0","100","2022/03/06 5:00:00","2816","1","100","2011","1","20","0","2012","2013","0","201","0"
"0","100","2022/03/07 5:00:00","2816","1","15","2111","1","21","0","2112","2113","0","211","0"
"0","100","2022/03/08 5:00:00","2816","1","-25","2211","1","22","0","2212","2213","0","221","0"
"0","100","2022/03/09 5:00:00","2816","1","-66","2311","1","23","0","2312","2313","0","231","0"
"0","100","2022/03/10 5:00:00","2816","1","-107","2411","1","24","0","2412","2413","0","241","0"
"0","100","2022/03/11 5:00:00","2816","1","-149","2511","1","25","0","2512","2513","0","251","0"
"0","100","2022/03/12 5:00:00","2816","1","-188","2611","1","26","0","2612","2613","0","261","0"
"0","100","2022/03/13 5:00:00","2816","1","-96","2711","1","27","0","2712","2713","0","271","0"
