8ef9c92656daccde87dacec9161175238c72dfd3559d4fb634171d57b6d1579b,483f08716063c38cc483641ec48f0a2049292cf3e61ebaa585596127342c06ca,9716f3f1b45450eafb80f98d676b31af4b634736294f3dddd67d85748f24261f,322fd499f5f4fdee5b080877fd09ae21bdcd9880c404387c5a95c4c10039d3d8,2c53199c42bf74b5d6762fec458e5e47023af7b836e04fdfd3030b2a9e87b861,80ff9e9024c2cc852b8694ed5b6e2f27d3f6a6ff18d7f8c5bcfe7febb6bae44b,3d60ecdc4e95f9998527936ddb932b8ef991fecab3589c7c3b638f023786ef07,fa3d5b76a7b1bb575a22302a315c49051d3c4c0a5551633f8ce274bfbe1dd9c7,172f3982d665389abecc3f06732cabae2581b0dfdf63f3da95ce7815db04bc7c,4d7cbce2f828c7547787bddfb2baf539a672960e77e560de7aba0306e2cbb876,3b138a9764129d3b07b9a4256492a690dc4363df89d7fccc5affd898054bbcef,8ef059ee607f5f731cc0f5670f6f6f7cc979a762842f7d52f0beb083b1d62bde,ca03485097c2d645149396ee21f77019bcdf3b7e63c525fa090301746eea7058,a3b6201118c14c4840c189223e095c3f9c3a3bd75e97011e7b8ce487ab5d41e1,239c186487227d787d2a2ecec67d1298d6146b035308ef2252875ed10ba2e393,b4bfd63c0168884a36a26c0f2003ff179725b0e061d7198eb0bd130249d7bca8
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25201"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25202"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25301"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25302"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25401"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25402"
"0","0","0","0","0","0","0","0","0","0","202","0","0","0","0","31001"
"12015001","0","0","0","0","0","0","0","12002002","0","0","0","0","0","12006001","31002"
"12018001","0","0","0","0","0","0","0","12002001","0","0","0","0","0","12008001","31003"
"0","0","0","0","0","0","0","0","0","0","202","0","0","0","0","31004"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31005"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31006"
"0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","31007"
"0","0","0","0","0","0","0","0","12008002","0","0","0","0","0","12013002","31008"
"0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","31009"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31010"
"0","0","0","0","0","0","0","0","0","0","202","0","0","0","0","31011"
"0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","31012"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31015"
"0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","31016"
"0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","31017"
"0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","31018"
"12015002","0","0","0","0","0","0","0","12003003","0","0","0","0","0","12009002","31020"
"12014001","0","0","0","0","0","0","0","12001002","0","0","0","0","0","12005001","31021"
"0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","31022"
"0","0","0","0","0","0","0","0","0","0","202","0","0","0","0","31023"
"0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","31025"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31026"
"12017002","0","0","0","0","0","0","0","12007002","0","0","0","0","0","12011002","31027"
"12018003","0","0","0","0","0","0","0","12002003","0","0","0","0","0","12009003","31028"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31029"
"0","0","0","0","0","0","0","0","12004003","0","0","0","0","0","12010003","31030"
"0","0","0","0","0","0","0","0","12007003","0","0","0","0","0","12014002","31031"
"0","0","0","0","0","0","0","0","12008003","0","0","0","0","0","12012003","31032"
"12019002","0","0","0","0","0","0","0","12006002","0","0","0","0","0","12012001","31033"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31034"
"0","0","0","0","0","0","0","0","12016003","0","0","0","0","0","0","31036"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31037"
"12018002","0","0","0","0","0","0","0","12005003","0","0","0","0","0","12012002","31038"
"12016001","0","0","0","0","0","0","0","12001003","0","0","0","0","0","12009001","31040"
"0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","31042"
"0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","31043"
"0","0","0","0","0","0","0","0","12017003","0","0","0","0","0","0","31044"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31045"
"0","0","0","0","0","0","0","0","0","0","202","0","0","0","0","31046"
"0","0","0","0","0","0","0","0","12014003","0","0","0","0","0","0","31047"
"12016002","0","0","0","0","0","0","0","12005002","0","0","0","0","0","12010002","31048"
"0","0","0","0","0","0","0","0","12006003","0","0","0","0","0","12011003","31049"
"12019001","0","0","0","0","0","0","0","12004002","0","0","0","0","0","12010001","31050"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31051"
"0","0","0","0","0","0","0","0","12003002","0","0","0","0","0","12011001","31052"
"0","0","0","0","0","0","0","0","0","0","202","0","0","0","0","31053"
"0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","31054"
"0","0","0","0","0","0","0","0","12013003","0","0","0","0","0","12019003","31057"
"12017001","0","0","0","0","0","0","0","12003001","0","0","0","0","0","12007001","31058"
"12013001","0","0","0","0","0","0","0","12001001","0","0","0","0","0","12004001","31059"
"0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","31060"
"0","0","0","0","0","0","0","0","12015003","0","0","0","0","0","0","31063"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31075"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31076"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31077"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31078"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31079"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31080"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31081"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31082"
"11001010","0","0","0","0","0","0","0","11001001","0","0","0","0","11002001","11001005","101011"
"0","0","0","0","0","0","0","0","11001006","0","0","0","0","0","11002007","101071"
"0","0","0","0","0","0","0","0","11001004","0","0","0","0","0","11001008","101101"
"0","0","0","0","0","0","0","0","11001009","0","0","0","0","0","11002008","101131"
"12001001","0","0","0","0","0","0","0","11001003","0","0","0","0","0","11001005","101161"
"0","0","0","0","0","0","0","0","11001007","0","0","0","0","0","11002001","101191"
"11002002","0","0","0","0","0","0","0","11001002","0","0","0","0","11002006","11001007","101251"
"11002005","0","0","12001002","0","0","0","0","11001001","0","0","0","0","12001001","11001008","101281"
"0","0","0","0","0","0","0","0","11001004","0","0","0","0","0","11002002","101371"
"11002003","0","0","0","0","0","0","0","11001006","0","0","0","0","0","11001010","101401"
"11002007","0","0","12001003","0","0","0","0","11001003","0","0","0","0","12001001","11001006","101431"
"11002004","0","0","0","0","0","0","0","11001002","0","0","0","0","0","11001005","101521"
"11001009","0","0","12001002","0","0","0","0","11001002","0","0","0","0","11002003","11001004","101551"
"11002006","0","0","12003001","0","0","0","0","11001001","0","0","0","0","12001002","11002004","101581"
"11002005","0","0","0","0","0","0","0","11001003","0","0","0","0","11002008","11001007","101611"
"11003003","0","0","0","0","0","0","0","11002001","0","0","0","0","12002001","11002010","102011"
"12003001","0","0","0","0","0","0","0","11003005","0","0","0","0","0","11004003","102013"
"0","0","0","0","0","0","0","0","11003006","0","0","0","0","0","11004002","102014"
"12004003","0","0","0","0","0","0","0","11003007","0","0","0","0","0","11004003","102041"
"12002003","0","0","0","0","0","0","0","11002006","0","0","0","0","0","11003001","102071"
"0","0","0","0","0","0","0","0","11003006","0","0","0","0","0","11004001","102101"
"12001003","0","0","0","0","0","0","0","11003005","0","0","0","0","0","11004001","102131"
"12004001","0","0","0","0","0","0","0","11002003","0","0","0","0","0","11003007","102162"
"12003002","0","0","0","0","0","0","0","11003003","0","0","0","0","0","11004004","102163"
"0","0","0","0","0","0","0","0","11002005","0","0","0","0","0","11003004","102191"
"12003003","0","0","0","0","0","0","0","11003004","0","0","0","0","0","11004002","102192"
"11003005","0","0","0","0","0","0","0","11002004","0","0","0","0","0","11002012","102221"
"0","0","0","0","0","0","0","0","11003004","0","0","0","0","0","11004002","102222"
"12002002","0","0","0","0","0","0","0","11002002","0","0","0","0","0","11003002","102251"
"0","0","0","0","0","0","0","0","11003003","0","0","0","0","0","11004001","102252"
"0","0","0","0","0","0","0","0","11002008","0","0","0","0","0","11003010","102281"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102282"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102311"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102312"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102341"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102342"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102371"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102372"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102401"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102431"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102432"
"0","0","0","0","0","0","0","0","11002011","0","0","0","0","0","0","102461"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102491"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102493"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102521"
"12002001","0","0","0","0","0","0","0","11002011","0","0","0","0","0","11003001","102551"
"12003003","0","0","0","0","0","0","0","11003011","0","0","0","0","12004001","11004007","102552"
"12001003","0","0","0","0","0","0","0","11002010","0","0","0","0","0","11003012","102581"
"12002003","0","0","0","0","0","0","0","11003011","0","0","0","0","12003002","11004008","102582"
"12002002","0","0","0","0","0","0","0","11001010","0","0","0","0","0","11002009","102611"
"0","0","0","0","0","0","0","0","11002012","0","0","0","0","0","11003002","102612"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102613"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102614"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103011"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103012"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103013"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103041"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103042"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103071"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103072"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103131"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103132"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103161"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103162"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103191"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103192"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103193"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103221"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103222"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103251"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103252"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103281"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103282"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103283"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103311"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103341"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103342"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103343"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103371"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103372"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103401"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103431"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103432"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103461"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103491"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103521"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103522"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103551"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103552"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103553"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103581"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103582"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103583"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103611"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103612"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103613"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103614"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104011"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104012"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104013"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104014"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104041"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104042"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104043"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104044"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104071"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104072"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104073"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104074"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104131"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104132"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104133"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104134"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104161"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104162"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104163"
