30b48d1b58ea2f6b016e3169beabbfb8ac42fcf56e37986a1e896b55907d975e,44caaa52a62b937a5c2e959fb62c42a98365289520e1def4093b7c1bca17a0b9,7a0412b8fcef6f3b34022580885f2be68792fb2506e55bf68b1f604229bf5b4d,5773857c8b0abbe24937bdc3d97ed5dca1e512c0944bca2681cf822150f4e4ec,dfaa364334ec9543284c42a99a4449cd4153a64edb2abdf8b4e21cdb4d7a9b67,53161a16080baed38fe8c8911dccccd5a5bf3cdd35ea1aa1e74481dd93f17702,2aa2071b7cd07e576311e56cd549f17186f0e7d17cfddff9a3540723debdf34c,bd89d37a75b24c518879f3c3f305fad1ae6d16dcea4ef0269337d9a7f0478378
"24","0","1","3050100","1","1","10101020","0"
"24","0","2","4010200","1","2","0","0"
"24","0","3","3030200","1","3","10401020","0"
"24","0","4","3050200","1","4","10401020","0"
"24","0","5","3040200","1","5","10401020","0"
"24","0","6","3020200","1","6","10401020","0"
"24","0","7","4010300","1","7","0","0"
"24","0","101","3030100","1","8","10101020","0"
"24","0","102","3010201","1","9","0","0"
"24","0","103","3020201","1","10","0","0"
"24","0","104","3010301","1","11","0","0"
"24","0","105","3030301","1","12","0","0"
"24","0","106","3040301","1","13","0","0"
"24","0","107","3050301","1","14","0","0"
"24","0","108","3020301","1","15","0","0"
"24","0","109","3030300","1","16","10401050","0"
"24","0","110","3040300","1","17","10401050","0"
"24","0","111","3050300","1","18","10401050","0"
"24","0","112","3020300","1","19","10401050","0"
"24","0","201","3010100","1","20","10101020","0"
"24","0","202","3020100","1","21","10101020","0"
"24","0","203","3030100","1","22","10101020","0"
"24","0","204","3040100","1","23","10101020","0"
"24","0","205","3050100","1","24","10101020","0"
"24","0","206","3010200","1","25","10101020","0"
"24","0","207","3020200","1","26","10101020","0"
"24","0","208","3030200","1","27","10101020","0"
"24","0","209","3040200","1","28","10101020","0"
"24","0","210","3050200","1","29","10101020","0"
"24","0","401","1010301","1","30","0","112"
"24","0","402","1020301","1","31","0","203"
"24","0","403","1030301","1","32","0","306"
"24","0","404","1040301","1","33","0","401"
"24","0","405","1050301","1","34","0","508"
"24","0","406","1020301","1","35","20101050","209"
"24","0","407","1030301","1","36","20101050","306"
"24","0","408","1040301","1","37","20101050","407"
"24","0","409","1050301","1","38","20101050","501"
"15","11001337","600","0","1","39","0","0"
"8","91002","600","0","150","40","0","0"
"15","11001338","700","0","1","41","0","0"
"8","91002","799","0","150","42","0","0"
"15","11001339","800","0","1","43","0","0"
"24","0","999","0","1","44","0","0"
