a06379e38202dcdd566f7d0c64352cf240802f57f469463ebc3fbae10f3e3576,484d90b9ceb64ed2db053b0a817b7c631ee08a1528b3770efbc0773e59bfd0fa,958209c8fbc62cbc82076bc01dcfc079dfbdfd4cb93a781e247263e25795557f,d98282956f6b3208366595008b34f66005e50411636dd57351c35359dcec07ec,7362cc6032c35ae04b4dcc6ced52369b632f7fe10f912fb2c45f8efe45efa22c,99d7575121d0091f83e8e1394c69aab9f57334086941068f65d6574891293c0e,d46fe70025d2102e9595e82309956c3b56f14f8d6b27d720e8bc72ea3924efa9,584b1d3eceed34136b08e79fbff4590347e94e733bda12e52a9f7f92e5fd44e7,78334f18253f460897ddb0e801b12209e0bdf915c3efc3ff260137df2628bc30,c16cb6e8dc35a8d03e8731700f31be1384b1eccf21112bd02618ea372325718a,bc7fb06413c3eb5a64ce0cb1c60ebf4b1d5656459e02dfb78407810429c6792d,0904ba8d5ac3c0f4cea03df9d2af590e468f4cc72a93d74a611775ee975258cd,862482fa03f0fd403ba1d69328861f7670abc52e825eb9ed2d2c659318ea8a0c,a224524c59b7a51c85c6efd2ae2007e79fcd4f1794d6e7298957f487fa1450e3,05d3ea3b47813c09d08e483b54a2ac4ae51c8f1b07a13efcf86633e004fc0a54,6c5f809b9ad4c2457e953fa1f4356ee5336de19906059ace9c75cf8f58eba508
"0","8","0","91002","110001","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","110002","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","110003","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","110004","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","110005","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","120001","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","120002","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","120003","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","120004","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","120005","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","130001","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","130002","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","130003","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","130004","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","130005","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","140001","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","140002","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","140003","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","140004","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","140005","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","150001","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","150002","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","150003","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","150004","0","30","0","140000","1","0","0","0","0","0","4"
"0","8","0","91002","150005","0","30","0","140000","1","0","0","0","0","0","4"
