c72913c17f155c2bc38cf88a8db15c31f22b8c30ca10d59782c43accfb5fc410,b2dc62038e9002278195c15210974aa58aa71476d96299296b2a1dc5e5a752ad,f0527df5dacab67bffaa0ca96b1a393b799430f025f5775f35f62effddd70c4a,38b950bf4f963e633c68a45aee17882a283bf93081f242be7f807abd8b9697b3,20a8cdc0f86ccb948150f14280a67dc0c3ef2bbd2298aceb7ebb302eb96bc7ea,b399c3f32976a00723e2a25ece4a70094945c3fa855af4772c8ad541c9b9927c,1f84c4db69e8ba6a51fbc1bc2c593d3898b0f379e07bb61a53a83381a3f7f395,d16ece8eb896be3013a8087a64e57aad40b0d3875f5a0c54da04bb3d30886a91,2397dbdba7f72e6ade2e15792b2e28cc023e10a9333e7984bc51f1b68ce1121a,45e14ddb661bcb4fc2e72f39ae05ebefc61e5aecd83b4fec3fa37285425c3ae8
"220","25021","2","0","101","0","0","0","500000","111"
"220","25021","2","0","102","0","0","0","500000","121"
"220","25021","2","0","103","0","0","0","500000","131"
"220","25021","2","0","104","0","0","0","500000","141"
"220","25021","2","0","105","0","0","0","500000","151"
"220","25021","2","0","201","0","0","0","500000","211"
"220","25021","2","0","202","0","0","0","500000","221"
"220","25021","2","0","203","0","0","0","500000","231"
"220","25021","2","0","204","0","0","0","500000","241"
"220","25021","2","0","205","0","0","0","500000","251"
"220","25021","2","0","301","0","0","0","500000","311"
"220","25021","2","0","302","0","0","0","500000","321"
"220","25021","2","0","303","0","0","0","500000","331"
"220","25021","2","0","304","0","0","0","500000","341"
"220","25021","2","0","305","0","0","0","500000","351"
"220","25021","2","0","401","0","0","0","500000","411"
"220","25021","2","0","402","0","0","0","500000","421"
"220","25021","2","0","403","0","0","0","500000","431"
"220","25021","2","0","404","0","0","0","500000","441"
"220","25021","2","0","405","0","0","0","500000","451"
"220","25021","2","0","501","0","0","0","500000","511"
"220","25021","2","0","502","0","0","0","500000","521"
"220","25021","2","0","503","0","0","0","500000","531"
"220","25021","2","0","504","0","0","0","500000","541"
"220","25021","2","0","505","0","0","0","500000","551"
"220","25021","2","0","601","0","0","0","500000","611"
"220","25021","2","0","602","0","0","0","500000","621"
"220","25021","2","0","603","0","0","0","500000","631"
"220","25021","2","0","604","0","0","0","500000","641"
"220","25021","2","0","605","0","0","0","500000","651"
"220","25021","2","0","701","0","0","0","500000","711"
"220","25021","2","0","702","0","0","0","500000","721"
"220","25021","2","0","703","0","0","0","500000","731"
"220","25021","2","0","704","0","0","0","500000","741"
"220","25021","2","0","705","0","0","0","500000","751"
"1100","25021","2","0","801","0","0","0","500000","811"
"220","25021","2","0","901","0","0","0","500000","911"
"220","25021","2","0","902","0","0","0","500000","921"
"220","25021","2","0","903","0","0","0","500000","931"
"220","25021","2","0","904","0","0","0","500000","941"
"220","25021","2","0","905","0","0","0","500000","951"
"1100","25021","2","0","1001","0","0","0","500000","1011"
"220","25021","2","0","1101","0","0","0","500000","1111"
"220","25021","2","0","1102","0","0","0","500000","1121"
"220","25021","2","0","1103","0","0","0","500000","1131"
"220","25021","2","0","1104","0","0","0","500000","1141"
"220","25021","2","0","1105","0","0","0","500000","1151"
"220","25021","2","0","1201","0","0","0","500000","1211"
"220","25021","2","0","1202","0","0","0","500000","1221"
"220","25021","2","0","1203","0","0","0","500000","1231"
"220","25021","2","0","1204","0","0","0","500000","1241"
"220","25021","2","0","1205","0","0","0","500000","1251"
"220","25021","2","0","1301","0","0","0","500000","1311"
"220","25021","2","0","1302","0","0","0","500000","1321"
"220","25021","2","0","1303","0","0","0","500000","1331"
"220","25021","2","0","1304","0","0","0","500000","1341"
"220","25021","2","0","1305","0","0","0","500000","1351"
"220","25021","2","0","1401","0","0","0","500000","1411"
"220","25021","2","0","1402","0","0","0","500000","1421"
"220","25021","2","0","1403","0","0","0","500000","1431"
"220","25021","2","0","1404","0","0","0","500000","1441"
"220","25021","2","0","1405","0","0","0","500000","1451"
"220","25021","2","0","1501","0","0","0","500000","1511"
"220","25021","2","0","1502","0","0","0","500000","1521"
"220","25021","2","0","1503","0","0","0","500000","1531"
"220","25021","2","0","1504","0","0","0","500000","1541"
"220","25021","2","0","1505","0","0","0","500000","1551"
"1100","25021","2","0","1601","0","0","0","500000","1611"
"1100","25021","2","0","1701","0","0","0","500000","1711"
"220","25021","2","0","1801","0","0","0","500000","1811"
"220","25021","2","0","1802","0","0","0","500000","1821"
"220","25021","2","0","1803","0","0","0","500000","1831"
"220","25021","2","0","1804","0","0","0","500000","1841"
"220","25021","2","0","1805","0","0","0","500000","1851"
"220","25021","2","0","1901","0","0","0","500000","1911"
"220","25021","2","0","1902","0","0","0","500000","1921"
"220","25021","2","0","1903","0","0","0","500000","1931"
"220","25021","2","0","1904","0","0","0","500000","1941"
"220","25021","2","0","1905","0","0","0","500000","1951"
"220","25021","2","0","2001","0","0","0","500000","2011"
"220","25021","2","0","2002","0","0","0","500000","2021"
"220","25021","2","0","2003","0","0","0","500000","2031"
"220","25021","2","0","2004","0","0","0","500000","2041"
"220","25021","2","0","2005","0","0","0","500000","2051"
"1100","25021","2","0","2101","0","0","0","500000","2111"
"220","25021","2","0","2201","0","0","0","500000","2211"
"220","25021","2","0","2202","0","0","0","500000","2221"
"220","25021","2","0","2203","0","0","0","500000","2231"
"220","25021","2","0","2204","0","0","0","500000","2241"
"220","25021","2","0","2205","0","0","0","500000","2251"
"220","25021","2","0","2301","0","0","0","500000","2311"
"220","25021","2","0","2302","0","0","0","500000","2321"
"220","25021","2","0","2303","0","0","0","500000","2331"
"220","25021","2","0","2304","0","0","0","500000","2341"
"220","25021","2","0","2305","0","0","0","500000","2351"
"220","25021","2","0","2401","0","0","0","500000","2411"
"220","25021","2","0","2402","0","0","0","500000","2421"
"220","25021","2","0","2403","0","0","0","500000","2431"
"220","25021","2","0","2404","0","0","0","500000","2441"
"220","25021","2","0","2405","0","0","0","500000","2451"
"220","25021","2","0","2501","0","0","0","500000","2511"
"220","25021","2","0","2502","0","0","0","500000","2521"
"220","25021","2","0","2503","0","0","0","500000","2531"
"220","25021","2","0","2504","0","0","0","500000","2541"
"220","25021","2","0","2505","0","0","0","500000","2551"
"470","25021","2","0","2601","0","0","0","510000","2611"
"470","25021","2","0","2602","0","0","0","510000","2621"
"470","25021","2","0","2603","0","0","0","510000","2631"
"280","25021","2","0","2701","0","0","0","510000","2711"
"280","25021","2","0","2702","0","0","0","510000","2721"
"280","25021","2","0","2703","0","0","0","510000","2731"
"280","25021","2","0","2704","0","0","0","510000","2741"
"280","25021","2","0","2705","0","0","0","510000","2751"
"280","25021","2","0","2801","0","0","0","510000","2811"
"280","25021","2","0","2802","0","0","0","510000","2821"
"280","25021","2","0","2803","0","0","0","510000","2831"
"280","25021","2","0","2804","0","0","0","510000","2841"
"280","25021","2","0","2805","0","0","0","510000","2851"
"280","25021","2","0","2901","0","0","0","510000","2911"
"280","25021","2","0","2902","0","0","0","510000","2921"
"280","25021","2","0","2903","0","0","0","510000","2931"
"280","25021","2","0","2904","0","0","0","510000","2941"
"280","25021","2","0","2905","0","0","0","510000","2951"
"280","25021","2","0","3001","0","0","0","510000","3011"
"280","25021","2","0","3002","0","0","0","510000","3021"
"280","25021","2","0","3003","0","0","0","510000","3031"
"280","25021","2","0","3004","0","0","0","510000","3041"
"280","25021","2","0","3005","0","0","0","510000","3051"
"280","25021","2","0","3101","0","0","0","510000","3111"
"280","25021","2","0","3102","0","0","0","510000","3121"
"280","25021","2","0","3103","0","0","0","510000","3131"
"280","25021","2","0","3104","0","0","0","510000","3141"
"280","25021","2","0","3105","0","0","0","510000","3151"
"280","25021","2","0","3201","0","0","0","510000","3211"
"280","25021","2","0","3202","0","0","0","510000","3221"
"280","25021","2","0","3203","0","0","0","510000","3231"
"280","25021","2","0","3204","0","0","0","510000","3241"
"280","25021","2","0","3205","0","0","0","510000","3251"
"280","25021","2","0","3301","0","0","0","510000","3311"
"280","25021","2","0","3302","0","0","0","510000","3321"
"280","25021","2","0","3303","0","0","0","510000","3331"
"280","25021","2","0","3304","0","0","0","510000","3341"
"280","25021","2","0","3305","0","0","0","510000","3351"
"280","25021","2","0","3401","0","0","0","510000","3411"
"280","25021","2","0","3402","0","0","0","510000","3421"
"280","25021","2","0","3403","0","0","0","510000","3431"
"280","25021","2","0","3404","0","0","0","510000","3441"
"280","25021","2","0","3405","0","0","0","510000","3451"
"280","25021","2","0","3501","0","0","0","510000","3511"
"280","25021","2","0","3502","0","0","0","510000","3521"
"280","25021","2","0","3503","0","0","0","510000","3531"
"280","25021","2","0","3504","0","0","0","510000","3541"
"280","25021","2","0","3505","0","0","0","510000","3551"
"280","25021","2","0","3601","0","0","0","510000","3611"
"280","25021","2","0","3602","0","0","0","510000","3621"
"280","25021","2","0","3603","0","0","0","510000","3631"
"280","25021","2","0","3604","0","0","0","510000","3641"
"280","25021","2","0","3605","0","0","0","510000","3651"
"280","25021","2","0","3701","0","0","0","510000","3711"
"280","25021","2","0","3702","0","0","0","510000","3721"
"280","25021","2","0","3703","0","0","0","510000","3731"
"280","25021","2","0","3704","0","0","0","510000","3741"
"280","25021","2","0","3705","0","0","0","510000","3751"
"280","25021","2","0","3801","0","0","0","510000","3811"
"280","25021","2","0","3802","0","0","0","510000","3821"
"280","25021","2","0","3803","0","0","0","510000","3831"
"280","25021","2","0","3804","0","0","0","510000","3841"
"280","25021","2","0","3805","0","0","0","510000","3851"
"280","25021","2","0","3901","0","0","0","510000","3911"
"280","25021","2","0","3902","0","0","0","510000","3921"
"280","25021","2","0","3903","0","0","0","510000","3931"
"280","25021","2","0","3904","0","0","0","510000","3941"
"280","25021","2","0","3905","0","0","0","510000","3951"
"280","25021","2","0","4001","0","0","0","510000","4011"
"280","25021","2","0","4002","0","0","0","510000","4021"
"280","25021","2","0","4003","0","0","0","510000","4031"
"280","25021","2","0","4004","0","0","0","510000","4041"
"280","25021","2","0","4005","0","0","0","510000","4051"
"280","25021","2","0","4101","0","0","0","510000","4111"
"280","25021","2","0","4102","0","0","0","510000","4121"
"280","25021","2","0","4103","0","0","0","510000","4131"
"280","25021","2","0","4104","0","0","0","510000","4141"
"280","25021","2","0","4105","0","0","0","510000","4151"
"280","25021","2","0","4201","0","0","0","510000","4211"
"280","25021","2","0","4202","0","0","0","510000","4221"
