e516adb3ba8ad1c25360d612b6810f4e2b5315a85c93f4ab77364eeed9ccc4d9,ebc7ed301304ef73a6855a987d428edfb5b610ac76f3320d82d152ca14e57438,8fe496fd5650ec3b76fa55130e03f4b7f38b5b9ff61ca455bdd1c00e61de51b8,5988308611e992fc97fbc004a55306c98e1a711f556903e98176a2d4ff86f009,84145e3ff77320e1a79404163b5606647f74329085c224e6fcf0cb447d733ddb,17155614e48b02cb613c974e0ddb73c4107d2e2f167f4650a4a4c61f3dbfb44c,9ed17d956e94263dcc9e678f23649a06111043b8a7aba6f81e2097016f900e87,28f4985595c01599012bc5d391ae4dd93305d2058023e9959f54e81927597683,beaeb8781004b5fb40924fc0021fa6f816e85cdaab6b423716923d78c28feab3,39456b2c9b097926d059833ecfb5e38698f9c814709f533c156bcaefeac480f0,f8e303218e5291e21b6aafdfbf5289f333227a83024c020943175aa8e6c1d9e7,33f35315473ad556c14f593fccfcd387091a6f8ae5fade30c3c8ce4861d82f04,f3d7b836504ccd2e4953e20f2190a6424bb34eb25a8c6446c44ea36df5cc62a8,86b519e209bdb4e5e90b4e9d36a6de231527804d30930adf02adcf7f046692bd,e86fa2f6a7da155a95fa55a68da2000b17ccd8eb4c9f465d7e842c5cac8d7013,92a9943749748f8e5b2b9045e723800ecdb6d632b66a5aee17de83e9afc46226,b7667fc8fe488a861fe46431e2a900297ac19e1a9804affc982c890d744f99c5,71fab12f1acb4d668bb8d4086f7445a1ef0004c6351b9712c8d1d5e38dbc34b3,ff51c0864e94bdd9b820ce98610634a0f703200ad934b8f00c64b012fd70be01
"12","1","120","94000","0","41001","100101","0","1100101","0","2","0","20000000","0","0","0","0","0","31001"
"12","1","120","94000","0","41002","100201","0","1100201","0","2","0","20000000","0","0","0","0","0","31002"
"12","1","120","94000","0","41003","100301","0","1100301","0","2","0","20000000","0","0","0","0","0","31003"
"12","1","120","94000","0","41004","100401","0","1100401","0","2","0","20000000","0","0","0","0","0","31004"
"12","1","120","94000","0","41005","100501","0","1100501","0","2","0","20000000","0","0","0","0","0","31005"
"12","1","120","94000","0","41006","100601","0","1100601","0","2","0","20000000","0","0","0","0","0","31006"
"12","1","120","94000","0","41007","100701","0","1100701","0","2","0","20000000","0","0","0","0","0","31007"
"12","1","120","94000","0","41008","100801","0","1100801","0","2","0","20000000","0","0","0","0","0","31008"
"12","1","120","94000","0","41009","100901","0","1100901","0","2","0","20000000","0","0","0","0","0","31009"
"12","1","120","94000","0","41010","101001","0","1101001","0","2","0","20000000","0","0","0","0","0","31010"
"12","1","120","94000","0","41011","101101","0","1101101","0","2","0","20000000","0","0","0","0","0","31011"
"12","1","120","94000","0","41012","101201","0","1101201","0","2","0","20000000","0","0","0","0","0","31012"
"12","1","120","94000","0","41013","101301","0","1101301","0","2","0","20000000","0","0","0","0","0","31013"
"12","1","120","94000","0","41014","101401","0","1101401","0","2","0","20000000","0","0","0","0","0","31014"
"12","1","120","94000","0","41015","101501","0","1101501","0","2","0","20000000","0","0","0","0","0","31015"
"12","1","120","94000","0","41016","101601","0","1101601","0","2","0","20000000","0","0","0","0","0","31016"
"12","1","120","94000","0","41017","101701","0","1101701","0","2","0","20000000","0","0","0","0","0","31017"
"12","1","120","94000","0","41018","101801","0","1101801","0","2","0","20000000","0","0","0","0","0","31018"
"12","1","120","94000","0","41020","102001","0","1102001","0","2","0","20000000","0","0","0","0","0","31020"
"12","1","120","94000","0","41021","102101","0","1102101","0","2","0","20000000","0","0","0","0","0","31021"
"12","1","120","94000","0","41022","102201","0","1102201","0","2","0","20000000","0","0","0","0","0","31022"
"12","1","120","94000","0","41023","102301","0","1102301","0","2","0","20000000","0","0","0","0","0","31023"
"12","1","120","94000","0","41025","102501","0","1102501","0","2","0","20000000","0","0","0","0","0","31025"
"12","1","120","94000","0","41026","102601","0","1102601","0","2","0","20000000","0","0","0","0","0","31026"
"12","1","120","94000","0","41027","102701","0","1102701","0","2","0","20000000","0","0","0","0","0","31027"
"12","1","120","94000","0","41028","102801","0","1102801","0","2","0","20000000","0","0","0","0","0","31028"
"12","1","120","94000","0","41029","102901","0","1102901","0","2","0","20000000","0","0","0","0","0","31029"
"12","1","120","94000","0","41030","103001","0","1103001","0","2","0","20000000","0","0","0","0","0","31030"
"12","1","120","94000","0","41031","103101","0","1103101","0","2","0","20000000","0","0","0","0","0","31031"
"12","1","120","94000","0","41032","103201","0","1103201","0","2","0","20000000","0","0","0","0","0","31032"
"12","1","120","94000","0","41033","103301","0","1103301","0","2","0","20000000","0","0","0","0","0","31033"
"12","1","120","94000","0","41034","103401","0","1103401","0","2","0","20000000","0","0","0","0","0","31034"
"12","1","120","94000","0","41036","103601","0","1103601","0","2","0","20000000","0","0","0","0","0","31036"
"12","1","120","94000","0","41037","103701","0","1103701","0","2","0","20000000","0","0","0","0","0","31037"
"12","1","120","94000","0","41038","103801","0","1103801","0","2","0","20000000","0","0","0","0","0","31038"
"12","1","120","94000","0","41040","104001","0","1104001","0","2","0","20000000","0","0","0","0","0","31040"
"12","1","120","94000","0","41042","104201","0","1104201","0","2","0","20000000","0","0","0","0","0","31042"
"12","1","120","94000","0","41043","104301","0","1104301","0","2","0","20000000","0","0","0","0","0","31043"
"12","1","120","94000","0","41044","104401","0","1104401","0","2","0","20000000","0","0","0","0","0","31044"
"12","1","120","94000","0","41045","104501","0","1104501","0","2","0","20000000","0","0","0","0","0","31045"
"12","1","120","94000","0","41046","104601","0","1104601","0","2","0","20000000","0","0","0","0","0","31046"
"12","1","120","94000","0","41047","104701","0","1104701","0","2","0","20000000","0","0","0","0","0","31047"
"12","1","120","94000","0","41048","104801","0","1104801","0","2","0","20000000","0","0","0","0","0","31048"
"12","1","120","94000","0","41049","104901","0","1104901","0","2","0","20000000","0","0","0","0","0","31049"
"12","1","120","94000","0","41050","105001","0","1105001","0","2","0","20000000","0","0","0","0","0","31050"
"12","1","120","94000","0","41051","105101","0","1105101","0","2","0","20000000","0","0","0","0","0","31051"
"12","1","120","94000","0","41052","105201","0","1105201","0","2","0","20000000","0","0","0","0","0","31052"
"12","1","120","94000","0","41053","105301","0","1105301","0","2","0","20000000","0","0","0","0","0","31053"
"12","1","120","94000","0","41054","105401","0","1105401","0","2","0","20000000","0","0","0","0","0","31054"
"12","1","120","94000","0","41055","105501","0","1105501","0","2","0","20000000","0","0","0","0","0","31055"
"12","1","120","94000","0","41056","105601","0","1105601","0","2","0","20000000","0","0","0","0","0","31056"
"12","1","120","94000","0","41057","105701","0","1105701","0","2","0","20000000","0","0","0","0","0","31057"
"12","1","120","94000","0","41058","105801","0","1105801","0","2","0","20000000","0","0","0","0","0","31058"
"12","1","120","94000","0","41059","105901","0","1105901","0","2","0","20000000","0","0","0","0","0","31059"
"12","1","120","94000","0","41060","106001","0","1106001","0","2","0","20000000","0","0","0","0","0","31060"
