dbee84cd3e256447b3c69e6a8b95708610289dd33fabf271c72bf3a1cd912908,067f98c3b3175947d8a665f1e37adca81348d93660fdfa56460941f8338169cc,b51afd35b12e93eba5c399fa7eb614483bc0ae77e08aed992c8492c811f1d903,9f3d9f53fb8e1785224414207b180e2dd23ebc95c6747244a4e9cbb7b654ee19,a6b06be2141cbdfd849acd7fe19ce5bd6c336cd0004ec3281ec957505a86a376,a03a29697ad82c2ee3269412f03617ea7606b0f3033cf2e54e097aadc357388d,78781e4529652b4c945c5cc730e968a297998724d9274d01871cdf56a9e59b4a,260aec586e5a006d4d6ed6decda816a65a83962aa293176f060c5b33ed01499a,e555fe00f374cbadc774d0e868a46e66310ec8e0fb1cfa2d75d5bd98b4d32217,cf1b7b359095b51e35b179babc5dbff75dcd8af5c0f7845ec11e7c86b4bad672,c42416f0bac7ec7bc6bb2567082d1f112d7c1a84141ce1ec4d7ce7229f542797,d6ebe8001fef2770f631c02ed19ab659a344971d44772abffb36e35a044c66f0,e78b41fa382f8098a60cce3595af0a8b60db9e45ffd4ccaf8ff88da78c7cbe38
"0","0","0","いぬ","いのしし","おおかみ","0","0","0","1","1","ぶた","3110001"
"0","0","0","四","二","一","0","0","0","1","1","三","3110002"
"0","0","0","七","九","十","1","0","0","1","1","八","3110003"
"0","0","0","也","要","花","0","0","0","1","1","亭","3110004"
"0","0","0","もぐもぐ","ぱかぱか","めそめそ","0","0","0","1","1","がつがつ","3110006"
"0","0","0","批判をする","ものがへこむ","犬の鳴き声","0","0","0","1","1","針で縫う","3110007"
"0","0","0","口","十","田","1","0","0","0","1","木","3110009"
"0","0","0","よって","だが","しかし","0","0","0","1","1","それで","3110010"
"0","0","0","身長が伸びる","身長な行動","服を身長する","0","0","0","1","1","身長をはかる","3110011"
"0","0","0","自信（じしん）","鼻血（はなじ）","身近（みじか）","0","0","0","1","1","地面（じめん）","3110012"
"0","0","0","さ","ば","ま","0","0","0","1","1","た","3110013"
"0","0","0","火","金","土","0","0","0","1","1","月","3110015"
"0","0","0","クイーン","ストライク","プリンセス","0","0","0","1","1","ブレイド","3111001"
"0","0","0","エクスプロージョン","オール","ヒール","0","0","0","1","1","アタック","3111002"
"0","0","0","J","G","F","0","1","0","1","0","H","3120001"
"0","0","0","ふじん","めおと","ふうふ","0","0","0","1","1","ふさい","3120002"
"0","0","0","酒","礼","無","1","0","0","1","1","講","3120006"
"0","0","0","四","王","天","1","0","0","1","1","山","3120007"
"0","0","0","想","空","絵","1","0","0","1","1","事","3120008"
"0","0","0","カボチャ","トマト","ナス","0","0","0","1","1","アスパラガス","3120010"
"0","0","0","夏","盆","新年","1","1","0","1","0","春","3120011"
"0","0","0","南","西","瓜","0","0","0","1","1","東","3120012"
"0","0","0","鬼に金棒","豚に真珠","猫に小判","1","0","0","1","1","馬の耳に念仏","3120013"
"0","0","0","全","半","自","1","0","0","1","0","傍","3120014"
"0","0","0","ろす","る","しい","1","1","0","0","1","がる","3120015"
"0","0","0","なさる","いらっしゃる","存じ上げる","1","0","0","1","0","申し上げる","3120016"
"0","0","0","クソ眼鏡","クソ猫","ロリババア","0","0","0","1","1","クソエルフ","3121001"
"0","0","0","アヴァロン","クリエイション","オブジェクト","0","0","0","1","1","ミラー","3121002"
"0","0","0","倍","梅","塩","0","0","0","1","1","暗","3130001"
"0","0","0","冬","夏","春","1","1","0","1","0","秋","3130002"
"0","0","0","良妻嫌母","四面楚歌","前代未聞","0","0","0","1","1","五里夢中","3130004"
"0","0","0","一期一得","公明正大","無我夢中","0","0","0","1","1","自我自賛","3130005"
"0","0","0","単刀直入","山止水明","怪刀乱麻","1","0","0","1","1","危機一発","3130006"
"0","0","0","興味深々","三位一体","以心伝心","1","0","0","1","1","意気消沈","3130007"
"0","0","0","温","念","朴","1","0","0","1","1","仁","3130010"
"0","0","0","独","壇","土","1","0","0","1","1","場","3130011"
"0","0","0","雑","楽","我","1","0","0","1","1","多","3130013"
"0","0","0","ただみ","まめ","ちゅうじつ","0","0","0","1","1","りちぎ","3130014"
"0","0","0","たまねぎ","もずく","わかめ","0","0","0","1","1","たけのこ","3130016"
"0","0","0","冥空","血盟","煉獄","0","0","0","1","1","戦記","3131001"
"0","0","0","妄想","トランス","エクスタシー","0","0","0","1","1","トリップ","3131002"
"0","0","0","ダイコン","ナス","トマト","1","0","0","1","1","キュウリ","3210001"
"0","0","0","心臓","腎臓","肺","0","0","0","1","1","肝臓","3210002"
"0","0","0","消火器","排出器","呼吸器","1","0","0","1","1","循環器","3210003"
"0","0","0","イソギンチャク","タコ","イカ","0","0","0","1","1","ナマコ","3210005"
"0","0","0","ナマケモノ","コアラ","カンガルー","0","0","0","1","1","イノシシ","3210006"
"0","0","0","がんがんむし","でんでんむし","マイマイ","0","0","0","1","1","モイモイ","3210008"
"0","0","0","モンアカチョウ","モンシロチョウ","モンキチョウ","0","0","0","1","1","モンアオチョウ","3210009"
"0","0","0","親指","中指","小指","0","0","0","1","1","人差し指","3210010"
"0","0","0","D型","B型","A型","0","0","0","1","1","C型","3210011"
"0","0","0","エビ","ハマグリ","アサリ","0","0","0","1","1","ヤドカリ","3210013"
"0","0","0","オオカミ","ウマ","ウサギ","0","0","0","1","1","ライオン","3210014"
"0","0","0","コアラ","シカ","サイ","0","0","0","1","1","クマ","3210015"
"0","0","0","サレン","ハツネ","スズナ","0","0","0","1","1","ミソギ","3211001"
"0","0","0","ミフユ","カヤ","ホマレ","1","0","0","1","1","イノリ","3211002"
"0","0","0","アメンボ","クモ","ムカデ","0","0","0","1","1","アリ","3220001"
"0","0","0","ヒト","ミミズ","バッタ","0","0","0","1","1","カエル","3220002"
"0","0","0","チョウチンアンコウ","メバル","カワハギ","0","0","0","1","1","トビウオ","3220003"
"0","0","0","メダカ","ベタ","グッピー","0","0","0","1","1","キンギョ","3220006"
"0","0","0","タンポポ","ヒヤシンス","チューリップ","0","0","0","1","1","ヒマワリ","3220007"
"0","0","0","ジンベエ","マッコウ","セミ","1","0","0","1","1","シロナガス","3220009"
"0","0","0","オコジョ","タンチョウ","トキ","0","0","0","1","1","ツキノワグマ","3220011"
"0","0","0","リンゴ","メロン","スイカ","1","0","0","1","1","イチゴ","3220012"
"0","0","0","酸素","光","水","1","0","0","1","1","二酸化炭素","3220013"
"0","0","0","クツワムシ","ミジンコ","アオミドロ","1","0","0","1","1","ボルボックス","3220014"
"0","0","0","ソマリ","パグ","チワワ","1","0","0","1","1","シーズー","3220015"
"0","0","0","ミドリムシ","イモムシ","アオムシ","0","0","0","1","1","フナムシ","3220016"
"0","0","0","キョウカ","ミミ","モニカ","0","0","0","1","1","ユカリ","3221001"
"0","0","0","ハツネ","シオリ","トモ","1","0","0","1","1","モニカ","3221002"
"0","0","0","獅子","羊","牛","0","0","0","1","1","ねずみ","3230001"
"0","0","0","トラ","ヤマネコ","ウミネコ","1","1","0","0","1","ライオン","3230004"
"0","0","0","神経質","エナメル質","象牙質","1","0","0","1","1","セメント質","3230005"
"0","0","0","エトピリカ","ウグイス","コマドリ","1","0","0","1","1","オオルリ","3230006"
"0","0","0","ロゼッタ咲き","カクタス咲き","アネモネ咲き","1","0","0","1","1","一重咲き","3230007"
"0","0","0","ニホンザル","サンショウウオ","ワニ","0","0","0","1","1","イルカ","3230008"
"0","0","0","ミミズク","コウモリ","モモンガ","0","0","0","1","1","コンドル","3230010"
"0","0","0","ダチョウ","イルカ","ムササビ","0","0","0","1","1","ペンギン","3230011"
"0","0","0","カタツムリ","イモリ","ヤモリ","1","1","0","0","1","コウモリ","3230012"
"0","0","0","シリ","ムネ","アタマ","1","0","0","1","1","ハラ","3230013"
"0","0","0","スズメ","オオハクチョウ","ツバメ","1","0","0","1","1","マナヅル","3230014"
"0","0","0","ヒト","カメ","ヘビ","0","0","0","1","1","コウモリ","3230016"
"0","0","0","キャル","シェフィ","コッコロ","0","0","0","1","1","ペコリーヌ","3231001"
"0","0","0","ラビリスタ","レイ","コッコロ","1","0","0","1","1","ホマレ","3231002"
"0","0","0","3","4","2","0","0","0","1","1","1","3310001"
"0","0","0","金","アルミニウム","銀","0","0","0","1","1","銅","3310003"
"0","0","0","ファラッド","尺","メートル","1","0","0","1","1","インチ","3310005"
"0","0","0","ヒロイン","コサイン","サイン","1","0","0","1","1","タンジェント","3310006"
"0","0","0","おうぎ形","ひし形","正方形","1","0","0","1","1","長方形","3310007"
"0","0","0","112","215","405","0","0","0","1","1","827","3310008"
"0","0","0","A","E","L","1","0","0","1","1","D","3310009"
"0","0","0","銀","アルミニウム","鉄","1","1","0","0","1","金","3310010"
"0","0","0","硝酸","水酸化ナトリウム水溶液","石けん水","0","0","0","1","1","蒸留水","3310012"
"0","0","0","桃","藍","赤","1","0","0","1","1","緑","3310013"
"0","0","0","3","5","6","0","0","0","1","1","4","3310014"
"0","0","0","12:8","4:1","10:6","1","0","0","1","0","15:9","3310015"
"0","0","0","キャッスル・オブ・パルフェ","オーマ","ソルの塔","1","0","0","1","1","ランドソル","3311001"
"0","0","0","オーマ","キャッスル・オブ・パルフェ","ふぁんふぁんファーム","0","0","0","1","1","ソルの塔","3311002"
"0","0","0","じょろうぐも","にゅうどうぐも","いわしぐも","1","0","0","1","1","うろこぐも","3320001"
"0","0","0","アンタレス","アルタイル","デネブ","1","0","0","1","1","ベガ","3320002"
"0","0","0","交点","力点","支点","1","0","0","1","1","作用点","3320003"
"0","0","0","反射","対流","伝導","1","0","0","1","1","放射","3320004"
"0","0","0","1111","11111","111","1","0","0","1","0","111111","3320005"
"0","0","0","黄","青","赤","1","0","0","1","1","緑","3320007"
"0","0","0","冥王星","天王星","地球","1","0","0","1","1","海王星","3320008"
"0","0","0","おおいぬ座","わし座","はくちょう座","0","0","0","1","1","こいぬ座","3320010"
"0","0","0","アンモニア水","塩酸","レモンの果汁","0","0","0","1","1","塩水","3320011"
"0","0","0","二酸化炭素","臭素","塩素","0","0","0","1","1","酸素","3320014"
"0","0","0","ツンとする臭いがある","最も軽い気体である","酸素と混ぜて燃やすと音が出る","0","0","0","1","1","水色である","3320015"
"0","0","0","0","2","3","0","0","0","1","1","1","3320016"
"0","0","0","王宮騎士団","ルーセント学院","リトルリリカル","0","0","0","1","1","メルクリウス財団","3321001"
"0","0","0","保温効果","のど・鼻の保湿効果","清涼効果","0","0","0","1","1","美肌効果","3321002"
"0","0","0","おおやぎ座","おおかみ座","おおいぬ座","1","0","0","1","1","おおぐま座","3330001"
"0","0","0","シリウス","リゲル","ベテルギウス","0","0","0","1","1","アルタイル","3330002"
"0","0","0","閃緑岩","玄武岩","流紋岩","1","0","0","1","1","安山岩","3330003"
"0","0","0","カリウム","マグネシウム","カルシウム","0","0","0","1","1","アルミニウム","3330004"
"0","0","0","化素","炭素","酸素","0","0","0","1","1","二素","3330007"
"0","0","0","6！","2×2×5×5","10の2乗","0","0","0","1","1","ルート1000","3330010"
"0","0","0","112÷7","ルート225","4＋5＋6","0","0","0","1","1","2×3×4","3330011"
"0","0","0","窒素","水素","炭素","1","0","0","1","1","酸素","3330012"
"0","0","0","水酸化ナトリウム","硝酸","塩酸","0","0","0","1","1","硫酸","3330013"
"0","0","0","天気雨","霧","雪","1","0","0","1","1","薄雲","3330014"
"0","0","0","窒素","塩素","フッ素","0","0","0","1","1","ケイ素","3330015"
"0","0","0","オゾン","ダイヤモンド","黒鉛","1","0","0","1","1","フラーレン","3330016"
"0","0","0","イリス樹海","ペテロ大森林","カスタリア樹林","0","0","0","1","1","ケレス森林","3331001"
"0","0","0","アルバ浜堤","ヘリケ巨木","スィオネ樹林","1","0","0","1","1","イオカステ岩山","3331002"
"0","0","0","玄関","トイレ","風呂場","1","0","0","1","1","キッチン","3410001"
"0","0","0","警備員","消防士","警察官","0","0","0","1","1","弁護士","3410002"
