7afebe6cdaa8fc657339604834bbe9bef03a55b7550222d74c86e4787f257379,3b05607bc05fe6f20362d0013d5384093df462455af6f5d36d6675ccb205742b,969d2a57a839d38e10ade3abd0fbb74b7333e0752933e0aeee3bb376b396480f,02f21f0bf670054882e187ff5438970904a0b059a276c9ad7e56e450acae2627,4b2903ade800ad36c5306dc1de69f556309a286871ffe047824701fa4f242b72,cb8679c96592876b79bbdad4efd5050f0c9cb9bf7808261993f607cef41a8942,d0fb9621ad29067c3f5b5eed0e228c19bfc4b12e64b7c11ee5a9e15e45e6d56c,e9fad9a0ea670acbb88c49b217d0a1b1e9e8235ca0c138ad0813545cb9007e6f,38c3a11ec9669d6306a2e4c8b03d7f903864af868da871dc660f57bff989d11e,3a41548a5996e71bde46be4b3e4a69648191445526eacf476d054406ced16b01,a5352f35b2cea327c9854c715f63925ddc2c28181e2d93ab96da253ffa69955a,814825d8784901b5d8983bf2c0df28391e29a1d10068ecd4e808d72ebc18e059,d9a3e81b5d884c5f4b4d2277afb412f5ef09ac57e5a1e8bde45b3c936edfd174
"5031","0","-6","1","0","0","2020/03/16 15:00:00","2030/04/19 15:00:00","0","0","20001","2018/03/31 15:00:00","10001"
"8135","0","-3","1","0","0","2020/04/15 15:00:00","2030/04/19 15:00:00","0","0","20002","2018/04/30 15:00:00","10002"
"201","0","-8","1","0","0","2020/05/15 15:00:00","2030/04/19 15:00:00","0","0","20003","2018/05/25 16:00:00","10003"
"3394","0","-5","1,2","0","0","2020/06/19 15:00:00","2030/04/19 15:00:00","0","0","20004","2018/06/30 12:00:00","10004"
"3060","0","-3","1,4","0","0","2020/07/20 15:00:00","2030/04/19 15:00:00","0","0","20005","2018/07/31 12:00:00","10005"
"1412","0","-5","1","0","0","2020/08/19 15:00:00","2030/04/19 15:00:00","0","0","20006","2018/08/31 12:00:00","10006"
"3481","0","-2","1,5","0","0","2020/09/23 15:00:00","2030/04/19 15:00:00","0","0","20007","2018/09/30 12:00:00","10007"
"3490","0","-3","1","0","0","2020/10/19 15:00:00","2030/04/19 15:00:00","0","0","20008","2018/10/31 12:00:00","10008"
"5402","0","0","1,6","0","0","2020/11/24 15:00:00","2030/04/19 15:00:00","0","0","20009","2018/11/30 12:00:00","10009"
"2192","0","-5","1,7","0","0","2020/12/22 15:00:00","2030/04/19 15:00:00","0","0","20010","2018/12/31 12:00:00","10010"
"5034","0","0","1,8","0","0","2021/01/25 15:00:00","2030/04/19 15:00:00","0","0","20011","2019/01/31 12:00:00","10011"
"402","0","-5","1","0","0","2021/02/18 15:00:00","2030/04/19 15:00:00","0","0","20012","2019/02/22 15:00:00","10012"
"22","0","-5","1,9","0","0","2021/03/23 15:00:00","2030/04/19 15:00:00","0","0","20013","2019/03/31 15:00:00","10013"
"2174","0","-8","1","0","0","2021/04/16 15:00:00","2030/04/19 15:00:00","0","0","20014","2019/04/30 12:00:00","10015"
"2222","0","3","1,10","0","0","2021/05/18 15:00:00","2030/04/19 15:00:00","0","0","20015","2019/06/30 15:00:00","10019"
"6040","0","0","1,11","0","0","2021/06/18 15:00:00","2030/04/19 15:00:00","0","0","20016","2019/07/31 12:00:00","10021"
"6481","0","-4","1","0","0","2021/07/16 15:00:00","2030/04/19 15:00:00","0","0","20017","2019/08/31 12:00:00","10023"
"8134","0","0","1,12","0","0","2021/08/16 15:00:00","2030/04/19 15:00:00","0","0","20018","2019/09/30 12:00:00","10025"
"3480","0","-2","1","0","0","2021/09/16 15:00:00","2030/04/19 15:00:00","0","0","20019","2019/10/31 12:00:00","10027"
"5283","0","-5","1,13","0","0","2021/10/19 15:00:00","2030/04/19 15:00:00","0","0","20020","2019/11/30 12:00:00","10029"
"1311","0","-4","1,14","0","0","2021/11/16 15:00:00","2030/04/19 15:00:00","0","0","20021","2019/12/31 12:00:00","10031"
"6055","0","-7","1,15","0","0","2021/12/16 15:00:00","2030/04/19 15:00:00","0","0","20022","2020/01/31 12:00:00","10033"
"2022","0","-5","1","0","0","2022/01/17 15:00:00","2030/04/19 15:00:00","0","0","20023","2020/03/31 12:00:00","10038"
"6011","0","-10","1","0","0","2022/02/18 15:00:00","2030/04/19 15:00:00","0","0","20024","2020/04/24 15:00:00","10040"
"5221","0","-5","1,16","0","0","2022/03/17 15:00:00","2030/04/19 15:00:00","0","0","20025","2020/05/25 15:00:00","10042"
"3040","0","10","1,17","0","0","2022/04/18 15:00:00","2030/04/19 15:00:00","0","0","20026","2020/06/30 12:00:00","10044"
"6120","0","10","1,18","0","0","2022/05/18 15:00:00","2030/04/19 15:00:00","0","0","20027","2020/07/31 12:00:00","10046"
"5032","0","-5","1","0","0","2022/06/16 15:00:00","2030/04/19 15:00:00","0","0","20028","2020/08/31 12:00:00","10048"
"5151","0","0","1,19","0","0","2022/07/19 8:00:00","2030/04/19 15:00:00","0","0","20029","2020/09/30 12:00:00","10050"
"6056","0","-8","1","0","0","2022/08/16 15:00:00","2030/04/19 15:00:00","0","0","20030","2020/10/31 12:00:00","10052"
"3351","0","0","1,20","0","0","2022/09/17 15:00:00","2030/04/19 15:00:00","0","0","20031","2020/11/30 12:00:00","10054"
"2191","0","0","1,21","0","0","2022/10/16 15:00:00","2030/04/19 15:00:00","0","0","20032","2020/12/31 12:00:00","10056"
"1122","0","0","1,22","0","0","2022/11/17 15:00:00","2030/04/19 15:00:00","0","0","20033","2021/01/31 12:00:00","10058"
"1123","0","0","1,22","0","0","2022/11/17 15:00:00","2030/04/19 15:00:00","0","20033","20034","2021/02/10 12:00:00","10059"
"2194","0","12","1,23","0","0","2022/12/19 15:00:00","2030/04/19 15:00:00","0","0","20035","2021/02/28 12:00:00","10061"
"5010","0","0","1","0","0","2023/01/16 15:00:00","2030/04/19 15:00:00","0","0","20036","2021/02/28 12:00:00","10064"
"144","0","0","1","0","0","2023/02/16 15:00:00","2030/04/19 15:00:00","0","0","20037","2021/04/30 12:00:00","10066"
"121","0","0","1,24","0","0","2023/03/16 15:00:00","2030/04/19 15:00:00","0","0","20038","2021/05/31 12:00:00","10068"
"394","0","0","1","0","0","2023/04/17 15:00:00","2030/04/19 15:00:00","0","0","20039","2021/06/30 12:00:00","10070"
"1082","0","0","1,25","0","0","2023/05/16 15:00:00","2030/04/19 15:00:00","0","0","20040","2021/07/31 12:00:00","10072"
"181","0","0","1","0","0","2023/06/16 15:00:00","2030/04/19 15:00:00","0","0","20041","2021/08/31 12:00:00","10074"
