d2ee261f62e57b73d835c22c1bcd83e795a298d523c88b0949bf287492531318,c3e76e6ca97b7cb64b505be77e018415b31f01f61d797eeca36911811901655f,b2d23f0359fda0669d482b1b4bad5ddbda8ce1ccb6e911b10986ec0b5da604c8,3a4aadb9eb3e48b73c8b80219480c4135f4982aaed1dd92d1c1a294662383c1a,309bf0ca092ee5cadf3b93f5cb10e21f867616b24af1f23e589ad72e6a8feffd,b13f4e5c7a7ea116fe4fad6219ee5653cc7b19982a6f6dbaa8f03a15ce5f6f8b,98efa532bbcfb1226a9787dcaac3856e07cfe7a971db09ce460fae489917c18f,f1afee57f55147df57afa590291aa40c66453204646668fe9a30ec11f9a07a9f,fd90fb96859d9a8e8b9e9a3078bf98a003314999c1d225158904c09731ce5df3,9e09571e2ee93261cf06eb3105f8d8b6fa42caf27c799d86ff766f5940644fe5,9b83df7c7e02c98c3acbe0c56c7bbcb745341b53196469010be2d2bed80315ef
"111831","115","-100","101001","nop_idle_joy1","1.5","1","101","-150","0","1"
"120731","114","100","101002","nop_idle_normal_joy","1.5","1","101","-150","1","1"
"120831","111","-215","101003","nop_idle_arm_crossed","1.5","1","101","-127","0","1"
"111931","110","215","101004","nop_idle_normal","1.5","1","101","-127","1","1"
"120931","113","-330","101005","nop_idle_thinking","1.5","1","101","-150","0","1"
"112031","112","330","101006","nop_idle_normal","1.5","1","101","-150","1","1"
"108731","115","-100","102001","nop_idle_joy1","1.5","1","102","-150","0","1"
"108831","114","100","102002","nop_idle_joy_normal","1.5","1","102","-150","1","1"
"108931","111","-215","102003","nop_idle_normal","1.5","1","102","-127","0","1"
"102011","113","-100","103001","nop_idle_joy1","1.5","1","103","-135","0","1"
"100411","115","-215","103002","nop_idle_normal","1.5","1","103","-150","0","1"
"103631","114","100","103003","nop_idle_wish","1.5","1","103","-143","1","1"
"101231","115","-100","104001","nop_idle_normal","1.5","1","104","-150","0","1"
"104011","114","100","104002","nop_idle_normal","1.5","1","104","-150","1","1"
"101511","111","-215","104003","nop_idle_normal","1.5","1","104","-127","0","1"
"103111","113","-100","105001","nop_idle_normal","1.5","1","105","-135","0","1"
"102211","111","100","105002","nop_idle_sad","1.5","1","105","-135","1","1"
"100711","115","-215","105003","nop_05_miyako_idle_normal","1.5","1","105","-150","0","1"
"100611","112","215","105004","nop_idle_joy1","1.5","1","105","-150","1","1"
"2051","114","-25","105005","nop_skull_idle","1.5","5","105","-135","1","1"
"104731","115","-215","106001","nop_idle_arm_crossed","1.5","1","106","-150","0","1"
"107131","114","215","106002","nop_idle_arm_crossed","1.5","1","106","-150","1","1"
"103731","111","-100","106003","nop_idle_normal","1.5","1","106","-135","0","1"
"100511","110","100","106004","nop_idle_joy1","1.5","1","106","-135","1","1"
"102831","115","-100","107001","nop_idle_normal","1.5","1","107","-150","0","1"
"102111","114","100","107002","nop_idle_normal","1.5","1","107","-150","1","1"
"102511","111","-215","107003","nop_idle_normal","1.5","1","107","-127","0","1"
"102311","110","215","107004","nop_idle_normal","1.5","1","107","-127","1","1"
"101011","115","-100","108001","nop_idle_joy_normal","1.5","1","108","-150","0","1"
"104331","114","100","108002","nop_idle_arm_crossed","1.5","1","108","-150","1","1"
"101711","111","-215","108003","nop_idle_joy1","1.5","1","108","-127","0","1"
"101431","110","215","108004","nop_idle_normal","1.5","1","108","-127","1","1"
"103311","115","-100","109001","nop_idle_joy1","1.5","1","109","-150","0","1"
"105211","111","-215","109002","nop_idle_joy_normal","1.5","1","109","-127","0","1"
"102611","114","100","109003","nop_idle_sad2","1.5","1","109","-150","1","1"
"103811","110","215","109004","nop_idle_normal","1.5","1","109","-127","1","1"
"103231","115","-100","110001","nop_idle_joy1","1.5","1","110","-150","0","1"
"103411","110","215","110002","nop_10_yukari_02","1.5","1","110","-127","1","1"
"11","111","215","110003","nop_10_yukari_02","1.5","5","110","-127","1","1"
"104811","114","100","110004","nop_idle_doya","1.5","1","110","-150","1","1"
"104611","111","-215","110005","nop_idle_joy_normal","1.5","1","110","-127","0","1"
"100911","115","-100","111001","nop_11_anna_idle_arm_crossed","1.5","1","111","-150","0","1"
"101311","114","100","111002","nop_idle_joy_normal","1.5","1","111","-150","1","1"
"102711","111","-215","111003","nop_11_eriko_idle_wish","1.5","1","111","-127","0","1"
"105111","110","215","111004","nop_idle_normal","1.5","1","111","-127","1","1"
"101831","115","100","112001","nop_idle_joy1","1.5","1","112","-143","1","1"
"101611","110","-100","112002","nop_idle_joy_normal","1.5","1","112","-135","0","1"
"105011","114","-215","112003","nop_idle_joy_normal","1.5","1","112","-150","0","1"
"105331","113","100","113001","nop_idle_normal_joy","1.5","1","113","-150","1","1"
"104511","114","-100","113002","nop_13_kuka_idle_memory2","1.5","1","113","-150","0","1"
"103031","110","-215","113003","nop_idle_joy1","1.5","1","113","-127","0","1"
"100811","111","-330","113004","nop_idle_thinking","1.5","1","113","-150","0","1"
"105511","115","240","113005","nop_idle_sad","1.5","1","113","-150","1","1"
"106831","115","100","114001","nop_idle_normal","1.5","1","114","-150","1","1"
"101131","114","-100","114002","nop_idle_normal","1.5","1","114","-150","0","1"
"104931","110","-215","114003","nop_idle_normal","1.5","1","114","-127","0","1"
"102931","115","100","115001","nop_idle_joy1","1.5","1","115","-143","1","1"
"104211","110","-100","115002","nop_idle_wish","1.5","1","115","-135","0","1"
"105411","114","-215","115003","nop_idle_normal","1.5","1","115","-150","0","1"
"106731","115","100","116001","nop_idle_normal","1.5","1","116","-150","1","1"
"106631","114","-100","116002","nop_idle_joy1","1.5","1","116","-150","0","1"
"106531","110","-215","116003","nop_16_kaya_idle_normal2","1.5","1","116","-127","0","1"
"2","116","180","116004","nop_rago_idle","1.5","5","116","-150","1","1"
"111031","115","100","117001","nop_idle_normal","1.5","1","117","-150","1","1"
"110931","114","-100","117002","nop_idle_joy2","1.5","1","117","-150","0","1"
"110831","110","-215","117003","nop_17_chloe_idle_normal2","1.5","1","117","-127","0","1"
"1","115","-100","117004","NoItem_idle","1.5","5","117","-150","0","1"
"114711","115","-100","118001","nop_18_muimi_idle_joy_normal","1.5","1","118","-150","1","1"
"118511","114","100","118002","nop_18_karin_idle_normal","1.5","1","118","-150","0","1"
"115031","111","-215","118003","nop_idle_normal","1.5","1","118","-127","0","1"
"118031","110","215","118004","nop_idle_joy1","1.5","1","118","-127","1","1"
"111831","100","-60","201001","nop_idle_joy1","1.2","1","201","0","0","1"
"120731","101","60","201002","nop_idle_normal_joy","1.2","1","201","0","1","1"
"120831","102","-130","201003","nop_idle_arm_crossed","1.2","1","201","-5","0","1"
"111931","103","130","201004","nop_idle_normal","1.2","1","201","-5","1","1"
"120931","104","-200","201005","nop_idle_thinking","1.2","1","201","-20","0","1"
