36313ff07079d0c1a3430dec1c2d01bd6f7d9f92f3917ab865a403616c7d89ca,bf963bbb01c1f0bc1ab4bb21edced214cf059a9bd2425cfd6cd46485e2e64585,73ad9c808c6750b86f0168d9b485d4f42598f45413fe19835402c5ff85467646,2283df5c1c18cb28687088161779ec360814e48960943cc8eef69cdb04e1201d,2624010e6cce44845ad7658bc758d41b0b4a05c4d81e82446e5fb1a49ecb4f49,49523c5f9a4b0e29994783071f9405a607762a645a49b7db0689fa69b57f6816,2a106156e8dcca7a871c9a888499b5bdc4a802a3a074085fddf30f3e9a9bf9bf,2e23768409b0486ad651a08d63e5ee5e1630516654e842fca775234265a96116,2228076dda5d7a6ce274f6d4901ea31f1790c58bb0056dc917ad38ecb626f894
"0","5000","0","30000","100111","0","20000","50","0"
"0","5000","0","30000","100112","0","20000","50","0"
"0","5000","0","30000","100113","0","20000","50","0"
"0","12500","0","45000","100121","0","30000","125","0"
"0","12500","0","45000","100122","0","30000","125","0"
"0","12500","0","45000","100123","0","30000","125","0"
"0","20000","0","60000","100131","0","40000","200","0"
"0","20000","0","60000","100132","0","40000","200","0"
"0","20000","0","60000","100133","0","40000","200","0"
"0","5000","0","30000","100211","0","20000","50","0"
"0","5000","0","30000","100212","0","20000","50","0"
"0","5000","0","30000","100213","0","20000","50","0"
"0","12500","0","45000","100221","0","30000","125","0"
"0","12500","0","45000","100222","0","30000","125","0"
"0","12500","0","45000","100223","0","30000","125","0"
"0","20000","0","60000","100231","0","40000","200","0"
"0","20000","0","60000","100232","0","40000","200","0"
"0","20000","0","60000","100233","0","40000","200","0"
"0","5000","0","30000","100311","0","20000","50","0"
"0","5000","0","30000","100312","0","20000","50","0"
"0","5000","0","30000","100313","0","20000","50","0"
"0","12500","0","45000","100321","0","30000","125","0"
"0","12500","0","45000","100322","0","30000","125","0"
"0","12500","0","45000","100323","0","30000","125","0"
"0","20000","0","60000","100331","0","40000","200","0"
"0","20000","0","60000","100332","0","40000","200","0"
"0","20000","0","60000","100333","0","40000","200","0"
"0","5000","0","30000","100411","0","20000","50","0"
"0","5000","0","30000","100412","0","20000","50","0"
"0","5000","0","30000","100413","0","20000","50","0"
"0","12500","0","45000","100421","0","30000","125","0"
"0","12500","0","45000","100422","0","30000","125","0"
"0","12500","0","45000","100423","0","30000","125","0"
"0","20000","0","60000","100431","0","40000","200","0"
"0","20000","0","60000","100432","0","40000","200","0"
"0","20000","0","60000","100433","0","40000","200","0"
"0","5000","0","30000","100511","0","20000","50","0"
"0","5000","0","30000","100512","0","20000","50","0"
"0","5000","0","30000","100513","0","20000","50","0"
"0","12500","0","45000","100521","0","30000","125","0"
"0","12500","0","45000","100522","0","30000","125","0"
"0","12500","0","45000","100523","0","30000","125","0"
"0","20000","0","60000","100531","0","40000","200","0"
"0","20000","0","60000","100532","0","40000","200","0"
"0","20000","0","60000","100533","0","40000","200","0"
"0","5000","0","30000","100611","0","20000","50","0"
"0","5000","0","30000","100612","0","20000","50","0"
"0","5000","0","30000","100613","0","20000","50","0"
"0","12500","0","45000","100621","0","30000","125","0"
"0","12500","0","45000","100622","0","30000","125","0"
"0","12500","0","45000","100623","0","30000","125","0"
"0","20000","0","60000","100631","0","40000","200","0"
"0","20000","0","60000","100632","0","40000","200","0"
"0","20000","0","60000","100633","0","40000","200","0"
"0","5000","0","30000","100711","0","20000","50","0"
"0","5000","0","30000","100712","0","20000","50","0"
"0","5000","0","30000","100713","0","20000","50","0"
"0","12500","0","45000","100721","0","30000","125","0"
"0","12500","0","45000","100722","0","30000","125","0"
"0","12500","0","45000","100723","0","30000","125","0"
"0","20000","0","60000","100731","0","40000","200","0"
"0","20000","0","60000","100732","0","40000","200","0"
"0","20000","0","60000","100733","0","40000","200","0"
"0","5000","0","30000","100811","0","20000","50","0"
"0","5000","0","30000","100812","0","20000","50","0"
"0","5000","0","30000","100813","0","20000","50","0"
"0","12500","0","45000","100821","0","30000","125","0"
"0","12500","0","45000","100822","0","30000","125","0"
"0","12500","0","45000","100823","0","30000","125","0"
"0","20000","0","60000","100831","0","40000","200","0"
"0","20000","0","60000","100832","0","40000","200","0"
"0","20000","0","60000","100833","0","40000","200","0"
"0","5000","0","30000","100911","0","20000","50","0"
"0","5000","0","30000","100912","0","20000","50","0"
"0","5000","0","30000","100913","0","20000","50","0"
"0","12500","0","45000","100921","0","30000","125","0"
"0","12500","0","45000","100922","0","30000","125","0"
"0","12500","0","45000","100923","0","30000","125","0"
"0","20000","0","60000","100931","0","40000","200","0"
"0","20000","0","60000","100932","0","40000","200","0"
"0","20000","0","60000","100933","0","40000","200","0"
