90d9d9f22185a3f64c43e2573b2a1227deab3e26605b1f17b99332ec9c457c81,6753debdd01e1670aab15b7324e88501b35a912b57cfde4ce57b006f29608e49,ee291830a3a3500b98e08332a066c51526a42258be1e813f53feb02e4057d8f0,30c82395659aba9a9020f1ff5839e0c512d0c26ab5d9a947b9a1342d24cfd45e,6dbd4a5c5a07570531063f543b86268c639fa3aa97e571d0c120ef75d986f27c,e0b81eff3cb326c559f66e046c6d2eb1e42ca29061401d1672020b4931c86d16,8907cf5e2f68755dfee49df843df7c26900d5e576f2040b6acfee720f3de3979,1f15d261feaebd934a5f3d9586476362c61fc9e8d378e1fe378bed877b57716d,1ab4119c6aa3574ebb48ee879f2c5333d01d28d19b8c0f23634ab3b04f060a65,3c8b0af09c15891a635fbe68ec1909ab31eed95a7d5e74b98546129cb7ded710,243b632c0347c18b3bc46d1325267276f8ca932b423165330b5b364649d2876e,15b3f60591c7b0c2170f80bd92d59554759232d400e6a87a05799844aded9c7d,51d5503394a21964632f2417d4d6140be37d6371508bf358cbe00ccf95d0ff80,0a238c8acb9b2a312736c23595ce804f07b5e39fb1e0e153a4013ff07d06787f,af5c263b72ded8e49acb4adfdfb800bd68df1612fce979e49f80aeca9dd791fe,4e9a71990c659439f573fbedf396f5fc732111bafc0ae417762c90583550752b,dc74a17fa186ec9bcf6123fa4dfc31945b5df275a79bc0e999e472a474f4b838,d56d88ad82aa32b8de26154c671db4b101f710b408bc6680359ff77231c38f38
"8","0","0","0","0","500","0","0","0","0","0","10","0","0","91002","1","0","1"
"8","0","0","0","0","50","0","0","0","0","0","100","0","0","91002","2","0","11"
"8","0","0","0","0","30","0","0","0","0","0","200","0","0","91002","3","0","101"
"8","0","0","0","0","10","0","0","0","0","0","500","0","0","91002","4","0","201"
"8","0","0","0","0","5","0","0","0","0","0","1000","0","0","91002","5","0","501"
"8","0","0","0","0","3","0","0","0","0","0","2000","0","0","91002","6","0","1001"
"8","0","0","0","0","2","0","0","0","0","0","4000","0","0","91002","7","0","2001"
"8","0","0","0","0","1","0","0","0","0","0","7999","0","0","91002","8","0","4001"
"8","0","0","0","0","30","0","0","0","0","0","8000","0","0","91002","9","0","8000"
"8","0","0","0","0","30","0","0","0","0","0","8100","0","0","91002","10","0","8100"
"8","0","0","0","0","30","0","0","0","0","0","8200","0","0","91002","11","0","8200"
"8","0","0","0","0","30","0","0","0","0","0","8300","0","0","91002","12","0","8300"
"8","0","0","0","0","30","0","0","0","0","0","8400","0","0","91002","13","0","8400"
"8","0","0","0","0","30","0","0","0","0","0","8500","0","0","91002","14","0","8500"
"8","0","0","0","0","30","0","0","0","0","0","8600","0","0","91002","15","0","8600"
"8","0","0","0","0","30","0","0","0","0","0","8700","0","0","91002","16","0","8700"
"8","0","0","0","0","30","0","0","0","0","0","8800","0","0","91002","17","0","8800"
"8","0","0","0","0","30","0","0","0","0","0","8900","0","0","91002","18","0","8900"
"8","0","0","0","0","30","0","0","0","0","0","9000","0","0","91002","19","0","9000"
"8","0","0","0","0","30","0","0","0","0","0","9100","0","0","91002","20","0","9100"
"8","0","0","0","0","30","0","0","0","0","0","9200","0","0","91002","21","0","9200"
"8","0","0","0","0","30","0","0","0","0","0","9300","0","0","91002","22","0","9300"
"8","0","0","0","0","30","0","0","0","0","0","9400","0","0","91002","23","0","9400"
"8","0","0","0","0","30","0","0","0","0","0","9500","0","0","91002","24","0","9500"
"8","0","0","0","0","30","0","0","0","0","0","9600","0","0","91002","25","0","9600"
"8","0","0","0","0","30","0","0","0","0","0","9700","0","0","91002","26","0","9700"
"8","0","0","0","0","30","0","0","0","0","0","9800","0","0","91002","27","0","9800"
"8","0","0","0","0","30","0","0","0","0","0","9900","0","0","91002","28","0","9900"
"8","0","0","0","0","30","0","0","0","0","0","10000","0","0","91002","29","0","10000"
"8","0","0","0","0","30","0","0","0","0","0","10100","0","0","91002","30","0","10100"
"8","0","0","0","0","30","0","0","0","0","0","10200","0","0","91002","31","0","10200"
"8","0","0","0","0","30","0","0","0","0","0","10300","0","0","91002","32","0","10300"
"8","0","0","0","0","30","0","0","0","0","0","10400","0","0","91002","33","0","10400"
"8","0","0","0","0","30","0","0","0","0","0","10500","0","0","91002","34","0","10500"
"8","0","0","0","0","30","0","0","0","0","0","10600","0","0","91002","35","0","10600"
"8","0","0","0","0","30","0","0","0","0","0","10700","0","0","91002","36","0","10700"
"8","0","0","0","0","30","0","0","0","0","0","10800","0","0","91002","37","0","10800"
"8","0","0","0","0","30","0","0","0","0","0","10900","0","0","91002","38","0","10900"
"8","0","0","0","0","30","0","0","0","0","0","11000","0","0","91002","39","0","11000"
"8","0","0","0","0","30","0","0","0","0","0","11100","0","0","91002","40","0","11100"
"8","0","0","0","0","30","0","0","0","0","0","11200","0","0","91002","41","0","11200"
"8","0","0","0","0","30","0","0","0","0","0","11300","0","0","91002","42","0","11300"
"8","0","0","0","0","30","0","0","0","0","0","11400","0","0","91002","43","0","11400"
"8","0","0","0","0","30","0","0","0","0","0","11500","0","0","91002","44","0","11500"
"8","0","0","0","0","30","0","0","0","0","0","11600","0","0","91002","45","0","11600"
"8","0","0","0","0","30","0","0","0","0","0","11700","0","0","91002","46","0","11700"
"8","0","0","0","0","30","0","0","0","0","0","11800","0","0","91002","47","0","11800"
"8","0","0","0","0","30","0","0","0","0","0","11900","0","0","91002","48","0","11900"
"8","0","0","0","0","30","0","0","0","0","0","12000","0","0","91002","49","0","12000"
"8","0","0","0","0","30","0","0","0","0","0","12100","0","0","91002","50","0","12100"
"8","0","0","0","0","30","0","0","0","0","0","12200","0","0","91002","51","0","12200"
"8","0","0","0","0","30","0","0","0","0","0","12300","0","0","91002","52","0","12300"
"8","0","0","0","0","30","0","0","0","0","0","12400","0","0","91002","53","0","12400"
"8","0","0","0","0","30","0","0","0","0","0","12500","0","0","91002","54","0","12500"
"8","0","0","0","0","30","0","0","0","0","0","12600","0","0","91002","55","0","12600"
"8","0","0","0","0","30","0","0","0","0","0","12700","0","0","91002","56","0","12700"
"8","0","0","0","0","30","0","0","0","0","0","12800","0","0","91002","57","0","12800"
"8","0","0","0","0","30","0","0","0","0","0","12900","0","0","91002","58","0","12900"
"8","0","0","0","0","30","0","0","0","0","0","13000","0","0","91002","59","0","13000"
"8","0","0","0","0","30","0","0","0","0","0","13100","0","0","91002","60","0","13100"
"8","0","0","0","0","30","0","0","0","0","0","13200","0","0","91002","61","0","13200"
"8","0","0","0","0","30","0","0","0","0","0","13300","0","0","91002","62","0","13300"
"8","0","0","0","0","30","0","0","0","0","0","13400","0","0","91002","63","0","13400"
"8","0","0","0","0","30","0","0","0","0","0","13500","0","0","91002","64","0","13500"
"8","0","0","0","0","30","0","0","0","0","0","13600","0","0","91002","65","0","13600"
"8","0","0","0","0","30","0","0","0","0","0","13700","0","0","91002","66","0","13700"
"8","0","0","0","0","30","0","0","0","0","0","13800","0","0","91002","67","0","13800"
"8","0","0","0","0","30","0","0","0","0","0","13900","0","0","91002","68","0","13900"
"8","0","0","0","0","30","0","0","0","0","0","14000","0","0","91002","69","0","14000"
"8","0","0","0","0","30","0","0","0","0","0","14100","0","0","91002","70","0","14100"
"8","0","0","0","0","30","0","0","0","0","0","14200","0","0","91002","71","0","14200"
"8","0","0","0","0","30","0","0","0","0","0","14300","0","0","91002","72","0","14300"
"8","0","0","0","0","30","0","0","0","0","0","14400","0","0","91002","73","0","14400"
"8","0","0","0","0","30","0","0","0","0","0","14500","0","0","91002","74","0","14500"
"8","0","0","0","0","30","0","0","0","0","0","14600","0","0","91002","75","0","14600"
"8","0","0","0","0","30","0","0","0","0","0","14700","0","0","91002","76","0","14700"
"8","0","0","0","0","30","0","0","0","0","0","14800","0","0","91002","77","0","14800"
"8","0","0","0","0","30","0","0","0","0","0","14900","0","0","91002","78","0","14900"
"8","0","0","0","0","30","0","0","0","0","0","15000","0","0","91002","79","0","15000"
