e6578a0be0eb5ed261106c19db8c9c16b4037674752cb14a83e94f1665bc39ce,d18f73db47f1dde2b295edac219badd503c90168b1bfc82b63016c52cfed30c4,de014882680288c265602608c7e94cbf14d2652ae13ae6cef76db06ec3d94a62,e0223501a26f9a37855b5ee27324b810bde4b4f16997f31baeff2c97dce362b7,629f3cebdb6c2bfe0ccd3d2d0ae0fcaa58b75fe806f083570446a378d07cc0e5,41404783931ff52b434911f2296363a3d36304f133f9ad416765c7dc95ab1fac,fa6fcf94aea68033a0bdbe76eb3a2701f77286c620e658e50bfd2d113262b3a8,2318025373536ac992befac776db2fb40ca3fd30cc406c6939f32d7f80b5b648,2cb26d2534380ed7dfa5761a1221889e94b830fb33a6768032936b6689c24ba2,68741bda16a98d6d20607fe65c1fce4fd7bcff958b2ae350fff4b18e76350a64
"10000","0","2018/01/01 15:00:00","0","1","302","0","0","0","2018/02/28 14:59:59"
"10001","0","2018/02/28 15:00:00","1","1","302","0","0","0","2018/03/15 14:59:59"
"10002","0","2018/03/15 15:00:00","1","1","302","0","0","0","2018/03/31 14:59:59"
"10003","0","2018/03/31 15:00:00","1","1","302","0","0","0","2018/04/16 14:59:59"
"10004","0","2018/04/16 15:00:00","1","1","302","0","0","0","2018/04/30 11:59:59"
"10005","0","2018/04/30 12:00:00","1","1","302","0","0","0","2018/05/15 14:59:59"
"10006","0","2018/05/15 15:00:00","1","1","302","0","0","0","2018/05/31 11:59:59"
"10007","0","2018/05/31 12:00:00","1","1","302","0","0","0","2018/06/15 14:59:59"
"10008","0","2018/06/15 15:00:00","1","1","302","0","0","0","2018/06/30 11:59:59"
"10009","0","2018/06/30 12:00:00","1","1","302","0","0","0","2018/07/17 14:59:59"
"10010","0","2018/07/17 15:00:00","1","1","302","0","0","0","2018/07/31 11:59:59"
"10011","0","2018/07/31 12:00:00","1","1","302","0","0","0","2018/08/21 14:59:59"
"10012","0","2018/08/21 15:00:00","1","1","302","0","0","0","2018/08/31 11:59:59"
"10013","0","2018/08/31 12:00:00","1","1","302","0","0","0","2018/09/18 14:59:59"
"10014","0","2018/09/18 15:00:00","1","1","302","0","0","0","2018/09/30 11:59:59"
"10015","0","2018/09/30 12:00:00","1","1","302","0","0","0","2018/10/18 14:59:59"
"10016","0","2018/10/18 15:00:00","1","1","302","0","0","0","2018/10/31 11:59:59"
"10017","0","2018/11/03 19:00:00","1","1","302","0","0","0","2018/11/19 14:59:59"
"10018","0","2018/11/19 15:00:00","1","1","302","0","0","0","2018/11/30 11:59:59"
"10019","0","2018/11/30 12:00:00","1","1","302","0","0","0","2018/12/19 14:59:59"
"10020","0","2018/12/19 15:00:00","1","1","302","0","0","0","2018/12/31 11:59:59"
"10021","0","2019/01/03 19:00:00","1","1","302","0","0","0","2019/01/18 14:59:59"
"10022","0","2019/01/18 15:00:00","1","1","302","0","0","0","2019/01/31 11:59:59"
"10023","0","2019/01/31 12:00:00","1","1","302","0","0","0","2019/02/15 22:59:59"
"10024","0","2019/02/28 12:00:00","1","1","302","0","0","0","2019/03/19 14:59:59"
"10025","0","2019/03/19 15:00:00","1","1","302","0","0","0","2019/03/26 14:59:59"
"10026","0","2019/03/26 15:00:00","1","1","302","0","0","0","2019/03/31 11:59:59"
"10027","0","2019/03/31 12:00:00","1","1","302","0","0","0","2019/04/19 14:59:59"
"10028","0","2019/04/19 15:00:00","1","1","302","0","0","0","2019/04/30 11:59:59"
"10029","0","2019/05/07 15:00:00","1","1","302","0","0","0","2019/05/14 14:59:59"
"10030","0","2019/05/14 15:00:00","1","1","302","0","0","0","2019/05/17 14:59:59"
"10031","0","2019/05/17 15:00:00","1","1","302","0","0","0","2019/05/31 11:59:59"
"10032","0","2019/05/31 12:00:00","1","1","302","0","0","0","2019/06/15 11:59:59"
"10033","0","2019/06/15 12:00:00","1","1","302","0","0","0","2019/06/18 14:59:59"
"10034","0","2019/06/18 15:00:00","1","1","302","0","0","0","2019/06/30 11:59:59"
"10035","0","2019/06/30 12:00:00","1","1","302","0","0","0","2019/07/13 11:59:59"
"10036","90001","2020/07/27 12:00:00","1","1","302","0","0","0","2020/07/31 11:59:59"
"10037","0","2019/07/18 15:00:00","1","1","302","0","0","0","2019/07/31 11:59:59"
"10038","0","2019/07/31 12:00:00","1","1","302","0","0","0","2019/08/10 11:59:59"
"10039","90002","2020/08/26 12:00:00","1","1","302","0","0","0","2020/08/31 11:59:59"
"10040","0","2019/08/15 15:00:00","1","1","302","0","0","0","2019/08/26 11:59:59"
"10041","0","2019/08/26 12:00:00","1","1","302","0","0","0","2019/08/31 11:59:59"
"10042","0","2019/09/03 21:00:00","1","1","302","0","0","0","2019/09/12 11:59:59"
"10043","90003","2019/09/12 12:00:00","1","1","302","0","0","0","2019/09/16 14:59:59"
"10044","0","2019/09/16 15:00:00","1","1","302","0","0","0","2019/09/29 11:59:59"
"10045","0","2019/09/30 12:00:00","1","1","302","0","0","0","2019/10/11 11:59:59"
"10046","90004","2019/10/11 12:00:00","1","1","302","0","0","0","2019/10/16 14:59:59"
"10047","0","2019/10/16 15:00:00","1","1","302","0","0","0","2019/10/31 11:59:59"
"10048","0","2019/10/31 12:00:00","1","1","302","0","0","0","2019/11/11 11:59:59"
"10049","0","2019/11/11 12:00:00","1","1","302","0","0","0","2019/11/15 14:59:59"
"10050","0","2019/11/15 15:00:00","1","1","302","0","0","0","2019/11/30 11:59:59"
"10051","0","2019/11/30 12:00:00","1","1","302","0","0","0","2019/12/11 11:59:59"
"10052","90005","2019/12/11 12:00:00","1","1","302","0","0","0","2019/12/20 14:59:59"
"10053","0","2019/12/20 15:00:00","1","1","302","0","0","0","2019/12/31 11:59:59"
"10054","0","2020/01/03 19:00:00","1","1","302","0","0","0","2020/01/10 11:59:59"
"10055","90006","2020/01/10 12:00:00","1","1","302","0","0","0","2020/01/16 14:59:59"
"10056","0","2020/01/16 15:00:00","1","1","302","0","0","0","2020/01/31 11:59:59"
"10057","0","2020/01/31 12:00:00","1","1","302","0","0","0","2020/02/10 11:59:59"
"10058","0","2020/02/10 12:00:00","1","1","302","0","0","0","2020/02/15 14:59:59"
"10059","90007","2020/02/25 12:00:00","1","1","302","0","0","0","2020/02/29 11:59:59"
"10060","0","2020/02/29 12:00:00","1","1","302","0","0","0","2020/03/13 14:59:59"
"10061","0","2020/03/13 15:00:00","1","1","302","0","0","0","2020/03/26 11:59:59"
"10062","90008","2020/07/10 12:00:00","1","1","302","0","0","0","2020/07/15 14:59:59"
"10063","0","2020/03/31 12:00:00","1","1","302","0","0","0","2020/04/10 11:59:59"
"10064","90009","2020/04/10 12:00:00","1","1","302","0","0","0","2020/04/15 14:59:59"
"10065","0","2020/04/15 15:00:00","1","1","302","0","0","0","2020/04/24 11:59:59"
"10066","0","2020/04/24 12:00:00","1","1","302","0","0","0","2020/04/30 11:59:59"
"10067","0","2020/04/30 12:00:00","1","1","302","0","0","0","2020/05/10 11:59:59"
"10068","90010","2020/05/10 12:00:00","1","1","302","0","0","0","2020/05/15 14:59:59"
"10069","0","2020/05/15 15:00:00","1","1","302","0","0","0","2020/05/31 11:59:59"
"10070","0","2020/06/03 19:00:00","1","1","302","0","0","0","2020/06/10 11:59:59"
"10071","90011","2020/06/10 12:00:00","1","1","302","0","0","0","2020/06/17 14:59:59"
"10072","0","2020/06/17 15:00:00","1","1","302","0","0","0","2020/06/24 11:59:59"
"10073","0","2020/06/24 12:00:00","1","1","302","0","0","0","2020/06/30 11:59:59"
"10074","0","2020/07/03 19:00:00","1","1","302","0","0","0","2020/07/10 11:59:59"
"10075","0","2020/07/15 15:00:00","1","1","302","0","0","0","2020/07/22 11:59:59"
"10076","90012","2020/07/22 12:00:00","1","1","302","0","0","0","2020/07/27 11:59:59"
"10077","0","2020/07/31 12:00:00","1","1","302","0","0","0","2020/08/10 11:59:59"
"10078","90013","2020/08/10 12:00:00","1","1","302","0","0","0","2020/08/15 14:59:59"
"10079","0","2020/08/15 15:00:00","1","1","302","0","0","0","2020/08/26 11:59:59"
"10080","0","2020/09/03 19:00:00","1","1","302","0","0","0","2020/09/14 11:59:59"
"10081","90014","2020/09/14 12:00:00","1","1","302","0","0","0","2020/09/19 14:59:59"
"10082","0","2020/09/19 15:00:00","1","1","302","0","0","0","2020/09/30 11:59:59"
"10083","0","2020/09/30 12:00:00","1","1","302","0","0","0","2020/10/10 11:59:59"
"10084","90015","2020/10/10 12:00:00","1","1","302","0","0","0","2020/10/15 14:59:59"
"10085","0","2020/10/15 15:00:00","1","1","302","0","0","0","2020/10/26 14:59:59"
"10086","90016","2020/10/26 15:00:00","1","1","302","0","0","0","2020/10/31 11:59:59"
"10087","0","2020/10/31 12:00:00","1","1","302","0","0","0","2020/11/10 11:59:59"
"10088","90017","2020/11/10 12:00:00","1","1","302","0","0","0","2020/11/21 14:59:59"
"10089","0","2020/11/21 15:00:00","1","1","302","0","0","0","2020/11/30 11:59:59"
"10090","0","2020/11/30 12:00:00","1","1","302","0","0","0","2020/12/10 11:59:59"
"10091","90018","2020/12/10 12:00:00","1","1","302","0","0","0","2020/12/21 14:59:59"
"10092","0","2020/12/21 15:00:00","1","1","302","0","0","0","2020/12/31 11:59:59"
"10093","0","2021/01/03 19:00:00","1","1","302","0","0","0","2021/01/12 11:59:59"
"10094","90019","2021/01/12 12:00:00","1","1","302","0","0","0","2021/01/17 11:59:59"
"10095","90020","2021/01/17 12:00:00","1","1","302","0","0","0","2021/01/22 14:59:59"
"10096","0","2021/01/22 15:00:00","1","1","302","0","0","0","2021/01/31 11:59:59"
"10097","0","2021/01/31 12:00:00","1","1","302","0","0","0","2021/02/10 11:59:59"
"10098","90021","2021/02/10 12:00:00","1","1","302","0","0","0","2021/02/15 22:59:59"
"10099","0","2021/02/15 23:00:00","1","1","302","0","0","0","2021/02/23 14:59:59"
"10100","0","2021/02/23 15:00:00","1","1","302","0","30118","0","2021/02/28 11:59:59"
"10101","0","2021/02/23 15:00:00","1","1","302","0","30117","0","2021/02/28 11:59:59"
"10102","0","2021/03/03 19:00:00","1","1","302","0","30120","0","2021/03/12 11:59:59"
"10103","90022","2021/03/08 12:00:00","1","1","302","0","30121","0","2021/03/24 11:59:59"
"10104","0","2021/03/12 12:00:00","1","1","302","0","30122","0","2021/03/22 14:59:59"
"10105","0","2021/03/22 15:00:00","1","1","302","0","30123","0","2021/03/31 11:59:59"
"10106","0","2021/03/31 14:00:00","1","1","302","0","30125","0","2021/04/08 11:59:59"
"10107","90023","2021/04/08 12:00:00","1","1","302","0","0","0","2021/04/15 14:59:59"
"10108","0","2021/04/15 15:00:00","1","1","302","0","0","0","2021/04/22 11:59:59"
"10109","0","2021/04/22 12:00:00","1","1","302","0","0","0","2021/04/28 11:59:59"
"10110","0","2021/04/30 12:00:00","1","1","302","0","0","0","2021/05/11 11:59:59"
"10111","90024","2021/05/11 12:00:00","1","1","302","0","0","0","2021/05/21 14:59:59"
"10112","0","2021/05/21 15:00:00","1","1","302","0","0","0","2021/05/31 11:59:59"
"10113","0","2021/05/31 12:00:00","1","1","302","0","0","0","2021/06/09 11:59:59"
"10114","90025","2021/06/09 12:00:00","1","1","302","0","0","0","2021/06/16 14:59:59"
"10115","0","2021/06/16 15:00:00","1","1","302","0","30137","0","2021/06/24 14:59:59"
"10116","90026","2021/06/16 15:00:00","1","1","302","0","30136","0","2021/06/20 14:59:59"
"10117","90027","2021/06/20 15:00:00","1","1","302","0","30138","0","2021/06/24 14:59:59"
"10118","0","2021/06/24 15:00:00","1","1","302","0","0","0","2021/06/30 11:59:59"
"10119","0","2021/07/03 19:00:00","1","1","302","0","0","0","2021/07/12 11:59:59"
"10120","0","2021/07/08 12:00:00","1","1","302","0","0","0","2021/07/15 14:59:59"
"10121","0","2021/07/15 15:00:00","1","1","302","0","30144","0","2021/07/24 14:59:59"
"10122","90028","2021/07/15 15:00:00","1","1","302","0","30143","0","2021/07/19 14:59:59"
"10123","0","2021/07/19 15:00:00","1","1","302","0","30145","0","2021/07/24 14:59:59"
"10124","90029","2021/07/24 15:00:00","1","1","302","0","30146","0","2021/07/31 11:59:59"
"10125","0","2021/07/31 12:00:00","1","1","302","0","0","0","2021/08/09 11:59:59"
"10126","0","2021/08/09 12:00:00","1","1","302","0","0","0","2021/08/15 14:59:59"
"10127","0","2021/08/15 15:00:00","1","1","302","0","40005","0","2021/08/23 11:59:59"
"10128","0","2021/08/23 12:00:00","1","1","302","0","0","0","2021/08/31 11:59:59"
"10129","0","2021/09/03 19:00:00","1","1","302","0","0","0","2021/09/08 11:59:59"
"10130","90030","2021/09/08 12:00:00","1","1","302","0","0","0","2021/09/13 11:59:59"
"10131","0","2021/09/13 12:00:00","1","1","302","0","0","0","2021/09/18 11:59:59"
"10132","0","2021/09/18 12:00:00","1","1","302","0","0","0","2021/09/24 11:59:59"
"10133","0","2021/09/24 12:00:00","1","1","302","0","30157","0","2021/09/30 11:59:59"
"10134","90031","2021/09/24 12:00:00","1","1","302","0","30156","0","2021/09/30 11:59:59"
"10135","0","2021/09/30 12:00:00","1","1","302","0","0","0","2021/10/08 11:59:59"
"10136","0","2021/10/08 12:00:00","1","1","302","0","0","0","2021/10/15 14:59:59"
"10137","0","2021/10/15 15:00:00","1","1","302","0","0","0","2021/10/22 11:59:59"
"10138","0","2021/10/22 12:00:00","1","1","302","0","0","0","2021/10/31 11:59:59"
"10139","0","2021/11/03 19:00:00","1","1","302","0","0","0","2021/11/11 11:59:59"
"10140","90032","2021/11/11 12:00:00","1","1","302","0","0","0","2021/11/16 11:59:59"
"10141","0","2021/11/16 12:00:00","1","1","302","0","0","0","2021/11/24 11:59:59"
"10142","90033","2021/11/24 12:00:00","1","1","302","0","0","0","2021/11/30 11:59:59"
"10143","0","2021/11/30 12:00:00","1","1","302","0","0","0","2021/12/08 11:59:59"
"10144","0","2021/12/08 12:00:00","1","1","302","0","0","0","2021/12/15 14:59:59"
"10145","0","2021/12/15 15:00:00","1","1","302","0","0","0","2021/12/22 11:59:59"
"10146","0","2021/12/22 12:00:00","1","1","302","0","0","0","2021/12/31 11:59:59"
"10147","0","2022/01/03 19:00:00","1","1","302","0","0","0","2022/01/11 11:59:59"
"10148","90034","2022/01/11 12:00:00","1","1","302","0","0","0","2022/01/15 14:59:59"
"10149","0","2022/01/15 15:00:00","1","1","302","0","0","0","2022/01/24 11:59:59"
"10150","90035","2022/01/24 12:00:00","1","1","302","0","0","0","2022/01/27 11:59:59"
"10151","90036","2022/01/27 12:00:00","1","1","302","0","0","0","2022/01/31 11:59:59"
