7337f5f4333acadc1af15d1cdf54ac2cc49659dd68950cc3320a8dd4ffe8cdc6,bd2970941d5c3d280042b45f34d26bde23cade464ba1787ee6a3254239df8781,5823e30db0f9e398597be0fa5ab57b00c410bfae2a336c29c88f58c32ae68bfd,205f09479cd86648cdf9bee7db4b3cd0331a765a555842059af54ed05ec92d30,b31d5c3a92b07449858902d3cca3a9e43e36ea7d507a5156c2bf78505d0bc9d7,e0678ae53d768e47815d54e915f41c1145132a3f4c0910df73a1f11e243376ba,72e26bc9022d5a95318a3f8a8ca097bf207ea642a2404c7a8c81f3cbd184a6e5
"1","1","0","0","1","1","1"
"2","4","0","0","1","1","2"
"1","5","12","0","1","1","3"
"2","2","0","0","1","1","4"
"1","8","0","0","1","2","5"
"1","1","0","0","2","1","1"
"2","1","0","0","2","1","2"
"1","6","0","0","2","1","3"
"2","1","0","0","2","1","4"
"3","1","0","0","2","1","5"
"1","3","11","0","2","3","6"
"2","1","0","0","2","1","7"
"1","3","0","0","2","1","8"
"1","1","0","0","2","2","9"
"1","1","0","0","3","1","1"
"2","10","0","0","3","1","2"
"1","11","0","0","3","1","3"
"2","5","0","0","3","1","4"
"3","6","0","0","3","1","5"
"3","3","0","0","3","1","6"
"4","3","9","0","3","2","7"
"4","7","0","0","3","1","8"
"4","1","0","0","3","1","9"
"1","9","8","0","3","3","10"
"2","4","0","0","3","1","11"
"1","1","0","0","3","1","12"
"4","3","0","0","3","1","13"
"3","3","11","0","3","2","14"
"1","4","10","0","4","1","1"
"1","12","12","0","4","1","2"
"2","1","10","0","4","1","3"
"1","11","4","0","4","1","4"
"2","1","0","0","4","1","5"
"1","4","13","0","4","1","6"
"2","2","6","0","4","1","7"
"1","8","0","0","4","1","8"
"2","8","10","0","4","1","9"
"1","1","10","0","5","1","1"
"2","11","5","0","5","1","2"
"1","1","7","0","5","1","3"
"2","5","12","0","5","1","4"
"1","1","11","0","5","1","5"
"2","3","4","0","5","1","6"
"2","5","12","0","5","1","7"
"1","2","6","0","5","1","8"
"2","11","4","0","5","1","9"
"1","8","8","0","5","1","10"
"1","4","10","0","5","1","11"
"2","5","10","0","5","1","12"
"1","8","7","0","6","1","1"
"2","4","10","0","6","1","2"
"1","1","11","0","6","1","3"
"2","8","8","0","6","1","4"
"1","11","6","0","6","1","5"
"1","2","7","0","6","2","6"
"1","5","4","0","6","1","7"
"2","4","10","0","6","1","8"
"1","10","13","0","6","2","9"
"1","8","7","0","7","1","1"
"2","12","10","0","7","1","2"
"2","4","12","0","7","1","3"
"1","11","7","0","7","1","4"
"1","1","10","0","7","1","5"
"2","5","12","0","7","1","6"
"2","5","11","0","7","1","7"
"2","8","10","0","7","1","8"
"1","2","8","0","7","1","9"
"1","8","7","0","7","1","10"
"2","4","9","0","7","1","11"
"1","1","10","0","8","2","1"
"2","12","10","0","8","1","2"
"1","12","5","0","8","1","3"
"1","5","12","0","8","1","4"
"2","1","10","0","8","1","5"
"1","5","12","0","8","1","6"
"1","5","12","0","8","1","7"
"2","1","10","0","8","1","8"
"2","8","9","0","8","1","9"
"1","4","9","0","8","2","10"
"1","4","8","0","9","1","1"
"1","5","10","0","9","1","2"
"2","4","7","0","9","1","3"
"2","6","8","0","9","1","4"
"1","1","10","0","9","1","5"
"1","11","11","0","9","1","6"
"1","1","6","0","9","1","7"
"2","5","8","0","9","1","8"
"2","8","7","0","9","1","9"
"1","4","6","0","9","1","10"
"2","11","10","0","10","1","1"
"1","1","7","0","10","1","2"
"1","8","8","0","10","2","3"
"2","5","9","0","10","1","4"
"1","10","8","0","10","1","5"
"1","1","7","0","10","2","6"
"1","2","6","0","10","2","7"
"1","11","10","0","10","1","8"
"2","8","10","0","10","1","9"
"1","9","8","0","11","1","1"
"2","5","0","0","11","1","2"
"2","6","12","0","11","1","3"
"1","1","5","0","11","1","4"
"2","5","10","0","11","1","5"
"2","6","12","0","11","1","6"
"1","1","4","0","11","1","7"
"1","11","0","0","11","1","8"
"1","6","0","0","11","1","9"
"2","1","10","0","11","1","10"
"1","6","11","0","11","1","11"
"2","1","12","0","11","1","12"
"2","5","6","0","11","1","13"
"1","10","7","0","11","1","14"
"2","4","7","0","11","1","15"
"2","11","4","0","12","1","1"
"1","1","5","0","12","1","2"
"2","6","10","0","12","1","3"
"2","5","10","0","12","1","4"
"1","11","0","0","12","1","5"
"2","6","0","0","12","1","6"
"2","12","17","0","12","1","7"
"1","5","1","0","12","1","8"
"1","1","2","0","12","1","9"
"2","6","10","0","12","1","10"
"2","4","10","0","12","1","11"
"1","1","0","0","12","1","12"
"1","5","13","0","12","1","13"
"2","11","8","0","12","1","14"
"1","8","10","0","12","1","15"
"1","11","10","0","13","1","1"
"3","11","8","0","13","1","2"
"2","6","0","0","13","1","3"
"1","11","10","0","13","1","4"
"2","11","7","0","13","1","5"
"3","2","6","0","13","1","6"
"3","1","0","1500","13","1","7"
"1","11","5","0","13","3","8"
"3","5","10","0","13","1","9"
"2","1","4","0","13","1","10"
"1","1","4","0","13","1","11"
"3","6","6","0","13","1","12"
"1","4","6","0","13","1","13"
"1","9","10","0","13","3","14"
"3","8","10","0","13","1","15"
"1","4","6","0","13","1","16"
"3","1","0","0","13","1","17"
"2","8","8","0","13","1","18"
"1","11","0","0","14","1","1"
"1","2","13","0","14","2","2"
"3","11","10","0","14","1","3"
"1","1","10","0","14","1","4"
"1","4","10","0","14","2","5"
"2","11","0","0","14","1","6"
"2","1","0","0","14","1","7"
"1","1","10","0","14","1","8"
"3","12","12","0","14","1","9"
"3","12","12","0","14","1","10"
"3","5","0","0","14","1","11"
"1","5","12","0","14","1","12"
"1","10","6","0","14","2","13"
"1","11","10","0","14","1","14"
"1","10","6","0","14","3","15"
"1","11","10","0","14","1","16"
"1","2","6","0","14","3","17"
"1","10","6","0","14","2","18"
"1","11","4","0","14","1","19"
"2","8","10","0","14","1","20"
"1","8","4","0","14","3","21"
"2","12","10","0","15","1","1"
"1","12","12","0","15","1","2"
"3","11","12","0","15","1","3"
"1","11","6","0","15","1","4"
"2","12","12","0","15","1","5"
"2","5","0","0","15","1","6"
"1","11","12","0","15","1","7"
"1","1","0","0","15","1","8"
"1","5","0","0","15","1","9"
"1","12","12","0","15","2","10"
"3","11","0","0","15","1","11"
"3","12","11","0","15","1","12"
"2","1","9","0","15","1","13"
"1","1","12","0","15","1","14"
"1","12","0","0","15","1","15"
"1","12","9","0","15","1","16"
"2","11","4","0","15","1","17"
"1","11","4","0","15","3","18"
"2","5","12","0","15","1","19"
"2","12","0","0","15","1","20"
"2","12","7","0","15","1","21"
"1","12","12","0","15","3","22"
"1","1","7","0","15","3","23"
"3","4","0","0","15","1","24"
"1","4","10","0","15","3","25"
"2","8","0","0","15","1","26"
"1","11","0","0","15","1","27"
"2","11","0","0","15","1","28"
"1","6","0","0","16","1","1"
"2","11","10","0","16","1","2"
"3","12","0","0","16","1","3"
"2","4","0","0","16","1","4"
"1","6","12","0","16","1","5"
"1","6","0","0","16","1","6"
"2","4","4","0","16","1","7"
"3","5","4","0","16","1","8"
"3","1","0","0","16","1","9"
"1","12","17","0","16","1","10"
"2","11","0","0","16","1","11"
"3","1","10","0","16","1","12"
"2","11","11","0","16","1","13"
"3","11","0","0","16","1","14"
"1","12","12","0","16","1","15"
"1","11","10","0","16","1","16"
"1","11","10","0","16","1","17"
"1","6","6","0","16","1","18"
"2","11","6","0","16","1","19"
"3","1","8","0","16","1","20"
"3","5","8","0","16","1","21"
"1","4","9","0","16","1","22"
"1","11","10","0","16","1","23"
"1","11","4","0","17","1","1"
"1","4","10","0","17","3","2"
"1","11","4","0","17","1","3"
"1","1","0","0","17","1","4"
"1","1","10","0","17","2","5"
"2","11","4","0","17","1","6"
"1","1","10","0","17","2","7"
"2","11","4","0","17","1","8"
"3","1","0","0","17","1","9"
"1","8","10","0","17","2","10"
"1","12","12","0","17","1","11"
"3","11","4","0","17","1","12"
"1","1","4","0","17","3","13"
"1","11","10","0","17","1","14"
"1","1","0","0","17","2","15"
"1","11","4","0","17","2","16"
"1","8","7","0","17","2","17"
"1","11","0","0","17","1","18"
"1","2","6","0","17","3","19"
"1","10","10","0","17","1","20"
"2","11","10","0","17","1","21"
"3","8","7","0","17","1","22"
"1","11","4","0","18","1","1"
"1","5","13","0","18","2","2"
"1","4","10","0","18","1","3"
"2","4","10","0","18","1","4"
"3","11","10","0","18","1","5"
"1","5","7","0","18","3","6"
"1","11","10","0","18","1","7"
"3","4","10","0","18","1","8"
"2","11","10","0","18","1","9"
"1","5","6","0","18","3","10"
"1","11","10","0","18","1","11"
"2","11","10","0","18","1","12"
"3","4","10","0","18","1","13"
"1","5","8","0","18","2","14"
"1","6","6","0","18","2","15"
"3","10","0","0","18","1","16"
"2","10","0","0","18","1","17"
"1","10","0","0","18","1","18"
"1","10","7","0","18","2","19"
"1","8","10","0","18","1","20"
"1","11","10","0","18","1","21"
"1","2","9","0","18","2","22"
"1","13","0","0","19","2","1"
"1","4","8","0","19","2","2"
"1","8","0","0","19","2","3"
"1","14","10","0","20","2","1"
"1","8","0","0","20","2","2"
"1","15","13","0","21","2","1"
"1","15","0","0","22","2","1"
"1","13","0","0","22","2","2"
"1","42","0","0","23","2","1"
"1","72","0","0","23","2","2"
"1","43","0","0","24","2","1"
"1","44","0","0","25","2","1"
"1","45","0","0","26","2","1"
"1","46","0","0","27","2","1"
"1","47","0","0","28","2","1"
"1","14","0","0","29","2","1"
"1","15","0","0","30","1","1"
"2","8","0","0","30","1","2"
"1","10","13","0","30","1","3"
"2","10","13","0","30","1","4"
"2","12","9","0","30","1","5"
"1","72","6","0","30","1","6"
"1","2","8","0","30","2","7"
"1","13","0","0","30","2","8"
"1","4","8","0","31","1","1"
"2","1","0","0","31","1","2"
"1","10","6","0","31","1","3"
"2","4","0","0","31","1","4"
"1","9","7","0","31","1","5"
"2","1","0","0","31","1","6"
"1","10","6","0","32","1","1"
"2","10","13","0","32","1","2"
"3","1","0","0","32","1","3"
"2","2","11","0","32","1","4"
"1","2","8","0","32","1","5"
"3","1","0","0","32","1","6"
"3","72","7","0","32","1","7"
"3","6","0","0","33","1","1"
"1","10","13","0","33","3","2"
"3","3","3","0","33","1","3"
"1","72","0","0","33","3","4"
"3","12","2","0","33","1","5"
"1","4","6","0","34","2","1"
"1","5","7","0","34","1","2"
"2","1","0","0","34","1","3"
"2","12","8","0","34","1","4"
"1","1","0","0","34","1","5"
"1","15","0","0","34","2","6"
"1","8","0","0","35","2","1"
"1","72","10","0","35","2","2"
"1","13","0","0","35","2","3"
"1","4","0","0","36","2","1"
"1","6","6","0","36","1","2"
"1","1","0","0","36","1","3"
"2","72","10","0","36","1","4"
"2","9","0","0","36","1","5"
"2","2","7","0","36","2","6"
"1","8","7","0","37","2","1"
"1","4","0","0","37","1","2"
"2","5","0","0","37","1","3"
"1","13","6","0","37","2","4"
"1","13","10","0","38","2","1"
"1","5","8","0","38","1","2"
"2","6","7","0","38","1","3"
"1","1","0","0","38","1","4"
"2","9","7","0","38","1","5"
"2","15","13","0","38","1","6"
"1","8","0","0","38","2","7"
"1","4","6","0","39","2","1"
"1","6","13","0","39","1","2"
"2","72","10","0","39","1","3"
"1","13","6","0","39","2","4"
