c4cc86452f9a3c3bcab32464b69e25cfef70ec47d9738dd3248b5eea8e46f6d8,79ac8bd191f630b1ece1e597719aa42d6c52184870de3fd80fcb07e337002d90,fc76b5b3835a79a4d0c3e477e7106acdca58db5d6abdf2314d98ed9a858d037f,d8364e4988a3dc630cd1db1767d1bfb1f10ced3a40839accb6d25bfb87de9735,d5907213e9c9d13e324f6110b6f009fb3479a546d4e3caf70724f01716e341b5,c583c7d43f3c009d1a12675817af9be6f487f99d4a30a06b75a5006bc23d1af7,1a68bf975b58e91b20eb1711c40062e23d842309f0b512bdf3ca6a2e456addb8,a61023c27631803c1a1de874026c67b5efc65059b37016a180a49732743ca385,659d3dd4e7b2ff7a3e5b6bd048dbd40d4b265515cc8bee473b2dadedd7e0f930,0ebf20ca7706488d6312978d1844f290a55f5f82f4028c8ea156b2048410eba2,c5ccf26943245502bbcb075abd31ef0bf95fa5758e0354e2e22382bb535ce680,bc689d29e32379b968fc008e65963a4fc47ae18ab0ed99f043816242ccb698ce,e70a23d7f31ab7090835f531908a6442c37c45ca965a021ef922c97e9f04157a,b9b4d9b880df49bb0de90ca569458624d6fb4b32c4e817445808a2918b0a0407,ab36f933af200c9d01126512bcd7325119955d62e06f0e30797c8453b398feb9,50f6843dcbb03c7e2acbae42e44a7589d36d41a5baff9ec699b24540496cc10e,1cea87e19ffefcd561557dd910f03ae770584ab0eaa4264321100daf7b2fd6eb,de8c335d9cb148660c311fbfb9655ca5128c1a9c250c544de17290d502d4741f,73d72b667472a959a7c1be5f16dd54f18c5224b6e71614b2a6bff7c24fcc7412
"0","20004","1","0","2","1","2","50","12","2000000","23001","0","94002","0","50","1002200","0","80","0"
"0","20004","51","0","2","2","2","40","12","1600000","23001","0","94002","0","100","1002200","0","80","0"
"0","20004","101","0","2","3","2","40","12","1400000","23001","0","94002","0","200","1002200","0","60","0"
"0","20004","201","0","2","4","2","35","12","1200000","23001","0","94002","0","500","1002200","0","60","0"
"0","20004","501","0","2","5","2","35","12","1000000","23001","0","94002","0","1000","1002200","0","40","0"
"0","20004","1001","0","2","6","2","30","12","800000","23001","0","94002","0","1500","1002200","0","40","0"
"0","20004","1501","0","2","7","2","25","12","600000","23001","0","94002","0","2000","1002200","0","40","0"
"0","20003","2001","0","2","8","2","25","12","600000","23001","0","94002","0","3000","1002200","0","80","0"
"0","20003","3001","0","2","9","2","20","12","400000","23001","0","94002","0","5000","1002200","0","60","0"
"0","20003","5001","0","2","10","2","15","12","300000","23001","0","94002","0","10000","1002200","0","40","0"
"0","20003","10001","0","2","11","2","10","12","200000","23001","0","94002","0","100000","1002200","0","20","0"
"0","20003","100001","0","2","12","2","5","12","100000","23001","0","94002","0","200000","1002200","0","12","0"
"0","20003","200001","0","2","13","2","5","12","80000","23001","0","94002","0","300000","1002200","0","8","0"
"0","20003","300001","0","2","14","2","5","12","60000","23001","0","94002","0","400000","1002200","0","5","0"
"0","20003","400001","0","2","15","2","5","12","50000","23001","0","94002","0","-1","1002200","0","3","0"
