3d200aefd87b6b70b0fa1ae55dd3e368ef16fa8f2e92d9f8a047d53d918fec29,c40f3851f755e5041a74d75b1c861f1e0e3a7700ca5f4f6291de93467c9d99f3,243888616cc1e98bdf813c98b14e8e3870551f8da61c0e880d187b78b73e4c9a,36e639f24866b6032ee2981bd78963cce1439f4e937cfc10cb8b3d30ceee25e6,26696dee56a0e2ad28f68703e50a98283ef45f29b5d6e1eb0d1fc836a9ff79fe,3ed845b6d1b28234f7c702943b2ac9cd89403667cff5e42e97c2d0bcbd5b92e0,89611fec64b12e298ad8e3f528c22a2063b35a8bef7663291475e2e91a539611,22f45f213f74423ab41a644132e58fdad7fd1276b2abdba746e0d835575bc45d
"0","1","3","0","106101","2019/02/28 11:59:59","2019/02/15 23:00:00","27"
"0","2","3","0","101401","2019/03/19 14:59:59","2019/02/28 12:00:00","28"
"0","3","1","0","105501","2019/03/26 14:59:59","2019/03/19 15:00:00","29"
"0","4","3","0","106301","2019/03/26 14:59:59","2019/03/19 15:00:00","29"
"0","5","2","0","101501","2019/03/26 14:59:59","2019/03/19 15:00:00","29"
"0","6","3","0","103601","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","7","3","0","104901","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","8","3","0","104401","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","9","2","0","100701","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","10","2","0","104601","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","11","2","0","102701","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","12","1","0","100301","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","13","1","0","103401","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","14","1","0","100101","2019/03/31 11:59:59","2019/03/26 15:00:00","30"
"0","15","3","0","109201","2019/04/19 14:59:59","2019/03/31 12:00:00","31"
"0","16","3","0","109401","2019/04/30 11:59:59","2019/04/19 15:00:00","32"
"0","17","3","0","109501","2019/05/07 14:59:59","2019/04/30 12:00:00","33"
"0","18","3","0","107101","2019/05/07 14:59:59","2019/04/30 12:00:00","33"
"0","19","3","0","109501","2019/05/14 14:59:59","2019/05/07 15:00:00","34"
"0","20","3","0","103601","2019/05/17 14:59:59","2019/05/14 15:00:00","35"
"0","21","2","0","102001","2019/05/17 14:59:59","2019/05/14 15:00:00","35"
"0","22","1","0","100401","2019/05/17 14:59:59","2019/05/14 15:00:00","35"
"0","23","3","0","109601","2019/05/31 11:59:59","2019/05/17 15:00:00","36"
