d85f22bd78494a7a749aa19bcaa1d91281d618579dca132bceaa8d363d4ec45f,c681c1811d7e9a861ed5de307dfbc1a69d462b5ed2386d51aec67871796b3528,a86a089d20cd7873a17e9d6a58fe7904246fa9f80431089893e4d949daac8258,d62bb9efcec55195f5d44553742d4fe78d7c8d8bf30a27e191d131c50777add0,46443d55c83e6647b6ebf48fbaff7060a17859fa54acffaf625ac9e36c59663c,1532d25db5e5c25c24cdaa2b28f08e3f488e80cf17b6f383eb1e5f3d1b87c717
"100111","10011","0","0","0","0"
"100121","10012","100122","0","0","0"
"100131","10013","0","0","0","0"
"100211","10021","0","0","0","0"
"100221","10022","100222","0","0","0"
"100231","10023","0","0","0","0"
"100311","10031","100312","0","0","0"
"100321","10032","100322","0","0","0"
"100331","10033","0","0","0","0"
"100411","10041","0","0","0","0"
"100421","10042","100422","0","0","0"
"100431","10043","100432","0","0","0"
"100511","10051","0","0","0","0"
"100521","10052","100522","100523","0","0"
"100531","10053","0","0","0","0"
"110011","11001","0","0","0","0"
"110021","11002","0","0","0","0"
"110031","11003","0","0","0","0"
"110041","11004","0","0","0","0"
"110051","11005","0","0","0","0"
"120011","12001","0","0","0","0"
"120021","12002","0","0","0","0"
"120031","12003","0","0","0","0"
"120041","12004","0","0","0","0"
"120051","12005","0","0","0","0"
"130011","13001","0","0","0","0"
"130021","13002","130022","0","0","0"
"130031","13003","0","0","0","0"
"130041","13004","130042","0","0","0"
"130051","13005","0","0","0","0"
"140011","14001","0","0","0","0"
"140021","14002","0","0","0","0"
"140031","14003","0","0","0","0"
"140041","14004","140042","0","0","0"
"140051","14005","140052","0","0","0"
"150011","15001","0","0","0","0"
"150021","15002","0","0","0","0"
"150031","15003","0","0","0","0"
"150041","15004","0","0","0","0"
"150051","15005","0","0","0","0"
"210011","21001","0","0","0","0"
"210021","21002","0","0","0","0"
"210031","21003","0","0","0","0"
"210041","21004","0","0","0","0"
"210051","21005","0","0","0","0"
"220011","22001","0","0","0","0"
"220021","22002","0","0","0","0"
"220031","22003","0","0","0","0"
"220041","22004","0","0","0","0"
"220051","22005","0","0","0","0"
"230011","23001","0","0","0","0"
"230021","23002","230022","0","0","0"
"230031","23003","0","0","0","0"
"230041","23004","230042","0","0","0"
"230051","23005","0","0","0","0"
"240011","24001","0","0","0","0"
"240021","24002","0","0","0","0"
"240031","24003","0","0","0","0"
"240041","24004","240042","0","0","0"
"240051","24005","240052","0","0","0"
"250011","25001","0","0","0","0"
"250021","25002","0","0","0","0"
"250031","25003","0","0","0","0"
"250041","25004","0","0","0","0"
"250051","25005","0","0","0","0"
"300011","30001","0","0","0","0"
"310011","31001","0","0","0","0"
"310021","31002","0","0","0","0"
"310031","31003","0","0","0","0"
"310041","31004","0","0","0","0"
"310051","31005","0","0","0","0"
"320011","32001","0","0","0","0"
"320021","32002","0","0","0","0"
"320031","32003","0","0","0","0"
"320041","32004","0","0","0","0"
"320051","32005","0","0","0","0"
"330011","33001","0","0","0","0"
"330021","33002","330022","0","0","0"
"330031","33003","0","0","0","0"
"330041","33004","330042","0","0","0"
"330051","33005","0","0","0","0"
"340011","34001","0","0","0","0"
"340021","34002","0","0","0","0"
"340031","34003","0","0","0","0"
"340041","34004","340042","0","0","0"
"340051","34005","340052","0","0","0"
"350011","35001","0","0","0","0"
"350021","35002","0","0","0","0"
"350031","35003","0","0","0","0"
"350041","35004","0","0","0","0"
"350051","35005","0","0","0","0"
