4c43e1ac29b6d4db4231224c48b8958ac052db2256d08360c4f9e9c632dfef15,637e2714d068f8e6438de0e7571933fe157415cf915945897afc1146d409950f,1b4735083686aa9a8c4e4d4d53e4195217e7e8ae64ad481f0d012079b7b9b722,d9435c12a807b7a7b1cb3d1dc495a48b295da9c012cd7fb0b94ac180adfcccee,0772c4150e65caa197eaf1c5c4b3a4b1db4b72cf670d99dce575aa5c6eaa0b6d,e5af43f950e1cd269da2fc162f772a2a0b19ad3111c5a4a3f9c9a1346841fd37,6220490fddab5ff517ef0e15aaedb74868395efee13caf1a3fe9d28677c02aab,8bd97fb460e7021c41ded9535822f9f31fb027738d0f5bac6a0329a7344f61d9,660126888ef91578b2a0a73c050e16d71eb857edf6aaab9616b31af42b8d97e0,eec7aedd758f22f780fe6397bf36fc04bd3ee8b4fe9d0bed956845985ea84df7,84fcb07a527e4a6fb2f497f6ba85d379503bfe0eeeda930ed564e2286801e3f5
"","111","23","","se_travel","","","","101110001","0","se_travel_start_1pt"
"","111","31","","10010","1","1","0","101110002","0","10010"
"","111","31","","10011","1","1","0","101110003","0","10011"
"","111","31","","10020","0","1","0","101110004","0","10020"
"<weapon>_idle","111","1","0","2","0.68","-150","-150","101110005","62","1001001"
"<weapon>_idle","111","1","0","2","0.68","-75","-250","101110006","61","1001002"
"<weapon>_idle","111","1","0","2","0.68","-180","-350","101110007","63","1001003"
"<weapon>_idle","111","1","0","2","0.68","-75","-450","101110008","61","1001004"
"<weapon>_idle","111","1","0","2","0.68","-150","-550","101110009","62","1001005"
"","111","31","0","10012","1","0.68","-150","101110010","-150","1001001"
"","111","31","0","10012","1","0.68","-75","101110011","-250","1001002"
"","111","31","0","10012","1","0.68","-180","101110012","-350","1001003"
"","111","31","0","10012","1","0.68","-75","101110013","-450","1001004"
"","111","31","0","10012","1","0.68","-150","101110014","-550","1001005"
"","111","31","","10030","0","1","0","101110015","0","10030"
"","111","31","","10031","0","1","0","101110016","0","10031"
"","111","91","","","","","","101110017","","0"
"","111","32","","10030","","","","101110018","","1"
"","111","91","","0","","","","101110019","","0"
"","111","3","","1001001","0","0","","101110020","1","<weapon>_run"
"","111","3","","1001002","0","0","","101110021","1","<weapon>_run"
"","111","3","","1001003","0","0","","101110022","1","<weapon>_run"
"","111","3","","1001004","0","0","","101110023","1","<weapon>_run"
"","111","3","","1001005","0","0","","101110024","1","<weapon>_run"
"","111","2","","1001001","","0","3","101110025","-150","800"
"","111","2","","1001002","","0","3","101110026","-75","700"
"","111","2","","1001003","","0","3","101110027","-180","600"
"","111","2","","1001004","","0","3","101110028","-75","500"
"","111","2","","1001005","","0","3","101110029","-150","400"
"","111","33","","1001001","","0","3","101110030","-150","800"
"","111","33","","1001002","","0","3","101110031","-75","700"
"","111","33","","1001003","","0","3","101110032","-180","600"
"","111","33","","1001004","","0","3","101110033","-75","500"
"","111","33","","1001005","","0","3","101110034","-150","400"
"","111","32","","10020","","","","101110035","","1"
"","111","93","","2.5","","","","101110036","","0"
"","111","32","","10031","","","","101110037","","1"
"","111","93","","0.4","","","","101110038","","0"
"","111","91","","0","","","","101110039","","0"
"","211","23","","se_travel","","","","102110001","0","se_travel_start_2pt"
"","211","31","","10010","1","1","0","102110002","0","10010"
"","211","31","","10011","1","1","0","102110003","0","10011"
"","211","31","","10020","0","1","0","102110004","0","10020"
"<weapon>_idle","211","1","0","2","0.68","-90","-100","102110005","62","1001001"
"<weapon>_idle","211","1","0","2","0.68","-15","-170","102110006","61","1001002"
"<weapon>_idle","211","1","0","2","0.68","-105","-240","102110007","63","1001003"
"<weapon>_idle","211","1","0","2","0.68","-15","-310","102110008","61","1001004"
"<weapon>_idle","211","1","0","2","0.68","-90","-380","102110009","62","1001005"
"","211","31","0","10012","1","0.68","-90","102110010","-100","1001001"
"","211","31","0","10012","1","0.68","-15","102110011","-170","1001002"
"","211","31","0","10012","1","0.68","-105","102110012","-240","1001003"
"","211","31","0","10012","1","0.68","-15","102110013","-310","1001004"
"","211","31","0","10012","1","0.68","-90","102110014","-380","1001005"
"<weapon>_idle","211","1","0","2","0.68","-240","-500","102110015","52","1002001"
"<weapon>_idle","211","1","0","2","0.68","-165","-570","102110016","51","1002002"
"<weapon>_idle","211","1","0","2","0.68","-255","-640","102110017","53","1002003"
"<weapon>_idle","211","1","0","2","0.68","-165","-710","102110018","51","1002004"
"<weapon>_idle","211","1","0","2","0.68","-240","-780","102110019","52","1002005"
"","211","31","0","10012","1","0.68","-240","102110020","-500","1002001"
"","211","31","0","10012","1","0.68","-165","102110021","-570","1002002"
"","211","31","0","10012","1","0.68","-255","102110022","-640","1002003"
"","211","31","0","10012","1","0.68","-165","102110023","-710","1002004"
"","211","31","0","10012","1","0.68","-240","102110024","-780","1002005"
"","211","31","","10030","0","1","0","102110025","0","10030"
"","211","31","","10031","0","1","0","102110026","0","10031"
"","211","91","","","","","","102110027","","0"
"","211","32","","10030","","","","102110028","","1"
"","211","91","","0","","","","102110029","","0"
"","211","3","","1001001","0","0","","102110030","1","<weapon>_run"
"","211","3","","1001002","0","0","","102110031","1","<weapon>_run"
"","211","3","","1001003","0","0","","102110032","1","<weapon>_run"
"","211","3","","1001004","0","0","","102110033","1","<weapon>_run"
