6c7956fb2017d3cafad2b38fd3cb36fcd8ff46f5fe92dc08a9c2aca8eb5a526c,6b6252779b65eba70973f91c687339373a1844021279650e35e17db5db3f6bf0,677ebeaa40904a0c8b7be244e62cea8208b78217a3756f83f527689d1b98e566,5dc9d4bbf0de24943e99f416e05dd9fa7db21d3f8be28776c7183eca62c96c5b,e9cfec2969260f7f21466b33d764b92f1acc5f652e8c18d79accfb341c44e105,f430ed5c2648afae502407291b5459358544881c69c377f6b6f1d5de4e4a3506
"10","1","500","1","2","10"
"20","1","500","1","3","10"
"30","1","500","1","4","10"
"40","1","500","1","5","10"
"50","1","500","1","6","10"
"60","1","500","1","7","10"
"70","1","500","1","8","10"
"80","1","500","1","9","10"
"90","1","500","1","10","10"
"105","1","500","1","11","15"
"120","1","500","1","12","15"
"135","1","500","1","13","15"
"150","1","500","1","14","15"
"165","1","500","1","15","15"
"180","1","500","1","16","15"
"195","1","500","1","17","15"
"210","1","500","1","18","15"
"225","1","500","1","19","15"
"240","1","500","1","20","15"
"265","1","500","1","21","25"
"290","1","500","1","22","25"
"315","1","500","1","23","25"
"340","1","500","1","24","25"
"365","1","500","1","25","25"
"390","1","500","1","26","25"
"415","1","500","1","27","25"
"440","1","500","1","28","25"
"465","1","500","1","29","25"
"490","1","500","1","30","25"
"530","2","500","1","31","40"
"570","2","500","1","32","40"
"610","2","500","1","33","40"
"650","2","500","1","34","40"
"690","2","500","1","35","40"
"730","2","500","1","36","40"
"770","2","500","1","37","40"
"810","2","500","1","38","40"
"850","2","500","1","39","40"
"890","2","500","1","40","40"
"940","2","500","1","41","50"
"990","2","500","1","42","50"
"1040","2","500","1","43","50"
"1090","2","500","1","44","50"
"1140","2","500","1","45","50"
"1190","2","500","1","46","50"
"1240","2","500","1","47","50"
"1290","2","500","1","48","50"
"1340","2","500","1","49","50"
"1390","2","500","1","50","50"
"1450","3","500","1","51","60"
"1510","3","500","1","52","60"
"1570","3","500","1","53","60"
"1630","3","500","1","54","60"
"1690","3","500","1","55","60"
"1750","3","500","1","56","60"
"1810","3","500","1","57","60"
"1870","3","500","1","58","60"
"1930","3","500","1","59","60"
"1990","3","500","1","60","60"
"2065","3","600","1","61","75"
"2140","3","600","1","62","75"
"2215","3","600","1","63","75"
"2290","3","600","1","64","75"
"2365","3","600","1","65","75"
"2440","3","600","1","66","75"
"2515","3","600","1","67","75"
"2590","3","600","1","68","75"
"2665","3","600","1","69","75"
"2740","3","600","1","70","75"
"2840","4","600","1","71","100"
"2940","4","600","1","72","100"
"3040","4","600","1","73","100"
"3140","4","600","1","74","100"
"3240","4","600","1","75","100"
"3340","4","600","1","76","100"
"3440","4","600","1","77","100"
"3540","4","600","1","78","100"
"3640","4","600","1","79","100"
"3740","4","600","1","80","100"
"3865","4","600","1","81","125"
"3990","4","600","1","82","125"
"4115","4","600","1","83","125"
"4240","4","600","1","84","125"
"4365","4","600","1","85","125"
"4490","4","600","1","86","125"
"4615","4","600","1","87","125"
"4740","4","600","1","88","125"
"4865","4","600","1","89","125"
"4990","4","600","1","90","125"
"5140","5","600","1","91","150"
"5290","5","600","1","92","150"
"5440","5","600","1","93","150"
"5590","5","600","1","94","150"
"5740","5","600","1","95","150"
"5890","5","600","1","96","150"
"6040","5","600","1","97","150"
"6190","5","600","1","98","150"
"6340","5","600","1","99","150"
"6490","5","600","1","100","150"
"6665","5","600","1","101","175"
"6840","5","600","1","102","175"
"7015","5","600","1","103","175"
"7190","5","600","1","104","175"
"7365","5","600","1","105","175"
"7540","5","600","1","106","175"
"7715","5","600","1","107","175"
"7890","5","600","1","108","175"
"8065","5","600","1","109","175"
"8240","5","600","1","110","175"
"8440","6","600","1","111","200"
"8640","6","600","1","112","200"
"8840","6","600","1","113","200"
"9040","6","600","1","114","200"
"9240","6","600","1","115","200"
"9440","6","600","1","116","200"
"9640","6","600","1","117","200"
"9840","6","600","1","118","200"
"10040","6","600","1","119","200"
"10240","6","600","1","120","200"
"10465","6","600","1","121","225"
"10690","6","600","1","122","225"
"10915","6","600","1","123","225"
"11140","6","600","1","124","225"
"11365","6","600","1","125","225"
"11590","6","600","1","126","225"
"11815","6","600","1","127","225"
"12040","6","600","1","128","225"
"12265","6","600","1","129","225"
"12490","6","600","1","130","225"
"12740","7","600","1","131","250"
"12990","7","600","1","132","250"
"13240","7","600","1","133","250"
"13490","7","600","1","134","250"
"13740","7","600","1","135","250"
"13990","7","600","1","136","250"
"14240","7","600","1","137","250"
"14490","7","600","1","138","250"
"14740","7","600","1","139","250"
"14990","7","600","1","140","250"
"15240","8","600","1","141","250"
"15490","8","600","1","142","250"
"15740","8","600","1","143","250"
"15990","8","600","1","144","250"
"16240","8","600","1","145","250"
"16490","8","600","1","146","250"
"16740","8","600","1","147","250"
"16990","8","600","1","148","250"
"17240","8","600","1","149","250"
"17490","8","600","1","150","250"
"17740","9","600","1","151","250"
"17990","9","600","1","152","250"
"18240","9","600","1","153","250"
"18490","9","600","1","154","250"
"18740","9","600","1","155","250"
"18990","9","600","1","156","250"
"19240","9","600","1","157","250"
"19490","9","600","1","158","250"
"19740","9","600","1","159","250"
"19990","9","600","1","160","250"
"20240","10","600","1","161","250"
"20490","10","600","1","162","250"
"20740","10","600","1","163","250"
"20990","10","600","1","164","250"
"21240","10","600","1","165","250"
"21490","10","600","1","166","250"
"21740","10","600","1","167","250"
"21990","10","600","1","168","250"
"22240","10","600","1","169","250"
"22490","10","600","1","170","250"
"22740","11","600","1","171","250"
"22990","11","600","1","172","250"
"23240","11","600","1","173","250"
"23490","11","600","1","174","250"
"23740","11","600","1","175","250"
"23990","11","600","1","176","250"
"24240","11","600","1","177","250"
"24490","11","600","1","178","250"
"24740","11","600","1","179","250"
"24990","11","600","1","180","250"
"25240","12","600","1","181","250"
"25490","12","600","1","182","250"
"25740","12","600","1","183","250"
"25990","12","600","1","184","250"
"26240","12","600","1","185","250"
"26490","12","600","1","186","250"
"26740","12","600","1","187","250"
"26990","12","600","1","188","250"
"27240","12","600","1","189","250"
"27490","12","600","1","190","250"
"27740","13","600","1","191","250"
"27990","13","600","1","192","250"
"28240","13","600","1","193","250"
"28490","13","600","1","194","250"
"28740","13","600","1","195","250"
"28990","13","600","1","196","250"
"29240","13","600","1","197","250"
"29490","13","600","1","198","250"
"29740","13","600","1","199","250"
"29990","13","600","1","200","250"
"30240","14","600","1","201","250"
"30490","14","600","1","202","250"
"30740","14","600","1","203","250"
"30990","14","600","1","204","250"
"31240","14","600","1","205","250"
"31490","14","600","1","206","250"
"31740","14","600","1","207","250"
"31990","14","600","1","208","250"
"32240","14","600","1","209","250"
"32490","14","600","1","210","250"
"32740","15","680","1","211","250"
"32990","15","680","1","212","250"
"33240","15","680","1","213","250"
"33490","15","680","1","214","250"
"33740","15","680","1","215","250"
"33990","15","680","1","216","250"
"34240","15","680","1","217","250"
"34490","15","680","1","218","250"
"34740","15","680","1","219","250"
"34990","15","680","1","220","250"
"35240","16","680","1","221","250"
"35490","16","680","1","222","250"
"35740","16","680","1","223","250"
"35990","16","680","1","224","250"
"36240","16","680","1","225","250"
"36490","16","680","1","226","250"
"36740","16","680","1","227","250"
"36990","16","680","1","228","250"
"37240","16","680","1","229","250"
"37490","16","680","1","230","250"
"37740","17","680","1","231","250"
"37990","17","680","1","232","250"
"38240","17","680","1","233","250"
"38490","17","680","1","234","250"
"38740","17","680","1","235","250"
"38990","17","680","1","236","250"
"39240","17","680","1","237","250"
"39490","17","680","1","238","250"
"39740","17","680","1","239","250"
"39990","17","680","1","240","250"
"40240","18","680","1","241","250"
"40490","18","680","1","242","250"
"40740","18","680","1","243","250"
"40990","18","680","1","244","250"
"41240","18","680","1","245","250"
"41490","18","680","1","246","250"
"41740","18","680","1","247","250"
"41990","18","680","1","248","250"
"42240","18","680","1","249","250"
"42490","18","680","1","250","250"
"42740","19","680","1","251","250"
"42990","19","680","1","252","250"
"43240","19","680","1","253","250"
"43490","19","680","1","254","250"
"43740","19","680","1","255","250"
"43990","19","680","1","256","250"
"44240","19","680","1","257","250"
"44490","19","680","1","258","250"
"44740","19","680","1","259","250"
"44990","19","680","1","260","250"
"45240","20","680","1","261","250"
"45490","20","680","1","262","250"
"45740","20","680","1","263","250"
"45990","20","680","1","264","250"
"46240","20","680","1","265","250"
"46490","20","680","1","266","250"
"46740","20","680","1","267","250"
"46990","20","680","1","268","250"
"47240","20","680","1","269","250"
"47490","20","680","1","270","250"
"47740","21","680","1","271","250"
"47990","21","680","1","272","250"
"48240","21","680","1","273","250"
"48490","21","680","1","274","250"
"48740","21","680","1","275","250"
"48990","21","680","1","276","250"
"49240","21","680","1","277","250"
"49490","21","680","1","278","250"
"49740","21","680","1","279","250"
"49990","21","680","1","280","250"
"50240","22","680","1","281","250"
"50490","22","680","1","282","250"
"50740","22","680","1","283","250"
"50990","22","680","1","284","250"
"51240","22","680","1","285","250"
"51490","22","680","1","286","250"
"51740","22","680","1","287","250"
"51990","22","680","1","288","250"
"52240","22","680","1","289","250"
"52490","22","680","1","290","250"
"52740","23","680","1","291","250"
"52990","23","680","1","292","250"
"53240","23","680","1","293","250"
"53490","23","680","1","294","250"
"53740","23","680","1","295","250"
"53990","23","680","1","296","250"
"54240","23","680","1","297","250"
"54490","23","680","1","298","250"
"54740","23","680","1","299","250"
"54990","23","680","1","300","250"
"55240","24","680","1","301","250"
"55490","24","680","1","302","250"
"55740","24","680","1","303","250"
"55990","24","680","1","304","250"
"56240","24","680","1","305","250"
"56490","24","680","1","306","250"
"56740","24","680","1","307","250"
"56990","24","680","1","308","250"
"57240","24","680","1","309","250"
"57490","24","680","1","310","250"
"57740","25","680","1","311","250"
"57990","25","680","1","312","250"
"58240","25","680","1","313","250"
"58490","25","680","1","314","250"
"58740","25","680","1","315","250"
"58990","25","680","1","316","250"
"59240","25","680","1","317","250"
"59490","25","680","1","318","250"
"59740","25","680","1","319","250"
"59990","25","680","1","320","250"
"60240","26","680","1","321","250"
"60490","26","680","1","322","250"
"60740","26","680","1","323","250"
"60990","26","680","1","324","250"
"61240","26","680","1","325","250"
"61490","26","680","1","326","250"
"61740","26","680","1","327","250"
"61990","26","680","1","328","250"
"62240","26","680","1","329","250"
"62490","26","680","1","330","250"
"50","1","200000","2","0","50"
"60","1","500000","2","1","10"
"75","1","500000","2","2","15"
"95","1","500000","2","3","20"
"120","1","500000","2","4","25"
"150","1","500000","2","5","30"
