777e898b0d88c8a3b0d2924a0b84c613584347384a41b1c52fb84fb27e25890f,eec5546883c0a08afd4523de0461deabe36d070687ae3951fbeba95766c08b62,5a4613f02a314be9a5eeb52def768a2ee6dbd44d23a62fb3eae73c79cc1ee4b5,989058853825ba9d9d35782b5889eb8d491ebca33fdc7b1c22cecf85e7b9af32,897050f012a0adab93249f584f3d1840bdbb71461c93973ac5c79d4df086155f,b70b48c6e403b4c019c419bfde6040f3ee244978b1c8f1c6bcde11be2d78a75a,279601e35c11059777a564b9d032ebeb86eacf81b31fcfb3588568f10ba169cc,c814b7036f90111dad40905d251876b82c395fecb63c7ef1c4181590e47f2267,66f1d710c639738d9ef1994c57d810dbe446f19695ccba0b9a7cf1285cf72b1b,cc5faab1c6b3a7942dfe109dec4fe46238009291be4c806772ef834af9a5cca7,b983f84d80ce757cfc4f17fdabb35b5cb56ce6f5a95f80acb5efd89f82650ca2
"-220","1032501","cmn_talk_def_N","1","103211","1","1","850","1032501001","1.5","400"
"1","1032501","","31","8","8","","0","1032501002","1","0"
"1","1032501","","31","7","7","","0","1032501003","1","0"
"1","1032501","","31","83","83","","0","1032501004","1","0"
"1","1032501","","31","3","3","","0","1032501005","1","0"
"1","1032501","","31","2","2","","0","1032501006","1","0"
"1","1032501","","31","1","1","","0","1032501007","1","0"
"1","1032501","","31","12","12","","0","1032501008","0","0"
"","1032501","","3","blb_run_01","103211","","1","1032501009","0.3",""
"0","1032501","","2","90","103211","","-220","1032501010","","1.3"
"","1032501","","25","bgm_M321_2C","bgm_M321","","0","1032501011","","0"
"0","1032501","","121","0","0","","1.25","1032501012","0","1.25"
"1","1032501","","32","1","12","","0","1032501013","1","0"
"","1032501","","23","se_sys_login_birthday_new_01","se_common","","0","1032501014","","0"
"","1032501","","93","","1.3","","","1032501015","",""
"0","1032501","","3","blb_stop","103211","0.3","0","1032501016","0.05","blb_idle"
"0","1032501","","2","80","103211","","-220","1032501017","","0.25"
"","1032501","","93","","1.4","","","1032501018","",""
"1","1032501","","121","0","0","","1.4","1032501019","3","1.4"
"","1032501","","131","","1","","","1032501020","",""
"1","1032501","","3","blb_blowout_03","103211","0.3","0","1032501021","0.3","blb_idle_02"
"","1032501","","93","","0.7","","","1032501022","",""
"1","1032501","","32","0","12","","0","1032501023","1","0"
"1","1032501","","31","13","13","","0","1032501024","1","0"
"","1032501","","93","","0.2","","","1032501025","",""
"","1032501","","23","se_sys_login_birthday_blow_candle","se_common","","0","1032501026","","0"
"","1032501","","93","","1.2","","","1032501027","",""
"","1032501","","23","se_adv_tickle_02","se_adv_tickle_02","","0","1032501028","","0"
"1","1032501","","31","4","4","","0","1032501029","1","0"
"","1032501","","93","","1","","","1032501030","",""
"","1032501","","23","se_sys_login_birthday_02","se_common","","0","1032501031","","0"
"0","1032501","","3","blb_idle_02","103211","","1","1032501032","0.3",""
"","1032501","","93","","1.05","","","1032501033","",""
"","1032501","","23","se_sys_login_birthday_cracker","se_common","","0","1032501034","","0"
"1","1032501","","31","6","6","","0","1032501035","1","0"
"1","1032501","","3","blb_joy_04","103211","","0","1032501036","0","blb_wish_04"
"","1032501","","93","","2","","","1032501037","",""
"","1032501","","21","vo_adv_1032501_000","vo_adv_1032501","","0","1032501038","","0"
"","1032501","","13","870","103211","","","1032501039","",""
"1","1032501","","11","私のお誕生日を\nお祝いしてくださって\nありがとうございます！","103211","0","6","1032501040","0","1"
"","1032501","","91","","0","","","1032501041","",""
"","1032501","","21","vo_adv_1032501_001","vo_adv_1032501","","0","1032501042","","0"
"1","1032501","","11","それにしてもすばらしいケーキですわね。\nどちらの高名な菓子職人に\n依頼されたのでしょう？","103211","0","6","1032501043","0","1"
"","1032501","","91","","0","","","1032501044","",""
"","1032501","","21","vo_adv_1032501_002","vo_adv_1032501","","0","1032501045","","0"
"1","1032501","","11","あなたさまが作って\nくださったのですか！？\nすごい！　本当にすごいですわ！","103211","0","5","1032501046","0","1"
"","1032501","","91","","0","","","1032501047","",""
"","1032501","","21","vo_adv_1032501_003","vo_adv_1032501","","0","1032501048","","0"
"1","1032501","","11","食べてしまうのが\nもったいないくらいですが\n心して味わわせていただきます……！","103211","0","6","1032501049","0","1"
"","1032501","","91","","0","","","1032501050","",""
"","1032501","","21","vo_adv_1032501_004","vo_adv_1032501","","0","1032501051","","0"
"1","1032501","","11","あなたさまのお誕生日には気持ちを\n何倍も込めてお返しいたしますわ\n楽しみにしていてくださいまし♪","103211","0","6","1032501052","0","1"
"","1032501","","91","","0","","","1032501053","",""
"1","1032501","","31","9","9","","0","1032501054","1","0"
"","1032501","","131","","0","","","1032501055","",""
"","1032501","","22","1","0","","0","1032501056","","0"
"","1032501","","111","","","","","1032501057","",""
"","1032501","","91","","0","","","1032501058","",""
"-220","1033501","cmn_talk_def_N","1","103311","1","1","850","1033501001","1.5","400"
"1","1033501","","31","8","8","","0","1033501002","1","0"
"1","1033501","","31","7","7","","0","1033501003","1","0"
"1","1033501","","31","80","80","","0","1033501004","1","0"
"1","1033501","","31","3","3","","0","1033501005","1","0"
"1","1033501","","31","2","2","","0","1033501006","1","0"
"1","1033501","","31","1","1","","0","1033501007","1","0"
"1","1033501","","31","12","12","","0","1033501008","0","0"
"","1033501","","3","blb_run_01","103311","","1","1033501009","0.3",""
"0","1033501","","2","90","103311","","-220","1033501010","","1.3"
"","1033501","","25","bgm_M321_2C","bgm_M321","","0","1033501011","","0"
"0","1033501","","121","0","0","","1.25","1033501012","0","1.25"
"1","1033501","","32","1","12","","0","1033501013","1","0"
"","1033501","","23","se_sys_login_birthday_new_01","se_common","","0","1033501014","","0"
"","1033501","","93","","1.3","","","1033501015","",""
"0","1033501","","3","blb_stop","103311","0.3","0","1033501016","0.05","blb_idle"
"0","1033501","","2","80","103311","","-220","1033501017","","0.25"
"","1033501","","93","","1.4","","","1033501018","",""
"1","1033501","","121","0","0","","1.4","1033501019","3","1.4"
"","1033501","","131","","1","","","1033501020","",""
"1","1033501","","3","blb_blowout_02","103311","0.3","0","1033501021","0.3","blb_idle"
"","1033501","","93","","0.7","","","1033501022","",""
"1","1033501","","32","0","12","","0","1033501023","1","0"
"1","1033501","","31","13","13","","0","1033501024","1","0"
"","1033501","","93","","0.2","","","1033501025","",""
"","1033501","","23","se_sys_login_birthday_blow_candle","se_common","","0","1033501026","","0"
"","1033501","","93","","1.2","","","1033501027","",""
"","1033501","","23","se_adv_tickle_02","se_adv_tickle_02","","0","1033501028","","0"
"1","1033501","","31","4","4","","0","1033501029","1","0"
"","1033501","","93","","1","","","1033501030","",""
"","1033501","","23","se_sys_login_birthday_02","se_common","","0","1033501031","","0"
"0","1033501","","3","blb_idle","103311","","1","1033501032","0.3",""
"","1033501","","93","","1.05","","","1033501033","",""
"","1033501","","23","se_sys_login_birthday_cracker","se_common","","0","1033501034","","0"
"1","1033501","","31","6","6","","0","1033501035","1","0"
"1","1033501","","3","blb_joy_02","103311","","0","1033501036","0","blb_wish_02"
"","1033501","","93","","2","","","1033501037","",""
"","1033501","","21","vo_adv_1033501_000","vo_adv_1033501","","0","1033501038","","0"
"","1033501","","13","870","103311","","","1033501039","",""
"1","1033501","","11","急に牛乳と卵が欲しいっつうから\n何かと思ったけんど、まさか\nオラのためにこんな立派なケーキ\n用意してくれてただなんてな！","103311","0","6","1033501040","0","1"
"","1033501","","91","","0","","","1033501041","",""
"","1033501","","21","vo_adv_1033501_001","vo_adv_1033501","","0","1033501042","","0"
"1","1033501","","11","オラの食材とあんちゃんの腕……\nこれは二人の共同作業ってことに……\nな、なんでもねぇ！\n気にしねぇでけろ！","103311","0","5","1033501043","0","1"
"","1033501","","91","","0","","","1033501044","",""
"","1033501","","21","vo_adv_1033501_002","vo_adv_1033501","","0","1033501045","","0"
"1","1033501","","11","それにしても食べるのが\nもったいねぇいいケーキだなぁ……\nでも食べなきゃ食べねぇで\nもったいねぇよなぁ……","103311","0","6","1033501046","0","1"
"","1033501","","91","","0","","","1033501047","",""
"","1033501","","21","vo_adv_1033501_003","vo_adv_1033501","","0","1033501048","","0"
"1","1033501","","11","うーん……\nオラ一人で食べるのも申し訳ねぇし\nエリザベスパークのみんなで\n食べるべか！","103311","0","6","1033501049","0","1"
"","1033501","","91","","0","","","1033501050","",""
"","1033501","","21","vo_adv_1033501_004","vo_adv_1033501","","0","1033501051","","0"
"1","1033501","","11","みんなで過ごすのがオラにとって\n最高の誕生日だべ！\nあんがとな、あんちゃん！","103311","0","6","1033501052","0","1"
"","1033501","","91","","0","","","1033501053","",""
"1","1033501","","31","9","9","","0","1033501054","1","0"
"","1033501","","131","","0","","","1033501055","",""
"","1033501","","22","1","0","","0","1033501056","","0"
"","1033501","","111","","","","","1033501057","",""
"","1033501","","91","","0","","","1033501058","",""
"-220","1034501","cmn_talk_def_N","1","103411","1","1","850","1034501001","1.5","400"
"1","1034501","","31","8","8","","0","1034501002","1","0"
"1","1034501","","31","7","7","","0","1034501003","1","0"
"1","1034501","","31","85","85","","0","1034501004","1","0"
"1","1034501","","31","3","3","","0","1034501005","1","0"
"1","1034501","","31","2","2","","0","1034501006","1","0"
"1","1034501","","31","1","1","","0","1034501007","1","0"
"1","1034501","","31","12","12","","0","1034501008","0","0"
"","1034501","","3","blb_run_01","103411","","1","1034501009","0.3",""
"0","1034501","","2","90","103411","","-220","1034501010","","1.3"
"","1034501","","25","bgm_M321_2C","bgm_M321","","0","1034501011","","0"
"0","1034501","","121","0","0","","1.25","1034501012","0","1.25"
"1","1034501","","32","1","12","","0","1034501013","1","0"
"","1034501","","23","se_sys_login_birthday_new_01","se_common","","0","1034501014","","0"
"","1034501","","93","","1.3","","","1034501015","",""
"0","1034501","","3","blb_stop","103411","0.3","0","1034501016","0.05","blb_idle"
"0","1034501","","2","80","103411","","-220","1034501017","","0.25"
"","1034501","","93","","1.4","","","1034501018","",""
"1","1034501","","121","0","0","","1.4","1034501019","3","1.4"
"","1034501","","131","","1","","","1034501020","",""
"1","1034501","","3","blb_blowout_03","103411","0.3","0","1034501021","0.3","blb_idle_02"
"","1034501","","93","","0.7","","","1034501022","",""
"1","1034501","","32","0","12","","0","1034501023","1","0"
"1","1034501","","31","13","13","","0","1034501024","1","0"
"","1034501","","93","","0.2","","","1034501025","",""
"","1034501","","23","se_sys_login_birthday_blow_candle","se_common","","0","1034501026","","0"
"","1034501","","93","","1.2","","","1034501027","",""
"","1034501","","23","se_adv_tickle_02","se_adv_tickle_02","","0","1034501028","","0"
"1","1034501","","31","4","4","","0","1034501029","1","0"
"","1034501","","93","","1","","","1034501030","",""
"","1034501","","23","se_sys_login_birthday_02","se_common","","0","1034501031","","0"
"0","1034501","","3","blb_idle_02","103411","","1","1034501032","0.3",""
"","1034501","","93","","1.05","","","1034501033","",""
"","1034501","","23","se_sys_login_birthday_cracker","se_common","","0","1034501034","","0"
"1","1034501","","31","6","6","","0","1034501035","1","0"
"1","1034501","","3","blb_joy_04","103411","","0","1034501036","0","blb_wish_04"
"","1034501","","93","","2","","","1034501037","",""
"","1034501","","21","vo_adv_1034501_000","vo_adv_1034501","","0","1034501038","","0"
"","1034501","","13","870","103411","","","1034501039","",""
"1","1034501","","11","わあ……素敵なケーキね！\nえ？　キミが作ったの？\nすごいじゃない！","103411","0","4","1034501040","0","1"
"","1034501","","91","","0","","","1034501041","",""
"","1034501","","21","vo_adv_1034501_001","vo_adv_1034501","","0","1034501042","","0"
"1","1034501","","11","麦しゅわに合わないかも……って、\nそんな気を使わなくていいわよ。\nだって、今日は飲むつもりはないもの。","103411","0","6","1034501043","0","1"
"","1034501","","91","","0","","","1034501044","",""
"","1034501","","21","vo_adv_1034501_002","vo_adv_1034501","","0","1034501045","","0"
"1","1034501","","11","なんでって、それは……\nキミがお祝いに来てくれるかも、\nなんて思ってたから……","103411","0","5","1034501046","0","1"
"","1034501","","91","","0","","","1034501047","",""
"","1034501","","21","vo_adv_1034501_003","vo_adv_1034501","","0","1034501048","","0"
"1","1034501","","11","だから、今日は麦しゅわは封印よ。\n麦しゅわもありの大人な誕生日は、\nキミが大人になってから……ね？","103411","0","5","1034501049","0","1"
"","1034501","","91","","0","","","1034501050","",""
"1","1034501","","31","9","9","","0","1034501051","1","0"
"","1034501","","131","","0","","","1034501052","",""
"","1034501","","22","1","0","","0","1034501053","","0"
"","1034501","","111","","","","","1034501054","",""
"","1034501","","91","","0","","","1034501055","",""
"-220","1046501","cmn_talk_def_N","1","104611","1","1","850","1046501001","1.5","400"
"1","1046501","","31","8","8","","0","1046501002","1","0"
"1","1046501","","31","7","7","","0","1046501003","1","0"
"1","1046501","","31","79","79","","0","1046501004","1","0"
"1","1046501","","31","3","3","","0","1046501005","1","0"
"1","1046501","","31","2","2","","0","1046501006","1","0"
"1","1046501","","31","1","1","","0","1046501007","1","0"
"1","1046501","","31","12","12","","0","1046501008","0","0"
"","1046501","","3","blb_run_01","104611","","1","1046501009","0.3",""
"0","1046501","","2","90","104611","","-220","1046501010","","1.3"
"","1046501","","25","bgm_M321_2C","bgm_M321","","0","1046501011","","0"
"0","1046501","","121","0","0","","1.25","1046501012","0","1.25"
"1","1046501","","32","1","12","","0","1046501013","1","0"
"","1046501","","23","se_sys_login_birthday_new_01","se_common","","0","1046501014","","0"
"","1046501","","93","","1.3","","","1046501015","",""
"0","1046501","","3","blb_stop","104611","0.3","0","1046501016","0.05","blb_idle"
"0","1046501","","2","80","104611","","-220","1046501017","","0.25"
"","1046501","","93","","1.4","","","1046501018","",""
"1","1046501","","121","0","0","","1.4","1046501019","3","1.4"
"","1046501","","131","","1","","","1046501020","",""
"1","1046501","","3","blb_blowout_02","104611","0.3","0","1046501021","0.3","blb_idle"
"","1046501","","93","","0.7","","","1046501022","",""
"1","1046501","","32","0","12","","0","1046501023","1","0"
"1","1046501","","31","13","13","","0","1046501024","1","0"
"","1046501","","93","","0.2","","","1046501025","",""
"","1046501","","23","se_sys_login_birthday_blow_candle","se_common","","0","1046501026","","0"
"","1046501","","93","","1.2","","","1046501027","",""
"","1046501","","23","se_adv_tickle_02","se_adv_tickle_02","","0","1046501028","","0"
"1","1046501","","31","4","4","","0","1046501029","1","0"
"","1046501","","93","","1","","","1046501030","",""
"","1046501","","23","se_sys_login_birthday_02","se_common","","0","1046501031","","0"
"0","1046501","","3","blb_idle","104611","","1","1046501032","0.3",""
"","1046501","","93","","1.05","","","1046501033","",""
"","1046501","","23","se_sys_login_birthday_cracker","se_common","","0","1046501034","","0"
"1","1046501","","31","6","6","","0","1046501035","1","0"
"1","1046501","","3","blb_joy_02","104611","","0","1046501036","0","blb_wish_02"
"","1046501","","93","","2","","","1046501037","",""
"","1046501","","21","vo_adv_1046501_000","vo_adv_1046501","","0","1046501038","","0"
"","1046501","","13","870","104611","","","1046501039","",""
