96b3c501e6bd3faae883113c377569c587d3de7b83a1829e7ca4040c472a4377,30c8d355cf5d2bb5a341fe2dd76a6f1d1d65fbe32c40e264518e192e4407951e,f40c011bf4166919aef1a4500a221fab0355866ccef6603be19779826ce44251,b724dc96518d0b117b7cba4d30d3caba41ca7d940dc707869af60b089e2be03c
"1","11001","1001","1"
"0","11002","1001","2"
"0","11003","1001","3"
"0","11004","1001","4"
"0","11005","1001","5"
"0","12001","1001","6"
"0","12002","1001","7"
"0","12003","1001","8"
"0","12004","1001","9"
"0","12005","1001","10"
"0","13001","1001","11"
"0","13002","1001","12"
"0","13003","1001","13"
"0","13004","1001","14"
"0","13005","1001","15"
"0","14001","1001","16"
"0","14002","1001","17"
"0","14003","1001","18"
"0","14004","1001","19"
"0","14005","1001","20"
"0","15001","1001","21"
"0","15002","1001","22"
"0","15003","1001","23"
"0","15004","1001","24"
"0","15005","1001","25"
"0","21001","1001","26"
"0","21002","1001","27"
"0","21003","1001","28"
"0","21004","1001","29"
"0","21005","1001","30"
"0","22001","1001","31"
"0","22002","1001","32"
"0","22003","1001","33"
"0","22004","1001","34"
"0","22005","1001","35"
"0","23001","1001","36"
"0","23002","1001","37"
"0","23003","1001","38"
"0","23004","1001","39"
"0","23005","1001","40"
"0","24001","1001","41"
"0","24002","1001","42"
"0","24003","1001","43"
"0","24004","1001","44"
"0","24005","1001","45"
"0","25001","1001","46"
"0","25002","1001","47"
"0","25003","1001","48"
"0","25004","1001","49"
"0","25005","1001","50"
"0","31001","1001","51"
"0","31002","1001","52"
"0","31003","1001","53"
"0","31004","1001","54"
"0","31005","1001","55"
"0","32001","1001","56"
"0","32002","1001","57"
"0","32003","1001","58"
"0","32004","1001","59"
"0","32005","1001","60"
"0","33001","1001","61"
"0","33002","1001","62"
"0","33003","1001","63"
"0","33004","1001","64"
"0","33005","1001","65"
"0","34001","1001","66"
"0","34002","1001","67"
"0","34003","1001","68"
"0","34004","1001","69"
"0","34005","1001","70"
"0","35001","1001","71"
"0","35002","1001","72"
"0","35003","1001","73"
"0","35004","1001","74"
"0","35005","1001","75"
"1","11001","1002","76"
"0","11002","1002","77"
"0","11003","1002","78"
"0","11004","1002","79"
"0","11005","1002","80"
"0","12001","1002","81"
"0","12002","1002","82"
"0","12003","1002","83"
"0","12004","1002","84"
"0","12005","1002","85"
"0","13001","1002","86"
"0","13002","1002","87"
"0","13003","1002","88"
"0","13004","1002","89"
"0","13005","1002","90"
"0","14001","1002","91"
"0","14002","1002","92"
"0","14003","1002","93"
"0","14004","1002","94"
"0","14005","1002","95"
"0","15001","1002","96"
"0","15002","1002","97"
"0","15003","1002","98"
"0","15004","1002","99"
"0","15005","1002","100"
"0","21001","1002","101"
"0","21002","1002","102"
"0","21003","1002","103"
"0","21004","1002","104"
"0","21005","1002","105"
"0","22001","1002","106"
"0","22002","1002","107"
"0","22003","1002","108"
"0","22004","1002","109"
"0","22005","1002","110"
"0","23001","1002","111"
"0","23002","1002","112"
"0","23003","1002","113"
"0","23004","1002","114"
"0","23005","1002","115"
"0","24001","1002","116"
"0","24002","1002","117"
"0","24003","1002","118"
"0","24004","1002","119"
"0","24005","1002","120"
"0","25001","1002","121"
"0","25002","1002","122"
"0","25003","1002","123"
"0","25004","1002","124"
"0","25005","1002","125"
"0","31001","1002","126"
"0","31002","1002","127"
"0","31003","1002","128"
"0","31004","1002","129"
"0","31005","1002","130"
"0","32001","1002","131"
"0","32002","1002","132"
"0","32003","1002","133"
"0","32004","1002","134"
"0","32005","1002","135"
"0","33001","1002","136"
"0","33002","1002","137"
"0","33003","1002","138"
"0","33004","1002","139"
"0","33005","1002","140"
"0","34001","1002","141"
"0","34002","1002","142"
"0","34003","1002","143"
"0","34004","1002","144"
"0","34005","1002","145"
"0","35001","1002","146"
"0","35002","1002","147"
"0","35003","1002","148"
"0","35004","1002","149"
"0","35005","1002","150"
"1","11001","1003","151"
"0","11002","1003","152"
"0","11003","1003","153"
"0","11004","1003","154"
"0","11005","1003","155"
"0","12001","1003","156"
"0","12002","1003","157"
"0","12003","1003","158"
"0","12004","1003","159"
"0","12005","1003","160"
"0","13001","1003","161"
"0","13002","1003","162"
"0","13003","1003","163"
"0","13004","1003","164"
"0","13005","1003","165"
"0","14001","1003","166"
"0","14002","1003","167"
"0","14003","1003","168"
"0","14004","1003","169"
"0","14005","1003","170"
"0","15001","1003","171"
"0","15002","1003","172"
"0","15003","1003","173"
"0","15004","1003","174"
"0","15005","1003","175"
"0","21001","1003","176"
"0","21002","1003","177"
"0","21003","1003","178"
