b07a82748a7b013884e65a6e9eb24be067cfc1ed2791b519c39228d626357759,255bffdce510ac27da873ed26a84367cad2426db531858c42f60d201aa605bc3,7594faa4f77bd229584126d68d4656171c750ed5a45c520a73b08c933334ff1f,5886c65f9c98524d4c2b3a44d45bd4ba85fd5ade72c7c4e2f8cc5d6e0f106a56,0d692423aa67ac82cd0249b603bd378afd09fc98cfa4b54ae878d4676f3de790,4c59621422e9a27af975e59a53e0e81d6f21a5891ff05a56392ec60950974109,38a3e05b23a5e6f53e65aab99e3ec9c5d4b6647d6709ff472fc5ffc8b7b72680,4710fc8c1a3eadb5d67cd0ee4db0a15f6278d98c36c1e1a4be37e7db2e17f8be,1e052e8bffd409e6b22c93c95e2b005666aa30fa24ab06786407af9c1f032206,93e61dd9d06eb9bc1a09053438bd822c721329bb0dc77bbca6ed36e23f874332,2b5dc4240b1a7ec5d2d57798838e84a3c4d07098e8889522631252fb67f6fb74
"2","91002","284001001","1","2","8","25021","10","8","25014","31"
"2","91002","284001002","2","2","8","25021","10","8","25014","31"
"2","91002","284001003","3","2","8","25021","10","8","25014","32"
"2","91002","284001004","4","2","8","25021","10","8","25014","32"
"2","91002","284001005","5","2","8","25021","10","8","25014","33"
"2","91002","284001006","6","2","8","25021","10","9","25014","33"
"2","91002","284001007","7","2","8","25021","10","9","25014","34"
"2","91002","284001008","8","2","8","25021","10","9","25014","35"
"2","91002","284001009","9","2","8","25021","10","9","25014","35"
"2","91002","284001010","10","2","8","25021","30","10","25014","37"
"2","91002","284001011","11","2","8","25021","10","10","25014","41"
"2","91002","284001012","12","2","8","25021","10","11","25014","43"
"2","91002","284001013","13","2","8","25021","10","11","25014","46"
"2","91002","284001014","14","2","8","25021","10","12","25014","48"
"2","91002","284001015","15","2","8","25021","10","12","25014","50"
"2","91002","284001016","16","2","8","25021","10","13","25014","53"
"2","91002","284001017","17","2","8","25021","10","14","25014","55"
"2","91002","284001018","18","2","8","25021","10","14","25014","58"
"2","91002","284001019","19","2","8","25021","10","15","25014","60"
"2","91002","284001020","20","2","8","25021","30","15","25014","62"
"2","91002","284001021","21","2","8","25021","10","16","25014","68"
"2","91002","284001022","22","2","8","25021","10","16","25014","70"
"2","91002","284001023","23","2","8","25021","10","16","25014","72"
"2","91002","284001024","24","2","8","25021","10","17","25014","75"
"2","91002","284001025","25","2","8","25021","10","18","25014","77"
"2","91002","284001026","26","2","8","25021","10","18","25014","79"
"2","91002","284001027","27","2","8","25021","10","19","25014","82"
"2","91002","284001028","28","2","8","25021","10","19","25014","84"
"2","91002","284001029","29","2","8","25021","10","19","25014","86"
"2","91002","284001030","30","2","8","25021","30","20","25014","89"
"2","91002","284001031","31","2","8","25021","10","20","25014","94"
"2","91002","284001032","32","2","8","25021","10","21","25014","96"
"2","91002","284001033","33","2","8","25021","10","21","25014","99"
"2","91002","284001034","34","2","8","25021","10","22","25014","101"
"2","91002","284001035","35","2","8","25021","10","22","25014","103"
"2","91002","284001036","36","2","8","25021","10","23","25014","106"
"2","91002","284001037","37","2","8","25021","10","23","25014","108"
"2","91002","284001038","38","2","8","25021","10","24","25014","111"
"2","91002","284001039","39","2","8","25021","10","25","25014","113"
"2","91002","284001040","40","2","8","25021","30","25","25014","115"
"2","91002","284001041","41","2","8","25021","10","26","25014","121"
"2","91002","284001042","42","2","8","25021","10","27","25014","123"
"2","91002","284001043","43","2","8","25021","10","28","25014","125"
"2","91002","284001044","44","2","8","25021","10","28","25014","128"
"2","91002","284001045","45","2","8","25021","10","29","25014","130"
"2","91002","284001046","46","2","8","25021","10","30","25014","132"
"2","91002","284001047","47","2","8","25021","10","30","25014","135"
"2","91002","284001048","48","2","8","25021","10","31","25014","137"
"2","91002","284001049","49","2","8","25021","10","31","25014","139"
"2","91002","284001050","50","2","8","25021","30","31","25014","142"
"2","91002","284001051","51","2","8","25021","10","32","25014","144"
"2","91002","284001052","52","2","8","25021","10","32","25014","146"
"2","91002","284001053","53","2","8","25021","10","32","25014","149"
"2","91002","284001054","54","2","8","25021","10","33","25014","152"
"2","91002","284001055","55","2","8","25021","10","33","25014","155"
"2","91002","284001056","56","2","8","25021","10","33","25014","157"
"2","91002","284001057","57","2","8","25021","10","34","25014","160"
"2","91002","284001058","58","2","8","25021","10","34","25014","163"
"2","91002","284001059","59","2","8","25021","10","34","25014","166"
"2","91002","284001060","60","2","8","25021","30","35","25014","169"
"2","91002","284001061","61","2","8","25021","10","35","25014","171"
"2","91002","284001062","62","2","8","25021","10","35","25014","174"
"2","91002","284001063","63","2","8","25021","10","36","25014","177"
"2","91002","284001064","64","2","8","25021","10","36","25014","180"
"2","91002","284001065","65","2","8","25021","10","36","25014","182"
"2","91002","284001066","66","2","8","25021","10","37","25014","185"
"2","91002","284001067","67","2","8","25021","10","37","25014","187"
"2","91002","284001068","68","2","8","25021","10","37","25014","190"
"2","91002","284001069","69","2","8","25021","10","38","25014","193"
"2","91002","284001070","70","2","8","25021","30","38","25014","196"
"2","91002","284001071","71","2","8","25021","10","39","25014","200"
"2","91002","284001072","72","2","8","25021","10","39","25014","204"
"2","91002","284001073","73","2","8","25021","10","40","25014","208"
"2","91002","284001074","74","2","8","25021","10","40","25014","212"
"2","91002","284001075","75","2","8","25021","10","41","25014","216"
"2","91002","284001076","76","2","8","25021","10","41","25014","220"
"2","91002","284001077","77","2","8","25021","10","42","25014","224"
"2","91002","284001078","78","2","8","25021","10","42","25014","228"
"2","91002","284001079","79","2","8","25021","10","43","25014","232"
"2","91002","284001080","80","2","8","25021","30","43","25014","236"
"2","91002","284001081","81","2","8","25021","10","44","25014","240"
"2","91002","284001082","82","2","8","25021","10","44","25014","244"
"2","91002","284001083","83","2","8","25021","10","45","25014","248"
"2","91002","284001084","84","2","8","25021","10","45","25014","252"
"2","91002","284001085","85","2","8","25021","10","46","25014","256"
"2","91002","284001086","86","2","8","25021","10","46","25014","260"
"2","91002","284001087","87","2","8","25021","10","47","25014","264"
"2","91002","284001088","88","2","8","25021","10","47","25014","268"
"2","91002","284001089","89","2","8","25021","10","48","25014","272"
"2","91002","284001090","90","2","8","25021","30","48","25014","276"
