9c98bb18be4d78ad18db48aface5758262f81064e969563d859aadd610a2f04e,706e6005779122b108f48c48d34626c17f9810a98cfaf82597f588427dde1c3e,d491a873924fcfd43956514291877a27814198834c539cc338b8d47036d20b00,8263d6ffbdf0ac9ed7456b56205d28c2b6acce77b7c15394a737ae158c88fa14,b6af379170879a2a12de2bc1e4146ce4777bda8afb69a0eec7d6e613c5fc1210,11e6dd1d8091b831ade03db2b563394d18bd463f09b32d99a8bc161c408d6959,2fc0126376e31db68b3b7569e4d9ceb362b4ced39702fe49b46891d77134c34b,62adad3fb17add0366147fceb1dc92d8ef3fee9be46dd0694072f17972713ef8,783ff13433495a65242148805d45e681deccbb437a55cad990d1a1523bfd41f6,78dadffcbcf455415687a845abb8337277e2ed540f02a0c2192579f3d822e86c,770c555cd25bd577b3173e70ef7ae539bafb1768f04f43aa8d601914bbd14223,bcef232aaef98e5357b71274bb56def15ccac1b3a0e7aa4b3da0aa41c4222371,a07ad78c35b336e36ba4d41e323a7c2a4819643b7ea415c03ac88b3c5d98066a,768e80d111479ae13167affcab0bdcb27b5bfcf78c05a512c06a1de1a37adbe4,2acd6631c5dc0d7e1080236ae4c10e4de3a65531f078e6e23e6265455f8951b2,51b9bffc44b219cd51a16926a07a79abab9e5e240d23b76136ba2ba125feeea0,19e0ac6e2089218de58ae9835b926cfd694be9a10ea29484d869e9ab9d3d2844,a1f36ee4f25d86e9fe48f0187957aec8d4e7b00d49f97c5e198319459218ca5b,82cd885d411b2bf9275d6e8b2e50ea8260efeb7f7b33b9ccc99f1afa7a830cf2
"240701","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92407","2","200","2","2","0","1000000000","1000","0"
"240702","abyss_reward_icon_astralshard","2","25021","1000","0","300","25011","25013","25012","92407","2","1000","2","2","0","2000000000","1000","0"
"240703","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92407","2","500","2","2","0","3000000000","1000","0"
"240704","abyss_reward_icon_astralshard","2","25021","1000","0","500","25011","25013","25012","92407","2","1000","2","2","0","4000000000","1000","0"
"240705","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92407","2","1000","2","2","0","5000000000","1000","0"
"240706","abyss_reward_icon_astralshard","2","25021","1000","0","1000","25011","25013","25012","92407","2","1000","2","2","0","6000000000","1000","0"
"240707","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92407","2","1000","2","2","0","7000000000","3000","0"
"240708","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92407","2","3000","2","2","0","8000000000","3000","0"
"240709","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92407","2","1000","2","2","0","9000000000","3000","0"
"240710","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92407","2","1000","2","2","0","10000000000","3000","0"
"240711","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92407","2","1000","2","2","0","12000000000","3000","0"
"240712","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92407","2","3000","2","2","0","16000000000","3000","0"
"240713","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92407","2","3000","2","2","0","20000000000","3000","0"
"240714","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92407","2","3000","2","2","0","25000000000","3000","0"
"240715","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92407","0","0","0","2","0","30000000000","0","0"
"240716","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92407","0","0","0","2","0","35000000000","0","0"
"240717","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92407","0","0","0","2","0","40000000000","0","0"
"240718","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92407","0","0","0","2","0","50000000000","0","0"
"240801","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92408","2","200","2","2","0","1000000000","1000","0"
"240802","abyss_reward_icon_astralshard","2","25021","1000","0","300","25011","25013","25012","92408","2","1000","2","2","0","2000000000","1000","0"
"240803","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92408","2","500","2","2","0","3000000000","1000","0"
"240804","abyss_reward_icon_astralshard","2","25021","1000","0","500","25011","25013","25012","92408","2","1000","2","2","0","4000000000","1000","0"
"240805","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92408","2","1000","2","2","0","5000000000","1000","0"
"240806","abyss_reward_icon_astralshard","2","25021","1000","0","1000","25011","25013","25012","92408","2","1000","2","2","0","6000000000","1000","0"
"240807","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92408","2","1000","2","2","0","7000000000","3000","0"
"240808","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92408","2","3000","2","2","0","8000000000","3000","0"
"240809","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92408","2","1000","2","2","0","9000000000","3000","0"
"240810","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92408","2","1000","2","2","0","10000000000","3000","0"
"240811","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92408","2","1000","2","2","0","12000000000","3000","0"
"240812","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92408","2","3000","2","2","0","16000000000","3000","0"
"240813","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92408","2","3000","2","2","0","20000000000","3000","0"
"240814","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92408","2","3000","2","2","0","25000000000","3000","0"
"240815","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92408","0","0","0","2","0","30000000000","0","0"
"240816","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92408","0","0","0","2","0","35000000000","0","0"
"240817","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92408","0","0","0","2","0","40000000000","0","0"
"240818","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92408","0","0","0","2","0","50000000000","0","0"
"240901","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92409","2","200","2","2","0","1000000000","1000","0"
"240902","abyss_reward_icon_astralshard","2","25021","1000","0","300","25011","25013","25012","92409","2","1000","2","2","0","2000000000","1000","0"
"240903","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92409","2","500","2","2","0","3000000000","1000","0"
"240904","abyss_reward_icon_astralshard","2","25021","1000","0","500","25011","25013","25012","92409","2","1000","2","2","0","4000000000","1000","0"
"240905","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92409","2","1000","2","2","0","5000000000","1000","0"
"240906","abyss_reward_icon_astralshard","2","25021","1000","0","1000","25011","25013","25012","92409","2","1000","2","2","0","6000000000","1000","0"
"240907","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92409","2","1000","2","2","0","7000000000","3000","0"
"240908","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92409","2","3000","2","2","0","8000000000","3000","0"
"240909","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92409","2","1000","2","2","0","9000000000","3000","0"
"240910","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92409","2","1000","2","2","0","10000000000","3000","0"
"240911","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92409","2","1000","2","2","0","12000000000","3000","0"
"240912","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92409","2","3000","2","2","0","16000000000","3000","0"
"240913","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92409","2","3000","2","2","0","20000000000","3000","0"
"240914","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92409","2","3000","2","2","0","25000000000","3000","0"
"240915","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92409","0","0","0","2","0","30000000000","0","0"
"240916","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92409","0","0","0","2","0","35000000000","0","0"
"240917","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92409","0","0","0","2","0","40000000000","0","0"
"240918","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92409","0","0","0","2","0","50000000000","0","0"
"241001","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92410","2","200","2","2","0","1000000000","1000","0"
"241002","abyss_reward_icon_astralshard","2","25021","1000","0","300","25011","25013","25012","92410","2","1000","2","2","0","2000000000","1000","0"
"241003","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92410","2","500","2","2","0","3000000000","1000","0"
"241004","abyss_reward_icon_astralshard","2","25021","1000","0","500","25011","25013","25012","92410","2","1000","2","2","0","4000000000","1000","0"
"241005","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92410","2","1000","2","2","0","5000000000","1000","0"
"241006","abyss_reward_icon_astralshard","2","25021","1000","0","1000","25011","25013","25012","92410","2","1000","2","2","0","6000000000","1000","0"
"241007","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92410","2","1000","2","2","0","7000000000","3000","0"
"241008","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92410","2","3000","2","2","0","8000000000","3000","0"
"241009","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92410","2","1000","2","2","0","9000000000","3000","0"
"241010","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92410","2","1000","2","2","0","10000000000","3000","0"
"241011","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92410","2","1000","2","2","0","12000000000","3000","0"
"241012","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92410","2","3000","2","2","0","16000000000","3000","0"
"241013","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92410","2","3000","2","2","0","20000000000","3000","0"
"241014","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92410","2","3000","2","2","0","25000000000","3000","0"
"241015","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92410","0","0","0","2","0","30000000000","0","0"
"241016","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92410","0","0","0","2","0","35000000000","0","0"
"241017","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92410","0","0","0","2","0","40000000000","0","0"
"241018","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92410","0","0","0","2","0","50000000000","0","0"
"241019","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92410","0","0","0","4","0","60000000000","0","0"
"241020","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92410","0","0","0","4","0","70000000000","0","0"
"241101","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92411","2","200","2","2","0","1000000000","1000","0"
"241102","abyss_reward_icon_astralshard","2","25021","1000","0","300","25011","25013","25012","92411","2","1000","2","2","0","2000000000","1000","0"
"241103","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92411","2","500","2","2","0","3000000000","1000","0"
"241104","abyss_reward_icon_astralshard","2","25021","1000","0","500","25011","25013","25012","92411","2","1000","2","2","0","4000000000","1000","0"
"241105","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92411","2","1000","2","2","0","5000000000","1000","0"
"241106","abyss_reward_icon_astralshard","2","25021","1000","0","1000","25011","25013","25012","92411","2","1000","2","2","0","6000000000","1000","0"
"241107","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92411","2","1000","2","2","0","7000000000","3000","0"
"241108","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92411","2","3000","2","2","0","8000000000","3000","0"
"241109","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92411","2","1000","2","2","0","9000000000","3000","0"
"241110","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92411","2","1000","2","2","0","10000000000","3000","0"
"241111","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92411","2","1000","2","2","0","12000000000","3000","0"
"241112","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92411","2","3000","2","2","0","16000000000","3000","0"
"241113","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92411","2","3000","2","2","0","20000000000","3000","0"
"241114","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92411","2","3000","2","2","0","25000000000","3000","0"
"241115","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92411","0","0","0","2","0","30000000000","0","0"
"241116","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92411","0","0","0","2","0","35000000000","0","0"
"241117","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92411","0","0","0","2","0","40000000000","0","0"
"241118","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92411","0","0","0","2","0","50000000000","0","0"
"241119","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92411","0","0","0","4","0","60000000000","0","0"
"241120","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92411","0","0","0","4","0","70000000000","0","0"
