ebf5dfaa2adcede25b12457fbd978b28260a82fc8f30f01f9a95f17c174b6f02,93c23b7c611c66c8370b933e7819f148364066f7579b6def4fd03a79bc4240d7,1f4a45a4e0570ab82825c8a97cd86845d7d6b48eb898f41783fc99cec0a6ec17,d8a6ea0541695ab8028927cec7b475c919c745fa38a545a0617c8cd2a43be8bf,8871cdb7963143ccd44cee696bdb6e946dc452911428c48e5e5f1fdc8b9d6ba4,0122c92be50b51880d8b4771688d2c5cfa2b24ce83e686187dd3f72dd926dfac,e0a6396525a7811543961222902c5e37237424f6c132a58e9a2da68bc4513516,7c6a778e825d0092306eb9ff15d58a86500b337f545d2904eb5504eaa5362c00,4680cfe742d8a954df3fc96eace9df4b14a7edcfa6b5e5a4384a4787d07e61bb,b15f074020e8d18e0996c213d749a3b371dc04a5da2945909109b538f671630c,27b5fcabbfe2c5626acbc32db953aa07bf6857860cfd9478e184385dbadce8ed,239b67e15e7989e1b3127b4d68363b9a30c280e6b9ccd1630cd0987bca6416d2,f252ab8d54e6b1ecf726a7a7453e286c4e4de8a819460f0d9d09ef263669eff1,4cb23dfe82f13c9b3308247c983e388f4803c5622afa85af1473f91e971fcb0a
"-1","19","-1","180","0","1","0","-1","-1","-1","1","-1","180","1"
"-1","19","-1","180","0","1","0","-1","-1","-1","1","-1","180","2"
"-1","19","-1","180","0","1","0","-1","-1","-1","1","-1","180","3"
"-1","19","-1","180","0","1","0","-1","-1","-1","0","-1","180","4"
"-1","19","-1","180","0","1","0","-1","-1","-1","1","-1","180","5"
"-1","19","-1","180","0","1","0","-1","-1","-1","1","-1","180","6"
"-1","19","-1","180","0","1","0","-1","-1","-1","1","-1","180","7"
"-1","19","-1","180","0","1","0","-1","-1","-1","1","-1","180","8"
"-1","23","-1","215","0","1","0","-1","-1","-1","1","-1","215","9"
"-1","23","-1","215","0","1","0","-1","-1","-1","1","-1","215","10"
"-1","23","-1","215","0","1","0","-1","-1","-1","0","-1","215","11"
"-1","23","-1","215","0","1","0","-1","-1","-1","1","-1","215","12"
"-1","23","-1","215","0","1","0","-1","-1","-1","1","-1","215","13"
"-1","23","-1","215","0","1","0","-1","-1","-1","1","-1","215","14"
"-1","23","-1","215","0","1","0","-1","-1","-1","1","-1","215","15"
"-1","23","-1","215","0","1","0","-1","-1","-1","1","-1","215","16"
"-1","26","-1","250","0","1","0","-1","-1","-1","1","-1","250","17"
"-1","26","-1","250","0","1","0","-1","-1","-1","0","-1","250","18"
"-1","26","-1","250","0","1","0","-1","-1","-1","1","-1","250","20"
"-1","26","-1","250","0","1","0","-1","-1","-1","1","-1","250","21"
"-1","26","-1","250","0","1","0","-1","-1","-1","1","-1","250","22"
"-1","28","-1","260","0","1","0","-1","-1","-1","0","-1","260","23"
"-1","26","-1","250","0","1","0","-1","-1","-1","1","-1","250","24"
"-1","26","-1","250","0","1","0","-1","-1","-1","1","-1","250","25"
"-1","29","-1","280","0","1","0","-1","-1","-1","0","-1","280","26"
"-1","29","-1","280","0","1","0","-1","-1","-1","1","-1","280","27"
"-1","29","-1","280","0","1","0","-1","-1","-1","1","-1","280","28"
"-1","29","-1","280","0","1","0","-1","-1","-1","1","-1","280","29"
"-1","29","-1","280","0","1","0","-1","-1","-1","1","-1","280","30"
"-1","29","-1","280","0","1","0","-1","-1","-1","1","-1","280","31"
"-1","29","-1","280","0","1","0","-1","-1","-1","1","-1","280","32"
