db006b36a10071dcee5fd61cf12a3bc6992dc6665bbd468652f08a6028011ce1,89fb2d4ba26d4c6321828d5b9fa9c83ada59a17fee7d777cf02cc13e5f376083,0992eeacdc585b4dc35a4acce1c5dfe81614d67e42392471fb0e7b3404f7f275,27907233699daaeac42c06cdad496b203112b27c5c7780790015ed1f9658c82f,0d4f174d176130fc1cd7c7d02c90a2eebb21660fb39199327b740762762449ba
"0","20","999","30","1"
"24","20","999","30","2"
"32","21","999","30","3"
"40","21","999","30","4"
"48","22","999","30","5"
"64","22","999","30","6"
"80","23","999","30","7"
"96","23","999","30","8"
"120","24","999","30","9"
"168","24","999","30","10"
"224","25","999","30","11"
"280","25","999","30","12"
"344","26","999","30","13"
"420","26","999","30","14"
"502","27","999","30","15"
"584","28","999","30","16"
"666","30","999","30","17"
"748","35","999","30","18"
"830","40","999","30","19"
"930","45","999","30","20"
"1040","50","999","30","21"
"1178","55","999","30","22"
"1316","60","999","30","23"
"1458","70","999","30","24"
"1604","80","999","30","25"
"1755","85","999","30","26"
"1910","85","999","30","27"
"2070","86","999","30","28"
"2235","87","999","30","29"
"2405","88","999","30","30"
"2579","89","999","30","31"
"2760","90","999","30","32"
"2945","91","999","30","33"
"3136","92","999","30","34"
"3333","93","999","30","35"
"3535","94","999","30","36"
"3744","95","999","30","37"
"3974","96","999","30","38"
"4226","97","999","30","39"
"4504","98","999","30","40"
"4810","99","999","30","41"
"5152","100","999","30","42"
"5535","101","999","30","43"
"5965","102","999","30","44"
"6446","103","999","30","45"
"7004","104","999","30","46"
"7651","105","999","30","47"
"8401","106","999","30","48"
"9272","107","999","30","49"
"10282","108","999","30","50"
"11454","109","999","30","51"
"12813","110","999","30","52"
"14389","111","999","30","53"
"16159","112","999","30","54"
"17929","113","999","30","55"
"19699","114","999","30","56"
"21469","115","999","30","57"
"23239","116","999","30","58"
"25009","117","999","30","59"
"26779","118","999","30","60"
"28549","119","999","30","61"
"30319","120","999","30","62"
"32089","121","999","30","63"
"33859","122","999","30","64"
"35629","123","999","30","65"
"38284","124","999","30","66"
"40939","125","999","30","67"
"43594","126","999","30","68"
"46249","127","999","30","69"
"48904","128","999","30","70"
"51559","129","999","30","71"
"54214","130","999","30","72"
"56869","131","999","30","73"
"59524","132","999","30","74"
"62179","133","999","30","75"
"64834","134","999","30","76"
"68374","135","999","30","77"
"71914","136","999","30","78"
"75454","137","999","30","79"
"78994","138","999","30","80"
"82534","139","999","30","81"
"86074","140","999","30","82"
"89614","141","999","30","83"
"93154","142","999","30","84"
"96694","143","999","30","85"
"100234","144","999","30","86"
"103774","145","999","30","87"
"107314","146","999","30","88"
"110854","147","999","30","89"
"114394","148","999","30","90"
"117934","149","999","30","91"
"121474","150","999","30","92"
"125014","151","999","30","93"
"128554","152","999","30","94"
"132094","153","999","30","95"
"135634","154","999","30","96"
"139174","155","999","30","97"
"142714","156","999","30","98"
"146254","157","999","30","99"
"149794","158","999","30","100"
"153334","159","999","30","101"
"157759","160","999","30","102"
"162184","161","999","30","103"
"166609","162","999","30","104"
"171034","163","999","30","105"
"175459","164","999","30","106"
"179884","165","999","30","107"
"184309","166","999","30","108"
"188734","167","999","30","109"
"193159","168","999","30","110"
"197584","169","999","30","111"
"202009","170","999","30","112"
"206434","171","999","30","113"
"210859","172","999","30","114"
"215284","173","999","30","115"
"219709","174","999","30","116"
"224134","175","999","30","117"
"228559","176","999","30","118"
"232984","177","999","30","119"
"237409","178","999","30","120"
"241834","179","999","30","121"
"246259","180","999","30","122"
"250684","181","999","30","123"
"255109","182","999","30","124"
"259534","183","999","30","125"
"263959","184","999","30","126"
"268384","185","999","30","127"
"272809","186","999","30","128"
"277234","187","999","30","129"
"281659","188","999","30","130"
"286084","189","999","30","131"
"290509","190","999","30","132"
"294934","191","999","30","133"
"299359","192","999","30","134"
"303784","193","999","30","135"
"308209","194","999","30","136"
"312634","195","999","30","137"
"317059","196","999","30","138"
"321484","197","999","30","139"
"325909","198","999","30","140"
"330334","199","999","30","141"
"334759","200","999","30","142"
"339184","201","999","30","143"
"343609","202","999","30","144"
"348034","203","999","30","145"
"352459","204","999","30","146"
"356884","205","999","30","147"
"361309","206","999","30","148"
"365734","207","999","30","149"
"370159","208","999","30","150"
"374584","209","999","30","151"
"379009","210","999","30","152"
"383434","211","999","30","153"
"387859","212","999","30","154"
"392284","213","999","30","155"
"396709","214","999","30","156"
"401134","215","999","30","157"
"405559","216","999","30","158"
"409984","217","999","30","159"
"414409","218","999","30","160"
"418834","219","999","30","161"
"423259","220","999","30","162"
"427684","221","999","30","163"
"432109","222","999","30","164"
"436534","223","999","30","165"
"440959","224","999","30","166"
"445384","225","999","30","167"
"449809","226","999","30","168"
"454234","227","999","30","169"
"458659","228","999","30","170"
"463084","229","999","30","171"
"467509","230","999","30","172"
"471934","231","999","30","173"
"476359","232","999","30","174"
"480784","233","999","30","175"
"485209","234","999","30","176"
"489634","235","999","30","177"
"494059","236","999","30","178"
"498484","237","999","30","179"
"502909","238","999","30","180"
"507334","239","999","30","181"
"511759","240","999","30","182"
"516184","241","999","30","183"
"520609","242","999","30","184"
"525034","243","999","30","185"
"529459","244","999","30","186"
"533884","245","999","30","187"
"538309","246","999","30","188"
"542734","247","999","30","189"
"547159","248","999","30","190"
"551584","249","999","30","191"
"556009","250","999","30","192"
"560434","251","999","30","193"
"564859","252","999","30","194"
"569284","253","999","30","195"
"573709","254","999","30","196"
"578134","255","999","30","197"
"582559","256","999","30","198"
"586984","257","999","30","199"
"591409","258","999","30","200"
"595834","259","999","30","201"
"600259","260","999","30","202"
"604684","261","999","30","203"
"609109","262","999","30","204"
"613534","263","999","30","205"
"617959","264","999","30","206"
"622384","265","999","30","207"
"626809","266","999","30","208"
"631234","267","999","30","209"
"635659","268","999","30","210"
"640084","269","999","30","211"
"644509","270","999","30","212"
"648934","271","999","30","213"
"653359","272","999","30","214"
"657784","273","999","30","215"
"662209","274","999","30","216"
"666634","275","999","30","217"
"671059","276","999","30","218"
"675484","277","999","30","219"
"679909","278","999","30","220"
"684334","279","999","30","221"
"688759","280","999","30","222"
"693184","281","999","30","223"
"697609","282","999","30","224"
"702034","283","999","30","225"
"706459","284","999","30","226"
"710884","285","999","30","227"
"715309","286","999","30","228"
"719734","287","999","30","229"
"724159","288","999","30","230"
"728584","289","999","30","231"
"733009","290","999","30","232"
"737434","291","999","30","233"
"741859","292","999","30","234"
"746284","293","999","30","235"
"750709","294","999","30","236"
"755134","295","999","30","237"
"759559","296","999","30","238"
"763984","297","999","30","239"
"768409","298","999","30","240"
"772834","299","999","30","241"
"777259","300","999","30","242"
"781684","301","999","30","243"
"786109","302","999","30","244"
"790534","303","999","30","245"
"794959","304","999","30","246"
"799384","305","999","30","247"
"803809","306","999","30","248"
"808234","307","999","30","249"
"812659","308","999","30","250"
"817084","309","999","30","251"
"821509","310","999","30","252"
"825934","311","999","30","253"
"830359","312","999","30","254"
"834784","313","999","30","255"
"839209","314","999","30","256"
"843634","315","999","30","257"
"848059","316","999","30","258"
"852484","317","999","30","259"
"856909","318","999","30","260"
"861334","319","999","30","261"
"865759","320","999","30","262"
"870184","321","999","30","263"
"874609","322","999","30","264"
"879034","323","999","30","265"
"883459","324","999","30","266"
"887884","325","999","30","267"
"892309","326","999","30","268"
"896734","327","999","30","269"
"901159","328","999","30","270"
"905584","329","999","30","271"
"910009","330","999","30","272"
"914434","331","999","30","273"
"918859","332","999","30","274"
"923284","333","999","30","275"
"927709","334","999","30","276"
"932134","335","999","30","277"
"936559","336","999","30","278"
"940984","337","999","30","279"
"945409","338","999","30","280"
"949834","339","999","30","281"
"954259","340","999","30","282"
"958684","341","999","30","283"
"963109","342","999","30","284"
"967534","343","999","30","285"
"971959","344","999","30","286"
"976384","345","999","30","287"
"980809","346","999","30","288"
"985234","347","999","30","289"
"989659","348","999","30","290"
"994084","349","999","30","291"
"998509","350","999","30","292"
"1002934","351","999","30","293"
"1007359","352","999","30","294"
"1011784","353","999","30","295"
"1016209","354","999","30","296"
"1020634","355","999","30","297"
"1025059","356","999","30","298"
"1029484","357","999","30","299"
"1033909","358","999","30","300"
"1038334","359","999","30","301"
"1042759","360","999","30","302"
"1047184","361","999","30","303"
"1051609","362","999","30","304"
"1056034","363","999","30","305"
"1060459","364","999","30","306"
"1064884","365","999","30","307"
"1069309","366","999","30","308"
"1073734","367","999","30","309"
"1078159","368","999","30","310"
"1082584","369","999","30","311"
"1087009","370","999","30","312"
"1091434","371","999","30","313"
"1095859","372","999","30","314"
"1100284","373","999","30","315"
"1104709","374","999","30","316"
"1109134","375","999","30","317"
"1113559","376","999","30","318"
"1117984","377","999","30","319"
"1122409","378","999","30","320"
"1126834","379","999","30","321"
"1131259","380","999","30","322"
"1135684","381","999","30","323"
"1140109","382","999","30","324"
"1144534","383","999","30","325"
"1148959","384","999","30","326"
"1153384","385","999","30","327"
"1157809","386","999","30","328"
"1162234","387","999","30","329"
"1166659","388","999","30","330"
"1171084","389","999","30","331"
"1175509","390","999","30","332"
"1179934","391","999","30","333"
"1184359","392","999","30","334"
"1188784","393","999","30","335"
"1193209","394","999","30","336"
"1197634","395","999","30","337"
"1202059","396","999","30","338"
"1206484","397","999","30","339"
"1210909","398","999","30","340"
"1215334","399","999","30","341"
"1219759","400","999","30","342"
"1224184","401","999","30","343"
"1228609","402","999","30","344"
"1233034","403","999","30","345"
"1237459","404","999","30","346"
"1241884","405","999","30","347"
