3de35d6369f5c8d0d19c195de8cd355ac1d521ca3be759cfa4bd69957d05f02d,9453e309e95497a677eb78dbe7270a3622308317783c75a45d11a73442cfc9e9,be679fc790702e396c13c8dc5b6fe48dff16898a0a967fa2fcb13e95cc680579,2bf0e46bddc36135dff73047dcc8cb49c43167b2ff08e69f9eaea16469c9088c,e4f07d2a9399a7c5405a3db48af717d9e433f221fb3489bf01389a5bb520cba5,3677c17c44602f3fb8af5aec078596927c5b20354871bd2b153a1c5a218a9750,6cabb3884df90b6276ad620695680f9c9a24f7ff92e9702a98d8f45e77c0f3b6,6a4ea1cd6297104c4775fea1eca9e83518ebc9cb3dbd17945d5850e2cca7a01c,a4a5c8abd75b216519a1a05a1ce2b740b6d24bf0637c6bd8da5d735a8fffb0ae,45f6335a2e2e0d3e6c0081fbc5d8141a9831bfbba91ebfd1c11aacaa3948064c,1d11af5b789ef3d15f3aae5e8da512ff42f5cd321aa17d6657c7f1dc069d2e77,4806af7df1b919a38c255a82f91b3578ef07cf9ce2cfcebd7771fb50bf7fb799,49c3bf86faeccbb80a5c24979dc76a704545ecdb423779bd997aebedc1c77f66,13adc700371160ba389fd7a2be31f3780a0028fde838660285d42b80b16fb481,a124b9a0a36add8c013dea702ac6cab2c170e402ff1a02a9dec6208e7237df43
"0","0","2001","20011","0","1","1","40001","7","0","1","0","0","2","20012"
"0","0","2002","20021","0","1","1","40001","7","0","1","0","0","2","20022"
"0","0","2003","20031","0","1","1","40001","7","0","1","0","0","2","20032"
"0","0","2004","20041","0","1","1","40001","7","0","1","0","0","2","20042"
"0","0","2005","20051","0","1","1","40001","7","0","1","0","0","2","20052"
"0","0","2006","20061","0","1","1","40001","7","0","1","0","0","2","20062"
"0","0","2007","20071","0","1","1","40001","7","0","1","0","0","2","20072"
"0","0","2008","20081","0","1","1","40001","7","0","1","0","0","2","20082"
"0","0","2009","20091","0","1","1","40001","7","0","1","0","0","2","20092"
"0","0","2010","20101","0","1","1","40001","7","0","1","0","0","2","20102"
"0","0","2011","20111","0","1","1","40001","7","0","1","0","0","2","20112"
"0","0","2012","20121","0","1","1","40001","7","0","1","0","0","2","20122"
"0","0","2013","20131","0","1","1","40001","7","0","1","0","0","2","20132"
"0","0","2014","20141","0","1","1","40001","7","0","1","0","0","2","20142"
"0","0","2015","20151","0","1","1","40001","7","0","1","0","0","2","20152"
"0","0","2016","20161","0","1","1","40001","7","0","1","0","0","2","20162"
"0","0","2017","20171","0","1","1","40001","7","0","1","0","0","2","20172"
"0","0","2018","20181","0","1","1","40001","7","0","1","0","0","2","20182"
"0","0","2019","20191","0","1","1","40001","7","0","1","0","0","2","20192"
"0","0","2020","20201","0","1","1","40001","7","0","1","0","0","2","20202"
"0","0","2021","20211","0","1","1","40001","7","0","1","0","0","2","20212"
"0","0","2022","20221","0","1","1","40001","7","0","1","0","0","2","20222"
"0","0","2023","20231","0","1","1","40001","7","0","1","0","0","2","20232"
"0","0","2024","20241","0","1","1","40001","7","0","1","0","0","2","20242"
"0","0","2025","20251","0","1","1","40001","7","0","1","0","0","2","20252"
"0","0","2026","20261","0","1","1","40001","7","0","1","0","0","2","20262"
"0","0","2027","20271","0","1","1","40001","7","0","1","0","0","2","20272"
"0","0","2028","20281","0","1","1","40001","7","0","1","0","0","2","20282"
"40","0","3001","30011","0","1","1","40001","7","0","1","0","0","1","30012"
"40","0","3002","30021","0","1","5","40001","7","0","1","0","0","1","30022"
"40","0","3003","30031","0","1","6","40001","7","0","1","0","0","1","30032"
"-58","0","3004","30041","0","1","6","40001","0","0","2","0","0","1","30042"
"-42","0","3005","30051","0","1","1","40001","-20","0","1","0","0","1","30052"
"-42","0","3006","30061","0","1","5","40001","-20","0","1","0","0","1","30062"
"0","0","3007","30071","0","1","1","40001","40","0","1","0","0","1","30072"
"0","0","3008","30081","0","1","5","40001","40","0","1","0","0","1","30082"
"0","0","3009","30091","0","1","6","40001","40","0","1","0","0","1","30092"
"0","0","4001","40011","0","2","1","40001","0","0","1","0","0","1","40012"
"0","0","4002","40021","0","2","5","40001","0","0","1","0","0","1","40022"
"0","0","4005","40051","0","2","1","40001","0","0","1","0","0","1","40052"
"0","0","4006","40061","0","2","5","40001","0","0","1","0","0","1","40062"
"0","0","4007","40071","0","2","6","40001","0","0","2","0","0","1","40072"
"0","0","4009","40091","0","2","6","40004","0","0","2","0","0","1","40092"
"0","0","4010","40101","0","2","1","40004","0","0","1","0","0","1","40102"
"0","0","4011","40111","0","2","5","40004","0","0","1","0","0","1","40112"
"0","0","4012","40121","0","2","6","40001","0","0","1","0","0","1","40122"
"0","0","4013","40131","0","2","1","40004","0","0","1","0","0","1","40132"
"0","0","4014","40141","0","2","5","40004","0","0","1","0","0","1","40142"
"0","0","4015","40151","0","2","6","40001","0","0","1","0","0","1","40152"
"0","0","4016","40161","0","2","1","40004","0","0","1","0","0","1","40162"
"0","0","4017","40171","0","2","5","40004","0","0","1","0","0","1","40172"
"0","0","4018","40181","0","2","6","40001","0","0","1","0","0","1","40182"
