9a71e3362a4360d98bb0d50f808033947f83bb44e88d3de5a5067c35dacd2291,ee0927e83f033cca947b876e1ed520a46f32a7d3bb1793bfcb2bfe4da2015b11,534d9d973c2536f29f4cfe0a3384cc8f8a68685a45a99589f13de9015d79fe26,534731d767cc4379f377a08716bf2e32a7dd36a371db5cfab9becc569a7c97e2,e959d0ee330a43c77188985e6f6c04bb8eba6d22ee29676e774b2b8750722c8d,52fd5c7fa05fe942367d8d03fa7593c7ee298bec9851dd6591ba5ba786176ce8,ddd12bcf43173d1fa6739dea3e4a2dd03dbf7397ed90cec0a003dd0dd5eb842d,894e61427c47ebdc70ed746e57394f831451665a3b89c1e81d2689b942f3a9f9,6826ed49b36efee61d1ae154a80a686430c1e742662dcc4af3ffad834b503fbb,8d1691bcf4ca5705a40ce78ab2c100ad63399f8f1e186686ed942f5acc1ce657,3fff9b6e78dc72e876f2afa79f617d40d9aeba7d60a5f972145982dc873d8c18,7f040929add4e7978e76a0ae429c714ced60874092a2ec09009f42b23510a928,de8476f0ddc8130bf923888875eaa8e0b0f14a7f35a9328fb0bf206c59eee8bd,abab1738855bc3e153f3701fd02406d47dda3842922c4f8a10563cb9db8adde7,a2b3fc36ada4db04ceb607773534417a8eb26c082352e812795fd312e18524a6,4681e82abffb0553fb38a64d912f26e9a0e1e0a065782fa8fd88864a461751f4,fccabdafb35910687ef20010835bd88316be0cc46417ed952ee2aaa5009a59d4,226b60f60d6e29925b5e247e079b1a8bf326d99e8cd00b64a1319874d93e5fd3,15ff88372dab60f331fdde7c02f4a0c3ba76e2b5b525f23c508f41abd65a37a7,4c29c904e860327c38a54964bc62e478983c352ccde81945ea54a364c82fa1d7
"770110101","-300","0","300","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770110201","-300","0","300","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","1","0"
"770110301","-300","0","300","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","0","103123","0.8","0"
"770110401","-450","0","150","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-150","103123","0.8","450"
"770110501","-450","0","150","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-150","103123","1","450"
"770110601","-450","0","150","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","1.2","0","-100","-150","103123","1","450"
"770110701","-450","0","150","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","1","0.8","0","-100","-150","103123","1","450"
"770110801","-450","0","150","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-150","103123","0.8","450"
"770110901","-450","0","150","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-150","103123","0.8","450"
"770111001","-450","0","150","0","0","0.8","0","1.2","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","-150","103123","0.8","450"
"770111101","-450","0","150","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","-150","103123","0.8","450"
"770111201","-450","0","150","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-150","103123","0.8","450"
"770111301","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","-225","103123","1.2","225"
"770111401","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770111501","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770111601","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","-225","103123","0.8","225"
"770111701","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","1.2","225"
"770111801","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","-225","103123","1","225"
"770111901","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","1.2","0","-100","-225","103123","0.8","225"
"770112001","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","-225","103123","0.8","225"
"770112101","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770112201","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770112301","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770112401","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770112501","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770112601","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","1.2","0","-100","-225","103123","0.8","225"
"770112701","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770112801","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","0.8","1.2","0","-100","-225","103123","0.8","225"
"770112901","-450","0","0","0","0","0.8","450","1.2","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770113001","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770113101","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","-225","103123","0.8","225"
"770113201","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","1","0.8","0","-100","-225","103123","0.8","225"
"770113301","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","-225","103123","0.8","225"
"770113401","-450","0","0","0","0","0.8","450","0.8","バトルマス（NORMAL）","103121","0","1","0.8","0","-100","-225","103123","0.8","225"
"770113501","-450","0","0","0","0","1","450","0.8","バトルマス（NORMAL）","103121","0","0.8","1.2","0","-100","-225","103123","0.8","225"
"770113601","-450","0","0","0","0","0.8","450","1","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","-225","103123","0.8","225"
"770113701","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770113801","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770113901","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114001","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114101","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114201","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114301","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114401","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114501","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114601","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114701","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770114801","0","0","-1","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770120101","0","0","-1","0","0","0.8","0","1.2","バトルマス（EXTREME）","101201","-10","0.8","0.8","0","-100","0","101201","0.8","0"
"770120201","0","0","-1","0","0","0.8","0","1.6","バトルマス（EXTREME）","81003801","-20","0.8","0.8","0","-100","0","81003801","0.8","0"
"770120301","0","0","-1","0","0","0.8","0","1.4","バトルマス（EXTREME）","81000506","0","0.8","0.8","0","-100","0","81000506","0.8","0"
"770120401","5","0","-1","0","0","0.8","0","1.1","バトルマス（EXTREME）","81003301","-20","0.8","0.8","0","-100","0","81003301","0.8","0"
"770120501","-140","0","-1","0","0","0.8","0","1.8","バトルマス（EXTREME）","81005602","140","0.8","0.8","0","-100","0","81005602","0.8","0"
"770120601","5","0","-1","0","0","0.8","0","1.2","バトルマス（EXTREME）","100198","10","0.8","0.8","0","-100","0","100198","0.8","0"
"770120701","-400","0","0","0","0","0.8","400","1","バトルマス（EXTREME）","103121","0","0.8","0.8","0","-100","-200","103123","0.8","200"
"770120801","-400","0","0","0","0","0.8","400","0.8","バトルマス（EXTREME）","103121","0","0.8","0.8","0","-100","-200","103123","0.8","200"
"770120901","-400","0","0","0","0","0.8","400","0.8","バトルマス（EXTREME）","103121","0","0.8","0.8","0","-100","-200","103123","0.8","200"
"770121001","-400","0","0","0","0","0.8","400","0.8","バトルマス（EXTREME）","103121","0","0.8","0.8","0","-100","-200","103123","0.8","200"
"770121101","-400","0","0","0","0","0.8","400","1","バトルマス（EXTREME）","103121","0","0.8","1","0","-100","-200","103123","0.8","200"
"770121201","-400","0","0","0","0","0.8","400","1","バトルマス（EXTREME）","103121","0","0.8","0.8","0","-100","-200","103123","0.8","200"
"770210101","-300","0","300","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","0.8","0"
"770210201","-300","0","300","0","0","0.8","0","0.8","バトルマス（NORMAL）","103121","0","0.8","0.8","0","-100","0","103123","1","0"
"770210301","-300","0","300","0","0","0.8","0","1","バトルマス（NORMAL）","103121","0","0.8","1","0","-100","0","103123","0.8","0"
