9a6332d43100ef9a6e26bfe236e6b71ba888593fe12d0eeb21b6126b9257e663,21f0413036c3814a868f0d4c97b0ca00933980b881c8097c153cfbe968289c48,f127b10920845b128f08f25a65965defb4b1a3ef12221f206d50bcb982618cbc,9040412ecb1e9198955810551555114e0fb731112d192979bae36196a2a549ff,34c7f1b029d7127627254471c3b9da063711159da7ce4665e14598faa405b4d9,59931cd16ed54d6f56f301e29222697aae68165bffd84b28ac45e49aca0724e9,e0e52e9eb9f0a9d460495debbf26cd544d83372cb2c4e2b7e534bee10b15293f,7a02f5f7e6002fcf2b05f488816501c110fa765435543652471d558d8efe5400
"3","2","1","4","48","5","1","111"
"3","2","1","4","96","5","1","121"
"3","2","1","4","144","5","1","131"
"3","2","1","4","192","5","1","141"
"3","2","1","4","240","5","1","151"
"0","0","1","0","84","0","2","211"
"0","0","1","0","168","0","2","221"
"0","0","1","0","252","0","2","231"
"0","0","1","0","336","0","2","241"
"0","0","1","0","420","0","2","251"
"0","0","3","0","36","0","5","311"
"0","0","3","0","72","0","5","321"
"0","0","3","0","108","0","5","331"
"0","0","3","0","144","0","5","341"
"0","0","3","0","180","0","5","351"
"0","0","4","0","84","0","4","411"
"0","0","4","0","168","0","4","421"
"0","0","4","0","252","0","4","431"
"0","0","4","0","336","0","4","441"
"0","0","4","0","420","0","4","451"
"0","0","2","0","84","0","4","511"
"0","0","2","0","168","0","4","521"
"0","0","2","0","252","0","4","531"
"0","0","2","0","336","0","4","541"
"0","0","2","0","420","0","4","551"
"0","0","4","0","84","0","2","611"
"0","0","4","0","168","0","2","621"
"0","0","4","0","252","0","2","631"
"0","0","4","0","336","0","2","641"
"0","0","4","0","420","0","2","651"
"0","0","5","0","56","0","1","711"
"0","0","5","0","112","0","1","721"
"0","0","5","0","168","0","1","731"
"0","0","5","0","224","0","1","741"
"0","0","5","0","280","0","1","751"
"0","0","2","0","1","0","101","811"
"0","0","3","0","84","0","2","911"
"0","0","3","0","168","0","2","921"
"0","0","3","0","252","0","2","931"
"0","0","3","0","336","0","2","941"
"0","0","3","0","420","0","2","951"
"0","0","1","0","1","0","101","1011"
"0","0","2","0","36","0","5","1111"
"0","0","2","0","72","0","5","1121"
"0","0","2","0","108","0","5","1131"
"0","0","2","0","144","0","5","1141"
"0","0","2","0","180","0","5","1151"
"0","0","5","0","84","0","4","1211"
"0","0","5","0","168","0","4","1221"
"0","0","5","0","252","0","4","1231"
"0","0","5","0","336","0","4","1241"
"0","0","5","0","420","0","4","1251"
"0","0","1","0","86","0","2","1311"
"0","0","1","0","172","0","2","1321"
"0","0","1","0","258","0","2","1331"
"0","0","1","0","344","0","2","1341"
"0","0","1","0","430","0","2","1351"
"0","0","3","0","44","0","1","1411"
"0","0","3","0","88","0","1","1421"
"0","0","3","0","132","0","1","1431"
"0","0","3","0","176","0","1","1441"
"0","0","3","0","220","0","1","1451"
"0","0","4","0","36","0","5","1511"
"0","0","4","0","72","0","5","1521"
"0","0","4","0","108","0","5","1531"
"0","0","4","0","144","0","5","1541"
"0","0","4","0","180","0","5","1551"
"0","0","5","0","1","0","101","1611"
"0","0","2","0","1","0","100","1711"
"0","0","3","0","84","0","4","1811"
"0","0","3","0","168","0","4","1821"
"0","0","3","0","252","0","4","1831"
"0","0","3","0","336","0","4","1841"
"0","0","3","0","420","0","4","1851"
"0","0","4","0","36","0","3","1911"
"0","0","4","0","72","0","3","1921"
"0","0","4","0","108","0","3","1931"
"0","0","4","0","144","0","3","1941"
"0","0","4","0","180","0","3","1951"
"0","0","1","0","84","0","4","2011"
"0","0","1","0","168","0","4","2021"
"0","0","1","0","252","0","4","2031"
"0","0","1","0","336","0","4","2041"
"0","0","1","0","420","0","4","2051"
"0","0","3","0","1","0","100","2111"
"0","0","5","0","84","0","2","2211"
"0","0","5","0","168","0","2","2221"
"0","0","5","0","252","0","2","2231"
"0","0","5","0","336","0","2","2241"
"0","0","5","0","420","0","2","2251"
"0","0","1","0","44","0","1","2311"
"0","0","1","0","88","0","1","2321"
"0","0","1","0","132","0","1","2331"
"0","0","1","0","176","0","1","2341"
"0","0","1","0","220","0","1","2351"
"0","0","2","0","84","0","2","2411"
"0","0","2","0","168","0","2","2421"
"0","0","2","0","252","0","2","2431"
"0","0","2","0","336","0","2","2441"
"0","0","2","0","420","0","2","2451"
"0","0","5","0","86","0","4","2511"
"0","0","5","0","172","0","4","2521"
"0","0","5","0","258","0","4","2531"
"0","0","5","0","344","0","4","2541"
"0","0","5","0","430","0","4","2551"
"3","2","1","4","1","5","100","2611"
"3","2","1","4","2","5","100","2621"
"3","2","1","4","3","5","100","2631"
"0","0","1","0","36","0","3","2711"
"0","0","1","0","72","0","3","2721"
"0","0","1","0","108","0","3","2731"
"0","0","1","0","144","0","3","2741"
"0","0","1","0","180","0","3","2751"
"0","0","4","0","86","0","4","2811"
"0","0","4","0","172","0","4","2821"
"0","0","4","0","258","0","4","2831"
"0","0","4","0","344","0","4","2841"
"0","0","4","0","430","0","4","2851"
"0","0","5","0","10","0","7","2911"
"0","0","5","0","20","0","7","2921"
"0","0","5","0","30","0","7","2931"
"0","0","5","0","40","0","7","2941"
"0","0","5","0","50","0","7","2951"
"0","0","2","0","36","0","3","3011"
"0","0","2","0","72","0","3","3021"
"0","0","2","0","108","0","3","3031"
"0","0","2","0","144","0","3","3041"
"0","0","2","0","180","0","3","3051"
"0","0","3","0","46","0","1","3111"
"0","0","3","0","92","0","1","3121"
"0","0","3","0","138","0","1","3131"
"0","0","3","0","184","0","1","3141"
"0","0","3","0","230","0","1","3151"
"0","0","4","0","88","0","4","3211"
"0","0","4","0","176","0","4","3221"
"0","0","4","0","264","0","4","3231"
"0","0","4","0","352","0","4","3241"
"0","0","4","0","440","0","4","3251"
"0","0","1","0","86","0","4","3311"
"0","0","1","0","172","0","4","3321"
"0","0","1","0","258","0","4","3331"
"0","0","1","0","344","0","4","3341"
"0","0","1","0","430","0","4","3351"
"0","0","2","0","86","0","2","3411"
"0","0","2","0","172","0","2","3421"
"0","0","2","0","258","0","2","3431"
"0","0","2","0","344","0","2","3441"
"0","0","2","0","430","0","2","3451"
"0","0","3","0","38","0","5","3511"
"0","0","3","0","76","0","5","3521"
"0","0","3","0","114","0","5","3531"
"0","0","3","0","152","0","5","3541"
"0","0","3","0","190","0","5","3551"
"0","0","4","0","86","0","2","3611"
"0","0","4","0","172","0","2","3621"
"0","0","4","0","258","0","2","3631"
"0","0","4","0","344","0","2","3641"
"0","0","4","0","430","0","2","3651"
"0","0","5","0","88","0","4","3711"
"0","0","5","0","176","0","4","3721"
"0","0","5","0","264","0","4","3731"
"0","0","5","0","352","0","4","3741"
"0","0","5","0","440","0","4","3751"
"0","0","2","0","44","0","1","3811"
"0","0","2","0","88","0","1","3821"
"0","0","2","0","132","0","1","3831"
"0","0","2","0","176","0","1","3841"
"0","0","2","0","220","0","1","3851"
"0","0","3","0","86","0","4","3911"
"0","0","3","0","172","0","4","3921"
"0","0","3","0","258","0","4","3931"
"0","0","3","0","344","0","4","3941"
"0","0","3","0","430","0","4","3951"
"0","0","5","0","36","0","3","4011"
"0","0","5","0","72","0","3","4021"
"0","0","5","0","108","0","3","4031"
"0","0","5","0","144","0","3","4041"
"0","0","5","0","180","0","3","4051"
"0","0","2","0","10","0","7","4111"
"0","0","2","0","20","0","7","4121"
"0","0","2","0","30","0","7","4131"
"0","0","2","0","40","0","7","4141"
"0","0","2","0","50","0","7","4151"
"0","0","1","0","88","0","2","4211"
"0","0","1","0","176","0","2","4221"
"0","0","1","0","264","0","2","4231"
"0","0","1","0","352","0","2","4241"
"0","0","1","0","440","0","2","4251"
"0","0","4","0","38","0","3","4311"
"0","0","4","0","76","0","3","4321"
"0","0","4","0","114","0","3","4331"
"0","0","4","0","152","0","3","4341"
"0","0","4","0","190","0","3","4351"
"0","0","5","0","58","0","1","4411"
"0","0","5","0","116","0","1","4421"
"0","0","5","0","174","0","1","4431"
"0","0","5","0","232","0","1","4441"
"0","0","5","0","290","0","1","4451"
"0","0","2","0","88","0","2","4511"
"0","0","2","0","176","0","2","4521"
"0","0","2","0","264","0","2","4531"
"0","0","2","0","352","0","2","4541"
"0","0","2","0","440","0","2","4551"
"0","0","3","0","86","0","2","4611"
"0","0","3","0","172","0","2","4621"
"0","0","3","0","258","0","2","4631"
"0","0","3","0","344","0","2","4641"
"0","0","3","0","430","0","2","4651"
"0","0","4","0","10","0","7","4711"
"0","0","4","0","20","0","7","4721"
"0","0","4","0","30","0","7","4731"
"0","0","4","0","40","0","7","4741"
"0","0","4","0","50","0","7","4751"
"0","0","1","0","38","0","3","4811"
"0","0","1","0","76","0","3","4821"
"0","0","1","0","114","0","3","4831"
"0","0","1","0","152","0","3","4841"
"0","0","1","0","190","0","3","4851"
"0","0","2","0","38","0","5","4911"
"0","0","2","0","76","0","5","4921"
"0","0","2","0","114","0","5","4931"
"0","0","2","0","152","0","5","4941"
"0","0","2","0","190","0","5","4951"
"0","0","5","0","86","0","2","5011"
"0","0","5","0","172","0","2","5021"
"0","0","5","0","258","0","2","5031"
"0","0","5","0","344","0","2","5041"
"0","0","5","0","430","0","2","5051"
"0","0","1","0","88","0","4","5111"
"0","0","1","0","176","0","4","5121"
"0","0","1","0","264","0","4","5131"
"0","0","1","0","352","0","4","5141"
"0","0","1","0","440","0","4","5151"
"0","0","3","0","36","0","3","5211"
"0","0","3","0","72","0","3","5221"
"0","0","3","0","108","0","3","5231"
"0","0","3","0","144","0","3","5241"
"0","0","3","0","180","0","3","5251"
"0","0","4","0","15","0","7","5311"
"0","0","4","0","30","0","7","5321"
"0","0","4","0","45","0","7","5331"
"0","0","4","0","60","0","7","5341"
"0","0","4","0","75","0","7","5351"
"3","2","1","4","1","5","101","5411"
"3","2","1","4","2","5","101","5421"
"3","2","1","4","3","5","101","5431"
"0","0","1","0","90","0","4","5511"
"0","0","1","0","180","0","4","5521"
"0","0","1","0","270","0","4","5531"
"0","0","1","0","360","0","4","5541"
"0","0","1","0","450","0","4","5551"
"0","0","2","0","1","0","100","5611"
"0","0","2","0","2","0","100","5621"
"0","0","5","0","10","0","6","5711"
"0","0","5","0","20","0","6","5721"
"0","0","5","0","30","0","6","5731"
"0","0","5","0","40","0","6","5741"
"0","0","5","0","50","0","6","5751"
"0","0","2","0","90","0","2","5811"
"0","0","2","0","180","0","2","5821"
"0","0","2","0","270","0","2","5831"
"0","0","2","0","360","0","2","5841"
"0","0","2","0","450","0","2","5851"
"0","0","3","0","48","0","1","5911"
"0","0","3","0","96","0","1","5921"
"0","0","3","0","144","0","1","5931"
"0","0","3","0","192","0","1","5941"
"0","0","3","0","240","0","1","5951"
"0","0","5","0","1","0","101","6011"
"0","0","5","0","2","0","101","6021"
"0","0","1","0","90","0","2","6111"
"0","0","1","0","180","0","2","6121"
"0","0","1","0","270","0","2","6131"
"0","0","1","0","360","0","2","6141"
"0","0","1","0","450","0","2","6151"
"0","0","2","0","38","0","3","6211"
"0","0","2","0","76","0","3","6221"
"0","0","2","0","114","0","3","6231"
"0","0","2","0","152","0","3","6241"
"0","0","2","0","190","0","3","6251"
"0","0","3","0","88","0","2","6311"
"0","0","3","0","176","0","2","6321"
"0","0","3","0","264","0","2","6331"
"0","0","3","0","352","0","2","6341"
"0","0","3","0","440","0","2","6351"
"0","0","4","0","88","0","2","6411"
"0","0","4","0","176","0","2","6421"
"0","0","4","0","264","0","2","6431"
"0","0","4","0","352","0","2","6441"
"0","0","4","0","440","0","2","6451"
"0","0","1","0","10","0","7","6511"
"0","0","1","0","20","0","7","6521"
"0","0","1","0","30","0","7","6531"
"0","0","1","0","40","0","7","6541"
"0","0","1","0","50","0","7","6551"
"0","0","4","0","1","0","100","6611"
"0","0","5","0","36","0","5","6711"
"0","0","5","0","72","0","5","6721"
"0","0","5","0","108","0","5","6731"
"0","0","5","0","144","0","5","6741"
"0","0","5","0","180","0","5","6751"
"0","0","1","0","36","0","5","6811"
"0","0","1","0","72","0","5","6821"
"0","0","1","0","108","0","5","6831"
"0","0","1","0","144","0","5","6841"
"0","0","1","0","180","0","5","6851"
"0","0","2","0","86","0","4","6911"
"0","0","2","0","172","0","4","6921"
"0","0","2","0","258","0","4","6931"
"0","0","2","0","344","0","4","6941"
"0","0","2","0","430","0","4","6951"
"0","0","4","0","10","0","6","7011"
"0","0","4","0","20","0","6","7021"
"0","0","4","0","30","0","6","7031"
"0","0","4","0","40","0","6","7041"
"0","0","4","0","50","0","6","7051"
"0","0","1","0","10","0","6","7111"
"0","0","1","0","20","0","6","7121"
"0","0","1","0","30","0","6","7131"
"0","0","1","0","40","0","6","7141"
"0","0","1","0","50","0","6","7151"
"0","0","3","0","1","0","101","7211"
"0","0","3","0","38","0","3","7311"
"0","0","3","0","76","0","3","7321"
"0","0","3","0","114","0","3","7331"
"0","0","3","0","152","0","3","7341"
"0","0","3","0","190","0","3","7351"
"0","0","4","0","56","0","1","7411"
"0","0","4","0","112","0","1","7421"
"0","0","4","0","168","0","1","7431"
"0","0","4","0","224","0","1","7441"
"0","0","4","0","280","0","1","7451"
"0","0","2","0","40","0","5","7511"
"0","0","2","0","80","0","5","7521"
"0","0","2","0","120","0","5","7531"
"0","0","2","0","160","0","5","7541"
"0","0","2","0","200","0","5","7551"
"0","0","4","0","90","0","4","7611"
"0","0","4","0","180","0","4","7621"
"0","0","4","0","270","0","4","7631"
"0","0","4","0","360","0","4","7641"
"0","0","4","0","450","0","4","7651"
"0","0","5","0","1","0","100","7711"
"0","0","1","0","1","0","101","7811"
"0","0","1","0","2","0","101","7821"
"0","0","4","0","40","0","3","7911"
"0","0","4","0","80","0","3","7921"
"0","0","4","0","120","0","3","7931"
"0","0","4","0","160","0","3","7941"
"0","0","4","0","200","0","3","7951"
"0","0","3","0","10","0","7","8011"
"0","0","3","0","20","0","7","8021"
"0","0","3","0","30","0","7","8031"
"0","0","3","0","40","0","7","8041"
"0","0","3","0","50","0","7","8051"
"0","0","5","0","38","0","3","8111"
"0","0","5","0","76","0","3","8121"
"0","0","5","0","114","0","3","8131"
"0","0","5","0","152","0","3","8141"
"0","0","5","0","190","0","3","8151"
"3","2","1","4","15","5","6","8211"
"3","2","1","4","30","5","6","8221"
"3","2","1","4","45","5","6","8231"
"3","2","1","4","60","5","6","8241"
"3","2","1","4","75","5","6","8251"
"0","0","2","0","10","0","6","8311"
"0","0","2","0","20","0","6","8321"
"0","0","2","0","30","0","6","8331"
"0","0","2","0","40","0","6","8341"
"0","0","2","0","50","0","6","8351"
"0","0","4","0","58","0","1","8411"
"0","0","4","0","116","0","1","8421"
"0","0","4","0","174","0","1","8431"
"0","0","4","0","232","0","1","8441"
"0","0","4","0","290","0","1","8451"
"0","0","1","0","92","0","2","8511"
"0","0","1","0","184","0","2","8521"
"0","0","1","0","276","0","2","8531"
"0","0","1","0","368","0","2","8541"
"0","0","1","0","460","0","2","8551"
"0","0","3","0","40","0","5","8611"
"0","0","3","0","80","0","5","8621"
"0","0","3","0","120","0","5","8631"
"0","0","3","0","160","0","5","8641"
"0","0","3","0","200","0","5","8651"
"0","0","1","0","46","0","1","8711"
"0","0","1","0","92","0","1","8721"
"0","0","1","0","138","0","1","8731"
"0","0","1","0","184","0","1","8741"
"0","0","1","0","230","0","1","8751"
"0","0","2","0","15","0","7","8811"
"0","0","2","0","30","0","7","8821"
"0","0","2","0","45","0","7","8831"
"0","0","2","0","60","0","7","8841"
"0","0","2","0","75","0","7","8851"
"0","0","5","0","90","0","4","8911"
"0","0","5","0","180","0","4","8921"
"0","0","5","0","270","0","4","8931"
"0","0","5","0","360","0","4","8941"
"0","0","5","0","450","0","4","8951"
"0","0","2","0","88","0","4","9011"
"0","0","2","0","176","0","4","9021"
"0","0","2","0","264","0","4","9031"
"0","0","2","0","352","0","4","9041"
"0","0","2","0","440","0","4","9051"
"0","0","3","0","42","0","5","9111"
"0","0","3","0","84","0","5","9121"
"0","0","3","0","126","0","5","9131"
"0","0","3","0","168","0","5","9141"
"0","0","3","0","210","0","5","9151"
"0","0","4","0","15","0","6","9211"
"0","0","4","0","30","0","6","9221"
"0","0","4","0","45","0","6","9231"
"0","0","4","0","60","0","6","9241"
"0","0","4","0","75","0","6","9251"
"0","0","5","0","40","0","3","9311"
"0","0","5","0","80","0","3","9321"
"0","0","5","0","120","0","3","9331"
"0","0","5","0","160","0","3","9341"
"0","0","5","0","200","0","3","9351"
"0","0","1","0","38","0","5","9411"
"0","0","1","0","76","0","5","9421"
"0","0","1","0","114","0","5","9431"
"0","0","1","0","152","0","5","9441"
"0","0","1","0","190","0","5","9451"
"0","0","3","0","40","0","3","9511"
"0","0","3","0","80","0","3","9521"
"0","0","3","0","120","0","3","9531"
"0","0","3","0","160","0","3","9541"
"0","0","3","0","200","0","3","9551"
"0","0","4","0","92","0","4","9611"
"0","0","4","0","184","0","4","9621"
"0","0","4","0","276","0","4","9631"
"0","0","4","0","368","0","4","9641"
"0","0","4","0","460","0","4","9651"
"0","0","5","0","15","0","7","9711"
"0","0","5","0","30","0","7","9721"
"0","0","5","0","45","0","7","9731"
"0","0","5","0","60","0","7","9741"
"0","0","5","0","75","0","7","9751"
"0","0","2","0","40","0","3","9811"
"0","0","2","0","80","0","3","9821"
"0","0","2","0","120","0","3","9831"
"0","0","2","0","160","0","3","9841"
"0","0","2","0","200","0","3","9851"
"0","0","3","0","90","0","2","9911"
"0","0","3","0","180","0","2","9921"
"0","0","3","0","270","0","2","9931"
"0","0","3","0","360","0","2","9941"
"0","0","3","0","450","0","2","9951"
"0","0","4","0","90","0","2","10011"
"0","0","4","0","180","0","2","10021"
"0","0","4","0","270","0","2","10031"
"0","0","4","0","360","0","2","10041"
"0","0","4","0","450","0","2","10051"
"0","0","1","0","40","0","5","10111"
"0","0","1","0","80","0","5","10121"
"0","0","1","0","120","0","5","10131"
"0","0","1","0","160","0","5","10141"
"0","0","1","0","200","0","5","10151"
"0","0","2","0","46","0","1","10211"
"0","0","2","0","92","0","1","10221"
"0","0","2","0","138","0","1","10231"
"0","0","2","0","184","0","1","10241"
"0","0","2","0","230","0","1","10251"
"0","0","5","0","42","0","3","10311"
"0","0","5","0","84","0","3","10321"
"0","0","5","0","126","0","3","10331"
"0","0","5","0","168","0","3","10341"
"0","0","5","0","210","0","3","10351"
"0","0","3","0","10","0","6","10411"
"0","0","3","0","20","0","6","10421"
"0","0","3","0","30","0","6","10431"
"0","0","3","0","40","0","6","10441"
"0","0","3","0","50","0","6","10451"
"0","0","5","0","38","0","5","10511"
"0","0","5","0","76","0","5","10521"
"0","0","5","0","114","0","5","10531"
"0","0","5","0","152","0","5","10541"
"0","0","5","0","190","0","5","10551"
"0","0","1","0","15","0","7","10611"
"0","0","1","0","30","0","7","10621"
"0","0","1","0","45","0","7","10631"
"0","0","1","0","60","0","7","10641"
"0","0","1","0","75","0","7","10651"
"0","0","2","0","42","0","5","10711"
"0","0","2","0","84","0","5","10721"
"0","0","2","0","126","0","5","10731"
"0","0","2","0","168","0","5","10741"
"0","0","2","0","210","0","5","10751"
"0","0","3","0","88","0","4","10811"
"0","0","3","0","176","0","4","10821"
"0","0","3","0","264","0","4","10831"
"0","0","3","0","352","0","4","10841"
"0","0","3","0","440","0","4","10851"
"0","0","5","0","88","0","2","10911"
"0","0","5","0","176","0","2","10921"
"0","0","5","0","264","0","2","10931"
"0","0","5","0","352","0","2","10941"
"0","0","5","0","440","0","2","10951"
"3","2","1","4","15","5","7","11011"
"3","2","1","4","30","5","7","11021"
"3","2","1","4","45","5","7","11031"
"3","2","1","4","60","5","7","11041"
"3","2","1","4","75","5","7","11051"
"0","0","2","0","15","0","6","11111"
"0","0","2","0","30","0","6","11121"
"0","0","2","0","45","0","6","11131"
"0","0","2","0","60","0","6","11141"
"0","0","2","0","75","0","6","11151"
"0","0","4","0","92","0","2","11211"
"0","0","4","0","184","0","2","11221"
"0","0","4","0","276","0","2","11231"
"0","0","4","0","368","0","2","11241"
"0","0","4","0","460","0","2","11251"
"0","0","5","0","92","0","4","11311"
"0","0","5","0","184","0","4","11321"
"0","0","5","0","276","0","4","11331"
"0","0","5","0","368","0","4","11341"
"0","0","5","0","460","0","4","11351"
"0","0","2","0","92","0","2","11411"
"0","0","2","0","184","0","2","11421"
"0","0","2","0","276","0","2","11431"
"0","0","2","0","368","0","2","11441"
"0","0","2","0","460","0","2","11451"
"0","0","3","0","90","0","4","11511"
"0","0","3","0","180","0","4","11521"
"0","0","3","0","270","0","4","11531"
"0","0","3","0","360","0","4","11541"
"0","0","3","0","450","0","4","11551"
"0","0","4","0","20","0","7","11611"
"0","0","4","0","40","0","7","11621"
"0","0","4","0","60","0","7","11631"
"0","0","4","0","80","0","7","11641"
"0","0","4","0","100","0","7","11651"
"0","0","2","0","48","0","1","11711"
"0","0","2","0","96","0","1","11721"
"0","0","2","0","144","0","1","11731"
"0","0","2","0","192","0","1","11741"
"0","0","2","0","240","0","1","11751"
"0","0","3","0","15","0","6","11811"
"0","0","3","0","30","0","6","11821"
"0","0","3","0","45","0","6","11831"
"0","0","3","0","60","0","6","11841"
"0","0","3","0","75","0","6","11851"
"0","0","5","0","44","0","3","11911"
"0","0","5","0","88","0","3","11921"
"0","0","5","0","132","0","3","11931"
"0","0","5","0","176","0","3","11941"
"0","0","5","0","220","0","3","11951"
"0","0","1","0","42","0","5","12011"
"0","0","1","0","84","0","5","12021"
"0","0","1","0","126","0","5","12031"
"0","0","1","0","168","0","5","12041"
"0","0","1","0","210","0","5","12051"
"0","0","3","0","92","0","2","12111"
