42aee49626bff11016784c2b1b560b33130a02c4de36a7eed3cd583b561a9aff,2d7d66d166a4db6830a523b28e34dc1dbdca08e299c5ca4251a2dda034cc8e3a,5417c3b88fe218700da91cc264f09b55493275d65481140a6d35b85b06a568d2,458a72cf6e862b5d7d2edf89aec500498bb2dc28ce18d324e9297cccefed014e,9720c733f1b1cde172887b1ae213650de88d2fce9442dc043dd458794caf1f05
"500000101","ダメージ減衰","18","75000001","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000102","ＴＰ上昇上限付与","17","75000001","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000103","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000001","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000104","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000001","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000105","ＨＰ吸収ダウン","9","75000001","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000106","ＴＰダウンカット","boss_tp_down_cut","75000001","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500000201","ダメージ減衰","18","75000002","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000202","ＴＰ上昇上限付与","17","75000002","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000203","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000002","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000204","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000002","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000205","ＨＰ吸収ダウン","9","75000002","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000206","ＴＰダウンカット","boss_tp_down_cut","75000002","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500000301","ダメージ減衰","18","75000003","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000302","ＴＰ上昇上限付与","17","75000003","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000303","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000003","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000304","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000003","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000305","ＨＰ吸収ダウン","9","75000003","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000306","ＴＰダウンカット","boss_tp_down_cut","75000003","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500000401","ダメージ減衰","18","75000004","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000402","ＴＰ上昇上限付与","17","75000004","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000403","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000004","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000404","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000004","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000405","ＨＰ吸収ダウン","9","75000004","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000406","ＴＰダウンカット","boss_tp_down_cut","75000004","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500000501","ダメージ減衰","18","75000005","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000502","ＴＰ上昇上限付与","17","75000005","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000503","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000005","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000504","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000005","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000505","ＨＰ吸収ダウン","9","75000005","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000506","ＴＰダウンカット","boss_tp_down_cut","75000005","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500000601","ダメージ減衰","18","75000006","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000602","ＴＰ上昇上限付与","17","75000006","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000603","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000006","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000604","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000006","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000605","ＨＰ吸収ダウン","9","75000006","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000606","ＴＰダウンカット","boss_tp_down_cut","75000006","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500000701","ダメージ減衰","18","75000007","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000702","ＴＰ上昇上限付与","17","75000007","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000703","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000007","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000704","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000007","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000705","ＨＰ吸収ダウン","9","75000007","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000706","ＴＰダウンカット","boss_tp_down_cut","75000007","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500000801","ダメージ減衰","18","75000008","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000802","ＴＰ上昇上限付与","17","75000008","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000803","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000008","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000804","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000008","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000805","ＨＰ吸収ダウン","9","75000008","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000806","ＴＰダウンカット","boss_tp_down_cut","75000008","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500000901","ダメージ減衰","18","75000009","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500000902","ＴＰ上昇上限付与","17","75000009","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500000903","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000009","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500000904","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000009","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500000905","ＨＰ吸収ダウン","9","75000009","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500000906","ＴＰダウンカット","boss_tp_down_cut","75000009","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500001001","ダメージ減衰","18","75000010","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500001002","ＴＰ上昇上限付与","17","75000010","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500001003","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000010","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500001004","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000010","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500001005","ＨＰ吸収ダウン","9","75000010","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500001006","ＴＰダウンカット","boss_tp_down_cut","75000010","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"500001101","ダメージ減衰","18","75000011","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500001102","ＴＰ上昇上限付与","17","75000011","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500001103","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000011","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500001104","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000011","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500001105","ＨＰ吸収ダウン","9","75000011","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500001106","ＴＰダウンカット","boss_tp_down_cut","75000011","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。"
"500001201","ダメージ減衰","18","75000012","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"500001202","ＴＰ上昇上限付与","17","75000012","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"500001203","物理防御力（ダウン不可）アップ","boss_def_lower_limit","75000012","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"500001204","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","75000012","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"500001205","ＨＰ吸収ダウン","9","75000012","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"500001206","ＴＰダウンカット","boss_tp_down_cut","75000012","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"601000101","ダメージ減衰","18","76010001","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"601000102","ＴＰ上昇上限付与","17","76010001","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"601000103","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76010001","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"601000104","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76010001","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"601000105","ＨＰ吸収ダウン","9","76010001","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"601000106","ＴＰダウンカット","boss_tp_down_cut","76010001","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
